Date,HFD.L
2016-11-02,335.6273498535156
2016-11-03,346.2806091308594
2016-11-04,345.0859069824219
2016-11-07,341.80023193359375
2016-11-08,335.5278015136719
2016-11-09,342.1985168457031
2016-11-10,318.6020812988281
2016-11-11,315.7147521972656
2016-11-14,315.0177917480469
2016-11-15,321.6885070800781
2016-11-16,317.5068664550781
2016-11-17,322.2859191894531
2016-11-18,332.6405029296875
2016-11-21,334.5321960449219
2016-11-22,337.71820068359375
2016-11-23,336.9217224121094
2016-11-24,335.826416015625
2016-11-25,337.2203674316406
2016-11-28,337.71820068359375
2016-11-29,342.4971923828125
2016-11-30,340.9041748046875
2016-12-01,345.0859069824219
2016-12-02,342.4971923828125
2016-12-05,349.66583251953125
2016-12-06,349.96441650390625
2016-12-07,357.23260498046875
2016-12-08,363.1068115234375
2016-12-09,359.3233947753906
2016-12-12,353.6483154296875
2016-12-13,355.83868408203125
2016-12-14,356.33648681640625
2016-12-15,361.4730224609375
2016-12-16,358.38616943359375
2016-12-19,356.7928466796875
2016-12-20,355.1000061035156
2016-12-21,354.6021423339844
2016-12-22,360.5769348144531
2016-12-23,359.6806640625
2016-12-28,362.2696838378906
2016-12-29,362.8671569824219
2016-12-30,363.9626159667969
2017-01-03,343.548828125
2017-01-04,343.05096435546875
2017-01-05,347.5319519042969
2017-01-06,343.548828125
2017-01-09,345.24163818359375
2017-01-10,351.81390380859375
2017-01-11,349.2248840332031
2017-01-12,347.03411865234375
2017-01-13,350.22064208984375
2017-01-16,346.038330078125
2017-01-17,348.5278625488281
2017-01-18,351.7143249511719
2017-01-19,383.3805847167969
2017-01-20,380.5923767089844
2017-01-23,379.39739990234375
2017-01-24,371.8293762207031
2017-01-25,376.4100341796875
2017-01-26,364.36090087890625
2017-01-27,367.3482971191406
2017-01-30,364.4604187011719
2017-01-31,360.477294921875
2017-02-01,359.1828308105469
2017-02-02,360.77606201171875
2017-02-03,360.477294921875
2017-02-06,357.4898681640625
2017-02-07,361.27398681640625
2017-02-08,359.7802429199219
2017-02-09,357.091552734375
2017-02-10,359.0831604003906
2017-02-13,359.6806640625
2017-02-14,359.5810852050781
2017-02-15,358.28656005859375
2017-02-16,359.6806640625
2017-02-17,354.90087890625
2017-02-20,356.39453125
2017-02-21,356.2949523925781
2017-02-22,355.2991027832031
2017-02-23,336.6778869628906
2017-02-24,338.8685607910156
2017-02-27,340.6610107421875
2017-02-28,338.2711486816406
2017-03-01,339.8643493652344
2017-03-02,338.47027587890625
2017-03-03,342.9513854980469
2017-03-06,347.43243408203125
2017-03-07,347.8307800292969
2017-03-08,346.2375183105469
2017-03-09,344.2458801269531
2017-03-10,346.9345397949219
2017-03-13,342.5530090332031
2017-03-14,336.5782775878906
2017-03-15,336.5782775878906
2017-03-16,341.258544921875
2017-03-17,345.839111328125
2017-03-20,350.61895751953125
2017-03-21,347.5319519042969
2017-03-22,340.4618225097656
2017-03-23,351.11688232421875
2017-03-24,353.5067138671875
2017-03-27,351.9134826660156
2017-03-28,353.9050598144531
2017-03-29,353.7059020996094
2017-03-30,349.2248840332031
2017-03-31,353.2080383300781
2017-04-03,352.5108947753906
2017-04-04,348.1295166015625
2017-04-05,352.2122497558594
2017-04-06,356.8924255371094
2017-04-07,359.4814758300781
2017-04-10,364.1617736816406
2017-04-11,365.8545837402344
2017-04-12,365.5558776855469
2017-04-13,373.2234802246094
2017-04-18,372.42681884765625
2017-04-19,373.42266845703125
2017-04-20,373.1239318847656
2017-04-21,370.435302734375
2017-04-24,373.42266845703125
2017-04-25,370.236083984375
2017-04-26,372.3273010253906
2017-04-27,373.42266845703125
2017-04-28,372.2276916503906
2017-05-02,373.2234802246094
2017-05-03,363.4647216796875
2017-05-04,368.4436950683594
2017-05-05,366.1533203125
2017-05-08,366.95001220703125
2017-05-09,368.3440856933594
2017-05-10,372.8251647949219
2017-05-11,361.0747985839844
2017-05-12,357.88824462890625
2017-05-15,357.3903503417969
2017-05-16,358.58538818359375
2017-05-17,354.8013000488281
2017-05-18,355.4983215332031
2017-05-19,357.4898681640625
2017-05-22,365.0579833984375
2017-05-23,359.6806640625
2017-05-24,357.2907409667969
2017-05-25,368.64276123046875
2017-05-26,372.92474365234375
2017-05-30,371.7297668457031
2017-05-31,361.7718505859375
2017-06-01,356.39453125
2017-06-02,355.8966064453125
2017-06-05,355.8966064453125
2017-06-06,348.32861328125
2017-06-07,354.90087890625
2017-06-08,364.7591857910156
2017-06-09,358.28656005859375
2017-06-12,357.19122314453125
2017-06-13,359.0831604003906
2017-06-14,365.2571105957031
2017-06-15,348.7268981933594
2017-06-16,353.4071044921875
2017-06-19,354.2038269042969
2017-06-20,346.3370361328125
2017-06-21,349.3243713378906
2017-06-22,342.05511474609375
2017-06-23,346.13787841796875
2017-06-26,348.3296203613281
2017-06-27,345.5404052734375
2017-06-28,348.8265380859375
2017-06-29,346.4366760253906
2017-06-30,340.5614318847656
2017-07-03,339.7647705078125
2017-07-04,339.6652526855469
2017-07-05,342.05511474609375
2017-07-06,343.548828125
2017-07-07,341.8559265136719
2017-07-10,337.9723815917969
2017-07-11,337.9723815917969
2017-07-12,329.1097412109375
2017-07-13,332.29638671875
2017-07-14,330.8027038574219
2017-07-17,333.09295654296875
2017-07-18,332.5950927734375
2017-07-19,333.4913330078125
2017-07-20,333.4913330078125
2017-07-21,334.58673095703125
2017-07-24,333.2921447753906
2017-07-25,332.5950927734375
2017-07-26,332.8938293457031
2017-07-27,331.4001770019531
2017-07-28,331.9975891113281
2017-07-31,331.7984619140625
2017-08-01,335.18414306640625
2017-08-02,339.4660949707031
2017-08-03,328.42572021484375
2017-08-04,327.8280334472656
2017-08-07,326.93145751953125
2017-08-08,329.3222351074219
2017-08-09,329.7206726074219
2017-08-10,318.5639343261719
2017-08-11,317.46826171875
2017-08-14,317.8666687011719
2017-08-15,318.36474609375
2017-08-16,316.0736083984375
2017-08-17,314.4798889160156
2017-08-18,311.49139404296875
2017-08-21,314.5793762207031
2017-08-22,318.16546630859375
2017-08-23,314.8782958984375
2017-08-24,316.2728576660156
2017-08-25,316.2728576660156
2017-08-29,312.88604736328125
2017-08-30,312.08905029296875
2017-08-31,321.6519775390625
2017-09-01,314.7786560058594
2017-09-04,314.18096923828125
2017-09-05,322.0504455566406
2017-09-06,324.9392395019531
2017-09-07,326.8319091796875
2017-09-08,306.2119140625
2017-09-11,306.8096008300781
2017-09-12,312.6867980957031
2017-09-13,317.9662780761719
2017-09-14,316.3724365234375
2017-09-15,319.75933837890625
2017-09-18,320.4566955566406
2017-09-19,323.7438049316406
2017-09-20,329.6210632324219
2017-09-21,328.7245788574219
2017-09-22,332.8087158203125
2017-09-25,338.1878662109375
2017-09-26,338.1878662109375
2017-09-27,341.47503662109375
2017-09-28,345.6588439941406
2017-09-29,349.1452941894531
2017-10-02,349.64337158203125
2017-10-03,342.37164306640625
2017-10-04,341.6742858886719
2017-10-05,344.06494140625
2017-10-06,342.6704406738281
2017-10-09,338.6858825683594
2017-10-10,338.88519287109375
2017-10-11,337.78936767578125
2017-10-12,333.804931640625
2017-10-13,334.70135498046875
2017-10-16,334.70135498046875
2017-10-17,331.91217041015625
2017-10-18,333.0079345703125
2017-10-19,327.6287841796875
2017-10-20,326.2341613769531
2017-10-23,328.7245788574219
2017-10-24,328.7245788574219
2017-10-25,329.7206726074219
2017-10-26,333.6056213378906
2017-10-27,334.9005432128906
2017-10-30,335.697509765625
2017-10-31,329.2225646972656
2017-11-01,329.8202819824219
2017-11-02,333.30670166015625
2017-11-03,333.2071533203125
2017-11-06,332.0118103027344
2017-11-07,329.2225646972656
2017-11-08,331.4140930175781
2017-11-09,309.59869384765625
2017-11-10,331.51373291015625
2017-11-13,337.09210205078125
2017-11-14,333.30670166015625
2017-11-15,331.61334228515625
2017-11-16,332.8087158203125
2017-11-17,332.2110595703125
2017-11-20,332.6094055175781
2017-11-21,334.3028869628906
2017-11-22,336.39483642578125
2017-11-23,332.3106384277344
2017-11-24,331.4140930175781
2017-11-27,330.1191101074219
2017-11-28,332.70904541015625
2017-11-29,338.48663330078125
2017-11-30,342.07275390625
2017-12-01,338.08819580078125
2017-12-04,339.78167724609375
2017-12-05,339.6820373535156
2017-12-06,339.0843505859375
2017-12-07,330.3766174316406
2017-12-08,335.6570129394531
2017-12-11,347.51318359375
2017-12-12,345.22161865234375
2017-12-13,338.9906921386719
2017-12-14,344.1257019042969
2017-12-15,338.04815673828125
2017-12-18,340.73822021484375
2017-12-19,342.9300842285156
2017-12-20,344.1257019042969
2017-12-21,345.0223693847656
2017-12-22,349.4061584472656
2017-12-27,347.0149230957031
2017-12-28,349.1072692871094
2017-12-29,348.5094299316406
2018-01-02,352.6939392089844
2018-01-03,360.066650390625
2018-01-04,354.68658447265625
2018-01-05,359.8673400878906
2018-01-08,356.2806701660156
2018-01-09,357.4761962890625
2018-01-10,351.6976013183594
2018-01-11,349.30645751953125
2018-01-12,355.483642578125
2018-01-15,356.6791687011719
2018-01-16,352.0961608886719
2018-01-17,350.5020446777344
2018-01-18,349.70501708984375
2018-01-19,347.1145935058594
2018-01-22,350.103515625
2018-01-23,354.08880615234375
2018-01-24,356.6791687011719
2018-01-25,356.6791687011719
2018-01-26,357.2769470214844
2018-01-29,350.5020446777344
2018-01-30,343.9264831542969
2018-01-31,338.7455749511719
2018-02-01,339.741943359375
2018-02-02,337.1514587402344
2018-02-05,329.1810607910156
2018-02-06,328.98175048828125
2018-02-07,335.15887451171875
2018-02-08,332.1699523925781
2018-02-09,331.9706726074219
2018-02-12,333.36553955078125
2018-02-13,333.36553955078125
2018-02-14,334.3617858886719
2018-02-15,338.34710693359375
2018-02-16,338.9448547363281
2018-02-19,338.34710693359375
2018-02-20,340.5389709472656
2018-02-21,340.3396301269531
2018-02-22,345.3212890625
2018-02-23,348.9079895019531
2018-02-26,348.3101806640625
2018-02-27,355.483642578125
2018-02-28,352.8932189941406
2018-03-01,352.0961608886719
2018-03-02,346.7160949707031
2018-03-05,350.5020446777344
2018-03-06,361.2621765136719
2018-03-07,364.05181884765625
2018-03-08,363.4540710449219
2018-03-09,363.0556335449219
2018-03-12,364.8489685058594
2018-03-13,355.6828918457031
2018-03-14,356.8784484863281
2018-03-15,350.9006652832031
2018-03-16,342.13299560546875
2018-03-19,345.1219177246094
2018-03-20,345.3212890625
2018-03-21,332.7677307128906
2018-03-22,326.59063720703125
2018-03-23,326.19207763671875
2018-03-26,323.4024353027344
2018-03-27,325.3950500488281
2018-03-28,323.8009033203125
2018-03-29,324.7972412109375
2018-04-03,324.00018310546875
2018-04-04,324.9965515136719
2018-04-05,333.56475830078125
2018-04-06,341.13677978515625
2018-04-09,339.1441650390625
2018-04-10,338.9448547363281
2018-04-11,339.5425720214844
2018-04-12,350.70135498046875
2018-04-13,352.8932189941406
2018-04-16,362.457763671875
2018-04-17,362.258544921875
2018-04-18,364.6496276855469
2018-04-19,364.4503479003906
2018-04-20,372.2216491699219
2018-04-23,376.20684814453125
2018-04-24,378.5980224609375
2018-04-25,375.6090393066406
2018-04-26,380.9891357421875
2018-04-27,379.9928283691406
2018-04-30,377.40240478515625
2018-05-01,377.00390625
2018-05-02,375.01129150390625
2018-05-03,375.2105712890625
2018-05-04,374.01495361328125
2018-05-08,374.41351318359375
2018-05-09,373.4171447753906
2018-05-10,373.616455078125
2018-05-11,382.7825012207031
2018-05-14,382.38397216796875
2018-05-15,381.5869140625
2018-05-16,378.3987121582031
2018-05-17,384.57586669921875
2018-05-18,384.1773681640625
2018-05-21,386.5684814453125
2018-05-22,341.13677978515625
2018-05-23,340.1404113769531
2018-05-24,324.1994323730469
2018-05-25,337.749267578125
2018-05-29,337.1514587402344
2018-05-30,336.5536804199219
2018-05-31,336.3544921875
2018-06-01,339.741943359375
2018-06-04,343.7271423339844
2018-06-05,336.75299072265625
2018-06-06,340.73822021484375
2018-06-07,337.3507385253906
2018-06-08,343.52783203125
2018-06-11,341.933837890625
2018-06-12,339.1441650390625
2018-06-13,341.7345275878906
2018-06-14,340.1404113769531
2018-06-15,335.5574035644531
2018-06-18,338.5462951660156
2018-06-19,335.15887451171875
2018-06-20,336.1551818847656
2018-06-21,335.95599365234375
2018-06-22,344.524169921875
2018-06-25,343.3286437988281
2018-06-26,349.70501708984375
2018-06-27,345.1219177246094
2018-06-28,348.9079895019531
2018-06-29,345.71978759765625
2018-07-02,348.708740234375
2018-07-03,352.0961608886719
2018-07-04,348.3101806640625
2018-07-05,350.9006652832031
2018-07-06,351.6976013183594
2018-07-09,355.6828918457031
2018-07-10,357.0776672363281
2018-07-11,351.29913330078125
2018-07-12,353.291748046875
2018-07-13,352.8932189941406
2018-07-16,348.59307861328125
2018-07-17,353.291748046875
2018-07-18,351.29913330078125
2018-07-19,350.70135498046875
2018-07-20,353.291748046875
2018-07-23,348.1109313964844
2018-07-24,349.9042663574219
2018-07-25,349.9042663574219
2018-07-26,333.87841796875
2018-07-27,333.6790466308594
2018-07-30,331.2871398925781
2018-07-31,325.70587158203125
2018-08-01,323.5132141113281
2018-08-02,320.72259521484375
2018-08-03,321.5198974609375
2018-08-06,325.70587158203125
2018-08-07,326.1044921875
2018-08-08,328.4965515136719
2018-08-09,330.48980712890625
2018-08-10,325.70587158203125
2018-08-13,322.31719970703125
2018-08-14,322.91522216796875
2018-08-15,321.320556640625
2018-08-16,324.1112365722656
2018-08-17,323.5132141113281
2018-08-20,321.320556640625
2018-08-21,323.11456298828125
2018-08-22,321.320556640625
2018-08-23,324.5098571777344
2018-08-24,324.1112365722656
2018-08-28,323.3138732910156
2018-08-29,321.5198974609375
2018-08-30,318.9286804199219
2018-08-31,328.0978088378906
2018-09-03,327.6991271972656
2018-09-04,350.2234802246094
2018-09-05,349.02752685546875
2018-09-06,348.0309143066406
2018-09-07,342.8482666015625
2018-09-10,347.6322021484375
2018-09-11,345.4396057128906
2018-09-12,350.8215026855469
2018-09-13,344.4429016113281
2018-09-14,349.02752685546875
2018-09-17,349.8247985839844
2018-09-18,345.2402038574219
2018-09-19,344.4429016113281
2018-09-20,343.8448791503906
2018-09-21,338.263671875
2018-09-24,338.4630126953125
2018-09-25,337.0676574707031
2018-09-26,334.6757507324219
2018-09-27,309.1614990234375
2018-09-28,315.3406677246094
2018-10-01,321.71923828125
2018-10-02,320.5232238769531
2018-10-03,319.32733154296875
2018-10-04,315.9386901855469
2018-10-05,311.35406494140625
2018-10-08,315.1413879394531
2018-10-09,314.5433654785156
2018-10-10,319.32733154296875
2018-10-11,314.9420166015625
2018-10-12,315.9386901855469
2018-10-15,314.9420166015625
2018-10-16,309.1614990234375
2018-10-17,307.9654846191406
2018-10-18,308.9621276855469
2018-10-19,306.57012939453125
2018-10-22,305.5735168457031
2018-10-23,296.802978515625
2018-10-24,301.9855651855469
2018-10-25,303.3808898925781
2018-10-26,298.3976135253906
2018-10-29,297.6002502441406
2018-10-30,294.211669921875
2018-10-31,307.36749267578125
2018-11-01,319.7259521484375
2018-11-02,323.11456298828125
2018-11-05,311.7527160644531
2018-11-06,309.9587707519531
2018-11-07,308.9621276855469
2018-11-08,301.7862243652344
2018-11-09,299.99224853515625
2018-11-12,300.78955078125
2018-11-13,295.2083435058594
2018-11-14,297.40093994140625
2018-11-15,295.00897216796875
2018-11-16,294.6103210449219
2018-11-19,295.2083435058594
2018-11-20,295.40765380859375
2018-11-21,295.40765380859375
2018-11-22,298.5969543457031
2018-11-23,295.2083435058594
2018-11-26,300.5902099609375
2018-11-27,297.0022888183594
2018-11-28,295.2083435058594
2018-11-29,291.02239990234375
2018-11-30,290.8230285644531
2018-12-03,287.4344482421875
2018-12-04,284.2452087402344
2018-12-05,286.23846435546875
2018-12-06,285.04241943359375
2018-12-07,283.64715576171875
2018-12-10,279.46124267578125
2018-12-11,280.0592346191406
2018-12-12,281.8531494140625
2018-12-13,276.13299560546875
2018-12-14,267.1611022949219
2018-12-17,256.3948974609375
2018-12-18,259.1861267089844
2018-12-19,254.4011688232422
2018-12-20,252.20803833007812
2018-12-21,254.2017822265625
2018-12-24,249.01808166503906
2018-12-27,247.62245178222656
2018-12-28,253.0055694580078
2018-12-31,254.2017822265625
2019-01-02,258.9867248535156
2019-01-03,259.5849304199219
2019-01-04,262.9742126464844
2019-01-07,273.142333984375
2019-01-08,273.54107666015625
2019-01-09,277.7279357910156
2019-01-10,216.12135314941406
2019-01-11,213.3301544189453
2019-01-14,217.91574096679688
2019-01-15,229.67881774902344
2019-01-16,239.24876403808594
2019-01-17,239.04937744140625
2019-01-18,241.2425079345703
2019-01-21,237.45437622070312
2019-01-22,238.4512481689453
2019-01-23,242.43873596191406
2019-01-24,237.25502014160156
2019-01-25,238.8500213623047
2019-01-28,235.06190490722656
2019-01-29,235.85940551757812
2019-01-30,232.47006225585938
2019-01-31,230.87509155273438
2019-02-01,231.87193298339844
2019-02-04,231.27378845214844
2019-02-05,228.28318786621094
2019-02-06,228.28318786621094
2019-02-07,228.0838165283203
2019-02-08,227.8844451904297
2019-02-11,231.87193298339844
2019-02-12,236.8562774658203
2019-02-13,240.84375
2019-02-14,240.84375
2019-02-15,243.4355926513672
2019-02-18,244.0337371826172
2019-02-19,240.84375
2019-02-20,238.8500213623047
2019-02-21,234.06503295898438
2019-02-22,233.4669189453125
2019-02-25,234.86253356933594
2019-02-26,239.64752197265625
2019-02-27,237.25502014160156
2019-02-28,235.85940551757812
2019-03-01,246.2268524169922
2019-03-04,245.22996520996094
2019-03-05,246.824951171875
2019-03-06,247.02435302734375
2019-03-07,242.23936462402344
2019-03-08,237.25502014160156
2019-03-11,234.86253356933594
2019-03-12,239.44810485839844
2019-03-13,244.2331085205078
2019-03-14,247.8218231201172
2019-03-15,246.02749633789062
2019-03-18,245.6287384033203
2019-03-19,257.79052734375
2019-03-20,244.8312225341797
2019-03-21,244.2331085205078
2019-03-22,241.04310607910156
2019-03-25,233.0681610107422
2019-03-26,231.87193298339844
2019-03-27,231.6725311279297
2019-03-28,231.27378845214844
2019-03-29,231.27378845214844
2019-04-01,234.66311645507812
2019-04-02,240.84375
2019-04-03,238.05250549316406
2019-04-04,235.85940551757812
2019-04-05,238.05250549316406
2019-04-08,234.86253356933594
2019-04-09,233.66627502441406
2019-04-10,231.47317504882812
2019-04-11,235.26126098632812
2019-04-12,235.26126098632812
2019-04-15,235.26126098632812
2019-04-16,235.26126098632812
2019-04-17,239.24876403808594
2019-04-18,241.44186401367188
2019-04-23,240.64437866210938
2019-04-24,239.24876403808594
2019-04-25,238.6505889892578
2019-04-26,236.8562774658203
2019-04-29,234.06503295898438
2019-04-30,232.86878967285156
2019-05-01,240.64437866210938
2019-05-02,237.0556182861328
2019-05-03,238.6505889892578
2019-05-07,241.6412353515625
2019-05-08,239.8468780517578
2019-05-09,239.24876403808594
2019-05-10,238.6505889892578
2019-05-13,238.2518768310547
2019-05-14,237.8531494140625
