Date,DCC.L
2016-08-15,7002.58447265625
2016-08-16,6972.658203125
2016-08-17,6982.63427734375
2016-08-18,7107.32275390625
2016-08-19,7132.26123046875
2016-08-22,7022.53466796875
2016-08-23,7037.498046875
2016-08-24,7042.48388671875
2016-08-25,6972.658203125
2016-08-26,6987.62109375
2016-08-30,6932.7587890625
2016-08-31,6912.80712890625
2016-09-01,6852.9560546875
2016-09-02,6967.67041015625
2016-09-05,6987.62109375
2016-09-06,6942.732421875
2016-09-07,6897.84326171875
2016-09-08,6907.81982421875
2016-09-09,6728.265625
2016-09-12,6723.27880859375
2016-09-13,6728.265625
2016-09-14,6798.09228515625
2016-09-15,6887.8701171875
2016-09-16,6803.07958984375
2016-09-19,6857.943359375
2016-09-20,6922.78173828125
2016-09-21,6882.880859375
2016-09-22,6927.76953125
2016-09-23,6962.68359375
2016-09-26,6808.06640625
2016-09-27,6833.0048828125
2016-09-28,6867.91943359375
2016-09-29,6912.80712890625
2016-09-30,7007.572265625
2016-10-03,7057.44775390625
2016-10-04,7152.21142578125
2016-10-05,7202.087890625
2016-10-06,7187.125
2016-10-07,7147.22412109375
2016-10-10,7152.21142578125
2016-10-11,7062.43505859375
2016-10-12,6907.81982421875
2016-10-13,6997.595703125
2016-10-14,6922.78173828125
2016-10-17,6733.2529296875
2016-10-18,6678.39013671875
2016-10-19,6738.24169921875
2016-10-20,6623.52783203125
2016-10-21,6563.6748046875
2016-10-24,6688.36572265625
2016-10-25,6688.36572265625
2016-10-26,6658.43994140625
2016-10-27,6653.45166015625
2016-10-28,6578.638671875
2016-10-31,6648.46484375
2016-11-01,6588.61328125
2016-11-02,6538.7373046875
2016-11-03,6424.02294921875
2016-11-04,6309.30810546875
2016-11-07,6359.1845703125
2016-11-08,6329.25927734375
2016-11-09,6174.6435546875
2016-11-10,6025.01513671875
2016-11-11,6020.02685546875
2016-11-14,6189.60693359375
2016-11-15,6049.9541015625
2016-11-16,5945.21337890625
2016-11-17,6054.94140625
2016-11-18,6149.7060546875
2016-11-21,6209.5556640625
2016-11-22,6219.53173828125
2016-11-23,6309.30810546875
2016-11-24,6184.98193359375
2016-11-25,6085.2236328125
2016-11-28,6065.27294921875
2016-11-29,6085.2236328125
2016-11-30,6115.15087890625
2016-12-01,5905.66015625
2016-12-02,5915.634765625
2016-12-05,5970.50244140625
2016-12-06,5870.744140625
2016-12-07,5870.744140625
2016-12-08,5885.7080078125
2016-12-09,5900.67138671875
2016-12-12,5865.75634765625
2016-12-13,5875.732421875
2016-12-14,5865.75634765625
2016-12-15,5870.744140625
2016-12-16,5845.80517578125
2016-12-19,5890.6962890625
2016-12-20,5895.68359375
2016-12-21,5845.80517578125
2016-12-22,6055.29736328125
2016-12-23,6040.3330078125
2016-12-28,6080.23681640625
2016-12-29,6080.23681640625
2016-12-30,6025.369140625
2017-01-03,6199.9453125
2017-01-04,6214.9091796875
2017-01-05,6289.728515625
2017-01-06,6194.95703125
2017-01-09,6189.970703125
2017-01-10,6080.23681640625
2017-01-11,6135.10205078125
2017-01-12,6100.18798828125
2017-01-13,6105.17578125
2017-01-16,6095.19970703125
2017-01-17,6080.23681640625
2017-01-18,6110.16259765625
2017-01-19,6030.357421875
2017-01-20,6050.30810546875
2017-01-23,6050.30810546875
2017-01-24,6105.17578125
2017-01-25,6075.248046875
2017-01-26,6055.29736328125
2017-01-27,6175.005859375
2017-01-30,6304.6923828125
2017-01-31,6379.509765625
2017-02-01,6284.740234375
2017-02-02,6279.751953125
2017-02-03,6404.44873046875
2017-02-06,6359.55908203125
2017-02-07,6718.68603515625
2017-02-08,6748.6123046875
2017-02-09,6758.58837890625
2017-02-10,6773.55224609375
2017-02-13,6833.40673828125
2017-02-14,6813.45556640625
2017-02-15,6803.47998046875
2017-02-16,6783.5283203125
2017-02-17,6763.57666015625
2017-02-20,6783.5283203125
2017-02-21,6778.541015625
2017-02-22,6813.45556640625
2017-02-23,6803.47998046875
2017-02-24,6788.51708984375
2017-02-27,6828.41943359375
2017-02-28,6848.37060546875
2017-03-01,6843.38232421875
2017-03-02,6973.06884765625
2017-03-03,6993.01904296875
2017-03-06,7002.99609375
2017-03-07,6988.0322265625
2017-03-08,6983.04443359375
2017-03-09,7012.97216796875
2017-03-10,6983.04443359375
2017-03-13,6988.0322265625
2017-03-14,6968.07958984375
2017-03-15,7017.95849609375
2017-03-16,7157.6201171875
2017-03-17,7122.70458984375
2017-03-20,7107.74072265625
2017-03-21,7022.94677734375
2017-03-22,7007.9833984375
2017-03-23,6953.11669921875
2017-03-24,6958.10595703125
2017-03-27,6998.0078125
2017-03-28,7047.8876953125
2017-03-29,7007.9833984375
2017-03-30,7022.94677734375
2017-03-31,7007.9833984375
2017-04-03,6923.189453125
2017-04-04,7002.99609375
2017-04-05,7127.6923828125
2017-04-06,7077.81494140625
2017-04-07,7082.8017578125
2017-04-10,6998.0078125
2017-04-11,7047.8876953125
2017-04-12,7162.607421875
2017-04-13,7117.71826171875
2017-04-18,7047.8876953125
2017-04-19,7077.81494140625
2017-04-20,7047.8876953125
2017-04-21,7127.6923828125
2017-04-24,7267.353515625
2017-04-25,7262.36474609375
2017-04-26,7302.26904296875
2017-04-27,7227.451171875
2017-04-28,7112.72900390625
2017-05-02,7262.36474609375
2017-05-03,7217.47509765625
2017-05-04,7252.39013671875
2017-05-05,7322.22021484375
2017-05-08,7312.2451171875
2017-05-09,7327.208984375
2017-05-10,7382.076171875
2017-05-11,7387.064453125
2017-05-12,7426.966796875
2017-05-15,7347.15966796875
2017-05-16,7252.39013671875
2017-05-17,7387.064453125
2017-05-18,7516.74755859375
2017-05-19,7431.9541015625
2017-05-22,7392.05126953125
2017-05-23,7382.076171875
2017-05-24,7501.78515625
2017-05-25,7392.78466796875
2017-05-26,7273.06396484375
2017-05-30,7327.9365234375
2017-05-31,7357.86474609375
2017-06-01,7482.57568359375
2017-06-02,7522.4833984375
2017-06-05,7437.6796875
2017-06-06,7407.75
2017-06-07,7332.923828125
2017-06-08,7263.0859375
2017-06-09,7307.982421875
2017-06-12,7223.17919921875
2017-06-13,7278.0517578125
2017-06-14,7288.029296875
2017-06-15,7213.20263671875
2017-06-16,7477.58642578125
2017-06-19,7447.6552734375
2017-06-20,7298.005859375
2017-06-21,7258.09814453125
2017-06-22,7183.27392578125
2017-06-23,7123.412109375
2017-06-26,7127.33447265625
2017-06-27,7053.11328125
2017-06-28,6943.8291015625
2017-06-29,6908.912109375
2017-06-30,6973.76025390625
2017-07-03,6888.9580078125
2017-07-04,6938.8408203125
2017-07-05,6933.85400390625
2017-07-06,6873.99169921875
2017-07-07,6878.9814453125
2017-07-10,6928.8642578125
2017-07-11,6943.8291015625
2017-07-12,6983.7373046875
2017-07-13,7058.56298828125
2017-07-14,6983.7373046875
2017-07-17,6953.806640625
2017-07-18,6973.76025390625
2017-07-19,7033.62109375
2017-07-20,7063.55078125
2017-07-21,6923.876953125
2017-07-24,6804.15576171875
2017-07-25,6784.2021484375
2017-07-26,6804.15576171875
2017-07-27,6759.259765625
2017-07-28,6669.46923828125
2017-07-31,6649.5146484375
2017-08-01,6839.07421875
2017-08-02,6873.99169921875
2017-08-03,6938.8408203125
2017-08-04,6938.8408203125
2017-08-07,6923.876953125
2017-08-08,6968.771484375
2017-08-09,6819.11962890625
2017-08-10,6799.16650390625
2017-08-11,6869.00390625
2017-08-14,6888.9580078125
2017-08-15,6834.0849609375
2017-08-16,6948.81787109375
2017-08-17,6938.8408203125
2017-08-18,6799.16650390625
2017-08-21,6839.07421875
2017-08-22,6958.796875
2017-08-23,6948.81787109375
2017-08-24,6908.912109375
2017-08-25,6903.9228515625
2017-08-29,6928.8642578125
2017-08-30,6998.7021484375
2017-08-31,7028.63232421875
2017-09-01,7123.412109375
2017-09-04,7253.1103515625
2017-09-05,7283.03955078125
2017-09-06,7203.22705078125
2017-09-07,7302.994140625
2017-09-08,7352.87890625
2017-09-11,7337.91259765625
2017-09-12,7273.06396484375
2017-09-13,7213.20263671875
2017-09-14,7183.27392578125
2017-09-15,7068.5390625
2017-09-18,7083.5048828125
2017-09-19,7048.5869140625
2017-09-20,7063.55078125
2017-09-21,7048.5869140625
2017-09-22,7078.51708984375
2017-09-25,7108.4462890625
2017-09-26,7063.55078125
2017-09-27,7043.5966796875
2017-09-28,7158.33056640625
2017-09-29,7228.1689453125
2017-10-02,7263.0859375
2017-10-03,7238.14404296875
2017-10-04,7278.0517578125
2017-10-05,7298.005859375
2017-10-06,7302.994140625
2017-10-09,7317.95849609375
2017-10-10,7258.09814453125
2017-10-11,7288.029296875
2017-10-12,7347.88916015625
2017-10-13,7317.95849609375
2017-10-16,7208.21484375
2017-10-17,7158.33056640625
2017-10-18,7268.07421875
2017-10-19,7168.30712890625
2017-10-20,7148.35400390625
2017-10-23,7188.26123046875
2017-10-24,7143.36572265625
2017-10-25,7093.48193359375
2017-10-26,7148.35400390625
2017-10-27,7183.27392578125
2017-10-30,7173.29541015625
2017-10-31,7123.412109375
2017-11-01,7098.4697265625
2017-11-02,7128.400390625
2017-11-03,7248.12109375
2017-11-06,7273.06396484375
2017-11-07,7372.83056640625
2017-11-08,7362.8544921875
2017-11-09,7402.76171875
2017-11-10,7288.029296875
2017-11-13,7208.21484375
2017-11-14,7218.19189453125
2017-11-15,7078.51708984375
2017-11-16,7118.42529296875
2017-11-17,7103.458984375
2017-11-20,7168.30712890625
2017-11-21,7138.376953125
2017-11-22,7043.5966796875
2017-11-23,7083.9150390625
2017-11-24,7073.9384765625
2017-11-27,7118.8369140625
2017-11-28,7248.54052734375
2017-11-29,7223.59716796875
2017-11-30,7138.791015625
2017-12-01,7048.99560546875
2017-12-04,7029.03955078125
2017-12-05,6964.18701171875
2017-12-06,6869.4013671875
2017-12-07,6924.27783203125
2017-12-08,6934.2548828125
2017-12-11,6969.17578125
2017-12-12,7004.09716796875
2017-12-13,7053.5244140625
2017-12-14,7058.97216796875
2017-12-15,7213.62109375
2017-12-18,7248.54052734375
2017-12-19,7268.4951171875
2017-12-20,7363.28076171875
2017-12-21,7333.34814453125
2017-12-22,7423.14453125
2017-12-27,7423.14453125
2017-12-28,7443.10009765625
2017-12-29,7448.087890625
2018-01-02,7473.03076171875
2018-01-03,7428.1328125
2018-01-04,7443.10009765625
2018-01-05,7532.896484375
2018-01-08,7522.9189453125
2018-01-09,7647.6357421875
2018-01-10,7702.51025390625
2018-01-11,7737.43115234375
2018-01-12,7682.55615234375
2018-01-15,7662.6015625
2018-01-16,7672.578125
2018-01-17,7577.79345703125
2018-01-18,7617.703125
2018-01-19,7527.90673828125
2018-01-22,7438.11083984375
2018-01-23,7552.8505859375
2018-01-24,7497.974609375
2018-01-25,7458.06591796875
2018-01-26,7542.873046875
2018-01-29,7497.974609375
2018-01-30,7487.99755859375
2018-01-31,7388.224609375
2018-02-01,7363.28076171875
2018-02-02,7328.359375
2018-02-05,7138.791015625
2018-02-06,6984.14208984375
2018-02-07,7058.97216796875
2018-02-08,6724.72998046875
2018-02-09,6704.775390625
2018-02-12,6884.3681640625
2018-02-13,6779.60546875
2018-02-14,6784.59521484375
2018-02-15,6674.84375
2018-02-16,6689.81005859375
2018-02-19,6644.91162109375
2018-02-20,6669.85595703125
2018-02-21,6654.88916015625
2018-02-22,6644.91162109375
2018-02-23,6744.68505859375
2018-02-26,6799.56005859375
2018-02-27,6719.74169921875
2018-02-28,6619.96826171875
2018-03-01,6560.10498046875
2018-03-02,6500.240234375
2018-03-05,6580.05859375
2018-03-06,6724.72998046875
2018-03-07,6734.7080078125
2018-03-08,6774.6171875
2018-03-09,6819.51513671875
2018-03-12,6769.62744140625
2018-03-13,6804.5498046875
2018-03-14,6829.4921875
2018-03-15,6884.3681640625
2018-03-16,6924.27783203125
2018-03-19,6789.5849609375
2018-03-20,6714.75390625
2018-03-21,6669.85595703125
2018-03-22,6600.01318359375
2018-03-23,6525.18408203125
2018-03-26,6460.33056640625
2018-03-27,6629.94580078125
2018-03-28,6600.01318359375
2018-03-29,6545.13818359375
2018-04-03,6515.20751953125
2018-04-04,6480.2841796875
2018-04-05,6505.22802734375
2018-04-06,6629.94580078125
2018-04-09,6659.8779296875
2018-04-10,6585.04833984375
2018-04-11,6560.10498046875
2018-04-12,6575.0693359375
2018-04-13,6639.923828125
2018-04-16,6679.83154296875
2018-04-17,6744.68505859375
2018-04-18,6749.67431640625
2018-04-19,6864.41357421875
2018-04-20,6809.5390625
2018-04-23,6754.66162109375
2018-04-24,6664.8662109375
2018-04-25,6674.84375
2018-04-26,6734.7080078125
2018-04-27,6984.14208984375
2018-04-30,6984.14208984375
2018-05-01,7088.904296875
2018-05-02,7238.56396484375
2018-05-03,7288.44970703125
2018-05-04,7288.44970703125
2018-05-08,7338.337890625
2018-05-09,7378.24560546875
2018-05-10,7443.10009765625
2018-05-11,7273.484375
2018-05-14,7203.64306640625
2018-05-15,7213.62109375
2018-05-16,7343.32666015625
2018-05-17,7433.12255859375
2018-05-18,7358.291015625
2018-05-21,7492.98583984375
2018-05-22,7547.86279296875
2018-05-23,7393.21142578125
2018-05-24,7264.3115234375
2018-05-25,7219.40966796875
2018-05-29,7079.7109375
2018-05-30,7104.6572265625
2018-05-31,7199.4521484375
2018-06-01,7224.3984375
2018-06-04,7289.2578125
2018-06-05,7244.35546875
2018-06-06,7229.38720703125
2018-06-07,7214.4208984375
2018-06-08,7189.47412109375
2018-06-11,7244.35546875
2018-06-12,7269.30126953125
2018-06-13,7154.54931640625
2018-06-14,7234.376953125
2018-06-15,6890.12060546875
2018-06-18,6925.04541015625
2018-06-19,6860.1845703125
2018-06-20,6830.24951171875
2018-06-21,6770.37841796875
2018-06-22,6860.1845703125
2018-06-25,6805.3037109375
2018-06-26,6840.22802734375
2018-06-27,6920.056640625
2018-06-28,6815.2822265625
2018-06-29,6880.14306640625
2018-07-02,6795.3251953125
2018-07-03,6835.2392578125
2018-07-04,6765.39013671875
2018-07-05,6790.3359375
2018-07-06,6845.21728515625
2018-07-09,6875.15283203125
2018-07-10,6890.12060546875
2018-07-11,6850.20654296875
2018-07-12,6885.13037109375
2018-07-13,7139.58203125
2018-07-16,7224.3984375
2018-07-17,7124.61474609375
2018-07-18,7049.77587890625
2018-07-19,7004.8720703125
2018-07-20,7004.8720703125
2018-07-23,7154.54931640625
2018-07-24,7169.51708984375
2018-07-25,7089.6904296875
2018-07-26,7019.8408203125
2018-07-27,7089.6904296875
2018-07-30,7124.61474609375
2018-07-31,7034.80859375
2018-08-01,6900.0986328125
2018-08-02,6855.19677734375
2018-08-03,6865.17431640625
2018-08-06,6880.14306640625
2018-08-07,6865.17431640625
2018-08-08,6945.00244140625
2018-08-09,7044.78662109375
2018-08-10,6994.89404296875
2018-08-13,6989.9052734375
2018-08-14,6994.89404296875
2018-08-15,6890.12060546875
2018-08-16,6885.13037109375
2018-08-17,6890.12060546875
2018-08-20,7014.85205078125
2018-08-21,7014.85205078125
2018-08-22,7029.81787109375
2018-08-23,7089.6904296875
2018-08-24,7014.85205078125
2018-08-28,7109.64599609375
2018-08-29,7099.66796875
2018-08-30,6994.89404296875
2018-08-31,6940.01220703125
2018-09-03,7029.81787109375
2018-09-04,6945.00244140625
2018-09-05,6815.2822265625
2018-09-06,6720.4873046875
2018-09-07,6830.24951171875
2018-09-10,6865.17431640625
2018-09-11,6940.01220703125
2018-09-12,6935.0234375
2018-09-13,6915.06591796875
2018-09-14,7099.66796875
2018-09-17,7119.62548828125
2018-09-18,7224.3984375
2018-09-19,7349.12939453125
2018-09-20,7364.0966796875
2018-09-21,7369.08544921875
2018-09-24,7374.0751953125
2018-09-25,7309.21533203125
2018-09-26,7294.24658203125
2018-09-27,6984.91552734375
2018-09-28,6949.9912109375
2018-10-01,7149.560546875
2018-10-02,7104.6572265625
2018-10-03,6895.109375
2018-10-04,6900.0986328125
2018-10-05,6845.21728515625
2018-10-08,6630.6806640625
2018-10-09,6525.90673828125
2018-10-10,6351.283203125
2018-10-11,6221.56494140625
2018-10-12,6376.22998046875
2018-10-15,6416.14453125
2018-10-16,6570.81005859375
2018-10-17,6615.712890625
2018-10-18,6645.64794921875
2018-10-19,6655.626953125
2018-10-22,6650.63720703125
2018-10-23,6311.37060546875
2018-10-24,6346.294921875
2018-10-25,6515.9287109375
2018-10-26,6386.208984375
2018-10-29,6525.90673828125
2018-10-30,6595.755859375
2018-10-31,6700.52880859375
2018-11-01,6720.4873046875
2018-11-02,6590.7666015625
2018-11-05,6485.99267578125
2018-11-06,6371.24072265625
2018-11-07,6391.19775390625
2018-11-08,6331.328125
2018-11-09,6346.294921875
2018-11-12,6206.5966796875
2018-11-13,6251.49951171875
2018-11-14,6051.9306640625
2018-11-15,5832.404296875
2018-11-16,5812.44775390625
2018-11-19,5782.5126953125
2018-11-20,5543.02978515625
2018-11-21,5732.6201171875
2018-11-22,5673.193359375
2018-11-23,5733.0693359375
2018-11-26,5862.798828125
2018-11-27,5877.767578125
2018-11-28,5877.767578125
2018-11-29,5922.67431640625
2018-11-30,5892.7373046875
2018-12-03,6012.48681640625
2018-12-04,6047.4150390625
2018-12-05,6007.498046875
2018-12-06,5668.2041015625
2018-12-07,5802.923828125
2018-12-10,5812.90283203125
2018-12-11,5947.62255859375
2018-12-12,6107.29052734375
2018-12-13,6007.498046875
2018-12-14,5947.62255859375
2018-12-17,5907.705078125
2018-12-18,5917.68505859375
2018-12-19,5997.52001953125
2018-12-20,5947.62255859375
2018-12-21,5797.93408203125
2018-12-24,5767.99658203125
2018-12-27,5738.0576171875
2018-12-28,5907.705078125
2018-12-31,5972.5703125
2019-01-02,6007.498046875
2019-01-03,5877.767578125
2019-01-04,6152.19677734375
2019-01-07,6281.9267578125
2019-01-08,6296.896484375
2019-01-09,6411.65673828125
2019-01-10,6501.4697265625
2019-01-11,6506.45947265625
2019-01-14,6416.64697265625
2019-01-15,6391.6982421875
2019-01-16,6441.59423828125
2019-01-17,6346.7919921875
2019-01-18,6426.62646484375
2019-01-21,6516.43896484375
2019-01-22,6491.49072265625
2019-01-23,6406.66748046875
2019-01-24,6431.6162109375
2019-01-25,6396.68798828125
2019-01-28,6306.87451171875
2019-01-29,6346.7919921875
2019-01-30,6411.65673828125
2019-01-31,6212.07275390625
2019-02-01,6286.916015625
2019-02-04,6386.708984375
2019-02-05,6556.35546875
2019-02-06,6556.35546875
2019-02-07,6391.6982421875
2019-02-08,6396.68798828125
2019-02-11,6496.48046875
2019-02-12,6606.251953125
2019-02-13,6740.97119140625
2019-02-14,6726.0029296875
2019-02-15,6780.88818359375
2019-02-18,6706.04443359375
2019-02-19,6671.11669921875
2019-02-20,6681.09619140625
2019-02-21,6601.26171875
2019-02-22,6576.31298828125
2019-02-25,6576.31298828125
2019-02-26,6586.2939453125
2019-02-27,6516.43896484375
2019-02-28,6511.44873046875
2019-03-01,6486.50048828125
2019-03-04,6581.30322265625
2019-03-05,6536.3974609375
2019-03-06,6541.38818359375
2019-03-07,6501.4697265625
2019-03-08,6411.65673828125
2019-03-11,6376.7294921875
2019-03-12,6396.68798828125
2019-03-13,6401.67822265625
2019-03-14,6326.833984375
2019-03-15,6296.896484375
2019-03-18,6351.78076171875
2019-03-19,6551.3662109375
2019-03-20,6661.13818359375
2019-03-21,6656.1484375
2019-03-22,6526.41796875
2019-03-25,6461.55322265625
2019-03-26,6571.32470703125
2019-03-27,6516.43896484375
2019-03-28,6696.06494140625
2019-03-29,6621.22021484375
2019-04-01,6735.98193359375
2019-04-02,6759.93212890625
2019-04-03,6899.64208984375
2019-04-04,6885.66943359375
2019-04-05,6929.578125
2019-04-08,6905.62939453125
2019-04-09,6813.81982421875
2019-04-10,6843.75830078125
2019-04-11,6855.73388671875
2019-04-12,6901.63818359375
2019-04-15,6883.67529296875
2019-04-16,6941.5546875
2019-04-17,6875.69140625
2019-04-18,6879.68310546875
2019-04-23,6897.64599609375
2019-04-24,6939.55908203125
2019-04-25,6841.76220703125
2019-04-26,6823.79931640625
2019-04-29,6845.75341796875
2019-04-30,6833.77783203125
2019-05-01,6815.81591796875
2019-05-02,6765.919921875
2019-05-03,6819.80712890625
2019-05-07,6598.26806640625
2019-05-08,6658.14404296875
2019-05-09,6584.29736328125
2019-05-10,6576.31298828125
2019-05-13,6472.52978515625
2019-05-14,6706.04443359375
2019-05-15,6871.69921875
2019-05-16,6995.44189453125
2019-05-17,6973.4873046875
2019-05-20,6997.4384765625
2019-05-21,7051.3251953125
2019-05-22,7033.36279296875
2019-05-23,6806.73828125
2019-05-24,6774.7998046875
2019-05-28,6714.91796875
2019-05-29,6593.15478515625
