Date,MOWI.OL
2015-08-24,71.57091522216797
2015-08-25,75.39058685302734
2015-08-26,75.31344604492188
2015-08-27,75.9307632446289
2015-08-28,75.69926452636719
2015-08-31,77.01107025146484
2015-09-01,74.8118667602539
2015-09-02,75.3520278930664
2015-09-03,76.0079116821289
2015-09-04,74.19453430175781
2015-09-07,74.15595245361328
2015-09-08,74.73467254638672
2015-09-09,74.8504409790039
2015-09-10,74.11737060546875
2015-09-11,75.62213134765625
2015-09-14,75.69926452636719
2015-09-15,76.0850830078125
2015-09-16,77.85987854003906
2015-09-17,78.24571990966797
2015-09-18,77.85987854003906
2015-09-21,78.47720336914062
2015-09-22,77.24258422851562
2015-09-23,77.47406768798828
2015-09-24,79.01736450195312
2015-09-25,82.25833129882812
2015-09-28,81.10083770751953
2015-09-29,81.56382751464844
2015-09-30,83.64729309082031
2015-10-01,82.1039810180664
2015-10-02,82.18115997314453
2015-10-05,85.11343383789062
2015-10-06,85.34493255615234
2015-10-07,84.03313446044922
2015-10-08,83.02999114990234
2015-10-09,83.41578674316406
2015-10-12,83.95597076416016
2015-10-13,84.80479431152344
2015-10-14,84.4961166381836
2015-10-15,83.87879943847656
2015-10-16,82.56696319580078
2015-10-19,83.7244644165039
2015-10-20,83.49295043945312
2015-10-21,83.87879943847656
2015-10-22,85.11343383789062
2015-10-23,87.19691467285156
2015-10-26,86.65673065185547
2015-10-27,85.03627014160156
2015-10-28,89.6661605834961
2015-10-29,87.96855163574219
2015-10-30,87.89138793945312
2015-11-02,88.2000503540039
2015-11-03,88.58588409423828
2015-11-04,89.04886627197266
2015-11-05,90.28352355957031
2015-11-06,87.73705291748047
2015-11-09,87.19691467285156
2015-11-10,87.27405548095703
2015-11-11,87.42839813232422
2015-11-12,87.27405548095703
2015-11-13,88.2000503540039
2015-11-16,88.4315414428711
2015-11-17,89.28035736083984
2015-11-18,89.35752868652344
2015-11-19,90.05201721191406
2015-11-20,90.20633697509766
2015-11-23,89.6661605834961
2015-11-24,89.28035736083984
2015-11-25,89.43470001220703
2015-11-26,89.6661605834961
2015-11-27,89.897705078125
2015-11-30,90.66934204101562
2015-12-01,91.98116302490234
2015-12-02,91.98116302490234
2015-12-03,91.20950317382812
2015-12-04,90.82366180419922
2015-12-07,90.66934204101562
2015-12-08,90.12920379638672
2015-12-09,89.20319366455078
2015-12-10,87.81421661376953
2015-12-11,87.11973571777344
2015-12-14,85.11343383789062
2015-12-15,87.50555419921875
2015-12-16,88.66305541992188
2015-12-17,89.74337005615234
2015-12-18,88.27722930908203
2015-12-21,88.3543701171875
2015-12-22,86.96540832519531
2015-12-23,88.89453887939453
2015-12-28,89.51187133789062
2015-12-29,90.74650573730469
2015-12-30,92.28983306884766
2016-01-04,90.36067199707031
2016-01-05,89.04886627197266
2016-01-06,90.20633697509766
2016-01-07,88.3543701171875
2016-01-08,87.96855163574219
2016-01-11,90.05201721191406
2016-01-12,90.5921630859375
2016-01-13,90.9008560180664
2016-01-14,87.35124206542969
2016-01-15,86.65673065185547
2016-01-18,85.5764389038086
2016-01-19,88.58588409423828
2016-01-20,86.03942108154297
2016-01-21,85.88509368896484
2016-01-22,87.65988159179688
2016-01-25,88.97171020507812
2016-01-26,89.58902740478516
2016-01-27,90.28352355957031
2016-01-28,89.43470001220703
2016-01-29,90.9008560180664
2016-02-01,90.9008560180664
2016-02-02,91.20950317382812
2016-02-03,92.13551330566406
2016-02-04,90.51500701904297
2016-02-05,90.43785095214844
2016-02-08,86.88825225830078
2016-02-09,88.04570007324219
2016-02-10,89.74337005615234
2016-02-11,88.66305541992188
2016-02-12,89.04886627197266
2016-02-15,90.20633697509766
2016-02-16,89.04886627197266
2016-02-17,94.4504623413086
2016-02-18,96.99691009521484
2016-02-19,95.83943176269531
2016-02-22,96.53390502929688
2016-02-23,95.37643432617188
2016-02-24,95.99375915527344
2016-02-25,97.53707122802734
2016-02-26,96.45677947998047
2016-02-29,96.1480941772461
2016-03-01,97.2284164428711
2016-03-02,91.51817321777344
2016-03-03,89.74337005615234
2016-03-04,91.28665924072266
2016-03-07,90.28352355957031
2016-03-08,90.28352355957031
2016-03-09,91.67247772216797
2016-03-10,93.29296875
2016-03-11,95.45359802246094
2016-03-14,99.15755462646484
2016-03-15,99.54338073730469
2016-03-16,100.23784637451172
2016-03-17,100.31501770019531
2016-03-18,100.16069793701172
2016-03-21,100.16069793701172
2016-03-22,101.39533996582031
2016-03-23,102.78430938720703
2016-03-29,102.47565460205078
