Date,ABBV
2015-08-03,45.91557693481445
2015-08-04,46.06044387817383
2015-08-05,46.29091262817383
2015-08-06,45.592918395996094
2015-08-07,45.184669494628906
2015-08-10,45.57315444946289
2015-08-11,44.94103240966797
2015-08-12,45.2702751159668
2015-08-13,45.13197708129883
2015-08-14,45.204429626464844
2015-08-17,45.67852020263672
2015-08-18,45.34269714355469
2015-08-19,45.16490173339844
2015-08-20,44.43400573730469
2015-08-21,43.39361572265625
2015-08-24,41.78033447265625
2015-08-25,39.97611618041992
2015-08-26,41.57620620727539
2015-08-27,42.47832489013672
2015-08-28,42.129337310791016
2015-08-31,41.09553146362305
2015-09-01,39.83783721923828
2015-09-02,40.15390396118164
2015-09-03,40.54898452758789
2015-09-04,39.35715103149414
2015-09-08,39.8839225769043
2015-09-09,39.021324157714844
2015-09-10,39.23204040527344
2015-09-11,39.08058547973633
2015-09-14,38.81062316894531
2015-09-15,38.981807708740234
2015-09-16,39.185943603515625
2015-09-17,39.41641616821289
2015-09-18,40.31193161010742
2015-09-21,39.10691833496094
2015-09-22,38.020442962646484
2015-09-23,37.81631088256836
2015-09-24,37.25001907348633
2015-09-25,36.70348358154297
2015-09-28,34.57001876831055
2015-09-29,34.760986328125
2015-09-30,35.827720642089844
2015-10-01,36.30181884765625
2015-10-02,36.756160736083984
2015-10-05,37.322452545166016
2015-10-06,36.26889419555664
2015-10-07,36.63106155395508
2015-10-08,36.90102767944336
2015-10-09,36.637638092041016
2015-10-12,36.72324752807617
2015-10-13,35.752986907958984
2015-10-14,35.84602737426758
2015-10-15,37.308040618896484
2015-10-16,37.567222595214844
2015-10-19,37.32133102416992
2015-10-20,36.4374885559082
2015-10-21,35.77293014526367
2015-10-22,32.0780143737793
2015-10-23,33.45363998413086
2015-10-26,34.47039794921875
2015-10-27,34.9422492980957
2015-10-28,35.394134521484375
2015-10-29,35.952362060546875
2015-10-30,39.57417297363281
2015-11-02,42.11941146850586
2015-11-03,41.48808288574219
2015-11-04,42.398536682128906
2015-11-05,41.71403884887695
2015-11-06,42.617835998535156
2015-11-09,42.019737243652344
2015-11-10,41.40170669555664
2015-11-11,40.44473648071289
2015-11-12,40.02606964111328
2015-11-13,39.780189514160156
2015-11-16,39.87986755371094
2015-11-17,40.125762939453125
2015-11-18,40.53114700317383
2015-11-19,40.23872375488281
2015-11-20,40.610877990722656
2015-11-23,40.6374626159668
2015-11-24,40.624176025390625
2015-11-25,40.065956115722656
2015-11-27,39.873226165771484
2015-11-30,38.643802642822266
2015-12-01,39.22196960449219
2015-12-02,38.3580436706543
2015-12-03,37.29475784301758
2015-12-04,37.99919128417969
2015-12-07,37.39443588256836
2015-12-08,37.6602668762207
2015-12-09,37.23495101928711
2015-12-10,37.06881332397461
2015-12-11,35.91249084472656
2015-12-14,36.84286117553711
2015-12-15,37.474185943603516
2015-12-16,38.298240661621094
2015-12-17,37.46754455566406
2015-12-18,37.0422248840332
2015-12-21,37.34791946411133
2015-12-22,38.27165603637695
2015-12-23,38.929561614990234
2015-12-24,38.84981918334961
2015-12-28,39.04254150390625
2015-12-29,39.507720947265625
2015-12-30,39.74031448364258
2015-12-31,39.36817169189453
2016-01-04,38.284950256347656
2016-01-05,38.125450134277344
2016-01-06,38.13208770751953
2016-01-07,38.01912307739258
2016-01-08,36.982425689697266
2016-01-11,35.80616760253906
2016-01-12,36.44413375854492
2016-01-13,34.36909484863281
2016-01-14,36.63887405395508
2016-01-15,38.5057373046875
2016-01-19,36.92763900756836
2016-01-20,38.37813949584961
2016-01-21,39.19070816040039
2016-01-22,39.50632858276367
2016-01-25,39.38544464111328
2016-01-26,39.12353515625
2016-01-27,38.35128402709961
2016-01-28,37.505149841308594
2016-01-29,36.86719512939453
2016-02-01,36.524715423583984
2016-02-02,36.22922897338867
2016-02-03,38.16997528076172
2016-02-04,38.116249084472656
2016-02-05,35.6718635559082
2016-02-08,35.51741027832031
2016-02-09,35.91361999511719
2016-02-10,35.403255462646484
2016-02-11,35.04062271118164
2016-02-12,35.30924606323242
2016-02-16,35.93376541137695
2016-02-17,36.94106674194336
2016-02-18,36.63215255737305
2016-02-19,36.457550048828125
