Date,EGIE3.SA
2015-08-24,14.200676918029785
2015-08-25,14.178862571716309
2015-08-26,14.719841003417969
2015-08-27,14.833269119262695
2015-08-28,14.676210403442383
2015-08-31,14.632585525512695
2015-09-01,14.200676918029785
2015-09-02,13.995625495910645
2015-09-03,14.357735633850098
2015-09-04,13.960724830627441
2015-09-08,14.161406517028809
2015-09-09,14.244303703308105
2015-09-10,14.287931442260742
2015-09-11,14.423171043395996
2015-09-14,15.204100608825684
2015-09-15,14.850720405578613
2015-09-16,15.055774688720703
2015-09-17,15.138662338256836
2015-09-18,14.702386856079102
2015-09-21,14.645671844482422
2015-09-22,14.47988510131836
2015-09-23,14.239938735961914
2015-09-24,14.200676918029785
2015-09-25,14.253028869628906
2015-09-28,14.04797649383545
2015-09-29,14.309745788574219
2015-09-30,14.728560447692871
2015-10-01,14.39699935913086
2015-10-02,14.593320846557617
2015-10-05,14.484251976013184
2015-10-06,14.37518310546875
2015-10-07,14.340280532836914
2015-10-08,14.484251976013184
2015-10-09,14.353370666503906
2015-10-13,14.33155632019043
2015-10-14,14.200676918029785
2015-10-15,14.488614082336426
2015-10-16,14.693662643432617
2015-10-19,14.780916213989258
2015-10-20,14.920527458190918
2015-10-21,14.754742622375488
2015-10-22,14.811461448669434
2015-10-23,14.658760070800781
2015-10-26,14.724201202392578
2015-10-27,14.7940034866333
2015-10-28,14.776555061340332
2015-10-29,14.702386856079102
2015-10-30,14.776555061340332
2015-11-03,15.749444007873535
2015-11-04,15.79306697845459
2015-11-05,15.819245338439941
2015-11-06,15.374247550964355
2015-11-09,15.256455421447754
2015-11-10,15.182290077209473
2015-11-11,15.356795310974121
2015-11-12,15.492039680480957
2015-11-13,15.361157417297363
2015-11-16,15.47895336151123
2015-11-17,15.422233581542969
2015-11-18,15.836697578430176
2015-11-19,15.967578887939453
2015-11-23,15.880329132080078
2015-11-24,15.686257362365723
2015-11-25,15.429830551147461
2015-11-26,15.504988670349121
2015-11-27,15.054032325744629
2015-11-30,14.793187141418457
2015-12-01,14.855077743530273
2015-12-02,14.925816535949707
2015-12-03,15.142454147338867
2015-12-04,15.031925201416016
2015-12-07,15.009819030761719
2015-12-08,14.832975387573242
2015-12-09,15.416566848754883
2015-12-10,15.146875381469727
2015-12-11,15.474042892456055
2015-12-14,15.151298522949219
2015-12-15,14.96561050415039
2015-12-16,14.855077743530273
2015-12-17,14.987715721130371
2015-12-18,14.793187141418457
2015-12-21,14.417383193969727
2015-12-22,14.744550704956055
2015-12-23,14.832975387573242
2015-12-28,15.031925201416016
2015-12-29,14.943506240844727
2015-12-30,14.806447982788086
2016-01-04,14.439493179321289
2016-01-05,14.61191463470459
2016-01-06,14.395276069641113
2016-01-07,14.0592679977417
2016-01-08,13.860319137573242
2016-01-11,13.882426261901855
2016-01-12,13.931060791015625
2016-01-13,13.860319137573242
2016-01-14,13.595052719116211
2016-01-15,13.152935028076172
2016-01-18,13.2678861618042
2016-01-19,13.440312385559082
2016-01-20,13.360727310180664
2016-01-21,13.351883888244629
2016-01-22,13.617156028747559
2016-01-26,13.66136646270752
2016-01-27,13.860319137573242
2016-01-28,14.147696495056152
2016-01-29,14.961191177368164
2016-02-01,14.9700288772583
2016-02-02,14.594232559204102
2016-02-03,14.603076934814453
2016-02-04,15.005398750305176
2016-02-05,14.952346801757812
2016-02-10,15.031925201416016
2016-02-11,15.031925201416016
2016-02-12,14.890451431274414
2016-02-15,14.943506240844727
2016-02-16,15.213190078735352
2016-02-17,15.429830551147461
2016-02-18,15.31488037109375
2016-02-19,15.257410049438477
2016-02-22,15.584572792053223
2016-02-23,15.46519660949707
2016-02-24,15.372356414794922
2016-02-25,15.469622611999512
2016-02-26,15.376779556274414
2016-02-29,15.606677055358887
2016-03-01,15.911734580993652
2016-03-02,15.699519157409668
2016-03-03,16.000160217285156
2016-03-04,16.203527450561523
2016-03-07,16.247745513916016
2016-03-08,16.645645141601562
2016-03-09,16.535118103027344
2016-03-10,16.46437644958496
2016-03-11,16.398061752319336
2016-03-14,16.159317016601562
2016-03-15,15.96921443939209
2016-03-16,16.039949417114258
2016-03-17,16.55280303955078
2016-03-18,16.504169464111328
2016-03-21,16.888809204101562
2016-03-22,16.623538970947266
2016-03-23,16.46437644958496
2016-03-24,16.402481079101562
2016-03-28,16.384798049926758
2016-03-29,16.49532699584961
2016-03-30,16.667753219604492
2016-03-31,16.216796875
2016-04-01,16.45111656188965
2016-04-04,16.026683807373047
2016-04-05,15.902889251708984
2016-04-06,15.633206367492676
2016-04-07,15.734891891479492
2016-04-08,15.982475280761719
2016-04-11,16.004575729370117
2016-04-12,16.141633987426758
2016-04-13,16.358274459838867
2016-04-14,16.446697235107422
2016-04-15,16.627962112426758
2016-04-18,16.71196174621582
2016-04-19,16.986074447631836
2016-04-20,16.8269100189209
2016-04-22,16.689861297607422
2016-04-25,16.80038833618164
2016-04-26,16.782699584960938
2016-04-27,17.154081344604492
2016-04-28,17.131973266601562
2016-04-29,16.8667049407959
2016-05-02,16.71196174621582
2016-05-03,16.561649322509766
2016-05-04,16.778282165527344
2016-05-05,16.72522735595703
2016-05-06,16.557222366333008
2016-05-09,16.358274459838867
2016-05-10,16.513017654418945
2016-05-11,16.308300018310547
2016-05-12,16.410871505737305
2016-05-13,16.143301010131836
2016-05-16,16.1522159576416
2016-05-17,15.969382286071777
2016-05-18,16.138839721679688
2016-05-19,15.956005096435547
2016-05-20,16.23695182800293
2016-05-23,16.031814575195312
2016-05-24,16.18790054321289
2016-05-25,15.911413192749023
2016-05-27,15.920327186584473
2016-05-30,15.87572956085205
2016-05-31,15.822219848632812
2016-06-01,16.005054473876953
2016-06-02,15.982759475708008
2016-06-03,16.245868682861328
2016-06-06,16.098705291748047
2016-06-07,16.0764102935791
2016-06-08,16.446544647216797
2016-06-09,16.321678161621094
2016-06-10,16.07194709777832
2016-06-13,16.268165588378906
2016-06-14,16.098705291748047
2016-06-15,16.094247817993164
2016-06-16,16.0764102935791
2016-06-17,16.17898178100586
2016-06-20,16.299381256103516
2016-06-21,16.28154945373535
2016-06-22,16.174518585205078
2016-06-23,16.544652938842773
2016-06-24,16.22802734375
2016-06-27,16.375192642211914
2016-06-28,16.879112243652344
2016-06-29,17.146684646606445
2016-06-30,17.084251403808594
2016-07-01,17.02181625366211
2016-07-04,17.182357788085938
2016-07-05,17.280466079711914
2016-07-06,17.387496948242188
2016-07-07,17.4856014251709
2016-07-08,17.53911781311035
2016-07-11,17.927091598510742
2016-07-12,17.851280212402344
2016-07-13,17.958309173583984
2016-07-14,18.16790199279785
2016-07-15,17.9716854095459
2016-07-18,18.038578033447266
2016-07-19,18.346277236938477
2016-07-20,18.457767486572266
2016-07-21,18.57371711730957
2016-07-22,18.685203552246094
2016-07-25,18.774389266967773
2016-07-26,18.591552734375
2016-07-27,18.667362213134766
2016-07-28,18.417631149291992
2016-07-29,18.823448181152344
2016-08-01,18.752092361450195
2016-08-02,18.729795455932617
2016-08-03,19.064260482788086
2016-08-04,19.2961483001709
2016-08-05,19.180204391479492
2016-08-08,19.086557388305664
2016-08-09,18.989980697631836
2016-08-10,18.720653533935547
2016-08-11,18.944332122802734
2016-08-12,18.907814025878906
2016-08-15,18.94889259338379
2016-08-16,18.510663986206055
2016-08-17,19.104106903076172
2016-08-18,18.350894927978516
2016-08-19,18.42850112915039
2016-08-22,18.191120147705078
2016-08-23,17.871580123901367
2016-08-24,18.122650146484375
2016-08-25,18.031349182128906
2016-08-26,17.775720596313477
2016-08-29,18.18199348449707
2016-08-30,18.127214431762695
2016-08-31,17.8031063079834
2016-09-01,18.16373634338379
2016-09-02,18.510663986206055
2016-09-05,18.451322555541992
2016-09-06,18.460453033447266
2016-09-08,18.20481300354004
2016-09-09,17.752893447875977
2016-09-12,17.848756790161133
2016-09-13,17.68897819519043
2016-09-14,17.762022018432617
2016-09-15,17.867019653320312
2016-09-16,17.716373443603516
2016-09-19,17.8031063079834
2016-09-20,17.898967742919922
2016-09-21,18.054176330566406
2016-09-22,18.159168243408203
2016-09-23,18.099824905395508
2016-09-26,18.077001571655273
2016-09-27,18.008525848388672
2016-09-28,18.18199348449707
2016-09-29,17.930925369262695
2016-09-30,17.57486343383789
2016-10-03,17.857885360717773
2016-10-04,17.629636764526367
2016-10-05,17.83506202697754
2016-10-06,17.75745964050293
2016-10-07,17.844194412231445
2016-10-10,17.825927734375
2016-10-11,17.711809158325195
2016-10-13,17.985702514648438
2016-10-14,18.008525848388672
2016-10-17,18.282421112060547
2016-10-18,18.538055419921875
2016-10-19,18.346330642700195
2016-10-20,18.483278274536133
2016-10-21,18.560880661010742
2016-10-24,18.506099700927734
2016-10-25,18.487844467163086
2016-10-26,18.465017318725586
2016-10-27,18.533489227294922
2016-10-28,18.487844467163086
2016-10-31,18.510663986206055
2016-11-01,17.940053939819336
2016-11-03,17.602252960205078
2016-11-04,17.460744857788086
2016-11-07,17.844194412231445
2016-11-08,17.940053939819336
2016-11-09,17.643335342407227
2016-11-10,16.899253845214844
2016-11-11,16.338041305541992
2016-11-14,16.454242706298828
2016-11-16,16.77960968017578
2016-11-17,16.686649322509766
2016-11-18,16.714540481567383
2016-11-21,16.593687057495117
2016-11-22,16.584396362304688
2016-11-23,16.551855087280273
2016-11-24,16.5007266998291
2016-11-25,16.46818733215332
2016-11-28,16.695941925048828
2016-11-29,16.5007266998291
2016-11-30,16.663410186767578
2016-12-01,15.901121139526367
2016-12-02,15.952251434326172
2016-12-05,15.808158874511719
2016-12-06,15.994080543518066
2016-12-07,15.882529258728027
2016-12-08,15.808158874511719
2016-12-09,15.849989891052246
2016-12-12,15.645480155944824
2016-12-13,15.803505897521973
2016-12-14,15.738436698913574
2016-12-15,15.798861503601074
2016-12-16,15.831398010253906
2016-12-19,15.803505897521973
2016-12-20,15.580403327941895
2016-12-21,15.631529808044434
2016-12-22,15.817453384399414
2016-12-23,15.868579864501953
2016-12-26,15.910418510437012
2016-12-27,15.896475791931152
2016-12-28,16.17535972595215
2016-12-29,16.268321990966797
2017-01-02,16.198593139648438
2017-01-03,16.82608985900879
2017-01-04,16.61227798461914
2017-01-05,16.491426467895508
2017-01-06,16.28691291809082
2017-01-09,16.300853729248047
2017-01-10,16.291561126708984
2017-01-11,16.17535972595215
2017-01-12,16.407758712768555
2017-01-13,16.4449462890625
2017-01-16,16.259023666381836
2017-01-17,16.523963928222656
2017-01-18,16.570446014404297
2017-01-19,16.640169143676758
2017-01-20,16.663410186767578
2017-01-23,16.844682693481445
2017-01-24,16.514665603637695
2017-01-26,16.8074951171875
2017-01-27,16.77960968017578
2017-01-30,16.551855087280273
2017-01-31,16.640169143676758
2017-02-01,16.570446014404297
2017-02-02,16.78890609741211
2017-02-03,16.942291259765625
2017-02-06,16.872570037841797
2017-02-07,16.853981018066406
2017-02-08,16.919052124023438
2017-02-09,17.24441909790039
2017-02-10,17.267656326293945
2017-02-13,17.346677780151367
2017-02-14,17.100326538085938
2017-02-15,17.36526870727539
2017-02-16,17.267656326293945
2017-02-17,17.36061668395996
2017-02-20,17.38385772705078
2017-02-21,17.46287727355957
2017-02-22,17.52330780029297
2017-02-23,17.52330780029297
2017-02-24,17.188642501831055
2017-03-01,17.2908992767334
2017-03-02,17.193288803100586
2017-03-03,17.077085494995117
2017-03-06,17.19793701171875
2017-03-07,17.28160285949707
2017-03-08,17.030607223510742
2017-03-09,16.589040756225586
2017-03-10,16.658761978149414
2017-03-13,17.035255432128906
2017-03-14,16.82608985900879
2017-03-15,16.82608985900879
2017-03-16,16.988771438598633
2017-03-17,17.174699783325195
2017-03-20,16.99342155456543
2017-03-21,16.714540481567383
2017-03-22,16.747074127197266
2017-03-23,16.691295623779297
2017-03-24,16.82608985900879
2017-03-27,16.70058822631836
2017-03-28,16.514665603637695
2017-03-29,16.63551902770996
2017-03-30,16.454242706298828
2017-03-31,16.44029998779297
2017-04-03,16.496078491210938
2017-04-04,16.6820011138916
2017-04-05,16.48213005065918
2017-04-06,16.296207427978516
2017-04-07,16.268321990966797
