Date,PEL.NS
2015-08-21,417.87255859375
2015-08-24,393.5458984375
2015-08-25,395.4675598144531
2015-08-26,395.6031799316406
2015-08-27,403.9005432128906
2015-08-28,421.53515625
2015-08-31,440.3453369140625
2015-09-01,423.52471923828125
2015-09-02,404.14923095703125
2015-09-03,400.5318603515625
2015-09-04,396.7110290527344
2015-09-07,388.1424255371094
2015-09-08,383.80157470703125
2015-09-09,385.58770751953125
2015-09-10,391.8502197265625
2015-09-11,383.5076904296875
2015-09-14,382.9198913574219
2015-09-15,382.9877014160156
2015-09-16,379.4833679199219
2015-09-18,368.3374328613281
2015-09-21,374.0121154785156
2015-09-22,381.56329345703125
2015-09-23,379.8903503417969
2015-09-24,388.504150390625
2015-09-28,392.7545166015625
2015-09-29,384.8642272949219
2015-09-30,393.3649597167969
2015-10-01,402.2501525878906
2015-10-05,414.2778625488281
2015-10-06,403.8778991699219
2015-10-07,414.9787292480469
2015-10-08,411.8360900878906
2015-10-09,417.14910888671875
2015-10-12,419.6586608886719
2015-10-13,429.7872009277344
2015-10-14,429.4707336425781
2015-10-15,417.5560302734375
2015-10-16,422.77862548828125
2015-10-19,431.3019714355469
2015-10-20,425.0168151855469
2015-10-21,423.0499267578125
2015-10-23,445.5679931640625
2015-10-26,451.197509765625
2015-10-27,446.0201416015625
2015-10-28,448.2358093261719
2015-10-29,434.964599609375
2015-10-30,422.7560119628906
2015-11-02,448.1453857421875
2015-11-03,451.1296691894531
2015-11-04,448.2358093261719
2015-11-05,439.7124328613281
2015-11-06,455.9226989746094
2015-11-09,447.5122985839844
2015-11-10,441.7471008300781
2015-11-13,445.7262268066406
2015-11-16,433.1559753417969
2015-11-17,450.6549072265625
2015-11-18,449.8635559082031
2015-11-19,451.08447265625
2015-11-20,447.64794921875
2015-11-23,443.9401550292969
2015-11-24,444.5732421875
2015-11-26,443.533203125
2015-11-27,436.9315490722656
2015-11-30,429.583740234375
2015-12-01,443.60101318359375
2015-12-02,438.3558044433594
2015-12-03,434.17327880859375
2015-12-04,428.7020568847656
2015-12-07,434.44464111328125
2015-12-08,424.85858154296875
2015-12-09,418.2795104980469
2015-12-10,414.9334716796875
2015-12-11,416.109130859375
2015-12-14,420.9925231933594
2015-12-15,425.9890441894531
2015-12-16,421.7386169433594
2015-12-17,425.0394592285156
2015-12-18,424.7455749511719
2015-12-21,424.8811950683594
2015-12-22,426.1020812988281
2015-12-23,430.46551513671875
2015-12-24,438.1071472167969
2015-12-28,437.97149658203125
2015-12-29,446.5627136230469
2015-12-30,446.8340759277344
2015-12-31,454.1365966796875
2016-01-01,456.6913757324219
2016-01-04,447.2862243652344
2016-01-05,445.7262268066406
2016-01-06,448.0548400878906
2016-01-07,437.51934814453125
2016-01-08,442.85498046875
2016-01-11,431.5054626464844
2016-01-12,421.4220886230469
2016-01-13,427.6168518066406
2016-01-14,424.7455749511719
2016-01-15,411.9491882324219
2016-01-18,400.3736267089844
2016-01-19,404.8274841308594
2016-01-20,403.51617431640625
2016-01-21,403.086669921875
2016-01-22,411.8360900878906
2016-01-25,426.3055725097656
2016-01-27,439.8706359863281
2016-01-28,436.9089050292969
2016-01-29,449.2531433105469
2016-02-01,447.2183837890625
2016-02-02,431.48291015625
2016-02-03,417.4429931640625
2016-02-04,418.21173095703125
2016-02-05,440.7071838378906
2016-02-08,429.1994323730469
2016-02-09,434.46722412109375
2016-02-10,426.8934020996094
2016-02-11,422.80120849609375
2016-02-12,431.18902587890625
2016-02-15,445.7714538574219
2016-02-16,424.6550598144531
2016-02-17,412.6047668457031
2016-02-18,422.77862548828125
2016-02-19,416.9456481933594
2016-02-22,418.8221435546875
2016-02-23,401.41357421875
2016-02-24,406.6361083984375
2016-02-25,392.6414794921875
2016-02-26,400.1927185058594
2016-02-29,410.615234375
2016-03-01,399.6275329589844
2016-03-02,402.31793212890625
2016-03-03,402.20489501953125
2016-03-04,406.41009521484375
2016-03-08,414.2552490234375
2016-03-09,414.3004455566406
2016-03-10,416.6291198730469
2016-03-11,420.2012634277344
2016-03-14,419.36474609375
2016-03-15,424.31597900390625
2016-03-16,424.3837890625
2016-03-17,438.71185302734375
2016-03-18,447.9616394042969
2016-03-21,451.6756286621094
2016-03-22,454.2917175292969
2016-03-23,459.734130859375
2016-03-28,459.38372802734375
2016-03-29,457.9122314453125
2016-03-30,476.27166748046875
2016-03-31,484.19000244140625
2016-04-01,489.7026062011719
2016-04-04,509.2532958984375
2016-04-05,512.9205932617188
2016-04-06,500.93780517578125
2016-04-07,508.59930419921875
2016-04-08,495.3319091796875
2016-04-11,491.85150146484375
2016-04-12,507.7115478515625
2016-04-13,506.7773132324219
2016-04-18,506.56707763671875
2016-04-20,495.658935546875
2016-04-21,504.7685852050781
2016-04-22,502.7364807128906
2016-04-25,513.317626953125
2016-04-26,513.3876953125
2016-04-27,518.0126342773438
2016-04-28,535.0875244140625
2016-04-29,556.03955078125
2016-05-02,546.1824340820312
2016-05-03,553.0731811523438
2016-05-04,561.715576171875
2016-05-05,558.4921875
2016-05-06,555.5958251953125
2016-05-09,566.597412109375
2016-05-10,581.6868286132812
2016-05-11,579.0706176757812
2016-05-12,566.7376708984375
2016-05-13,590.9600219726562
2016-05-16,594.3936157226562
2016-05-17,623.5444946289062
2016-05-18,653.092529296875
2016-05-19,673.343994140625
2016-05-20,663.2999877929688
2016-05-23,662.7860107421875
2016-05-24,665.9627685546875
2016-05-25,664.8649291992188
2016-05-26,631.1826171875
2016-05-27,653.2327270507812
2016-05-30,646.4820556640625
2016-05-31,675.3994750976562
2016-06-01,660.2400512695312
2016-06-02,663.5101318359375
2016-06-03,677.1279296875
2016-06-06,663.8605346679688
2016-06-07,654.2838134765625
2016-06-08,642.5347290039062
2016-06-09,622.5634765625
2016-06-10,626.5109252929688
2016-06-13,636.0643920898438
2016-06-14,652.1348266601562
2016-06-15,643.0485229492188
2016-06-16,654.1903686523438
2016-06-17,633.3782958984375
2016-06-20,627.5855102539062
2016-06-21,640.0120239257812
2016-06-22,653.1392822265625
2016-06-23,651.8779296875
2016-06-24,664.0474243164062
2016-06-27,649.4253540039062
2016-06-28,643.7025756835938
2016-06-29,653.88671875
2016-06-30,675.5396728515625
2016-07-01,682.9675903320312
2016-07-04,684.4157104492188
2016-07-05,703.9430541992188
2016-07-07,713.7301635742188
2016-07-08,694.9502563476562
2016-07-11,705.227783203125
2016-07-12,696.982421875
2016-07-13,712.2584838867188
2016-07-14,718.3317260742188
2016-07-15,726.41357421875
2016-07-18,713.2863159179688
2016-07-19,734.1217041015625
2016-07-20,770.7005615234375
2016-07-21,749.8184204101562
2016-07-22,736.1539306640625
2016-07-25,740.6153564453125
2016-07-26,739.91455078125
2016-07-27,742.0401611328125
2016-07-28,751.5001220703125
2016-07-29,750.752685546875
2016-08-01,756.0316162109375
2016-08-02,743.8853149414062
2016-08-03,739.4473266601562
2016-08-04,738.0692749023438
