Date,KARURVYSYA.NS
2015-08-21,71.63990020751953
2015-08-24,69.02403259277344
2015-08-25,68.66498565673828
2015-08-26,67.9908676147461
2015-08-27,68.47445678710938
2015-08-28,68.47445678710938
2015-08-31,68.21067810058594
2015-09-01,66.69391632080078
2015-09-02,66.23229217529297
2015-09-03,66.55467987060547
2015-09-04,65.52884674072266
2015-09-07,62.97893142700195
2015-09-08,63.27202224731445
2015-09-09,64.9206771850586
2015-09-10,64.65689849853516
2015-09-11,65.10386657714844
2015-09-14,64.74482727050781
2015-09-15,65.41162109375
2015-09-16,65.4775619506836
2015-09-18,67.47795867919922
2015-09-21,67.25812530517578
2015-09-22,66.50338745117188
2015-09-23,66.6059799194336
2015-09-24,67.18484497070312
2015-09-28,67.08226776123047
2015-09-29,65.62410736083984
2015-09-30,65.54350280761719
2015-10-01,65.66075897216797
2015-10-05,65.86592102050781
2015-10-06,65.52152252197266
2015-10-07,65.58015441894531
2015-10-08,66.2909164428711
2015-10-09,65.62410736083984
2015-10-12,65.50687408447266
2015-10-13,65.1771469116211
2015-10-14,65.30902862548828
2015-10-15,62.89101028442383
2015-10-16,62.97160720825195
2015-10-19,62.98625183105469
2015-10-20,62.56126403808594
2015-10-21,62.0629997253418
2015-10-23,62.04835891723633
2015-10-26,61.05915451049805
2015-10-27,60.736751556396484
2015-10-28,61.139747619628906
2015-10-29,61.87982177734375
2015-10-30,61.77723693847656
2015-11-02,62.004390716552734
2015-11-03,62.5539436340332
2015-11-04,62.49531555175781
2015-11-05,62.11429214477539
2015-11-06,62.04100799560547
2015-11-09,61.28630065917969
2015-11-10,61.161739349365234
2015-11-13,62.517295837402344
2015-11-16,61.92378616333008
2015-11-17,61.835853576660156
2015-11-18,62.16558837890625
2015-11-19,62.42203903198242
2015-11-20,62.583248138427734
2015-11-23,63.162109375
2015-11-24,63.77761459350586
2015-11-26,64.67887115478516
2015-11-27,65.72669219970703
2015-11-30,66.2909164428711
2015-12-01,66.28358459472656
2015-12-02,66.23229217529297
2015-12-03,65.85126495361328
2015-12-04,65.40428924560547
2015-12-07,65.41895294189453
2015-12-08,64.8913803100586
2015-12-09,64.45906066894531
2015-12-10,64.51768493652344
2015-12-11,64.66423034667969
2015-12-14,65.22843170166016
2015-12-15,65.96851348876953
2015-12-16,65.66808319091797
2015-12-17,66.23229217529297
2015-12-18,66.68657684326172
2015-12-21,68.70893859863281
2015-12-22,69.38307189941406
2015-12-23,70.22571563720703
2015-12-24,70.482177734375
2015-12-28,71.14163970947266
2015-12-29,71.71318054199219
2015-12-30,71.62525177001953
2015-12-31,71.94032287597656
2016-01-01,72.10884094238281
2016-01-04,71.03173065185547
2016-01-05,71.2808609008789
2016-01-06,71.17095947265625
2016-01-07,69.74209594726562
2016-01-08,70.45286560058594
2016-01-11,72.53385162353516
2016-01-12,72.4532470703125
2016-01-13,71.82308197021484
2016-01-14,68.03483581542969
2016-01-15,64.7887954711914
2016-01-18,62.3048095703125
2016-01-19,62.194881439208984
2016-01-20,61.68198776245117
2016-01-21,63.17676544189453
2016-01-22,63.6750373840332
2016-01-25,64.10733032226562
2016-01-27,64.65689849853516
2016-01-28,65.25775146484375
