Date,BA.L
2016-02-26,510.2611389160156
2016-02-29,511.25775146484375
2016-03-01,509.2646484375
2016-03-02,502.7866516113281
2016-03-03,498.0029602050781
2016-03-04,505.2782287597656
2016-03-07,498.80035400390625
2016-03-08,495.01324462890625
2016-03-09,499.2984924316406
2016-03-10,492.42205810546875
2016-03-11,494.8138732910156
2016-03-14,495.81036376953125
2016-03-15,495.511474609375
2016-03-16,500.295166015625
2016-03-17,504.2815246582031
2016-03-18,495.411865234375
2016-03-21,495.9101257324219
2016-03-22,497.1060485839844
2016-03-23,504.2815246582031
2016-03-24,496.8070983886719
2016-03-29,505.2782287597656
2016-03-30,510.2611389160156
2016-03-31,507.27142333984375
2016-04-01,499.7968444824219
2016-04-04,499.7968444824219
2016-04-05,490.827392578125
2016-04-06,492.1229553222656
2016-04-07,489.9305114746094
2016-04-08,496.40838623046875
2016-04-11,497.3053283691406
2016-04-12,499.7968444824219
2016-04-13,502.2883605957031
2016-04-14,508.7663269042969
2016-04-15,510.2611389160156
2016-04-18,508.2679443359375
2016-04-19,515.7426147460938
2016-04-20,508.7663269042969
2016-04-21,497.0284423828125
2016-04-22,487.8573913574219
2016-04-25,488.35589599609375
2016-04-26,482.77349853515625
2016-04-27,486.5615539550781
2016-04-28,482.47442626953125
2016-04-29,475.79559326171875
2016-05-03,474.69903564453125
2016-05-04,476.9918212890625
2016-05-05,479.08514404296875
2016-05-06,487.458740234375
2016-05-09,489.5520324707031
2016-05-10,489.3526611328125
2016-05-11,488.85418701171875
2016-05-12,486.2624206542969
2016-05-13,486.2624206542969
2016-05-16,488.55523681640625
2016-05-17,484.76715087890625
2016-05-18,480.1817626953125
2016-05-19,476.3936767578125
2016-05-20,481.9760437011719
2016-05-23,478.18792724609375
2016-05-24,481.3778991699219
2016-05-25,479.68328857421875
2016-05-26,480.77984619140625
2016-05-27,481.4776306152344
2016-05-31,482.07574462890625
2016-06-01,486.4617919921875
2016-06-02,491.2466735839844
2016-06-03,489.3526611328125
2016-06-06,490.0504455566406
2016-06-07,492.44287109375
2016-06-08,491.3464050292969
2016-06-09,483.9697570800781
2016-06-10,477.98858642578125
2016-06-13,474.7986755371094
2016-06-14,473.5028381347656
2016-06-15,476.0946350097656
2016-06-16,473.9015197753906
2016-06-17,477.2908020019531
2016-06-20,493.2403259277344
2016-06-21,494.4366455078125
2016-06-22,500.9161071777344
2016-06-23,502.411376953125
2016-06-24,479.28448486328125
2016-06-27,467.4220275878906
2016-06-28,481.8763427734375
2016-06-29,503.9067077636719
2016-06-30,522.348388671875
2016-07-01,528.3294067382812
2016-07-04,526.8341064453125
2016-07-05,531.3200073242188
2016-07-06,524.8405151367188
2016-07-07,528.3294067382812
2016-07-08,535.8058471679688
2016-07-11,543.780517578125
2016-07-12,539.2947998046875
2016-07-13,540.2915649414062
2016-07-14,537.7993774414062
2016-07-15,535.3073120117188
2016-07-18,532.3169555664062
2016-07-19,538.7965087890625
2016-07-20,540.2915649414062
2016-07-21,534.3106689453125
2016-07-22,530.8215942382812
2016-07-25,531.3200073242188
2016-07-26,532.8153076171875
2016-07-27,537.7993774414062
2016-07-28,536.3041381835938
2016-07-29,532.3169555664062
2016-08-01,529.326416015625
2016-08-02,524.8405151367188
2016-08-03,521.3515014648438
2016-08-04,526.3357543945312
2016-08-05,529.326416015625
2016-08-08,523.8434448242188
2016-08-09,523.3451538085938
2016-08-10,519.8561401367188
2016-08-11,525.3388671875
2016-08-12,529.8246459960938
2016-08-15,531.8184204101562
2016-08-16,519.8561401367188
2016-08-17,520.8530883789062
2016-08-18,525.8374633789062
2016-08-19,527.3325805664062
2016-08-22,526.8341064453125
2016-08-23,530.3231201171875
2016-08-24,528.8278198242188
2016-08-25,526.8341064453125
2016-08-26,538.7965087890625
2016-08-30,536.3041381835938
2016-08-31,536.8026123046875
2016-09-01,537.7993774414062
2016-09-02,546.2725219726562
2016-09-05,553.7489624023438
2016-09-06,548.2664184570312
2016-09-07,550.7584228515625
2016-09-08,548.764892578125
2016-09-09,546.2725219726562
2016-09-12,543.2821655273438
2016-09-13,542.783935546875
2016-09-14,544.7772827148438
2016-09-15,546.7710571289062
2016-09-16,532.8153076171875
2016-09-19,540.2915649414062
2016-09-20,542.783935546875
2016-09-21,531.8184204101562
2016-09-22,535.8058471679688
2016-09-23,522.8468627929688
2016-09-26,517.8626098632812
2016-09-27,518.3610229492188
2016-09-28,524.3419799804688
2016-09-29,522.348388671875
2016-09-30,522.348388671875
2016-10-03,529.8246459960938
2016-10-04,543.780517578125
2016-10-05,536.3041381835938
2016-10-06,535.3073120117188
2016-10-07,538.7965087890625
2016-10-10,545.7744140625
2016-10-11,542.285400390625
2016-10-12,539.2947998046875
2016-10-13,534.3106689453125
2016-10-14,541.28857421875
2016-10-17,539.2947998046875
2016-10-18,544.2789916992188
2016-10-19,551.7554931640625
2016-10-20,539.8770751953125
2016-10-21,537.8829956054688
2016-10-24,538.381591796875
2016-10-25,538.8801879882812
2016-10-26,539.3786010742188
2016-10-27,542.36962890625
2016-10-28,540.8740844726562
2016-10-31,540.8740844726562
2016-11-01,536.885986328125
2016-11-02,533.3965454101562
2016-11-03,532.8980712890625
2016-11-04,537.3846435546875
2016-11-07,548.3516235351562
2016-11-08,546.3574829101562
2016-11-09,583.2467041015625
2016-11-10,610.165771484375
2016-11-11,588.7301635742188
2016-11-14,591.7211303710938
2016-11-15,598.2017822265625
2016-11-16,597.7032470703125
2016-11-17,595.2108764648438
2016-11-18,591.7211303710938
2016-11-21,595.709228515625
2016-11-22,594.2137451171875
2016-11-23,601.1928100585938
2016-11-24,606.67626953125
2016-11-25,602.1898193359375
2016-11-28,601.1928100585938
2016-11-29,599.697265625
2016-11-30,598.7002563476562
2016-12-01,596.207763671875
2016-12-02,592.2198486328125
2016-12-05,598.2017822265625
2016-12-06,596.706298828125
2016-12-07,602.6882934570312
2016-12-08,602.1898193359375
2016-12-09,598.7002563476562
2016-12-12,584.2437744140625
2016-12-13,595.709228515625
2016-12-14,587.2347412109375
2016-12-15,589.2286376953125
2016-12-16,590.724365234375
2016-12-19,594.712158203125
2016-12-20,596.706298828125
2016-12-21,594.2137451171875
2016-12-22,591.2227783203125
2016-12-23,591.7211303710938
2016-12-28,597.2047119140625
2016-12-29,593.216552734375
2016-12-30,589.7271728515625
2017-01-03,589.2286376953125
2017-01-04,583.2467041015625
2017-01-05,585.7392578125
2017-01-06,603.1866455078125
2017-01-09,595.709228515625
2017-01-10,608.1718139648438
2017-01-11,608.1718139648438
2017-01-12,615.6492919921875
2017-01-13,609.6672973632812
2017-01-16,609.6672973632812
2017-01-17,603.1866455078125
2017-01-18,603.1866455078125
2017-01-19,600.1956787109375
2017-01-20,598.7002563476562
2017-01-23,598.2017822265625
2017-01-24,596.207763671875
2017-01-25,598.7002563476562
2017-01-26,594.2137451171875
2017-01-27,590.724365234375
2017-01-30,583.2467041015625
2017-01-31,580.2557373046875
2017-02-01,580.754150390625
2017-02-02,581.751220703125
2017-02-03,581.751220703125
2017-02-06,586.2377319335938
2017-02-07,596.207763671875
2017-02-08,597.7032470703125
2017-02-09,598.2017822265625
2017-02-10,610.165771484375
2017-02-13,614.1537475585938
2017-02-14,603.6852416992188
2017-02-15,606.67626953125
2017-02-16,601.6912231445312
2017-02-17,604.6822509765625
2017-02-20,610.165771484375
2017-02-21,606.67626953125
2017-02-22,603.6852416992188
2017-02-23,607.6732177734375
2017-02-24,613.15673828125
2017-02-27,616.1478271484375
2017-02-28,628.1118774414062
2017-03-01,636.5862426757812
2017-03-02,648.550537109375
2017-03-03,641.5714721679688
2017-03-06,641.5714721679688
2017-03-07,642.0699462890625
2017-03-08,647.5533447265625
2017-03-09,641.07275390625
2017-03-10,635.0908813476562
2017-03-13,633.0968017578125
2017-03-14,636.0878295898438
2017-03-15,639.0789184570312
2017-03-16,643.06689453125
2017-03-17,644.5624389648438
2017-03-20,647.0549926757812
2017-03-21,642.568359375
2017-03-22,642.568359375
2017-03-23,650.5443725585938
2017-03-24,651.04296875
2017-03-27,639.0789184570312
2017-03-28,648.550537109375
2017-03-29,645.5594482421875
2017-03-30,653.036865234375
2017-03-31,640.5744018554688
2017-04-03,633.0968017578125
2017-04-04,638.5804443359375
2017-04-05,633.5952758789062
2017-04-06,632.099853515625
2017-04-07,647.0549926757812
2017-04-10,640.0759887695312
2017-04-11,639.5772705078125
2017-04-12,644.5624389648438
2017-04-13,641.07275390625
2017-04-18,634.5924072265625
2017-04-19,628.6104736328125
2017-04-20,617.7677612304688
2017-04-21,618.7650146484375
2017-04-24,626.7425537109375
2017-04-25,628.7371215820312
2017-04-26,635.7174682617188
2017-04-27,629.2355346679688
2017-04-28,625.2467041015625
2017-05-02,636.7145385742188
2017-05-03,634.2216186523438
2017-05-04,633.722900390625
2017-05-05,645.6895751953125
2017-05-08,637.7117309570312
2017-05-09,641.201904296875
2017-05-10,638.7091064453125
2017-05-11,639.2077026367188
2017-05-12,638.2103271484375
2017-05-15,633.722900390625
2017-05-16,641.201904296875
2017-05-17,636.7145385742188
2017-05-18,633.722900390625
2017-05-19,638.2103271484375
2017-05-22,639.7061157226562
2017-05-23,639.7061157226562
2017-05-24,648.1826171875
2017-05-25,654.1655883789062
2017-05-26,663.63916015625
2017-05-30,663.1405029296875
2017-05-31,663.63916015625
2017-06-01,671.1181030273438
2017-06-02,668.1265258789062
2017-06-05,669.6222534179688
2017-06-06,671.6167602539062
2017-06-07,665.6334838867188
2017-06-08,659.15185546875
2017-06-09,675.1070556640625
2017-06-12,665.1348876953125
2017-06-13,657.6558837890625
2017-06-14,657.6558837890625
2017-06-15,655.1629028320312
2017-06-16,671.1181030273438
2017-06-19,674.6083984375
2017-06-20,673.6110229492188
2017-06-21,674.6083984375
2017-06-22,662.6419067382812
2017-06-23,648.1826171875
2017-06-26,649.0300903320312
2017-06-27,643.246337890625
2017-06-28,638.7091064453125
2017-06-29,633.722900390625
2017-06-30,631.7286987304688
2017-07-03,629.7341918945312
2017-07-04,621.7565307617188
2017-07-05,618.7650146484375
2017-07-06,611.285888671875
2017-07-07,615.7733154296875
2017-07-10,628.2384033203125
2017-07-11,628.2384033203125
2017-07-12,617.26904296875
2017-07-13,616.27197265625
2017-07-14,610.2886352539062
2017-07-17,611.7845458984375
2017-07-18,611.285888671875
2017-07-19,609.2914428710938
2017-07-20,612.2831420898438
2017-07-21,604.8041381835938
2017-07-24,599.8180541992188
2017-07-25,602.3110961914062
2017-07-26,600.8153686523438
2017-07-27,607.2971801757812
2017-07-28,603.3081665039062
2017-07-31,599.8180541992188
2017-08-01,605.3026733398438
2017-08-02,588.8488159179688
2017-08-03,587.8516845703125
2017-08-04,584.8600463867188
2017-08-07,580.87109375
2017-08-08,573.8907470703125
2017-08-09,580.87109375
2017-08-10,581.868408203125
2017-08-11,580.3726196289062
2017-08-14,578.8768310546875
2017-08-15,592.3390502929688
2017-08-16,595.8292846679688
2017-08-17,589.845947265625
2017-08-18,581.868408203125
2017-08-21,584.3615112304688
2017-08-22,593.8347778320312
2017-08-23,590.3446044921875
2017-08-24,600.3165893554688
2017-08-25,597.3250122070312
2017-08-29,588.3502197265625
2017-08-30,601.3138427734375
2017-08-31,605.80126953125
2017-09-01,608.7928466796875
2017-09-04,603.3081665039062
2017-09-05,608.7928466796875
2017-09-06,592.3390502929688
2017-09-07,593.8347778320312
2017-09-08,597.8236694335938
2017-09-11,595.8292846679688
2017-09-12,593.3361206054688
2017-09-13,591.3418579101562
2017-09-14,594.3334350585938
2017-09-15,594.3334350585938
2017-09-18,617.7677612304688
2017-09-19,620.75927734375
2017-09-20,621.2579345703125
2017-09-21,627.2412719726562
2017-09-22,630.2327880859375
2017-09-25,633.722900390625
2017-09-26,630.7313842773438
2017-09-27,628.7371215820312
2017-09-28,630.2327880859375
2017-09-29,629.7341918945312
2017-10-02,628.7371215820312
2017-10-03,618.2664184570312
2017-10-04,618.2664184570312
2017-10-05,613.2802734375
2017-10-06,611.285888671875
2017-10-09,616.7705688476562
2017-10-10,614.7761840820312
2017-10-11,613.2802734375
2017-10-12,614.2775268554688
2017-10-13,611.7845458984375
2017-10-16,608.7928466796875
2017-10-17,609.2914428710938
2017-10-18,613.779052734375
2017-10-19,598.4077758789062
2017-10-20,594.9170532226562
2017-10-23,597.9092407226562
2017-10-24,597.4105224609375
2017-10-25,586.9383544921875
2017-10-26,585.4422607421875
2017-10-27,589.4315795898438
2017-10-30,593.4210205078125
2017-10-31,591.9249267578125
2017-11-01,580.45556640625
2017-11-02,581.4529418945312
2017-11-03,589.4315795898438
2017-11-06,583.4476928710938
2017-11-07,577.463623046875
2017-11-08,568.4873657226562
2017-11-09,562.5033569335938
2017-11-10,554.524658203125
2017-11-13,535.5750122070312
2017-11-14,537.5697631835938
2017-11-15,539.0657348632812
2017-11-16,540.5616455078125
2017-11-17,534.0790405273438
2017-11-20,543.05517578125
2017-11-21,542.0577392578125
2017-11-22,540.5616455078125
2017-11-23,542.0577392578125
2017-11-24,540.5616455078125
2017-11-27,542.0577392578125
2017-11-28,546.0471801757812
2017-11-29,542.5564575195312
2017-11-30,550.5352783203125
2017-12-01,550.5352783203125
2017-12-04,554.524658203125
2017-12-05,549.537841796875
2017-12-06,559.5113525390625
2017-12-07,552.5298461914062
2017-12-08,555.5218505859375
2017-12-11,555.5218505859375
2017-12-12,554.0259399414062
2017-12-13,561.7514038085938
2017-12-14,561.00732421875
2017-12-15,561.5059204101562
2017-12-18,561.5059204101562
2017-12-19,562.5033569335938
2017-12-20,567.4901123046875
2017-12-21,566.9915161132812
2017-12-22,566.4927978515625
2017-12-27,567.4901123046875
2017-12-28,566.9915161132812
2017-12-29,571.4794311523438
2018-01-02,573.8731079101562
2018-01-03,573.0751953125
2018-01-04,572.476806640625
2018-01-05,570.482177734375
2018-01-08,570.482177734375
2018-01-09,571.0804443359375
2018-01-10,576.2667236328125
2018-01-11,584.2454223632812
2018-01-12,588.0353393554688
2018-01-15,589.8306884765625
2018-01-16,591.2268676757812
2018-01-17,590.6285400390625
2018-01-18,584.6445922851562
2018-01-19,586.040771484375
2018-01-22,582.0512084960938
2018-01-23,581.4529418945312
2018-01-24,563.7001342773438
2018-01-25,564.298583984375
2018-01-26,577.8626708984375
2018-01-29,586.838623046875
2018-01-30,582.2507934570312
2018-01-31,592.4237060546875
2018-02-01,591.4264526367188
2018-02-02,590.2296752929688
2018-02-05,583.6470947265625
2018-02-06,559.311767578125
2018-02-07,573.4741821289062
2018-02-08,566.4927978515625
2018-02-09,557.1175537109375
2018-02-12,564.4979858398438
2018-02-13,568.0885009765625
2018-02-14,570.881103515625
2018-02-15,589.6312255859375
2018-02-16,596.2137451171875
2018-02-19,591.2268676757812
2018-02-20,594.218994140625
2018-02-21,599.8040771484375
2018-02-22,583.4476928710938
2018-02-23,563.500732421875
2018-02-26,576.0673217773438
2018-02-27,571.0804443359375
2018-02-28,577.8626708984375
2018-03-01,578.0618286132812
2018-03-02,574.4714965820312
2018-03-05,570.881103515625
2018-03-06,585.4422607421875
2018-03-07,583.8466186523438
2018-03-08,587.4370727539062
2018-03-09,600.203125
2018-03-12,595.016845703125
2018-03-13,579.2587280273438
2018-03-14,577.463623046875
2018-03-15,581.8519897460938
2018-03-16,583.4476928710938
2018-03-19,580.2560424804688
2018-03-20,583.6470947265625
2018-03-21,581.0538940429688
2018-03-22,570.2828369140625
2018-03-23,564.4979858398438
2018-03-26,558.5139770507812
2018-03-27,572.2774047851562
2018-03-28,574.072509765625
2018-03-29,579.8571166992188
2018-04-03,572.6763305664062
2018-04-04,575.4688110351562
2018-04-05,595.2162475585938
2018-04-06,600.203125
2018-04-09,601.200439453125
2018-04-10,600.8013916015625
2018-04-11,595.016845703125
2018-04-12,590.0301513671875
2018-04-13,592.4237060546875
2018-04-16,597.2110595703125
2018-04-17,599.4052124023438
2018-04-18,598.8069458007812
2018-04-19,590.9561157226562
2018-04-20,599.5350952148438
2018-04-23,603.7247924804688
2018-04-24,616.4935913085938
2018-04-25,612.1040649414062
2018-04-26,609.7101440429688
2018-04-27,611.90478515625
2018-04-30,609.5106201171875
2018-05-01,610.707763671875
2018-05-02,611.5057373046875
2018-05-03,611.5057373046875
2018-05-04,611.90478515625
2018-05-08,608.7125854492188
2018-05-09,612.50341796875
2018-05-10,617.4910888671875
2018-05-11,632.8536987304688
2018-05-14,629.6614379882812
2018-05-15,635.846435546875
2018-05-16,637.0433959960938
2018-05-17,641.6321411132812
2018-05-18,646.8194580078125
2018-05-21,652.2062377929688
2018-05-22,644.624755859375
2018-05-23,644.4253540039062
2018-05-24,644.026123046875
2018-05-25,641.6321411132812
2018-05-29,633.2525024414062
2018-05-30,638.240478515625
2018-05-31,637.8412475585938
2018-06-01,651.208740234375
2018-06-04,650.41064453125
2018-06-05,646.8194580078125
2018-06-06,650.2111206054688
2018-06-07,648.2161254882812
2018-06-08,646.6199951171875
2018-06-11,649.8120727539062
2018-06-12,645.82177734375
2018-06-13,643.6272583007812
2018-06-14,649.2135009765625
2018-06-15,637.4422607421875
2018-06-18,634.8486328125
2018-06-19,628.264892578125
2018-06-20,631.6564331054688
2018-06-21,618.8876953125
2018-06-22,623.4764404296875
2018-06-25,608.9121704101562
2018-06-26,611.5057373046875
2018-06-27,622.678466796875
2018-06-28,630.4594116210938
2018-06-29,645.223388671875
2018-07-02,638.43994140625
2018-07-03,638.43994140625
2018-07-04,638.43994140625
2018-07-05,638.6394653320312
2018-07-06,640.43505859375
2018-07-09,643.4277954101562
2018-07-10,646.6199951171875
2018-07-11,653.8024291992188
2018-07-12,666.3715209960938
2018-07-13,669.7633666992188
2018-07-16,672.2902221679688
2018-07-17,671.3594360351562
2018-07-18,672.756103515625
2018-07-19,674.751220703125
2018-07-20,673.5540771484375
2018-07-23,673.1550903320312
2018-07-24,668.3668823242188
2018-07-25,654.40087890625
2018-07-26,652.2062377929688
2018-07-27,652.0067749023438
2018-07-30,652.8048706054688
2018-07-31,651.6078491210938
2018-08-01,632.4546508789062
2018-08-02,632.0554809570312
2018-08-03,623.4764404296875
2018-08-06,626.070068359375
2018-08-07,627.0677490234375
2018-08-08,626.468994140625
2018-08-09,622.279541015625
2018-08-10,624.0750122070312
2018-08-13,625.272216796875
2018-08-14,626.070068359375
2018-08-15,623.4764404296875
2018-08-16,624.0750122070312
2018-08-17,623.0775146484375
2018-08-20,625.272216796875
2018-08-21,623.0775146484375
2018-08-22,616.0945434570312
2018-08-23,611.705322265625
2018-08-24,610.508056640625
2018-08-28,617.0921630859375
2018-08-29,616.4935913085938
2018-08-30,610.508056640625
2018-08-31,604.5227661132812
2018-09-03,612.1040649414062
2018-09-04,604.5227661132812
2018-09-05,605.719970703125
2018-09-06,608.5130615234375
2018-09-07,618.4885864257812
2018-09-10,616.2940063476562
2018-09-11,618.6882934570312
2018-09-12,617.0921630859375
2018-09-13,609.3111572265625
2018-09-14,624.4740600585938
2018-09-17,626.070068359375
2018-09-18,630.6589965820312
2018-09-19,634.6492919921875
2018-09-20,627.2672729492188
2018-09-21,626.8683471679688
2018-09-24,623.6760864257812
2018-09-25,624.8731689453125
2018-09-26,624.6735229492188
2018-09-27,622.8779907226562
2018-09-28,628.264892578125
2018-10-01,621.28173828125
2018-10-02,613.8999633789062
2018-10-03,608.1140747070312
2018-10-04,607.9144287109375
2018-10-05,612.50341796875
2018-10-08,601.729736328125
2018-10-09,601.131103515625
2018-10-10,588.9607543945312
2018-10-11,580.7808837890625
2018-10-12,582.7759399414062
2018-10-15,560.430419921875
2018-10-16,574.5958862304688
2018-10-17,558.6349487304688
2018-10-18,543.7589111328125
2018-10-19,538.5706787109375
2018-10-22,537.1738891601562
2018-10-23,534.9788818359375
2018-10-24,535.1786499023438
2018-10-25,543.5595092773438
2018-10-26,530.7884521484375
2018-10-29,521.2103271484375
2018-10-30,506.8431396484375
2018-10-31,524.6024780273438
2018-11-01,524.2034301757812
2018-11-02,534.7793579101562
2018-11-05,519.0154418945312
2018-11-06,519.8135375976562
2018-11-07,532.1853637695312
2018-11-08,532.9835205078125
2018-11-09,527.994873046875
2018-11-12,528.5934448242188
2018-11-13,539.9674682617188
2018-11-14,535.9765625
2018-11-15,531.3870849609375
2018-11-16,526.59814453125
2018-11-19,518.4166870117188
2018-11-20,508.0404052734375
2018-11-21,515.0245361328125
2018-11-22,506.0450134277344
2018-11-23,504.8476867675781
2018-11-26,511.2331237792969
2018-11-27,501.8545837402344
2018-11-28,488.8841857910156
2018-11-29,489.18341064453125
2018-11-30,490.1811828613281
2018-12-03,499.8591003417969
2018-12-04,472.2221374511719
2018-12-05,459.1520080566406
2018-12-06,444.4855041503906
2018-12-07,448.57611083984375
2018-12-10,452.9661560058594
2018-12-11,453.5648193359375
2018-12-12,457.0567321777344
2018-12-13,457.15655517578125
2018-12-14,455.0613098144531
2018-12-17,453.8641052246094
2018-12-18,456.85723876953125
2018-12-19,454.4626770019531
2018-12-20,454.4626770019531
2018-12-21,453.36517333984375
2018-12-24,450.4718322753906
2018-12-27,453.9638366699219
2018-12-28,461.2472229003906
2018-12-31,458.154296875
2019-01-02,463.84130859375
2019-01-03,463.9410705566406
2019-01-04,471.9228210449219
2019-01-07,464.9388122558594
2019-01-08,473.7187194824219
2019-01-09,485.6913757324219
2019-01-10,490.2809753417969
2019-01-11,495.8681640625
2019-01-14,495.4691162109375
2019-01-15,504.648193359375
2019-01-16,504.2490539550781
2019-01-17,496.5666198730469
2019-01-18,508.83856201171875
2019-01-21,513.8272094726562
2019-01-22,510.4349365234375
2019-01-23,507.8408508300781
2019-01-24,511.8317565917969
2019-01-25,509.8363037109375
2019-01-28,503.2513427734375
2019-01-29,511.6321716308594
2019-01-30,512.8294677734375
2019-01-31,510.63446044921875
2019-02-01,515.2240600585938
2019-02-04,511.6321716308594
2019-02-05,520.611572265625
2019-02-06,521.6094360351562
2019-02-07,517.219482421875
2019-02-08,519.0154418945312
2019-02-11,519.4144897460938
2019-02-12,513.8272094726562
2019-02-13,516.2218017578125
2019-02-14,524.80224609375
2019-02-15,525.7998657226562
2019-02-18,523.6047973632812
2019-02-19,510.4349365234375
2019-02-20,503.2513427734375
2019-02-21,463.7415466308594
2019-02-22,469.7278747558594
2019-02-25,474.81622314453125
2019-02-26,471.52374267578125
2019-02-27,468.6304016113281
2019-02-28,464.9388122558594
2019-03-01,469.12921142578125
2019-03-04,474.5169372558594
2019-03-05,475.7141418457031
2019-03-06,476.3128356933594
2019-03-07,471.22442626953125
2019-03-08,463.9410705566406
2019-03-11,464.6395568847656
2019-03-12,466.6349792480469
2019-03-13,461.5466003417969
2019-03-14,469.3287353515625
2019-03-15,476.8116760253906
2019-03-18,485.1925964355469
2019-03-19,483.8955383300781
2019-03-20,483.1971740722656
2019-03-21,485.49188232421875
2019-03-22,468.92974853515625
2019-03-25,456.15887451171875
2019-03-26,452.9661560058594
2019-03-27,465.3379211425781
2019-03-28,467.93194580078125
2019-03-29,481.3014831542969
2019-04-01,481.80029296875
2019-04-02,482.99755859375
2019-04-03,494.67095947265625
2019-04-04,495.1697692871094
2019-04-05,503.0517578125
2019-04-08,503.0517578125
2019-04-09,502.85223388671875
2019-04-10,502.2536315917969
2019-04-11,505.44635009765625
2019-04-12,507.6413269042969
2019-04-15,502.85223388671875
2019-04-16,508.6390686035156
2019-04-17,510.0358581542969
2019-04-18,490.9065246582031
2019-04-23,492.10418701171875
2019-04-24,492.4035339355469
2019-04-25,491.80474853515625
2019-04-26,494.7986755371094
2019-04-29,495.8965148925781
2019-04-30,493.00238037109375
2019-05-01,490.9065246582031
2019-05-02,481.1263732910156
2019-05-03,480.527587890625
2019-05-07,470.94696044921875
2019-05-08,469.05084228515625
2019-05-09,469.25042724609375
2019-05-10,468.3522033691406
2019-05-13,460.1687927246094
2019-05-14,464.0609436035156
2019-05-15,464.0609436035156
2019-05-16,463.5618896484375
2019-05-17,465.0588684082031
2019-05-20,458.3724670410156
2019-05-21,460.0689697265625
