Date,VOW3.DE
2015-08-24,107.29883575439453
2015-08-25,113.61448669433594
2015-08-26,113.07699584960938
2015-08-27,115.69729614257812
2015-08-28,115.126220703125
2015-08-31,113.88325500488281
2015-09-01,110.4230728149414
2015-09-02,109.51604461669922
2015-09-03,112.0019760131836
2015-09-04,108.97852325439453
2015-09-07,109.34806823730469
2015-09-08,112.16995239257812
2015-09-09,114.05119323730469
2015-09-10,112.84185791015625
2015-09-11,112.84185791015625
2015-09-14,112.270751953125
2015-09-15,113.68167114257812
2015-09-16,113.9840316772461
2015-09-17,112.74103546142578
2015-09-18,109.1129150390625
2015-09-21,88.82220458984375
2015-09-22,71.21902465820312
2015-09-23,74.91434478759766
2015-09-24,75.35106658935547
2015-09-25,72.09246063232422
2015-09-28,66.71744537353516
2015-09-29,63.962745666503906
2015-09-30,65.676025390625
2015-10-01,64.836181640625
2015-10-02,62.05461120605469
2015-10-05,62.83397674560547
2015-10-06,65.23259735107422
2015-10-07,69.87525939941406
2015-10-08,69.5393295288086
2015-10-09,71.62214660644531
2015-10-12,72.93230438232422
2015-10-13,71.42057800292969
2015-10-14,71.62214660644531
2015-10-15,69.06900787353516
2015-10-16,67.59088134765625
2015-10-19,66.6435317993164
2015-10-20,66.31431579589844
2015-10-21,67.45650482177734
2015-10-22,69.74089050292969
2015-10-23,72.3612060546875
2015-10-26,71.89089965820312
2015-10-27,70.6479263305664
2015-10-28,73.46980285644531
2015-10-29,72.8315200805664
2015-10-30,73.43622589111328
2015-11-02,75.7206039428711
2015-11-03,74.57839965820312
2015-11-04,67.4900894165039
2015-11-05,65.50806427001953
2015-11-06,65.29304504394531
2015-11-09,64.50025939941406
2015-11-10,64.21805572509766
2015-11-11,64.61446380615234
2015-11-12,64.09040069580078
2015-11-13,64.73540496826172
2015-11-16,65.48118591308594
2015-11-17,66.27400970458984
2015-11-18,68.12837982177734
2015-11-19,71.11824035644531
2015-11-20,72.86511993408203
2015-11-23,73.83934020996094
2015-11-24,77.87060546875
2015-11-25,80.86045837402344
2015-11-26,83.7159423828125
2015-11-27,83.21202087402344
2015-11-30,88.38549041748047
2015-12-01,87.44485473632812
2015-12-02,85.29485321044922
2015-12-03,84.42141723632812
2015-12-04,85.26126098632812
2015-12-07,85.39563751220703
2015-12-08,83.3464126586914
