Date,PTEC.L
2015-08-24,854.9768676757812
2015-08-25,897.900390625
2015-08-26,889.4154663085938
2015-08-27,865.4581909179688
2015-08-28,855.97509765625
2015-09-01,864.9591064453125
2015-09-02,860.9661254882812
2015-09-03,863.4617309570312
2015-09-04,856.4742431640625
2015-09-07,861.4652709960938
2015-09-08,856.4742431640625
2015-09-09,863.4617309570312
2015-09-10,852.9802856445312
2015-09-11,848.987548828125
2015-09-14,844.49560546875
2015-09-15,843.4973754882812
2015-09-16,857.9714965820312
2015-09-17,852.4811401367188
2015-09-18,855.97509765625
2015-09-21,853.9786376953125
2015-09-22,837.508056640625
2015-09-23,846.9910888671875
2015-09-24,836.1052856445312
2015-09-25,849.0835571289062
2015-09-28,847.5859985351562
2015-09-29,823.6260375976562
2015-09-30,827.1201171875
2015-10-01,823.6260375976562
2015-10-02,826.6210327148438
2015-10-05,805.1568603515625
2015-10-06,784.69091796875
2015-10-07,785.1901245117188
2015-10-08,782.1951904296875
2015-10-09,798.667724609375
2015-10-12,800.6643676757812
2015-10-13,798.16845703125
2015-10-14,797.6693725585938
2015-10-15,808.651123046875
2015-10-16,805.656005859375
2015-10-19,803.1602783203125
2015-10-20,798.667724609375
2015-10-21,804.1585693359375
2015-10-22,813.1434936523438
2015-10-23,810.647705078125
2015-10-26,807.153564453125
2015-10-27,786.1884765625
2015-10-28,791.1801147460938
2015-10-29,871.5460815429688
2015-10-30,854.5744018554688
2015-11-02,864.05859375
2015-11-03,866.0552368164062
2015-11-04,868.5510864257812
2015-11-05,879.0335693359375
2015-11-06,886.5210571289062
2015-11-09,883.526123046875
2015-11-10,868.5510864257812
2015-11-11,865.5560913085938
2015-11-12,874.5411376953125
2015-11-13,877.0369262695312
2015-11-16,864.5577392578125
2015-11-17,872.54443359375
2015-11-18,860.065185546875
2015-11-19,862.0619506835938
2015-11-20,850.0818481445312
2015-11-23,773.7092895507812
2015-11-24,768.218505859375
2015-11-25,781.19677734375
2015-11-26,798.667724609375
2015-11-27,797.1701049804688
2015-11-30,807.153564453125
2015-12-01,805.1568603515625
2015-12-02,804.65771484375
2015-12-03,808.651123046875
2015-12-04,809.6494140625
2015-12-07,798.667724609375
2015-12-08,783.692626953125
2015-12-09,777.70263671875
2015-12-10,777.2034912109375
2015-12-11,783.1934204101562
2015-12-14,777.70263671875
2015-12-15,788.684326171875
2015-12-16,794.1751708984375
2015-12-17,808.15185546875
2015-12-18,807.153564453125
2015-12-21,810.647705078125
2015-12-22,811.6460571289062
2015-12-23,821.62939453125
2015-12-24,812.6443481445312
2015-12-29,825.6227416992188
2015-12-30,829.1168823242188
2015-12-31,831.113525390625
2016-01-04,818.6343383789062
2016-01-05,814.6410522460938
2016-01-06,804.65771484375
2016-01-07,788.1851196289062
2016-01-08,785.6893310546875
2016-01-11,788.1851196289062
2016-01-12,790.181884765625
2016-01-13,786.6876220703125
2016-01-14,767.7192993164062
2016-01-15,764.2251586914062
2016-01-18,761.2301635742188
2016-01-19,775.206787109375
2016-01-20,761.7293090820312
2016-01-21,748.7509155273438
2016-01-22,754.2418212890625
2016-01-25,748.7509155273438
2016-01-26,748.2517700195312
2016-01-27,752.2451782226562
2016-01-28,746.7542724609375
2016-01-29,767.22021484375
2016-02-01,766.2218627929688
2016-02-02,761.2301635742188
2016-02-03,755.2401733398438
2016-02-04,758.7343139648438
2016-02-05,744.25830078125
2016-02-08,714.8075561523438
2016-02-09,711.3134155273438
2016-02-10,726.2884521484375
2016-02-11,709.3167114257812
2016-02-12,719.79931640625
2016-02-15,740.2650756835938
2016-02-16,746.7542724609375
2016-02-17,778.2017822265625
2016-02-18,787.186767578125
2016-02-19,786.1884765625
2016-02-22,789.6826782226562
2016-02-23,802.6610717773438
2016-02-24,802.161865234375
2016-02-25,853.0768432617188
2016-02-26,853.0768432617188
2016-02-29,845.5892944335938
2016-03-01,868.5510864257812
2016-03-02,845.0902709960938
2016-03-03,836.1052856445312
2016-03-04,844.591064453125
2016-03-07,841.0968627929688
2016-03-08,830.6142578125
2016-03-09,825.12353515625
2016-03-10,833.1102294921875
2016-03-11,838.1018676757812
2016-03-14,836.6044921875
2016-03-15,830.1152954101562
2016-03-16,833.1102294921875
2016-03-17,815.6394653320312
2016-03-18,843.0935668945312
2016-03-21,838.60107421875
2016-03-22,849.0835571289062
2016-03-23,853.0768432617188
2016-03-24,850.0818481445312
2016-03-29,848.58447265625
2016-03-30,861.562744140625
2016-03-31,865.056884765625
2016-04-01,860.5643310546875
2016-04-04,840.0985107421875
2016-04-05,837.1035766601562
2016-04-06,843.5927124023438
2016-04-07,834.6077270507812
2016-04-08,834.6077270507812
2016-04-11,825.12353515625
2016-04-12,819.6327514648438
2016-04-13,826.1218872070312
2016-04-14,819.6327514648438
2016-04-15,810.1484985351562
2016-04-18,814.6410522460938
2016-04-19,822.1285400390625
2016-04-20,809.6494140625
2016-04-21,801.6626586914062
2016-04-22,799.666015625
2016-04-25,803.6593627929688
2016-04-26,798.667724609375
2016-04-27,813.6426391601562
2016-04-28,807.6526489257812
2016-04-29,803.1602783203125
2016-05-03,807.6526489257812
2016-05-04,809.6494140625
2016-05-05,803.3474731445312
2016-05-06,796.8567504882812
2016-05-09,798.8538818359375
2016-05-10,802.8482055664062
2016-05-11,805.8438110351562
2016-05-12,800.8510131835938
2016-05-13,800.8510131835938
2016-05-16,802.348876953125
2016-05-17,811.8352661132812
2016-05-18,831.8065795898438
2016-05-19,823.8180541992188
2016-05-20,839.2957763671875
2016-05-23,836.7994995117188
2016-05-24,839.7951049804688
2016-05-25,849.281494140625
2016-05-26,843.2901000976562
2016-05-27,849.78076171875
2016-05-31,848.282958984375
2016-06-01,837.7979736328125
2016-06-02,838.7965698242188
2016-06-03,832.8051147460938
2016-06-06,840.2943725585938
2016-06-07,836.3001708984375
2016-06-08,828.8108520507812
2016-06-09,818.325927734375
2016-06-10,799.8524169921875
2016-06-13,787.8695678710938
2016-06-14,764.902587890625
2016-06-15,772.89111328125
2016-06-16,767.3990478515625
2016-06-17,786.3717651367188
2016-06-20,809.3388671875
2016-06-21,801.8495483398438
2016-06-22,797.35595703125
2016-06-23,814.8309326171875
2016-06-24,796.8567504882812
2016-06-27,773.8896484375
2016-06-28,770.8939819335938
2016-06-29,783.3759765625
2016-06-30,795.35888671875
2016-07-01,807.3417358398438
2016-07-04,797.35595703125
2016-07-05,786.3717651367188
2016-07-06,778.8825073242188
2016-07-07,784.8738403320312
2016-07-08,791.8638305664062
2016-07-11,819.8237915039062
2016-07-12,814.8309326171875
2016-07-13,844.2886352539062
2016-07-14,847.2843627929688
2016-07-15,841.792236328125
2016-07-18,848.282958984375
2016-07-19,850.7793579101562
2016-07-20,863.261474609375
2016-07-21,858.7678833007812
2016-07-22,868.7535400390625
2016-07-25,876.2428588867188
2016-07-26,875.2442626953125
2016-07-27,876.7421875
2016-07-28,870.25146484375
2016-07-29,868.2542724609375
2016-08-01,854.2742309570312
2016-08-02,844.7879638671875
2016-08-03,840.793701171875
2016-08-04,844.2886352539062
2016-08-05,848.7822875976562
2016-08-08,851.7778930664062
2016-08-09,853.2756958007812
2016-08-10,860.2656860351562
2016-08-11,870.25146484375
2016-08-12,893.7177124023438
2016-08-15,890.2227172851562
2016-08-16,883.2327880859375
2016-08-17,893.2183837890625
2016-08-18,892.7191772460938
2016-08-19,887.22705078125
2016-08-22,890.7220458984375
2016-08-23,894.2169799804688
2016-08-24,898.2113037109375
2016-08-25,926.67041015625
2016-08-26,923.175537109375
2016-08-30,914.1884765625
2016-08-31,909.6947631835938
2016-09-01,904.2026977539062
2016-09-02,908.6961669921875
2016-09-05,906.6990356445312
2016-09-06,903.2041015625
2016-09-07,894.71630859375
2016-09-08,899.2098388671875
2016-09-09,897.2127075195312
2016-09-12,897.2127075195312
2016-09-13,897.7120361328125
2016-09-14,908.1969604492188
2016-09-15,911.192626953125
2016-09-16,913.1898193359375
2016-09-19,913.1898193359375
2016-09-20,903.7034301757812
2016-09-21,910.693359375
2016-09-22,915.2974243164062
2016-09-23,911.3025512695312
2016-09-26,898.8190307617188
2016-09-27,909.3052368164062
2016-09-28,916.79541015625
2016-09-29,917.2948608398438
2016-09-30,908.805908203125
2016-10-03,930.2777099609375
2016-10-04,945.2579956054688
2016-10-05,932.2750854492188
2016-10-06,933.273681640625
2016-10-07,928.7796630859375
2016-10-10,933.7730712890625
2016-10-11,940.2645874023438
2016-10-12,929.279052734375
2016-10-13,933.7730712890625
2016-10-14,930.7770385742188
2016-10-17,924.784912109375
2016-10-18,929.7783203125
2016-10-19,935.7705078125
2016-10-20,927.2816162109375
2016-10-21,927.781005859375
2016-10-24,929.279052734375
2016-10-25,918.29345703125
2016-10-26,913.7993774414062
2016-10-27,912.3012084960938
2016-10-28,921.7889404296875
2016-10-31,926.7822265625
2016-11-01,920.7901611328125
2016-11-02,919.7914428710938
2016-11-03,872.8531494140625
2016-11-04,866.3616943359375
2016-11-07,883.8386840820312
2016-11-08,891.328857421875
2016-11-09,877.3472290039062
2016-11-10,879.3446044921875
2016-11-11,881.342041015625
2016-11-14,907.80712890625
2016-11-15,909.3052368164062
2016-11-16,905.8097534179688
2016-11-17,906.8084716796875
2016-11-18,923.7863159179688
2016-11-21,922.2882080078125
2016-11-22,926.7822265625
2016-11-23,925.7836303710938
2016-11-24,930.7770385742188
2016-11-25,919.2921142578125
2016-11-28,918.792724609375
2016-11-29,920.7901611328125
2016-11-30,857.872802734375
2016-12-01,833.4049682617188
2016-12-02,810.4351806640625
2016-12-05,825.914794921875
2016-12-06,796.9528198242188
2016-12-07,813.9305419921875
2016-12-08,808.9371948242188
2016-12-09,819.42333984375
2016-12-12,800.9475708007812
2016-12-13,776.9791259765625
2016-12-14,765.9935913085938
2016-12-15,794.4560546875
2016-12-16,783.4705810546875
2016-12-19,789.9620361328125
2016-12-20,788.4639892578125
2016-12-21,787.46533203125
2016-12-22,804.4430541992188
2016-12-23,806.4404296875
2016-12-28,816.9266357421875
2016-12-29,818.4246826171875
2016-12-30,824.9160766601562
2017-01-03,813.9305419921875
2017-01-04,816.42724609375
2017-01-05,826.4141845703125
2017-01-06,822.9187622070312
2017-01-09,827.412841796875
2017-01-10,836.4010009765625
2017-01-11,829.9095458984375
2017-01-12,834.9030151367188
2017-01-13,846.88720703125
2017-01-16,825.914794921875
2017-01-17,822.4194946289062
2017-01-18,820.4219970703125
2017-01-19,818.924072265625
2017-01-20,817.92529296875
2017-01-23,809.935791015625
2017-01-24,794.9554443359375
2017-01-25,809.935791015625
2017-01-26,819.42333984375
2017-01-27,825.41552734375
2017-01-30,822.9187622070312
2017-01-31,827.912109375
2017-02-01,848.8846435546875
2017-02-02,846.88720703125
2017-02-03,868.8584594726562
2017-02-06,873.8518676757812
2017-02-07,881.8413696289062
2017-02-08,879.8439331054688
2017-02-09,891.8281860351562
2017-02-10,894.8242797851562
2017-02-13,889.830810546875
2017-02-14,886.3353881835938
2017-02-15,883.8386840820312
2017-02-16,883.33935546875
2017-02-17,878.345947265625
2017-02-20,884.3380737304688
2017-02-21,889.33154296875
2017-02-22,886.834716796875
2017-02-23,894.324951171875
2017-02-24,881.342041015625
2017-02-27,885.8360595703125
2017-02-28,891.328857421875
2017-03-01,897.3208618164062
2017-03-02,901.8150634765625
2017-03-03,893.326171875
2017-03-06,896.8216552734375
2017-03-07,896.8216552734375
2017-03-08,894.324951171875
2017-03-09,902.314453125
2017-03-10,912.8006591796875
2017-03-13,913.7993774414062
2017-03-14,906.8084716796875
2017-03-15,898.3196411132812
2017-03-16,896.3223266601562
2017-03-17,906.3091430664062
2017-03-20,913.2999877929688
2017-03-21,912.8006591796875
2017-03-22,908.805908203125
2017-03-23,926.2828979492188
2017-03-24,929.7783203125
2017-03-27,943.760009765625
2017-03-28,939.2658081054688
2017-03-29,934.2724609375
2017-03-30,928.7796630859375
2017-03-31,929.7783203125
2017-04-03,926.7822265625
2017-04-04,924.784912109375
2017-04-05,925.2842407226562
2017-04-06,925.2842407226562
2017-04-07,922.2882080078125
2017-04-10,930.7770385742188
2017-04-11,920.7901611328125
2017-04-12,932.2750854492188
2017-04-13,935.7705078125
2017-04-18,928.2803344726562
2017-04-19,933.7730712890625
2017-04-20,936.7692260742188
2017-04-21,926.7822265625
2017-04-24,942.261962890625
2017-04-25,945.2579956054688
2017-04-26,940.2645874023438
2017-04-27,951.2501220703125
2017-04-28,957.7416381835938
2017-05-02,969.725830078125
2017-05-03,960.23828125
2017-05-04,947.9686279296875
2017-05-05,936.9806518554688
2017-05-08,941.4757080078125
2017-05-09,956.9588012695312
2017-05-10,955.4603881835938
2017-05-11,958.4572143554688
2017-05-12,967.4474487304688
2017-05-15,966.947998046875
2017-05-16,978.9349975585938
2017-05-17,981.4321899414062
2017-05-18,975.438720703125
2017-05-19,990.9219360351562
2017-05-22,989.9229736328125
2017-05-23,990.4224243164062
2017-05-24,987.42578125
2017-05-25,990.9219360351562
2017-05-26,987.9251708984375
2017-05-30,987.42578125
2017-05-31,988.4246215820312
2017-06-01,983.9295043945312
2017-06-02,974.9393310546875
2017-06-05,979.9338989257812
2017-06-06,970.943603515625
2017-06-07,991.42138671875
2017-06-08,994.4180908203125
2017-06-09,996.9153442382812
2017-06-12,971.443115234375
2017-06-13,990.4224243164062
2017-06-14,992.9197387695312
2017-06-15,983.9295043945312
2017-06-16,993.918701171875
2017-06-19,997.914306640625
2017-06-20,1004.9066772460938
2017-06-21,999.912109375
2017-06-22,1000.9110107421875
2017-06-23,1014.8958129882812
2017-06-26,995.6927490234375
2017-06-27,948.6419067382812
2017-06-28,963.9512939453125
2017-06-29,960.9545288085938
2017-06-30,949.9664306640625
2017-07-03,944.9718627929688
2017-07-04,949.9664306640625
2017-07-05,961.4540405273438
2017-07-06,964.9501953125
2017-07-07,955.4603881835938
2017-07-10,950.4658813476562
2017-07-11,940.476806640625
2017-07-12,941.97509765625
2017-07-13,942.4745483398438
2017-07-14,946.4702758789062
2017-07-17,946.4702758789062
2017-07-18,958.9566650390625
2017-07-19,956.9588012695312
2017-07-20,964.9501953125
2017-07-21,967.4474487304688
2017-07-24,951.9642944335938
2017-07-25,959.4561157226562
2017-07-26,964.4507446289062
2017-07-27,967.9469604492188
2017-07-28,955.9598999023438
2017-07-31,959.4561157226562
2017-08-01,966.4485473632812
2017-08-02,966.947998046875
2017-08-03,977.93603515625
2017-08-04,985.4279174804688
2017-08-07,966.4485473632812
2017-08-08,964.4507446289062
2017-08-09,960.9545288085938
2017-08-10,956.9588012695312
2017-08-11,946.9697265625
2017-08-14,967.9469604492188
2017-08-15,976.9371948242188
2017-08-16,984.4290161132812
2017-08-17,982.9306030273438
2017-08-18,975.438720703125
2017-08-21,987.42578125
2017-08-22,988.4246215820312
2017-08-23,992.4202270507812
2017-08-24,994.4180908203125
2017-08-25,975.9381713867188
2017-08-29,941.4757080078125
2017-08-30,943.9729614257812
2017-08-31,948.9674682617188
2017-09-01,965.4496459960938
2017-09-04,949.4669799804688
2017-09-05,939.4778442382812
2017-09-06,936.4811401367188
2017-09-07,941.4757080078125
2017-09-08,936.9806518554688
2017-09-11,947.46923828125
2017-09-12,941.97509765625
2017-09-13,939.9773559570312
2017-09-14,937.9794921875
2017-09-15,930.9871215820312
2017-09-18,930.4876708984375
2017-09-19,925.4931030273438
2017-09-20,921.4974365234375
2017-09-21,907.6317749023438
2017-09-22,907.6317749023438
2017-09-25,899.639404296875
2017-09-26,888.64990234375
2017-09-27,890.1484375
2017-09-28,902.636474609375
2017-09-29,917.6221923828125
2017-10-02,914.1255493164062
2017-10-03,926.6135864257812
2017-10-04,917.1226806640625
2017-10-05,917.6221923828125
2017-10-06,939.6011352539062
2017-10-09,942.0986938476562
2017-10-10,937.60302734375
2017-10-11,933.107421875
2017-10-12,944.0968017578125
2017-10-13,939.1016235351562
2017-10-16,939.6011352539062
2017-10-17,934.1063842773438
2017-10-18,938.6021118164062
2017-10-19,937.1035766601562
2017-10-20,933.107421875
2017-10-23,931.1093139648438
2017-10-24,934.1063842773438
2017-10-25,942.0986938476562
2017-10-26,947.093994140625
2017-10-27,961.0806274414062
2017-10-30,975.0672607421875
2017-10-31,983.0595703125
2017-11-01,985.5571899414062
2017-11-02,767.2659912109375
2017-11-03,769.2640991210938
2017-11-06,825.2105712890625
2017-11-07,799.7349243164062
2017-11-08,810.2249145507812
2017-11-09,839.1971435546875
2017-11-10,823.2125244140625
2017-11-13,817.7177734375
2017-11-14,811.2239990234375
2017-11-15,803.2315673828125
2017-11-16,830.205810546875
2017-11-17,837.6986083984375
2017-11-20,852.184814453125
2017-11-21,847.6890869140625
2017-11-22,847.6890869140625
2017-11-23,842.1942749023438
2017-11-24,845.1914672851562
2017-11-27,836.6995239257812
