Date,MRF.NS
2016-01-13,37868.23046875
2016-01-14,37607.54296875
2016-01-15,37123.84375
2016-01-18,35651.37109375
2016-01-19,35817.64453125
2016-01-20,34515.6796875
2016-01-21,34386.50390625
2016-01-22,35693.81640625
2016-01-25,35584.25
2016-01-27,35225.6953125
2016-01-28,35198.0
2016-01-29,35092.90625
2016-02-01,33799.3671875
2016-02-02,34100.48046875
2016-02-03,33689.25390625
2016-02-04,33220.5
2016-02-05,33668.65625
2016-02-08,33629.046875
2016-02-09,33152.23046875
2016-02-10,33318.9609375
2016-02-11,31821.27734375
2016-02-12,31335.60546875
2016-02-15,32818.8671875
2016-02-16,32730.115234375
2016-02-17,32843.14453125
2016-02-18,32934.50390625
2016-02-19,33098.96484375
2016-02-22,33224.94140625
2016-02-23,33086.1484375
2016-02-24,32273.8984375
2016-02-25,31498.9765625
2016-02-26,31886.87890625
2016-02-29,32059.802734375
2016-03-01,33348.06640625
2016-03-02,33553.8828125
2016-03-03,33556.046875
2016-03-04,33714.30859375
2016-03-08,33940.01953125
2016-03-09,33890.32421875
2016-03-10,33900.4296875
2016-03-11,33983.31640625
2016-03-14,34083.734375
2016-03-15,33842.1171875
2016-03-16,32953.5234375
2016-03-17,33428.6953125
2016-03-18,34197.171875
2016-03-21,34227.15625
2016-03-22,34288.97265625
2016-03-23,34811.390625
2016-03-28,35618.4609375
2016-03-29,36362.85546875
2016-03-30,37344.44140625
2016-03-31,37723.43359375
2016-04-01,36697.33203125
2016-04-04,36293.0625
2016-04-05,35207.06640625
2016-04-06,35633.0859375
2016-04-07,35255.23046875
2016-04-08,34937.26953125
2016-04-11,35264.734375
2016-04-12,35726.76953125
2016-04-13,36047.9453125
2016-04-18,36189.97265625
2016-04-20,36265.0859375
2016-04-21,35473.6640625
2016-04-22,35009.87109375
2016-04-25,34874.8671875
2016-04-26,35186.28515625
2016-04-27,34265.484375
2016-04-28,33602.4140625
2016-04-29,33281.92578125
2016-05-02,33675.2109375
2016-05-03,32934.3515625
2016-05-04,33210.3203125
2016-05-05,33329.35546875
2016-05-06,33236.921875
2016-05-09,33182.78515625
2016-05-10,32834.3671875
2016-05-11,32356.396484375
2016-05-12,32798.91796875
2016-05-13,32414.4140625
2016-05-16,32536.513671875
2016-05-17,32319.009765625
2016-05-18,32382.24609375
2016-05-19,32091.470703125
2016-05-20,31526.654296875
2016-05-23,31307.974609375
2016-05-24,30697.8984375
2016-05-25,31486.861328125
2016-05-26,32065.71484375
2016-05-27,33040.05078125
2016-05-30,32947.16015625
2016-05-31,33268.8359375
2016-06-01,32842.796875
2016-06-02,32925.19921875
2016-06-03,32927.20703125
2016-06-06,32764.4453125
2016-06-07,32519.265625
2016-06-08,32124.025390625
2016-06-09,32059.208984375
2016-06-10,31715.048828125
2016-06-13,31503.8515625
2016-06-14,31445.29296875
2016-06-15,31189.62890625
2016-06-16,31122.19921875
2016-06-17,30863.189453125
2016-06-20,31764.189453125
2016-06-21,31368.1640625
2016-06-22,31243.90625
2016-06-23,31202.681640625
2016-06-24,30848.4140625
2016-06-27,31393.818359375
2016-06-28,32448.7421875
2016-06-29,33017.40234375
2016-06-30,32582.451171875
2016-07-01,33152.77734375
2016-07-04,34620.44140625
2016-07-05,34226.03125
2016-07-07,34703.82421875
2016-07-08,34861.28515625
2016-07-11,34764.40625
2016-07-12,34710.71875
2016-07-13,33973.71484375
2016-07-14,34049.8125
2016-07-15,33709.52734375
2016-07-18,34081.16796875
2016-07-19,34308.078125
2016-07-20,34788.83203125
2016-07-21,33874.484375
2016-07-22,33642.29296875
2016-07-25,34149.0546875
2016-07-26,33355.5546875
2016-07-27,33516.7109375
2016-07-28,33544.08984375
2016-07-29,33337.484375
2016-08-01,33293.15625
2016-08-02,33414.61328125
2016-08-03,34182.50390625
2016-08-04,34883.37109375
2016-08-05,36614.72265625
2016-08-08,36638.67578125
2016-08-09,36450.9921875
2016-08-10,36267.671875
2016-08-11,36212.26171875
2016-08-12,35687.2578125
2016-08-16,35684.34375
2016-08-17,36078.21875
2016-08-18,36106.77734375
2016-08-19,35668.34765625
2016-08-22,35051.4921875
2016-08-23,35306.9765625
2016-08-24,35856.22265625
2016-08-25,36012.828125
2016-08-26,35895.13671875
2016-08-29,37013.2421875
2016-08-30,37131.578125
2016-08-31,36973.875
2016-09-01,36776.3671875
2016-09-02,38377.24609375
2016-09-06,39052.14453125
2016-09-07,39405.57421875
2016-09-08,39546.03125
2016-09-09,39709.69140625
2016-09-12,38621.8671875
2016-09-14,40224.66796875
2016-09-15,40620.90234375
2016-09-16,40012.24609375
2016-09-19,42574.3671875
2016-09-20,43086.87890625
2016-09-21,43270.74609375
2016-09-22,43832.9765625
2016-09-23,45280.50390625
2016-09-26,45156.1875
2016-09-27,45992.76953125
2016-09-28,49144.69140625
2016-09-29,48010.99609375
2016-09-30,50250.1953125
2016-10-03,51260.05078125
2016-10-04,50600.1640625
2016-10-05,53036.9453125
2016-10-06,53233.51171875
2016-10-07,52817.74609375
2016-10-10,52385.20703125
2016-10-13,52718.37890625
2016-10-14,51807.36328125
2016-10-17,49262.9375
2016-10-18,50996.015625
2016-10-19,49900.3828125
2016-10-20,49161.18359375
2016-10-21,49821.2109375
2016-10-24,49338.80078125
2016-10-25,49487.1484375
2016-10-26,49031.29296875
2016-10-27,45835.921875
2016-10-28,47368.8828125
2016-11-01,49482.60546875
2016-11-02,48962.69140625
2016-11-03,49649.37890625
2016-11-04,49565.828125
2016-11-07,50229.84765625
2016-11-08,51413.02734375
2016-11-09,51531.41015625
2016-11-10,52863.88671875
2016-11-11,51936.76953125
2016-11-15,49498.2265625
2016-11-16,49933.01171875
2016-11-17,49269.64453125
2016-11-18,48482.9296875
2016-11-21,46104.11328125
2016-11-22,46375.60546875
2016-11-23,46935.26171875
2016-11-24,46639.90234375
2016-11-25,46694.97265625
2016-11-28,46994.82421875
2016-11-29,48520.91796875
2016-11-30,49292.55859375
2016-12-01,48288.12890625
2016-12-02,48246.94921875
2016-12-05,49854.828125
2016-12-06,49692.234375
2016-12-07,49537.24609375
2016-12-08,50790.546875
2016-12-09,52387.80859375
2016-12-12,51599.03515625
2016-12-13,51785.91796875
2016-12-14,52117.3515625
2016-12-15,51972.8203125
2016-12-16,51519.7109375
2016-12-19,50933.7890625
2016-12-20,49218.671875
2016-12-21,48260.33203125
2016-12-22,47647.390625
2016-12-23,48399.95703125
2016-12-26,47731.15234375
2016-12-27,48100.109375
2016-12-28,47895.62890625
2016-12-29,48298.51171875
2016-12-30,48310.21875
2017-01-02,48486.7890625
2017-01-03,49777.9296875
2017-01-04,49772.640625
2017-01-05,51081.06640625
2017-01-06,50951.21875
2017-01-09,50723.96484375
2017-01-10,52379.4609375
2017-01-11,54725.5
2017-01-12,54341.8203125
2017-01-13,52709.93359375
2017-01-16,52445.64453125
2017-01-17,53025.26171875
2017-01-18,52361.5234375
2017-01-19,51359.1796875
2017-01-20,51039.80859375
2017-01-23,51714.30859375
2017-01-24,51827.609375
2017-01-25,52420.59765625
2017-01-27,52689.7734375
2017-01-30,51297.6484375
2017-01-31,51030.5390625
2017-02-01,51944.87890625
2017-02-02,50962.76171875
2017-02-03,50437.7890625
2017-02-06,49628.36328125
2017-02-07,49820.69140625
2017-02-08,50976.16015625
2017-02-09,51056.4140625
2017-02-10,50845.66796875
2017-02-13,50208.42578125
2017-02-14,49586.9921875
2017-02-15,49391.34375
2017-02-16,49925.6875
2017-02-17,49495.1171875
2017-02-20,49803.88671875
2017-02-21,49587.19140625
2017-02-22,49164.8203125
2017-02-23,50875.02734375
2017-02-27,50813.89453125
2017-02-28,51206.97265625
2017-03-01,52179.3984375
2017-03-02,51322.11328125
2017-03-03,51441.88671875
2017-03-06,51740.9296875
2017-03-07,51535.78515625
2017-03-08,50903.4453125
2017-03-09,51400.89453125
2017-03-10,51587.5546875
2017-03-14,52341.89453125
2017-03-15,56147.921875
2017-03-16,55741.83984375
2017-03-17,54756.24609375
2017-03-20,55340.578125
2017-03-21,57341.81640625
2017-03-22,57148.25
2017-03-23,58786.0625
2017-03-24,58590.16796875
2017-03-27,59162.8359375
2017-03-28,57608.75390625
2017-03-29,58856.53515625
2017-03-30,59098.7734375
2017-03-31,60215.8671875
2017-04-03,60254.49609375
2017-04-05,59950.13671875
2017-04-06,60364.453125
2017-04-07,60296.58984375
2017-04-10,60031.140625
2017-04-11,61311.38671875
2017-04-12,59793.69140625
2017-04-13,59832.6796875
2017-04-17,61197.92578125
2017-04-18,61837.62890625
2017-04-19,62324.8046875
2017-04-20,62731.3671875
2017-04-21,62516.89453125
2017-04-24,63219.921875
2017-04-25,65759.6796875
2017-04-26,68016.3203125
2017-04-27,67665.6328125
2017-04-28,67086.328125
2017-05-02,67544.09375
2017-05-03,67808.203125
2017-05-04,66210.4609375
2017-05-05,67310.3515625
2017-05-08,66814.59375
2017-05-09,65875.046875
2017-05-10,65137.76171875
2017-05-11,65255.5625
2017-05-12,64662.03515625
2017-05-15,65025.8125
2017-05-16,65292.51171875
2017-05-17,67230.1015625
2017-05-18,66149.0625
2017-05-19,65078.43359375
2017-05-22,63475.49609375
2017-05-23,63200.94921875
2017-05-24,61762.1484375
2017-05-25,63046.703125
2017-05-26,64609.33984375
2017-05-29,64151.09765625
2017-05-30,64605.6796875
2017-05-31,64764.72265625
2017-06-01,67390.7421875
2017-06-02,66895.46875
2017-06-05,67506.2578125
2017-06-06,67986.609375
2017-06-07,68150.0625
2017-06-08,70267.7890625
2017-06-09,72017.90625
2017-06-12,72443.0546875
2017-06-13,71492.421875
2017-06-14,70240.609375
2017-06-15,71964.765625
2017-06-16,71105.9453125
2017-06-19,70890.6875
2017-06-20,70787.9453125
2017-06-21,70840.2421875
2017-06-22,70115.8984375
2017-06-23,69088.3828125
2017-06-27,67754.515625
2017-06-28,68080.765625
2017-06-29,67807.2734375
2017-06-30,67497.9921875
2017-07-03,70000.890625
2017-07-04,69497.8671875
2017-07-05,69751.859375
2017-07-06,69419.203125
2017-07-07,68963.4375
2017-07-10,68756.921875
2017-07-11,68282.53125
2017-07-12,69128.6875
2017-07-13,68817.9609375
2017-07-14,68673.9296875
2017-07-17,69223.6484375
2017-07-18,69083.109375
2017-07-19,69370.6328125
2017-07-20,68321.0390625
2017-07-21,68043.8671875
2017-07-24,68073.96875
2017-07-25,69482.0390625
2017-07-26,69141.7890625
2017-07-27,67926.3671875
2017-07-28,68334.9375
2017-07-31,68413.0625
2017-08-01,68605.1953125
2017-08-02,70006.4140625
2017-08-03,68365.28125
2017-08-04,65607.671875
2017-08-07,67051.15625
2017-08-08,65964.6796875
2017-08-09,65198.17578125
2017-08-10,63372.87890625
2017-08-11,63196.21875
2017-08-14,63046.5859375
2017-08-16,65036.08203125
2017-08-17,63752.3359375
2017-08-18,62961.0703125
2017-08-21,62699.72265625
2017-08-22,61845.43359375
2017-08-23,62092.73046875
2017-08-24,62333.81640625
2017-08-28,62097.92578125
2017-08-29,62193.68359375
2017-08-30,62230.0703125
2017-08-31,63361.921875
2017-09-01,64552.49609375
2017-09-04,63510.76171875
2017-09-05,63840.18359375
2017-09-06,64252.09765625
2017-09-07,63698.2109375
2017-09-08,63092.27734375
2017-09-11,63717.82421875
2017-09-12,64529.70703125
2017-09-13,63603.83984375
2017-09-14,63115.49609375
2017-09-15,63811.45703125
2017-09-18,64178.98046875
2017-09-19,63359.4453125
2017-09-20,63364.39453125
2017-09-21,62576.046875
2017-09-22,62223.5390625
2017-09-25,62009.6953125
2017-09-26,62041.58984375
2017-09-27,61045.52734375
2017-09-28,61163.9609375
2017-09-29,62289.94140625
2017-10-03,62684.4921875
2017-10-04,62314.15625
2017-10-05,62424.5859375
2017-10-06,63691.234375
2017-10-09,64099.3515625
2017-10-10,63970.51953125
2017-10-11,62717.11328125
2017-10-12,63160.1875
2017-10-13,62947.31640625
2017-10-16,62913.86328125
2017-10-17,63052.9140625
2017-10-18,62947.41796875
2017-10-19,62801.2578125
2017-10-23,62769.72265625
2017-10-24,62348.40234375
2017-10-25,62372.828125
2017-10-26,62439.06640625
2017-10-27,64035.671875
2017-10-30,66020.9296875
2017-10-31,65668.28125
2017-11-01,65253.10546875
2017-11-02,64980.58203125
2017-11-03,65728.53125
2017-11-06,66634.125
2017-11-07,64966.5
2017-11-08,64422.5859375
2017-11-09,64256.19921875
2017-11-10,66594.2421875
2017-11-13,67545.1953125
2017-11-14,66875.4296875
2017-11-15,67615.765625
2017-11-16,68939.046875
2017-11-17,68648.9375
2017-11-20,67938.6953125
2017-11-21,69040.6484375
2017-11-22,68904.5546875
2017-11-23,68407.015625
2017-11-24,68620.40625
2017-11-27,69420.9453125
2017-11-28,68810.125
2017-11-29,68491.5625
2017-11-30,67807.765625
2017-12-01,65420.71484375
2017-12-04,65582.8203125
2017-12-05,66086.6953125
2017-12-06,66114.65625
2017-12-07,66304.6796875
2017-12-08,67454.4296875
2017-12-11,67095.828125
2017-12-12,65656.2578125
2017-12-13,65325.26171875
2017-12-14,65206.796875
2017-12-15,66937.7890625
2017-12-18,68402.0625
2017-12-19,68604.828125
2017-12-20,68134.3359375
2017-12-21,70059.03125
2017-12-22,71994.15625
2017-12-26,73224.28125
2017-12-27,72253.421875
2017-12-28,72666.640625
2017-12-29,71538.609375
2018-01-01,71583.90625
2018-01-02,70440.25
2018-01-03,70368.3203125
2018-01-04,70414.296875
2018-01-05,72081.25
2018-01-08,71789.21875
2018-01-09,72199.0703125
2018-01-10,71661.6640625
2018-01-11,71494.046875
2018-01-12,71156.8984375
2018-01-15,70724.859375
2018-01-16,69489.5390625
2018-01-17,69624.265625
2018-01-18,68026.1953125
2018-01-19,68373.7890625
2018-01-22,68889.1953125
2018-01-23,69139.71875
2018-01-24,68115.25
2018-01-25,66779.6484375
2018-01-29,66149.953125
2018-01-30,67489.4140625
2018-01-31,67342.921875
2018-02-01,70964.78125
2018-02-02,68476.0
2018-02-05,67838.9921875
2018-02-06,67753.328125
2018-02-07,68048.9609375
2018-02-08,69377.3203125
2018-02-09,69224.8359375
2018-02-12,70833.6015625
2018-02-14,71514.1484375
2018-02-15,71343.1328125
2018-02-16,70360.6484375
2018-02-19,69828.1640625
2018-02-20,70027.390625
2018-02-21,70978.109375
2018-02-22,69317.7578125
2018-02-23,71656.71875
2018-02-26,71871.65625
2018-02-27,71846.9609375
2018-02-28,72564.578125
2018-03-01,71864.5859375
2018-03-05,71509.6484375
2018-03-06,70670.4296875
2018-03-07,69457.59375
2018-03-08,69413.2890625
2018-03-09,69984.0234375
2018-03-12,70293.0625
2018-03-13,70909.140625
2018-03-14,70478.390625
2018-03-15,70929.5546875
2018-03-16,69420.453125
2018-03-19,69285.21875
2018-03-20,68808.828125
2018-03-21,69178.0078125
2018-03-22,68706.25
2018-03-23,68456.6640625
2018-03-26,69173.3671875
2018-03-27,71837.3203125
2018-03-28,71696.0859375
2018-04-02,72298.4609375
2018-04-03,74651.5859375
2018-04-04,73892.0390625
2018-04-05,76144.6875
2018-04-06,76268.03125
2018-04-09,76373.453125
2018-04-10,75965.3125
2018-04-11,75605.890625
2018-04-12,76739.1015625
2018-04-13,77211.375
2018-04-16,77487.3671875
2018-04-17,78872.71875
2018-04-18,78178.828125
2018-04-19,78426.1484375
2018-04-20,77229.890625
2018-04-23,77082.9375
2018-04-24,77070.015625
2018-04-25,76623.1328125
2018-04-26,75646.984375
2018-04-27,79507.1015625
2018-04-30,79032.703125
2018-05-02,78713.6875
2018-05-03,76160.1328125
2018-05-04,74868.2265625
2018-05-07,75257.328125
2018-05-08,74893.1953125
2018-05-09,75163.140625
2018-05-10,74037.640625
2018-05-11,73834.0078125
2018-05-14,73895.15625
2018-05-15,73764.25
2018-05-16,74029.6640625
2018-05-17,73719.7578125
2018-05-18,73369.9921875
2018-05-21,72278.34375
2018-05-22,73040.9765625
2018-05-23,73305.015625
2018-05-24,72771.3046875
2018-05-25,73034.015625
2018-05-28,75205.21875
2018-05-29,75531.4140625
2018-05-30,76218.921875
2018-05-31,74880.625
2018-06-01,74005.4375
2018-06-04,73641.3046875
2018-06-05,72983.8515625
2018-06-06,73445.4453125
2018-06-07,74577.484375
2018-06-08,75073.3671875
2018-06-11,75546.5703125
2018-06-12,74729.0
2018-06-13,74202.34375
2018-06-14,74500.5
2018-06-15,74502.0234375
2018-06-18,73521.859375
2018-06-19,74006.3203125
2018-06-20,74033.875
2018-06-21,73929.0546875
2018-06-22,74850.328125
2018-06-25,74339.4453125
2018-06-26,74127.8984375
2018-06-27,73203.2421875
2018-06-28,72111.1640625
2018-06-29,74129.5859375
2018-07-02,74350.4140625
2018-07-03,74608.890625
2018-07-04,75041.6953125
2018-07-05,74626.859375
2018-07-06,74250.8984375
2018-07-09,74654.1640625
2018-07-10,75088.1015625
2018-07-11,75295.6484375
2018-07-12,76736.625
2018-07-13,76191.3828125
2018-07-16,73494.40625
2018-07-17,73768.203125
2018-07-18,73020.1171875
2018-07-19,73636.0625
2018-07-20,75946.8671875
2018-07-23,76906.015625
2018-07-24,76753.1171875
2018-07-25,77327.4375
2018-07-26,77758.53125
2018-07-27,79949.25
2018-07-30,79030.65625
2018-07-31,78594.5859375
2018-08-01,78735.578125
2018-08-02,77542.4765625
2018-08-03,77645.5546875
2018-08-06,76077.5078125
2018-08-07,76382.1484375
2018-08-08,75837.875
2018-08-09,75189.796875
2018-08-10,73447.328125
2018-08-13,72477.6796875
2018-08-14,73037.5546875
2018-08-16,72389.40625
2018-08-17,72966.2734375
2018-08-20,73969.6640625
2018-08-21,73709.5234375
2018-08-23,73783.2734375
2018-08-24,73290.9453125
2018-08-27,73385.9296875
2018-08-28,72539.984375
2018-08-29,72509.8046875
2018-08-30,72442.9296875
2018-08-31,73242.3203125
2018-09-03,72264.9453125
2018-09-04,70276.21875
2018-09-05,69606.8046875
2018-09-06,70079.9765625
2018-09-07,70496.9453125
2018-09-10,69759.375
2018-09-11,69030.2421875
2018-09-12,68410.6796875
2018-09-14,69499.9609375
2018-09-17,69042.8515625
2018-09-18,68003.0234375
2018-09-19,67065.109375
2018-09-21,66037.125
2018-09-24,63883.796875
2018-09-25,65083.59765625
2018-09-26,65615.796875
2018-09-27,63522.51953125
2018-09-28,62924.625
2018-10-01,62357.79296875
2018-10-03,62469.75390625
2018-10-04,60951.0078125
2018-10-05,60375.57421875
2018-10-08,60473.21875
2018-10-09,61340.34375
2018-10-10,63301.6328125
2018-10-11,62755.38671875
2018-10-12,63300.40234375
2018-10-15,61937.25390625
2018-10-16,62543.1015625
2018-10-17,61443.76953125
2018-10-19,61311.203125
2018-10-22,61547.76953125
2018-10-23,61069.58984375
2018-10-24,61689.3046875
2018-10-25,60712.265625
2018-10-26,62387.9609375
2018-10-29,63254.78515625
2018-10-30,63627.6875
2018-10-31,63815.09375
2018-11-01,64056.015625
2018-11-02,65776.3203125
2018-11-05,65452.7890625
2018-11-06,64470.21484375
2018-11-07,64870.17578125
2018-11-09,65642.078125
2018-11-12,64512.21875
2018-11-13,65124.6484375
2018-11-14,64851.38671875
2018-11-15,65087.75
2018-11-16,65058.171875
2018-11-19,65491.875
2018-11-20,65327.8046875
2018-11-21,66613.8203125
2018-11-22,66894.0390625
2018-11-26,67479.1484375
2018-11-27,67851.6875
2018-11-28,68066.3984375
2018-11-29,67569.34375
2018-11-30,66621.5859375
2018-12-03,65989.1328125
2018-12-04,65430.984375
2018-12-05,64595.15625
2018-12-06,64081.42578125
2018-12-07,64882.9296875
2018-12-10,63685.4609375
2018-12-11,65473.484375
2018-12-12,67427.5
2018-12-13,66751.71875
2018-12-14,65635.1171875
2018-12-17,65674.78125
2018-12-18,66848.6171875
2018-12-19,68595.4375
2018-12-20,68321.125
2018-12-21,66296.859375
2018-12-24,65420.0
2018-12-26,66609.3203125
2018-12-27,65982.703125
2018-12-28,66329.625
2018-12-31,66277.90625
2019-01-01,66096.3515625
2019-01-02,65932.3828125
2019-01-03,66113.2109375
2019-01-04,65900.3984375
2019-01-07,66271.8359375
2019-01-08,65738.8515625
2019-01-09,65373.21484375
2019-01-10,65996.90625
2019-01-11,66230.96875
2019-01-14,65949.7421875
2019-01-15,65497.125
2019-01-16,65294.90625
2019-01-17,65108.48828125
2019-01-18,65046.13671875
2019-01-21,65428.359375
2019-01-22,64571.015625
2019-01-23,65374.90625
2019-01-24,64217.9296875
2019-01-25,63246.4921875
2019-01-28,61899.84375
2019-01-29,61215.359375
2019-01-30,60682.27734375
2019-01-31,60642.5
2019-02-01,60629.1484375
2019-02-04,59274.44921875
2019-02-05,59371.171875
2019-02-06,59303.58203125
2019-02-07,58783.6796875
2019-02-08,55855.71484375
2019-02-11,54761.6171875
2019-02-12,54771.31640625
2019-02-14,55708.125
2019-02-15,54557.98046875
2019-02-18,53888.38671875
2019-02-19,53658.578125
2019-02-20,54217.94140625
2019-02-21,54136.26171875
2019-02-22,54383.78125
2019-02-25,54759.14453125
2019-02-26,55365.453125
2019-02-27,56265.76171875
2019-02-28,56242.8046875
2019-03-01,56529.328125
2019-03-05,57057.8671875
2019-03-06,57951.5234375
2019-03-07,57232.5
2019-03-08,56427.8984375
2019-03-11,57102.4375
2019-03-12,56570.7734375
2019-03-13,56811.8203125
2019-03-14,56561.328125
2019-03-15,57004.671875
2019-03-18,56830.7734375
2019-03-19,56841.15625
2019-03-20,56378.421875
2019-03-22,55954.0625
2019-03-25,55418.26171875
2019-03-26,55590.328125
2019-03-27,55991.07421875
2019-03-28,55705.8984375
2019-04-01,59532.203125
2019-04-02,59756.07421875
2019-04-03,59409.859375
2019-04-04,59373.19140625
2019-04-05,59626.5546875
2019-04-08,58302.6953125
2019-04-09,57036.0390625
2019-04-10,56888.15234375
2019-04-11,56865.55078125
2019-04-12,57901.40625
2019-04-15,57537.41796875
2019-04-16,57446.5859375
2019-04-18,57205.23828125
2019-04-22,56000.97265625
2019-04-23,55970.58984375
2019-04-24,55058.22265625
2019-04-25,54839.046875
2019-04-26,53838.8125
2019-04-30,52349.5546875
2019-05-02,51874.44921875
2019-05-03,52553.30078125
2019-05-06,53252.83203125
2019-05-07,52388.796875
2019-05-08,53549.578125
2019-05-09,53859.74609375
2019-05-10,53380.96875
2019-05-13,52514.5625
2019-05-14,52730.375
2019-05-15,52997.0
2019-05-16,53128.703125
2019-05-17,53798.8828125
2019-05-20,54186.37109375
2019-05-21,54197.05859375
2019-05-22,54545.11328125
2019-05-23,54242.765625
2019-05-24,56410.7734375
2019-05-27,56265.6640625
2019-05-28,55824.390625
2019-05-29,55329.6484375
2019-05-30,54605.87890625
2019-05-31,54684.8828125
2019-06-03,55414.5
2019-06-04,56780.0
2019-06-06,55219.9140625
2019-06-07,55013.796875
2019-06-10,55010.87890625
2019-06-11,55607.04296875
2019-06-12,55124.625
2019-06-13,54195.91796875
2019-06-14,54130.421875
2019-06-17,54150.1640625
2019-06-18,54046.36328125
2019-06-19,53923.66015625
2019-06-20,54345.0859375
2019-06-21,54345.7734375
2019-06-24,54086.828125
2019-06-25,54969.671875
2019-06-26,55505.82421875
2019-06-27,55908.74609375
2019-06-28,56015.2734375
2019-07-01,56162.95703125
2019-07-02,56072.65625
2019-07-03,56210.2421875
2019-07-04,55945.8515625
2019-07-05,55415.19921875
2019-07-08,54201.16796875
2019-07-09,53998.26953125
2019-07-10,54617.40234375
2019-07-11,55574.25390625
2019-07-12,55485.9765625
2019-07-15,55543.0859375
2019-07-16,55917.59765625
2019-07-17,55416.72265625
2019-07-18,54955.3125
2019-07-19,52941.12890625
2019-07-22,53575.65234375
2019-07-23,53375.48046875
2019-07-24,53461.37109375
2019-07-25,53544.78125
2019-07-26,53768.0078125
2019-07-29,53220.6171875
2019-07-30,53213.89453125
2019-07-31,52986.5625
2019-08-01,52848.7265625
2019-08-02,53357.79296875
2019-08-05,52846.046875
2019-08-06,53359.37890625
2019-08-07,53485.515625
2019-08-08,54179.9140625
2019-08-09,56492.6328125
2019-08-13,56197.7578125
2019-08-14,56748.73046875
2019-08-16,56283.78125
2019-08-19,57042.70703125
2019-08-20,57002.19140625
2019-08-21,57188.5
2019-08-22,57025.51953125
2019-08-23,57309.84765625
2019-08-26,58223.97265625
2019-08-27,58312.2265625
2019-08-28,57374.21875
2019-08-29,56998.9765625
2019-08-30,58033.44921875
2019-09-03,57252.4375
2019-09-04,57143.1484375
2019-09-05,57174.08203125
2019-09-06,58196.13671875
2019-09-09,58309.84765625
2019-09-11,59530.9921875
2019-09-12,60082.6484375
2019-09-13,59548.8046875
2019-09-16,58896.609375
2019-09-17,57302.81640625
2019-09-18,57810.08984375
2019-09-19,57517.4921875
2019-09-20,64028.80078125
2019-09-23,65551.5390625
2019-09-24,65253.6953125
2019-09-25,63886.76171875
2019-09-26,62262.4453125
2019-09-27,62079.15234375
2019-09-30,62690.2890625
2019-10-01,61275.703125
2019-10-03,60887.0859375
2019-10-04,60359.4453125
2019-10-07,60584.0390625
2019-10-09,60604.8359375
2019-10-10,60592.85546875
2019-10-11,61136.33984375
2019-10-14,61407.6796875
2019-10-15,62428.7578125
2019-10-16,62299.3828125
2019-10-17,64285.33203125
2019-10-18,63411.5703125
2019-10-22,63601.296875
2019-10-23,63710.26171875
2019-10-24,62877.1484375
