Date,APH
2015-08-03,12.701462745666504
2015-08-04,12.624262809753418
2015-08-05,12.735523223876953
2015-08-06,12.656052589416504
2015-08-07,12.615184783935547
2015-08-10,12.858134269714355
2015-08-11,12.696922302246094
2015-08-12,12.658326148986816
2015-08-13,12.590206146240234
2015-08-14,12.617454528808594
2015-08-17,12.667404174804688
2015-08-18,12.533447265625
2015-08-19,12.540253639221191
2015-08-20,12.288220405578613
2015-08-21,11.770538330078125
2015-08-24,11.139324188232422
2015-08-25,11.259662628173828
2015-08-26,11.48671817779541
2015-08-27,12.083870887756348
2015-08-28,12.006673812866211
2015-08-31,11.888605117797852
2015-09-01,11.439035415649414
2015-09-02,11.793245315551758
2015-09-03,11.802324295043945
2015-09-04,11.55416488647461
2015-09-08,11.74996280670166
2015-09-09,11.522296905517578
2015-09-10,11.702152252197266
2015-09-11,11.736303329467773
2015-09-14,11.727193832397461
2015-09-15,11.902501106262207
2015-09-16,12.000394821166992
2015-09-17,12.032271385192871
2015-09-18,11.825092315673828
2015-09-21,11.841028213500977
2015-09-22,11.540505409240723
2015-09-23,11.492694854736328
2015-09-24,11.397075653076172
2015-09-25,11.524568557739258
2015-09-28,11.262752532958984
2015-09-29,11.319668769836426
2015-09-30,11.601974487304688
2015-10-01,11.390247344970703
2015-10-02,11.499528884887695
2015-10-05,11.788663864135742
2015-10-06,11.665724754333496
2015-10-07,11.761345863342285
2015-10-08,11.863792419433594
2015-10-09,11.822815895080566
2015-10-12,11.8455810546875
2015-10-13,11.76817512512207
2015-10-14,11.815985679626465
2015-10-15,12.025437355041504
2015-10-16,12.136996269226074
2015-10-19,12.084632873535156
2015-10-20,12.15976333618164
2015-10-21,11.481313705444336
2015-10-22,11.856966018676758
2015-10-23,12.18708610534668
2015-10-26,12.255386352539062
2015-10-27,12.291810989379883
2015-10-28,12.391988754272461
2015-10-29,12.385156631469727
2015-10-30,12.344176292419434
2015-11-02,12.53769302368164
2015-11-03,12.49443531036377
2015-11-04,12.505818367004395
2015-11-05,12.45345687866211
2015-11-06,12.56046199798584
2015-11-09,12.49898910522461
2015-11-10,12.39426326751709
2015-11-11,12.460287094116211
2015-11-12,12.273600578308105
2015-11-13,12.066420555114746
2015-11-16,12.414752960205078
2015-11-17,12.264493942260742
2015-11-18,12.47622299194336
2015-11-19,12.426137924194336
2015-11-20,12.460287094116211
2015-11-23,12.608270645141602
2015-11-24,12.451180458068848
2015-11-25,12.467116355895996
2015-11-27,12.512649536132812
2015-11-30,12.5331392288208
2015-12-01,12.633316993713379
2015-12-02,12.428411483764648
2015-12-03,12.207574844360352
2015-12-04,12.473946571350098
2015-12-07,12.455731391906738
2015-12-08,12.369217872619629
2015-12-09,12.269044876098633
2015-12-10,12.193918228149414
2015-12-11,12.009023666381836
2015-12-14,12.059239387512207
2015-12-15,11.967934608459473
2015-12-16,12.068367958068848
2015-12-17,12.036412239074707
2015-12-18,11.787599563598633
2015-12-21,11.892607688903809
2015-12-22,12.104888916015625
2015-12-23,12.221305847167969
2015-12-24,12.193917274475098
2015-12-28,12.136848449707031
2015-12-29,12.200760841369629
2015-12-30,12.082062721252441
2015-12-31,11.922280311584473
2016-01-04,11.61184024810791
2016-01-05,11.481727600097656
2016-01-06,11.210095405578613
2016-01-07,10.806062698364258
2016-01-08,10.643996238708496
2016-01-11,10.561821937561035
2016-01-12,10.826608657836914
2016-01-13,10.62573528289795
2016-01-14,10.662256240844727
2016-01-15,10.383773803710938
2016-01-19,10.367793083190918
2016-01-20,10.616604804992676
2016-01-21,10.906499862670898
2016-01-22,11.116501808166504
2016-01-25,10.997807502746582
2016-01-26,11.089115142822266
2016-01-27,11.045744895935059
2016-01-28,11.061720848083496
2016-01-29,11.315093994140625
2016-02-01,11.383576393127441
2016-02-02,11.230636596679688
2016-02-03,11.196393013000488
2016-02-04,11.315093994140625
2016-02-05,11.310526847839355
2016-02-08,11.180420875549316
2016-02-09,11.19411563873291
2016-02-10,11.349335670471191
2016-02-11,11.187264442443848
2016-02-12,11.308248519897461
2016-02-16,11.579883575439453
2016-02-17,11.874343872070312
2016-02-18,11.892607688903809
2016-02-19,11.892607688903809
2016-02-22,11.983909606933594
2016-02-23,11.90401840209961
2016-02-24,11.967934608459473
2016-02-25,12.03412914276123
2016-02-26,12.084349632263184
2016-02-29,12.114023208618164
2016-03-01,12.522618293762207
2016-03-02,12.597942352294922
2016-03-03,12.74403190612793
2016-03-04,12.8284912109375
2016-03-07,12.949472427368164
2016-03-08,12.709794044494629
2016-03-09,12.732620239257812
2016-03-10,12.650444984436035
2016-03-11,12.854114532470703
2016-03-14,12.739692687988281
2016-03-15,12.705367088317871
2016-03-16,12.909040451049805
2016-03-17,13.069230079650879
2016-03-18,13.190515518188477
2016-03-21,13.08753490447998
2016-03-22,13.105840682983398
2016-03-23,13.012018203735352
2016-03-24,13.082959175109863
2016-03-28,13.094402313232422
2016-03-29,13.224841117858887
2016-03-30,13.206533432006836
2016-03-31,13.231704711914062
2016-04-01,13.382741928100586
2016-04-04,13.323244094848633
2016-04-05,13.320954322814941
2016-04-06,13.364435195922852
2016-04-07,13.222551345825195
2016-04-08,13.357568740844727
2016-04-11,13.371302604675293
2016-04-12,13.33697509765625
2016-04-13,13.513181686401367
2016-04-14,13.449109077453613
2016-04-15,13.442242622375488
2016-04-18,13.38731575012207
2016-04-19,13.343841552734375
2016-04-20,13.233997344970703
2016-04-21,13.00743579864502
2016-04-22,13.03490161895752
2016-04-25,12.986845016479492
2016-04-26,13.05320930480957
2016-04-27,13.046344757080078
2016-04-28,12.909040451049805
2016-04-29,12.776309967041016
2016-05-02,12.874711036682129
2016-05-03,12.75571060180664
2016-05-04,12.673332214355469
2016-05-05,12.735116004943848
2016-05-06,12.783173561096191
2016-05-09,12.854114532470703
2016-05-10,12.92276668548584
2016-05-11,12.854114532470703
2016-05-12,12.76944351196289
2016-05-13,12.60467529296875
2016-05-16,12.732827186584473
2016-05-17,12.68248462677002
2016-05-18,12.737406730651855
2016-05-19,12.65959644317627
2016-05-20,12.824365615844727
2016-05-23,12.899883270263672
2016-05-24,13.185937881469727
2016-05-25,13.195091247558594
2016-05-26,13.270611763000488
2016-05-27,13.307223320007324
2016-05-31,13.437665939331055
2016-06-01,13.45826244354248
2016-06-02,13.52233600616455
2016-06-03,13.561238288879395
2016-06-06,13.59556770324707
2016-06-07,13.657354354858398
2016-06-08,13.755758285522461
2016-06-09,13.726008415222168
2016-06-10,13.641139030456543
2016-06-13,13.453044891357422
2016-06-14,13.432404518127441
2016-06-15,13.420934677124023
2016-06-16,13.37506103515625
2016-06-17,13.27184009552002
2016-06-20,13.363590240478516
2016-06-21,13.36817741394043
2016-06-22,13.352119445800781
2016-06-23,13.657194137573242
2016-06-24,13.131916999816895
2016-06-27,12.735093116760254
2016-06-28,12.808489799499512
