Date,TER
2015-08-03,17.619741439819336
2015-08-04,17.50739097595215
2015-08-05,17.741451263427734
2015-08-06,17.694643020629883
2015-08-07,17.72272491455078
2015-08-10,18.059768676757812
2015-08-11,17.713363647460938
2015-08-12,17.66655158996582
2015-08-13,17.38568687438965
2015-08-14,17.460580825805664
2015-08-17,17.55420684814453
2015-08-18,17.273338317871094
2015-08-19,17.086095809936523
2015-08-20,16.61798095703125
2015-08-21,16.159225463867188
2015-08-24,15.719207763671875
2015-08-25,15.70984935760498
2015-08-26,16.393291473388672
2015-08-27,16.842670440673828
2015-08-28,16.870765686035156
2015-08-31,16.88948631286621
2015-09-01,16.440092086791992
2015-09-02,16.7313232421875
2015-09-03,16.91921043395996
2015-09-04,16.55283546447754
2015-09-08,17.013154983520508
2015-09-09,16.69374656677246
2015-09-10,16.80647850036621
2015-09-11,16.80647850036621
2015-09-14,16.844057083129883
2015-09-15,17.821063995361328
2015-09-16,18.14047622680664
2015-09-17,17.717729568481445
2015-09-18,17.313772201538086
2015-09-21,16.937997817993164
2015-09-22,16.477680206298828
2015-09-23,16.2803955078125
2015-09-24,16.299184799194336
2015-09-25,16.27099609375
2015-09-28,15.93280029296875
2015-09-29,16.09251594543457
2015-09-30,16.91921043395996
2015-10-01,16.721933364868164
2015-10-02,17.116500854492188
2015-10-05,17.567420959472656
2015-10-06,17.70833396911621
2015-10-07,17.8680362701416
2015-10-08,17.93379783630371
2015-10-09,17.548627853393555
2015-10-12,17.417116165161133
2015-10-13,17.069517135620117
2015-10-14,17.473474502563477
2015-10-15,17.37952995300293
2015-10-16,17.107091903686523
2015-10-19,17.135282516479492
2015-10-20,17.182254791259766
2015-10-21,17.473474502563477
2015-10-22,17.501659393310547
2015-10-23,17.896217346191406
2015-10-26,17.614391326904297
2015-10-27,17.417116165161133
2015-10-28,19.108091354370117
2015-10-29,18.206233978271484
2015-10-30,18.337757110595703
2015-11-02,18.704133987426758
2015-11-03,18.81686782836914
2015-11-04,18.78868865966797
2015-11-05,18.600797653198242
2015-11-06,18.779287338256836
2015-11-09,18.901418685913086
2015-11-10,18.892024993896484
2015-11-11,19.305374145507812
2015-11-12,18.798076629638672
2015-11-13,18.713529586791992
2015-11-16,19.042329788208008
2015-11-17,18.873233795166016
2015-11-18,19.258398056030273
2015-11-19,19.286584854125977
2015-11-20,19.33355712890625
2015-11-23,19.20203971862793
2015-11-24,19.183238983154297
2015-11-25,19.324161529541016
2015-11-27,19.371137619018555
2015-11-30,19.57841682434082
2015-12-01,19.79511070251465
2015-12-02,19.65378761291504
2015-12-03,19.201541900634766
2015-12-04,19.57841682434082
2015-12-07,19.408824920654297
2015-12-08,19.399402618408203
2015-12-09,19.145008087158203
2015-12-10,19.220386505126953
2015-12-11,19.050792694091797
2015-12-14,18.7869815826416
2015-12-15,19.08847999572754
2015-12-16,19.173280715942383
2015-12-17,19.427663803100586
2015-12-18,19.44650650024414
2015-12-21,19.776264190673828
2015-12-22,19.94586181640625
2015-12-23,20.237932205200195
2015-12-24,20.21909523010254
2015-12-28,20.087181091308594
2015-12-29,20.1248722076416
2015-12-30,20.011808395385742
2015-12-31,19.474767684936523
2016-01-04,19.16385841369629
2016-01-05,19.324026107788086
2016-01-06,18.881208419799805
2016-01-07,18.381851196289062
2016-01-08,18.00498390197754
2016-01-11,18.108619689941406
2016-01-12,18.306474685668945
2016-01-13,17.854228973388672
2016-01-14,18.287635803222656
2016-01-15,17.882495880126953
2016-01-19,18.080354690551758
2016-01-20,18.287635803222656
2016-01-21,18.231098175048828
2016-01-22,18.6362361907959
2016-01-25,18.31589698791504
2016-01-26,18.673925399780273
2016-01-27,18.7869815826416
2016-01-28,17.891916275024414
2016-01-29,18.306474685668945
2016-02-01,18.344165802001953
2016-02-02,17.712905883789062
2016-02-03,17.467941284179688
2016-02-04,17.609264373779297
2016-02-05,17.288925170898438
2016-02-08,16.91205596923828
2016-02-09,16.742460250854492
2016-02-10,16.893217086791992
2016-02-11,16.53518295288086
2016-02-12,16.69535255432129
2016-02-16,17.17586326599121
2016-02-17,17.637527465820312
2016-02-18,17.70347785949707
2016-02-19,17.741167068481445
2016-02-22,17.788280487060547
2016-02-23,17.57157325744629
2016-02-24,17.921300888061523
2016-02-25,18.185964584350586
2016-02-26,18.072538375854492
2016-02-29,18.03473663330078
2016-03-01,18.488433837890625
2016-03-02,18.526247024536133
2016-03-03,18.66803550720215
2016-03-04,18.592409133911133
2016-03-07,18.875978469848633
2016-03-08,18.488433837890625
2016-03-09,18.56406021118164
2016-03-10,18.762548446655273
2016-03-11,19.055564880371094
2016-03-14,18.951595306396484
2016-03-15,19.150081634521484
2016-03-16,19.480915069580078
2016-03-17,19.660499572753906
2016-03-18,20.085857391357422
2016-03-21,20.142574310302734
2016-03-22,20.048044204711914
2016-03-23,19.906259536743164
2016-03-24,19.934621810913086
2016-03-28,19.896808624267578
2016-03-29,20.284343719482422
2016-03-30,20.378873825073242
2016-03-31,20.4072265625
2016-04-01,20.5584659576416
2016-04-04,20.47339630126953
2016-04-05,20.010234832763672
2016-04-06,20.029144287109375
2016-04-07,19.49982452392578
2016-04-08,19.717220306396484
2016-04-11,19.651046752929688
2016-04-12,19.51872444152832
2016-04-13,19.84009552001953
2016-04-14,19.669965744018555
2016-04-15,19.575439453125
2016-04-18,19.59433937072754
2016-04-19,19.556533813476562
2016-04-20,19.51872444152832
2016-04-21,19.424203872680664
2016-04-22,19.556533813476562
2016-04-25,19.320232391357422
2016-04-26,19.584888458251953
2016-04-27,19.84009552001953
2016-04-28,18.157608032226562
2016-04-29,17.874053955078125
2016-05-02,17.959117889404297
2016-05-03,17.845691680908203
2016-05-04,17.73225975036621
2016-05-05,17.770069122314453
2016-05-06,17.6944580078125
2016-05-09,17.788978576660156
2016-05-10,17.911855697631836
2016-05-11,17.798433303833008
2016-05-12,17.48651123046875
2016-05-13,17.448699951171875
2016-05-16,17.57157325744629
2016-05-17,17.344728469848633
2016-05-18,17.48651123046875
2016-05-19,17.42979621887207
2016-05-20,17.81732749938965
2016-05-23,17.81732749938965
2016-05-24,18.318302154541016
2016-05-25,18.365554809570312
2016-05-26,18.441179275512695
2016-05-27,18.716136932373047
2016-05-31,18.782506942749023
2016-06-01,18.76354217529297
2016-06-02,18.716136932373047
2016-06-03,18.687692642211914
2016-06-06,18.697172164916992
2016-06-07,18.896282196044922
2016-06-08,19.076431274414062
2016-06-09,19.18071174621582
2016-06-10,18.867839813232422
2016-06-13,18.67820930480957
2016-06-14,18.554954528808594
2016-06-15,18.460140228271484
2016-06-16,18.16621971130371
2016-06-17,18.090370178222656
2016-06-20,18.498071670532227
2016-06-21,18.706653594970703
2016-06-22,18.80146598815918
2016-06-23,19.22812843322754
2016-06-24,18.014516830444336
2016-06-27,17.22756576538086
2016-06-28,17.843856811523438
2016-06-29,18.22311019897461
2016-06-30,18.668729782104492
2016-07-01,18.44117546081543
2016-07-05,18.175701141357422
2016-07-06,18.2989501953125
2016-07-07,18.412734985351562
2016-07-08,18.867839813232422
2016-07-11,19.465164184570312
