Date,L
2015-12-11,35.27753448486328
2015-12-14,35.134220123291016
2015-12-15,35.74574661254883
2015-12-16,36.080162048339844
2015-12-17,35.31575393676758
2015-12-18,35.0482177734375
2015-12-21,35.39220428466797
2015-12-22,36.11839294433594
2015-12-23,36.75859451293945
2015-12-24,36.75859451293945
2015-12-28,36.634368896484375
2015-12-29,37.07390594482422
2015-12-30,36.796810150146484
2015-12-31,36.691707611083984
2016-01-04,36.09928894042969
2016-01-05,36.204410552978516
2016-01-06,35.40174865722656
2016-01-07,34.55134582519531
2016-01-08,34.30291748046875
2016-01-11,34.25514602661133
2016-01-12,34.30291748046875
2016-01-13,33.61497116088867
2016-01-14,34.18825912475586
2016-01-15,33.87294006347656
2016-01-19,33.50983428955078
2016-01-20,32.74543380737305
2016-01-21,32.850555419921875
2016-01-22,33.442962646484375
2016-01-25,32.688106536865234
2016-01-26,33.089412689208984
2016-01-27,33.95893478393555
2016-01-28,34.369815826416016
2016-01-29,35.363548278808594
2016-02-01,35.334877014160156
2016-02-02,34.608680725097656
2016-02-03,34.68513488769531
2016-02-04,34.92400360107422
2016-02-05,34.675559997558594
2016-02-08,34.70423889160156
2016-02-09,34.76156234741211
2016-02-10,34.666011810302734
2016-02-11,33.95893478393555
2016-02-12,34.26470184326172
2016-02-16,34.904884338378906
2016-02-17,35.72664260864258
2016-02-18,35.57376480102539
2016-02-19,35.27753448486328
2016-02-22,35.78396987915039
2016-02-23,34.87623596191406
2016-02-24,34.570472717285156
2016-02-25,34.81889343261719
2016-02-26,35.05149459838867
2016-02-29,34.793060302734375
2016-03-01,35.66407775878906
2016-03-02,35.778953552246094
2016-03-03,36.06608581542969
2016-03-04,36.247947692871094
2016-03-07,35.788509368896484
2016-03-08,35.099342346191406
2016-03-09,34.81220245361328
2016-03-10,35.022762298583984
2016-03-11,36.1043701171875
2016-03-14,36.01823806762695
2016-03-15,35.99907684326172
2016-03-16,36.152225494384766
2016-03-17,37.09984588623047
2016-03-18,37.6837043762207
2016-03-21,37.654998779296875
2016-03-22,37.5688362121582
2016-03-23,36.984962463378906
2016-03-24,36.71696090698242
2016-03-28,36.726539611816406
2016-03-29,36.63081741333008
2016-03-30,36.89883041381836
2016-03-31,36.62126159667969
2016-04-01,36.87968444824219
2016-04-04,36.33409118652344
2016-04-05,36.07566452026367
2016-04-06,36.07566452026367
2016-04-07,35.912940979003906
2016-04-08,36.29580307006836
2016-04-11,36.58296203613281
2016-04-12,37.0328254699707
2016-04-13,37.76028060913086
2016-04-14,37.81769943237305
2016-04-15,37.664554595947266
2016-04-18,37.75069046020508
2016-04-19,38.0378532409668
2016-04-20,38.238861083984375
2016-04-21,37.463558197021484
2016-04-22,38.1527099609375
2016-04-25,37.98042678833008
2016-04-26,38.37285232543945
2016-04-27,38.516441345214844
2016-04-28,38.04743194580078
2016-04-29,37.98042678833008
2016-05-02,38.4302864074707
2016-05-03,38.1527099609375
2016-05-04,38.0569953918457
2016-05-05,38.0091438293457
2016-05-06,37.961280822753906
2016-05-09,37.73155975341797
2016-05-10,38.27714538574219
2016-05-11,37.90384292602539
2016-05-12,37.951717376708984
2016-05-13,37.6837043762207
2016-05-16,38.124000549316406
2016-05-17,37.98042678833008
2016-05-18,38.57387924194336
2016-05-19,38.181434631347656
2016-05-20,38.449440002441406
2016-05-23,38.36330032348633
2016-05-24,38.52601623535156
2016-05-25,38.506866455078125
2016-05-26,38.73658752441406
2016-05-27,38.96955108642578
2016-05-31,38.80657196044922
2016-06-01,38.768218994140625
2016-06-02,38.87367248535156
2016-06-03,38.59565734863281
2016-06-06,38.53814697265625
2016-06-07,38.49980545043945
2016-06-08,38.86408615112305
2016-06-09,38.442283630371094
2016-06-10,38.145076751708984
2016-06-13,38.06840896606445
2016-06-14,37.73286819458008
2016-06-15,37.8479118347168
2016-06-16,38.04922103881836
2016-06-17,38.384761810302734
2016-06-20,38.384761810302734
2016-06-21,38.672359466552734
2016-06-22,38.58607482910156
2016-06-23,39.266719818115234
2016-06-24,37.74245071411133
2016-06-27,36.75504684448242
2016-06-28,37.41651153564453
2016-06-29,38.269710540771484
2016-06-30,39.39134979248047
2016-07-01,39.21879577636719
2016-07-05,38.3655891418457
2016-07-06,38.47103500366211
2016-07-07,38.47103500366211
2016-07-08,39.094173431396484
2016-07-11,38.95036315917969
2016-07-12,39.50638961791992
2016-07-13,39.50638961791992
2016-07-14,39.774818420410156
2016-07-15,39.66936492919922
2016-07-18,39.53515625
2016-07-19,39.52556610107422
2016-07-20,39.47763442993164
2016-07-21,39.381771087646484
2016-07-22,39.59265899658203
2016-07-25,39.45845413208008
2016-07-26,39.58308029174805
2016-07-27,39.496803283691406
2016-07-28,39.48721694946289
2016-07-29,39.621429443359375
2016-08-01,38.84492111206055
2016-08-02,38.50937271118164
2016-08-03,38.77780532836914
2016-08-04,38.72029113769531
2016-08-05,39.448890686035156
2016-08-08,39.42011642456055
2016-08-09,39.515987396240234
2016-08-10,39.266719818115234
2016-08-11,39.55431365966797
2016-08-12,39.36259841918945
2016-08-15,39.621429443359375
2016-08-16,39.47763442993164
2016-08-17,39.631019592285156
2016-08-18,39.85150146484375
2016-08-19,39.73646545410156
2016-08-22,39.75564956665039
2016-08-23,39.76523208618164
2016-08-24,39.75564956665039
2016-08-25,40.00490188598633
2016-08-26,39.71730041503906
2016-08-29,40.104225158691406
2016-08-30,40.133033752441406
2016-08-31,40.19063949584961
2016-09-01,39.662567138671875
2016-09-02,39.96980285644531
2016-09-06,39.89299774169922
2016-09-07,39.84499740600586
2016-09-08,40.104225158691406
2016-09-09,39.56655502319336
2016-09-12,40.08501052856445
2016-09-13,39.55695724487305
2016-09-14,39.07688903808594
2016-09-15,39.2977294921875
2016-09-16,38.56802749633789
2016-09-19,38.76005554199219
2016-09-20,38.70245361328125
2016-09-21,39.240116119384766
2016-09-22,39.508968353271484
2016-09-23,38.52001953125
2016-09-26,38.30880355834961
2016-09-27,38.81767654418945
2016-09-28,39.30732345581055
2016-09-29,39.14410400390625
2016-09-30,39.508968353271484
2016-10-03,39.28812026977539
2016-10-04,39.240116119384766
2016-10-05,39.61455535888672
2016-10-06,39.518550872802734
2016-10-07,39.643367767333984
2016-10-10,39.89299774169922
2016-10-11,39.53775405883789
2016-10-12,39.7393798828125
2016-10-13,39.28812026977539
2016-10-14,39.499359130859375
2016-10-17,39.374534606933594
2016-10-18,39.643367767333984
2016-10-19,40.16183853149414
2016-10-20,39.75857925415039
2016-10-21,39.172916412353516
2016-10-24,39.259315490722656
2016-10-25,39.24972152709961
2016-10-26,39.24972152709961
2016-10-27,39.374534606933594
2016-10-28,39.38412857055664
2016-10-31,41.31397247314453
2016-11-01,40.67069625854492
2016-11-02,40.12342834472656
2016-11-03,40.181034088134766
2016-11-04,39.75857925415039
2016-11-07,40.16183853149414
2016-11-08,40.853126525878906
2016-11-09,41.41958999633789
2016-11-10,41.74602508544922
2016-11-11,41.6788215637207
2016-11-14,42.2068977355957
2016-11-15,42.18768310546875
2016-11-16,41.870853424072266
2016-11-17,42.23569107055664
2016-11-18,42.11087417602539
2016-11-21,42.43731689453125
2016-11-22,42.677345275878906
2016-11-23,42.9749870300293
2016-11-25,42.69654846191406
2016-11-28,42.62250900268555
2016-11-29,42.70905685424805
2016-11-30,42.93019104003906
2016-12-01,43.27632141113281
2016-12-02,43.15132522583008
2016-12-05,43.46861267089844
2016-12-06,44.170509338378906
2016-12-07,44.699310302734375
2016-12-08,45.13199234008789
2016-12-09,45.5454216003418
2016-12-12,45.67041778564453
2016-12-13,45.8723258972168
2016-12-14,45.41082763671875
2016-12-15,45.612735748291016
2016-12-16,45.660804748535156
2016-12-19,45.60310745239258
2016-12-20,45.881954193115234
2016-12-21,46.055015563964844
2016-12-22,45.843475341796875
2016-12-23,45.680030822753906
2016-12-27,45.612735748291016
2016-12-28,45.372352600097656
2016-12-29,45.141605377197266
2016-12-30,45.02622604370117
2017-01-03,45.38197708129883
2017-01-04,45.09352111816406
2017-01-05,44.74739074707031
2017-01-06,44.949302673339844
2017-01-09,44.507015228271484
2017-01-10,44.680084228515625
2017-01-11,44.64162826538086
2017-01-12,44.37241744995117
2017-01-13,44.32433319091797
2017-01-17,43.920528411865234
2017-01-18,44.47816467285156
2017-01-19,43.93974304199219
2017-01-20,44.257041931152344
2017-01-23,44.160892486572266
2017-01-24,44.939693450927734
2017-01-25,45.27621841430664
2017-01-26,45.333900451660156
2017-01-27,44.90122604370117
2017-01-30,44.63200759887695
2017-01-31,44.78584671020508
2017-02-01,44.42048645019531
2017-02-02,44.487789154052734
2017-02-03,44.814701080322266
2017-02-06,44.70893096923828
2017-02-07,44.63200759887695
2017-02-08,44.468563079833984
2017-02-09,44.458953857421875
2017-02-10,44.689693450927734
2017-02-13,45.006988525390625
2017-02-14,45.151206970214844
2017-02-15,45.4300422668457
2017-02-16,45.23774719238281
2017-02-17,45.17044448852539
2017-02-21,45.3050422668457
2017-02-22,45.3050422668457
2017-02-23,45.59349060058594
2017-02-24,45.41082763671875
2017-02-27,45.32706069946289
2017-02-28,45.23076629638672
2017-03-01,46.03948974609375
2017-03-02,45.490718841552734
2017-03-03,45.90472412109375
2017-03-06,45.74103546142578
2017-03-07,45.68327713012695
2017-03-08,45.50035095214844
2017-03-09,45.384830474853516
2017-03-10,45.44258499145508
2017-03-13,45.39444351196289
2017-03-14,45.44258499145508
2017-03-15,45.76991653442383
2017-03-16,45.606266021728516
2017-03-17,45.452213287353516
2017-03-20,45.13449478149414
2017-03-21,44.73978042602539
2017-03-22,44.508697509765625
2017-03-23,44.61460494995117
2017-03-24,44.32577896118164
2017-03-27,44.210227966308594
2017-03-28,44.75901794433594
2017-03-29,44.624237060546875
2017-03-30,45.11524963378906
2017-03-31,45.02859115600586
2017-04-03,44.999717712402344
2017-04-04,45.33668899536133
2017-04-05,45.25004196166992
2017-04-06,45.53886032104492
2017-04-07,45.481101989746094
2017-04-10,45.692909240722656
2017-04-11,45.452213287353516
2017-04-12,44.980445861816406
2017-04-13,44.41241455078125
2017-04-17,44.749393463134766
2017-04-18,44.44131088256836
2017-04-19,44.17173385620117
2017-04-20,44.345035552978516
2017-04-21,44.23912811279297
2017-04-24,45.298179626464844
2017-04-25,45.5773811340332
2017-04-26,45.68327713012695
2017-04-27,45.567745208740234
2017-04-28,44.884178161621094
2017-05-01,45.46184158325195
2017-05-02,45.298179626464844
2017-05-03,45.259666442871094
2017-05-04,45.00935363769531
2017-05-05,45.259666442871094
2017-05-08,45.01896667480469
2017-05-09,44.6049690246582
2017-05-10,44.72050476074219
2017-05-11,44.20061492919922
2017-05-12,44.05620574951172
2017-05-15,44.35465621948242
2017-05-16,44.653114318847656
2017-05-17,44.123600006103516
2017-05-18,44.33540725708008
2017-05-19,44.210227966308594
2017-05-22,44.64349365234375
2017-05-23,45.03821563720703
2017-05-24,44.75901794433594
2017-05-25,45.00935363769531
2017-05-26,45.19540023803711
2017-05-30,45.19540023803711
2017-05-31,45.46534729003906
2017-06-01,45.957027435302734
2017-06-02,45.60030746459961
2017-06-05,45.44607162475586
2017-06-06,45.0797119140625
2017-06-07,44.98331069946289
2017-06-08,45.02188491821289
2017-06-09,45.76420974731445
2017-06-12,45.937747955322266
2017-06-13,46.053428649902344
2017-06-14,45.9473762512207
2017-06-15,46.3233642578125
2017-06-16,46.410125732421875
2017-06-19,46.26552200317383
2017-06-20,45.80276107788086
2017-06-21,45.13755416870117
2017-06-22,44.7326545715332
2017-06-23,44.61696243286133
2017-06-26,44.93510055541992
2017-06-27,44.94474792480469
2017-06-28,45.28216552734375
2017-06-29,45.14720916748047
2017-06-30,45.1279182434082
2017-07-03,45.696720123291016
2017-07-05,45.320743560791016
2017-07-06,45.09899139404297
2017-07-07,45.5135498046875
2017-07-10,45.45569610595703
2017-07-11,45.214683532714844
2017-07-12,45.10865020751953
2017-07-13,45.24360275268555
2017-07-14,45.26288986206055
2017-07-17,45.45569610595703
2017-07-18,45.54247283935547
2017-07-19,46.188392639160156
2017-07-20,46.08234786987305
2017-07-21,46.16911697387695
2017-07-24,46.294437408447266
2017-07-25,46.73790740966797
2017-07-26,46.39084243774414
2017-07-27,46.39084243774414
2017-07-28,46.52581787109375
2017-07-31,46.93071746826172
2017-08-01,47.422393798828125
2017-08-02,47.35490798950195
2017-08-03,47.210304260253906
2017-08-04,47.37419128417969
2017-08-07,47.258514404296875
2017-08-08,47.181373596191406
2017-08-09,47.113887786865234
2017-08-10,46.83432388305664
2017-08-11,46.535457611083984
2017-08-14,46.69935607910156
2017-08-15,46.63186264038086
2017-08-16,46.57402420043945
2017-08-17,45.72563934326172
2017-08-18,45.87025451660156
2017-08-21,45.696720123291016
2017-08-22,46.053428649902344
2017-08-23,45.78349685668945
2017-08-24,45.5135498046875
2017-08-25,45.773841857910156
2017-08-28,45.27476119995117
2017-08-29,45.00446319580078
2017-08-30,45.00446319580078
2017-08-31,44.96585464477539
2017-09-01,45.28440856933594
2017-09-05,44.25148391723633
2017-09-06,44.570064544677734
2017-09-07,43.556453704833984
2017-09-08,44.37700271606445
2017-09-11,45.11064147949219
2017-09-12,45.25544738769531
2017-09-13,45.525753021240234
2017-09-14,45.583675384521484
2017-09-15,45.84431838989258
2017-09-18,45.853973388671875
2017-09-19,46.03737258911133
2017-09-20,46.13392639160156
2017-09-21,46.05669021606445
2017-09-22,45.96014404296875
2017-09-25,46.13392639160156
2017-09-26,46.22080612182617
2017-09-27,46.18217468261719
2017-09-28,46.18217468261719
2017-09-29,46.20149230957031
2017-10-02,46.452484130859375
2017-10-03,46.72278594970703
2017-10-04,46.857940673828125
2017-10-05,47.20545959472656
2017-10-06,47.22475814819336
2017-10-09,46.877235412597656
2017-10-10,47.253719329833984
2017-10-11,47.01239776611328
2017-10-12,47.16684341430664
2017-10-13,47.15719223022461
2017-10-16,47.35991287231445
2017-10-17,46.9737663269043
2017-10-18,47.002723693847656
2017-10-19,47.282676696777344
2017-10-20,47.30198669433594
2017-10-23,47.01239776611328
2017-10-24,46.8289680480957
2017-10-25,46.577972412109375
2017-10-26,46.69382095336914
2017-10-27,46.28836441040039
2017-10-30,47.74605178833008
2017-10-31,47.79430389404297
2017-11-01,47.82327651977539
2017-11-02,47.78466796875
2017-11-03,47.89085388183594
2017-11-06,47.95842361450195
2017-11-07,47.7750129699707
2017-11-08,47.86188888549805
2017-11-09,47.630210876464844
2017-11-10,47.79430389404297
2017-11-13,48.16114807128906
2017-11-14,48.209407806396484
2017-11-15,47.968082427978516
2017-11-16,47.49506378173828
2017-11-17,47.514366149902344
2017-11-20,47.639854431152344
2017-11-21,47.66881561279297
2017-11-22,47.64952087402344
2017-11-24,47.639854431152344
2017-11-27,47.93912887573242
2017-11-28,48.43497085571289
2017-11-29,48.64760208129883
2017-11-30,48.59928512573242
2017-12-01,48.80227279663086
2017-12-04,48.95691680908203
2017-12-05,48.43497085571289
2017-12-06,48.289981842041016
2017-12-07,48.31898880004883
2017-12-08,48.17399215698242
2017-12-11,48.376976013183594
2017-12-12,48.63794708251953
2017-12-13,48.23198318481445
2017-12-14,47.79703903198242
2017-12-15,48.08700180053711
2017-12-18,48.3093147277832
2017-12-19,47.98067855834961
2017-12-20,47.855010986328125
2017-12-21,48.12565612792969
2017-12-22,48.00001907348633
2017-12-26,48.25132369995117
2017-12-27,48.328651428222656
2017-12-28,48.46397018432617
2017-12-29,48.357635498046875
2018-01-02,48.22232437133789
2018-01-03,48.782936096191406
2018-01-04,49.02457046508789
2018-01-05,48.92792510986328
2018-01-08,48.88926696777344
2018-01-09,49.42087173461914
2018-01-10,49.49819564819336
2018-01-11,49.78816604614258
2018-01-12,51.015716552734375
2018-01-16,50.4454460144043
2018-01-17,50.60009002685547
2018-01-18,50.7644157409668
2018-01-19,50.75474166870117
2018-01-22,51.03505325317383
2018-01-23,51.131710052490234
2018-01-24,51.267024993896484
2018-01-25,51.373355865478516
2018-01-26,51.672977447509766
2018-01-29,51.334686279296875
2018-01-30,50.25212860107422
2018-01-31,49.923500061035156
2018-02-01,49.865501403808594
2018-02-02,49.12123107910156
2018-02-05,46.57914733886719
2018-02-06,46.211849212646484
2018-02-07,46.26017761230469
2018-02-08,44.51069259643555
2018-02-09,45.16794967651367
2018-02-12,45.91221618652344
2018-02-13,46.48249435424805
2018-02-14,47.23640823364258
2018-02-15,48.22232437133789
2018-02-16,48.40596389770508
2018-02-20,48.22232437133789
2018-02-21,48.08700180053711
2018-02-22,47.942020416259766
2018-02-23,48.65728759765625
2018-02-26,49.03425216674805
2018-02-27,48.56294631958008
2018-02-28,47.740333557128906
2018-03-01,47.082244873046875
2018-03-02,47.246761322021484
2018-03-05,48.74681091308594
2018-03-06,49.2403678894043
2018-03-07,49.29845428466797
2018-03-08,49.60813522338867
2018-03-09,50.053321838378906
2018-03-12,49.8500862121582
2018-03-13,49.58877944946289
2018-03-14,49.317806243896484
2018-03-15,49.29845428466797
2018-03-16,49.511356353759766
2018-03-19,49.34683609008789
2018-03-20,49.75328826904297
2018-03-21,49.9275016784668
2018-03-22,48.621009826660156
2018-03-23,47.48870849609375
2018-03-26,48.5048713684082
2018-03-27,47.51774215698242
2018-03-28,47.846778869628906
2018-03-29,48.127445220947266
2018-04-02,47.082244873046875
2018-04-03,47.87581253051758
2018-04-04,48.32099151611328
2018-04-05,48.882293701171875
2018-04-06,47.78871536254883
2018-04-09,48.030677795410156
2018-04-10,48.80489730834961
2018-04-11,48.46615982055664
2018-04-12,48.91133499145508
2018-04-13,48.80489730834961
2018-04-16,49.3758659362793
2018-04-17,49.35650634765625
2018-04-18,49.3758659362793
2018-04-19,49.85976028442383
2018-04-20,49.908145904541016
2018-04-23,49.95653533935547
2018-04-24,49.62748336791992
2018-04-25,49.87910842895508
2018-04-26,50.0339469909668
2018-04-27,50.08233642578125
2018-04-30,50.76946258544922
2018-05-01,50.75010299682617
2018-05-02,49.4436149597168
2018-05-03,48.81455993652344
2018-05-04,49.327484130859375
2018-05-07,49.550071716308594
2018-05-08,49.5791015625
2018-05-09,49.94686508178711
2018-05-10,50.18879318237305
2018-05-11,50.024269104003906
2018-05-14,49.60813522338867
2018-05-15,49.6855583190918
2018-05-16,49.646854400634766
2018-05-17,49.79201889038086
2018-05-18,49.65652084350586
2018-05-21,49.762969970703125
2018-05-22,49.63717269897461
2018-05-23,49.066184997558594
2018-05-24,48.524227142333984
2018-05-25,48.127445220947266
2018-05-29,46.5024299621582
2018-05-30,47.2679443359375
2018-05-31,47.35513687133789
2018-06-01,47.6555290222168
2018-06-04,48.101280212402344
2018-06-05,48.08189010620117
2018-06-06,48.17879104614258
2018-06-07,48.57608413696289
2018-06-08,48.85708999633789
2018-06-11,48.479183197021484
2018-06-12,48.23693084716797
2018-06-13,48.275691986083984
2018-06-14,48.07221221923828
2018-06-15,48.343544006347656
2018-06-18,48.38228225708008
2018-06-19,48.18849182128906
2018-06-20,47.66522216796875
2018-06-21,47.0644416809082
2018-06-22,47.25823974609375
2018-06-25,47.345455169677734
2018-06-26,47.13227081298828
2018-06-27,46.57993698120117
2018-06-28,46.793128967285156
2018-06-29,46.78343200683594
2018-07-02,46.793128967285156
2018-07-03,46.80281066894531
2018-07-05,46.86094665527344
2018-07-06,47.38422393798828
2018-07-09,48.508262634277344
2018-07-10,48.36290740966797
2018-07-11,47.994686126708984
2018-07-12,47.8299674987793
2018-07-13,47.9559211730957
2018-07-16,48.26601791381836
2018-07-17,48.16909408569336
2018-07-18,48.62454605102539
2018-07-19,47.859012603759766
2018-07-20,48.08189010620117
2018-07-23,48.343544006347656
2018-07-24,48.48887252807617
2018-07-25,48.33383560180664
2018-07-26,48.57608413696289
2018-07-27,48.22724914550781
2018-07-30,48.275691986083984
2018-07-31,49.20594024658203
2018-08-01,49.9908332824707
2018-08-02,49.390052795410156
2018-08-03,49.554786682128906
2018-08-06,49.37066650390625
2018-08-07,49.26407241821289
2018-08-08,49.1574821472168
2018-08-09,48.76988983154297
2018-08-10,48.55670928955078
2018-08-13,48.17879104614258
2018-08-14,48.401668548583984
2018-08-15,48.16909408569336
2018-08-16,48.59545135498047
2018-08-17,48.60515594482422
2018-08-20,48.49855422973633
2018-08-21,48.55670928955078
2018-08-22,48.207862854003906
2018-08-23,47.88809585571289
2018-08-24,48.28538131713867
2018-08-27,48.65360641479492
2018-08-28,48.77294158935547
2018-08-29,48.95728302001953
2018-08-30,48.714725494384766
2018-08-31,48.81175231933594
2018-09-04,48.77294158935547
2018-09-05,48.77294158935547
2018-09-06,48.40426254272461
2018-09-07,48.18110656738281
2018-09-10,48.47217559814453
2018-09-11,48.61770248413086
2018-09-12,48.38486099243164
2018-09-13,48.869972229003906
2018-09-14,49.461795806884766
2018-09-17,49.248355865478516
2018-09-18,49.520015716552734
2018-09-19,50.25736999511719
2018-09-20,50.60664749145508
2018-09-21,50.21858215332031
2018-09-24,49.51030731201172
2018-09-25,49.22895050048828
2018-09-26,48.48188400268555
2018-09-27,48.452762603759766
2018-09-28,48.734130859375
2018-10-01,48.753543853759766
2018-10-02,48.608009338378906
2018-10-03,48.65652847290039
2018-10-04,48.85055923461914
2018-10-05,48.44308090209961
2018-10-08,49.36478042602539
2018-10-09,49.20954513549805
2018-10-10,47.744510650634766
2018-10-11,45.83317565917969
2018-10-12,45.40629577636719
2018-10-15,45.44509506225586
2018-10-16,45.65854263305664
2018-10-17,45.91079330444336
2018-10-18,45.357784271240234
2018-10-19,45.6003303527832
2018-10-22,45.183128356933594
2018-10-23,44.804752349853516
2018-10-24,43.49494934082031
2018-10-25,44.3875617980957
2018-10-26,43.85394287109375
2018-10-29,43.95094680786133
2018-10-30,44.74653625488281
2018-10-31,45.173423767089844
2018-11-01,45.75556945800781
2018-11-02,44.91147994995117
2018-11-05,47.346717834472656
2018-11-06,48.03557586669922
2018-11-07,48.25874328613281
2018-11-08,47.967655181884766
2018-11-09,48.113197326660156
2018-11-12,47.31761932373047
2018-11-13,47.201194763183594
2018-11-14,46.07573318481445
2018-11-15,46.716068267822266
2018-11-16,47.05565643310547
2018-11-19,47.007144927978516
2018-11-20,46.01751708984375
2018-11-21,45.89139175415039
2018-11-23,45.571224212646484
2018-11-26,46.628761291503906
2018-11-27,46.19450759887695
2018-11-28,47.34086990356445
2018-11-29,46.61226272583008
2018-11-30,46.68996810913086
2018-12-03,47.11742401123047
2018-12-04,45.63104248046875
2018-12-06,45.582454681396484
2018-12-07,44.47496032714844
2018-12-10,43.853206634521484
2018-12-11,43.58119201660156
2018-12-12,43.80463790893555
2018-12-13,44.21265411376953
2018-12-14,43.785186767578125
2018-12-17,43.72691345214844
2018-12-18,43.775489807128906
2018-12-19,43.60062026977539
2018-12-20,43.377174377441406
2018-12-21,42.619407653808594
2018-12-24,41.32732391357422
2018-12-26,43.192588806152344
2018-12-27,43.68804168701172
2018-12-28,43.6297607421875
2018-12-31,44.22237777709961
2019-01-02,43.79492950439453
2019-01-03,43.25087356567383
2019-01-04,44.34866714477539
2019-01-07,44.64983367919922
2019-01-08,44.54296112060547
2019-01-09,44.73725891113281
2019-01-10,45.067569732666016
2019-01-11,45.25215148925781
2019-01-14,45.320152282714844
2019-01-15,45.320152282714844
2019-01-16,45.349300384521484
2019-01-17,45.46589660644531
2019-01-18,46.175071716308594
2019-01-22,45.601890563964844
2019-01-23,45.91276550292969
2019-01-24,46.068214416503906
2019-01-25,46.42765808105469
2019-01-28,46.29166030883789
2019-01-29,46.3693733215332
2019-01-30,46.7385368347168
2019-01-31,46.534523010253906
2019-02-01,46.68024826049805
2019-02-04,46.641380310058594
2019-02-05,46.70939254760742
2019-02-06,46.651100158691406
2019-02-07,46.47623062133789
2019-02-08,46.11678695678711
2019-02-11,43.289737701416016
2019-02-12,44.61096954345703
2019-02-13,45.43674087524414
2019-02-14,44.57210922241211
2019-02-15,45.36873245239258
2019-02-19,45.718475341796875
2019-02-20,46.0876350402832
2019-02-21,46.175071716308594
2019-02-22,46.42765808105469
2019-02-25,46.61226272583008
2019-02-26,46.28441619873047
2019-02-27,46.274688720703125
2019-02-28,46.323341369628906
2019-03-01,46.595703125
2019-03-04,46.79998779296875
2019-03-05,46.62489700317383
2019-03-06,46.148231506347656
2019-03-07,45.54511260986328
2019-03-08,45.603477478027344
2019-03-11,45.91476821899414
2019-03-12,46.29414749145508
2019-03-13,46.41087341308594
2019-03-14,46.58597946166992
2019-03-15,46.478965759277344
2019-03-18,47.09182357788086
2019-03-19,46.73189926147461
2019-03-20,46.21633529663086
2019-03-21,46.62489700317383
2019-03-22,46.041236877441406
2019-03-25,45.817481994628906
2019-03-26,46.274688720703125
2019-03-27,46.43033981323242
2019-03-28,46.556793212890625
2019-03-29,46.62489700317383
2019-04-01,47.354469299316406
2019-04-02,46.8778076171875
2019-04-03,46.887542724609375
2019-04-04,47.16964340209961
2019-04-05,47.27664566040039
2019-04-08,47.26691436767578
2019-04-09,47.02373123168945
2019-04-10,47.354469299316406
2019-04-11,47.76302719116211
2019-04-12,47.93812942504883
2019-04-15,47.831119537353516
2019-04-16,48.307777404785156
