Date,PHNX.L
2016-02-19,631.0130004882812
2016-02-22,634.4299926757812
2016-02-23,623.4194946289062
2016-02-24,622.280517578125
2016-02-25,640.1249389648438
2016-02-26,649.6168212890625
2016-02-29,643.9216918945312
2016-03-01,663.2850341796875
2016-03-02,664.8036499023438
2016-03-03,668.2206420898438
2016-03-04,663.6646118164062
2016-03-07,659.1085205078125
2016-03-08,649.6168212890625
2016-03-09,657.9696044921875
2016-03-10,648.0979614257812
2016-03-11,673.15625
2016-03-14,676.953125
2016-03-15,673.9158325195312
2016-03-16,674.2954711914062
2016-03-17,687.2042846679688
2016-03-18,690.6212768554688
2016-03-21,693.6588134765625
2016-03-22,697.0758666992188
2016-03-23,710.3642578125
2016-03-24,713.78125
2016-03-29,715.6795654296875
2016-03-30,716.43896484375
2016-03-31,716.43896484375
2016-04-01,710.3642578125
2016-04-04,713.02197265625
2016-04-05,709.22509765625
2016-04-06,709.22509765625
2016-04-07,683.6029052734375
2016-04-08,686.641357421875
2016-04-11,666.1331176757812
2016-04-12,666.5128784179688
2016-04-13,675.2479248046875
2016-04-14,666.1331176757812
2016-04-15,660.056640625
2016-04-18,661.9556274414062
2016-04-19,671.8297119140625
2016-04-20,678.666015625
2016-04-21,673.3488159179688
2016-04-22,676.38720703125
2016-04-25,675.2479248046875
2016-04-26,675.627685546875
2016-04-27,668.79150390625
2016-04-28,662.7151489257812
2016-04-29,653.2206420898438
2016-05-03,648.6632080078125
2016-05-04,648.6632080078125
2016-05-05,646.7643432617188
2016-05-06,646.0048217773438
2016-05-09,647.1441040039062
2016-05-10,648.6632080078125
2016-05-11,648.283447265625
2016-05-12,638.4091796875
2016-05-13,640.6878051757812
2016-05-16,634.2317504882812
2016-05-17,632.7125854492188
2016-05-18,630.4338989257812
2016-05-19,628.1551513671875
2016-05-20,635.3709716796875
2016-05-23,632.3328247070312
2016-05-24,643.3463134765625
2016-05-25,646.0048217773438
2016-05-26,645.2452392578125
2016-05-27,669.1712646484375
2016-05-31,668.41162109375
2016-06-01,661.9556274414062
2016-06-02,661.5758056640625
2016-06-03,657.0184326171875
2016-06-06,660.4363403320312
2016-06-07,657.0184326171875
2016-06-08,657.77783203125
2016-06-09,658.1576538085938
2016-06-10,645.6250610351562
2016-06-13,629.2944946289062
2016-06-14,617.1414794921875
2016-06-15,621.3190307617188
2016-06-16,610.685302734375
2016-06-17,621.3190307617188
2016-06-20,647.5238647460938
2016-06-21,658.1576538085938
2016-06-22,661.5758056640625
2016-06-23,666.8927612304688
2016-06-24,601.950439453125
2016-06-27,546.1227416992188
2016-06-28,573.4669799804688
2016-06-29,596.253662109375
2016-06-30,608.786376953125
2016-07-01,614.8628540039062
2016-07-04,603.4696044921875
2016-07-05,580.6826171875
2016-07-06,569.6691284179688
2016-07-07,578.0242919921875
2016-07-08,584.4806518554688
2016-07-11,601.950439453125
2016-07-12,612.2044677734375
2016-07-13,599.671630859375
2016-07-14,604.6087036132812
2016-07-15,597.0133056640625
2016-07-18,599.671630859375
2016-07-19,591.6963500976562
2016-07-20,597.0133056640625
2016-07-21,591.6963500976562
2016-07-22,584.8604125976562
2016-07-25,593.5951538085938
2016-07-26,593.2154541015625
2016-07-27,607.64697265625
2016-07-28,600.0514526367188
2016-07-29,609.5459594726562
2016-08-01,603.849365234375
2016-08-02,608.786376953125
2016-08-03,604.9885864257812
2016-08-04,621.6989135742188
2016-08-05,636.5103759765625
2016-08-08,638.0292358398438
2016-08-09,636.8900756835938
2016-08-10,636.1305541992188
2016-08-11,638.4091796875
2016-08-12,643.3463134765625
2016-08-15,649.4227294921875
2016-08-16,640.6878051757812
2016-08-17,630.0541381835938
2016-08-18,633.8518676757812
2016-08-19,628.1551513671875
2016-08-22,632.3328247070312
2016-08-23,644.4857177734375
2016-08-24,641.8272705078125
2016-08-25,629.6742553710938
2016-08-26,639.92822265625
2016-08-30,652.4610595703125
2016-08-31,660.056640625
2016-09-01,660.056640625
2016-09-02,674.4884033203125
2016-09-05,671.0702514648438
2016-09-06,663.8543090820312
2016-09-07,663.0948486328125
2016-09-08,644.6827392578125
2016-09-09,633.6658935546875
2016-09-12,627.5877075195312
2016-09-13,628.7271118164062
2016-09-14,630.246826171875
2016-09-15,639.3642578125
2016-09-16,641.2637329101562
2016-09-19,650.38134765625
2016-09-20,653.8003540039062
2016-09-21,656.459716796875
2016-09-22,657.5994873046875
2016-09-23,653.04052734375
2016-09-26,645.0626831054688
2016-09-27,637.0848999023438
2016-09-28,659.1188354492188
2016-09-29,668.6162109375
2016-09-30,668.2363891601562
2016-10-03,671.6553955078125
2016-10-04,660.6384887695312
2016-10-05,664.8173217773438
2016-10-06,664.4373168945312
2016-10-07,666.716796875
2016-10-10,667.8565673828125
2016-10-11,667.4766235351562
2016-10-12,667.8565673828125
2016-10-13,665.5772094726562
2016-10-14,666.716796875
2016-10-17,661.0183715820312
2016-10-18,678.8735961914062
2016-10-19,675.4545288085938
2016-10-20,675.8342895507812
2016-10-21,671.6553955078125
2016-10-24,649.6214599609375
2016-10-25,674.9417724609375
2016-10-26,661.9879150390625
2016-10-27,660.2010498046875
2016-10-28,659.75439453125
2016-10-31,652.6074829101562
2016-11-01,648.1405029296875
2016-11-02,628.4864501953125
2016-11-03,650.3740234375
2016-11-04,633.39990234375
2016-11-07,645.9072265625
2016-11-08,645.0137939453125
2016-11-09,649.4806518554688
2016-11-10,657.0743408203125
2016-11-11,653.947509765625
2016-11-14,656.6275634765625
2016-11-15,657.9677124023438
2016-11-16,657.9677124023438
2016-11-17,659.75439453125
2016-11-18,661.0943603515625
2016-11-21,652.1608276367188
2016-11-22,657.9677124023438
2016-11-23,650.8206787109375
2016-11-24,647.2472534179688
2016-11-25,645.4603881835938
2016-11-28,637.4200439453125
2016-11-29,639.2066650390625
2016-11-30,633.39990234375
2016-12-01,629.826416015625
2016-12-02,632.506591796875
2016-12-05,636.0799560546875
2016-12-06,640.9937133789062
2016-12-07,646.8005981445312
2016-12-08,645.4603881835938
2016-12-09,640.9937133789062
2016-12-12,623.1260986328125
2016-12-13,628.93310546875
2016-12-14,631.16650390625
2016-12-15,643.22705078125
2016-12-16,645.0137939453125
2016-12-19,639.6536254882812
2016-12-20,637.4200439453125
2016-12-21,640.1002807617188
2016-12-22,647.2472534179688
2016-12-23,651.7139892578125
2016-12-28,647.6939086914062
2016-12-29,655.7342529296875
2016-12-30,656.6275634765625
2017-01-03,675.8350219726562
2017-01-04,674.0482788085938
2017-01-05,674.0482788085938
2017-01-06,668.6881713867188
2017-01-09,672.7084350585938
2017-01-10,677.6217651367188
2017-01-11,675.8350219726562
2017-01-12,667.7945556640625
2017-01-13,662.4343872070312
2017-01-16,654.3941040039062
2017-01-17,649.9273071289062
2017-01-18,651.7139892578125
2017-01-19,653.5008544921875
2017-01-20,645.9072265625
2017-01-23,659.75439453125
2017-01-24,654.3941040039062
2017-01-25,657.9677124023438
2017-01-26,662.8811645507812
2017-01-27,665.1146240234375
2017-01-30,673.1549682617188
2017-01-31,672.2615966796875
2017-02-01,668.6881713867188
2017-02-02,674.0482788085938
2017-02-03,687.4489135742188
2017-02-06,681.1953735351562
2017-02-07,686.555419921875
2017-02-08,685.21533203125
2017-02-09,688.7890014648438
2017-02-10,683.4285888671875
2017-02-13,683.4285888671875
2017-02-14,688.34228515625
2017-02-15,692.80908203125
2017-02-16,691.468994140625
2017-02-17,687.4489135742188
2017-02-20,689.2355346679688
2017-02-21,691.0223999023438
2017-02-22,691.468994140625
2017-02-23,692.362548828125
2017-02-24,685.662109375
2017-02-27,687.002197265625
2017-02-28,686.10888671875
2017-03-01,692.362548828125
2017-03-02,689.2355346679688
2017-03-03,695.0426025390625
2017-03-06,699.9561157226562
2017-03-07,697.72265625
2017-03-08,698.1693725585938
2017-03-09,703.0829467773438
2017-03-10,706.6564331054688
2017-03-13,713.3565673828125
2017-03-14,707.9963989257812
2017-03-15,711.5697631835938
2017-03-16,713.3565673828125
2017-03-17,707.1030883789062
2017-03-20,712.46337890625
2017-03-21,707.9963989257812
2017-03-22,699.9561157226562
2017-03-23,704.4229125976562
2017-03-24,703.529541015625
2017-03-27,700.8492431640625
2017-03-28,695.9359741210938
2017-03-29,692.80908203125
2017-03-30,668.0004272460938
2017-03-31,667.5538940429688
2017-04-03,664.8727416992188
2017-04-04,661.7451782226562
2017-04-05,662.6386108398438
2017-04-06,651.9149169921875
2017-04-07,647.0000610351562
2017-04-10,649.234130859375
2017-04-11,650.5745849609375
2017-04-12,654.149169921875
2017-04-13,667.5538940429688
2017-04-18,667.1069946289062
2017-04-19,661.2982177734375
2017-04-20,662.6386108398438
2017-04-21,658.617431640625
2017-04-24,672.0219116210938
2017-04-25,668.4474487304688
2017-04-26,665.7666015625
2017-04-27,662.1920166015625
2017-04-28,660.404541015625
2017-05-02,659.5111083984375
2017-05-03,662.1920166015625
2017-05-04,666.2132568359375
2017-05-05,668.894287109375
2017-05-08,677.3839111328125
2017-05-09,680.5116577148438
2017-05-10,675.14990234375
2017-05-11,676.9370727539062
2017-05-12,678.724365234375
2017-05-15,676.490234375
2017-05-16,668.894287109375
2017-05-17,665.7666015625
2017-05-18,664.4259033203125
2017-05-19,668.0004272460938
2017-05-22,672.0219116210938
2017-05-23,675.14990234375
2017-05-24,677.3839111328125
2017-05-25,685.87353515625
2017-05-26,684.5330810546875
2017-05-30,683.6393432617188
2017-05-31,674.2560424804688
2017-06-01,681.4053955078125
2017-06-02,682.745849609375
2017-06-05,676.9370727539062
2017-06-06,671.5751953125
2017-06-07,677.3839111328125
2017-06-08,677.3839111328125
2017-06-09,689.0013427734375
2017-06-12,693.0225830078125
2017-06-13,702.4059448242188
2017-06-14,696.5972900390625
2017-06-15,680.9585571289062
2017-06-16,700.61865234375
2017-06-19,695.7036743164062
2017-06-20,693.0225830078125
2017-06-21,687.660888671875
2017-06-22,685.4265747070312
2017-06-23,689.8949584960938
2017-06-26,694.7814331054688
2017-06-27,685.0218505859375
2017-06-28,688.107666015625
2017-06-29,688.107666015625
2017-06-30,691.6821899414062
2017-07-03,691.2354736328125
2017-07-04,689.8949584960938
2017-07-05,691.2354736328125
2017-07-06,689.447998046875
2017-07-07,691.6821899414062
2017-07-10,689.0013427734375
2017-07-11,689.0013427734375
2017-07-12,675.5966186523438
2017-07-13,674.7030029296875
2017-07-14,670.2349243164062
2017-07-17,670.6815185546875
2017-07-18,673.3624877929688
2017-07-19,676.490234375
2017-07-20,680.0648193359375
2017-07-21,677.3839111328125
2017-07-24,672.0219116210938
2017-07-25,677.8307495117188
2017-07-26,681.4053955078125
2017-07-27,683.6393432617188
2017-07-28,679.1710815429688
2017-07-31,681.4053955078125
2017-08-01,687.2140502929688
2017-08-02,692.5759887695312
2017-08-03,696.1505737304688
2017-08-04,705.0868530273438
2017-08-07,701.9591674804688
2017-08-08,698.8314819335938
2017-08-09,690.78857421875
2017-08-10,686.7671508789062
2017-08-11,685.4265747070312
2017-08-14,693.0225830078125
2017-08-15,691.2354736328125
2017-08-16,698.8314819335938
2017-08-17,693.0225830078125
2017-08-18,686.3203735351562
2017-08-21,686.7671508789062
2017-08-22,688.107666015625
2017-08-23,690.341796875
2017-08-24,692.5759887695312
2017-08-25,692.5759887695312
2017-08-29,695.2568969726562
2017-08-30,697.937744140625
2017-08-31,699.2783203125
2017-09-01,695.2568969726562
2017-09-04,690.341796875
2017-09-05,687.2140502929688
2017-09-06,679.6180419921875
2017-09-07,654.8119506835938
2017-09-08,656.599853515625
2017-09-11,660.1755981445312
2017-09-12,670.4560546875
2017-09-13,668.6681518554688
2017-09-14,661.963623046875
2017-09-15,661.963623046875
2017-09-18,664.1983642578125
2017-09-19,664.6453247070312
2017-09-20,660.62255859375
2017-09-21,655.2590942382812
2017-09-22,661.963623046875
2017-09-25,658.3877563476562
2017-09-26,657.0467529296875
2017-09-27,661.5166015625
2017-09-28,663.3043823242188
2017-09-29,675.8197021484375
2017-10-02,675.8197021484375
2017-10-03,670.9027709960938
2017-10-04,670.4560546875
2017-10-05,671.7968139648438
2017-10-06,677.6075439453125
2017-10-09,676.2666625976562
2017-10-10,678.5015258789062
2017-10-11,678.054443359375
2017-10-12,686.0999755859375
2017-10-13,691.0166625976562
2017-10-16,683.4181518554688
2017-10-17,678.9483032226562
2017-10-18,683.8650512695312
2017-10-19,683.8650512695312
2017-10-20,682.5240478515625
2017-10-23,678.054443359375
2017-10-24,674.478515625
2017-10-25,665.539306640625
2017-10-26,678.5015258789062
2017-10-27,676.2666625976562
2017-10-30,675.8197021484375
2017-10-31,676.7136840820312
2017-11-01,682.0772094726562
2017-11-02,686.5469360351562
2017-11-03,685.6529541015625
2017-11-06,685.2059936523438
2017-11-07,681.1832885742188
2017-11-08,681.6303100585938
2017-11-09,680.7363891601562
2017-11-10,682.0772094726562
2017-11-13,675.3726806640625
2017-11-14,680.2893676757812
2017-11-15,677.6075439453125
2017-11-16,682.9712524414062
2017-11-17,682.5240478515625
2017-11-20,675.8197021484375
2017-11-21,677.1605224609375
2017-11-22,672.6907958984375
2017-11-23,671.349853515625
2017-11-24,673.5847778320312
2017-11-27,671.7968139648438
2017-11-28,679.3954467773438
2017-11-29,682.0772094726562
2017-11-30,682.0772094726562
2017-12-01,673.1378173828125
2017-12-04,679.3954467773438
2017-12-05,675.8197021484375
2017-12-06,670.4560546875
2017-12-07,665.539306640625
2017-12-08,673.5847778320312
2017-12-11,671.7968139648438
2017-12-12,668.2210693359375
2017-12-13,668.6681518554688
2017-12-14,664.1983642578125
2017-12-15,670.4560546875
2017-12-18,681.1832885742188
2017-12-19,685.6529541015625
2017-12-20,686.0999755859375
2017-12-21,689.6756591796875
2017-12-22,691.0166625976562
2017-12-27,695.486328125
2017-12-28,695.9332885742188
2017-12-29,699.0621337890625
2018-01-02,692.3576049804688
2018-01-03,694.1454467773438
2018-01-04,689.2288208007812
2018-01-05,691.463623046875
2018-01-08,691.463623046875
2018-01-09,698.6151123046875
2018-01-10,704.42578125
2018-01-11,708.0015869140625
2018-01-12,709.3423461914062
2018-01-15,704.42578125
2018-01-16,699.5089721679688
2018-01-17,700.8500366210938
2018-01-18,707.5545654296875
2018-01-19,711.13037109375
2018-01-22,709.7894897460938
2018-01-23,702.637939453125
2018-01-24,699.5089721679688
2018-01-25,695.039306640625
2018-01-26,697.2742919921875
2018-01-29,694.5924072265625
2018-01-30,688.3348388671875
2018-01-31,682.9712524414062
2018-02-01,678.5015258789062
2018-02-02,673.1378173828125
2018-02-05,666.8802490234375
2018-02-06,648.5543823242188
2018-02-07,661.5166015625
2018-02-08,648.5543823242188
2018-02-09,660.62255859375
2018-02-12,662.8574829101562
2018-02-13,661.963623046875
2018-02-14,659.2816772460938
2018-02-15,662.4105224609375
2018-02-16,668.6681518554688
2018-02-19,674.478515625
2018-02-20,678.5015258789062
2018-02-21,679.3954467773438
2018-02-22,678.9483032226562
2018-02-23,728.5620727539062
2018-02-26,710.683349609375
2018-02-27,706.6607055664062
2018-02-28,702.1907958984375
2018-03-01,697.2742919921875
2018-03-02,692.3576049804688
2018-03-05,696.3803100585938
2018-03-06,698.6151123046875
2018-03-07,713.3651733398438
2018-03-08,719.1759643554688
2018-03-09,712.918212890625
2018-03-12,712.918212890625
2018-03-13,709.3423461914062
2018-03-14,705.7666015625
2018-03-15,711.13037109375
2018-03-16,698.1680908203125
2018-03-19,698.6151123046875
2018-03-20,701.7440185546875
2018-03-21,705.3197021484375
2018-03-22,676.03466796875
2018-03-23,673.35205078125
2018-03-26,671.1163940429688
2018-03-27,680.0586547851562
2018-03-28,685.424072265625
2018-03-29,682.7413940429688
2018-04-03,684.97705078125
2018-04-04,679.1644897460938
2018-04-05,683.6355590820312
2018-04-06,686.7654418945312
2018-04-09,686.3182983398438
2018-04-10,687.2124633789062
2018-04-11,684.97705078125
2018-04-12,690.3423461914062
2018-04-13,694.8134765625
2018-04-16,691.6836547851562
2018-04-17,689.8951416015625
2018-04-18,692.1306762695312
2018-04-19,697.049072265625
2018-04-20,692.5780029296875
2018-04-23,704.64990234375
2018-04-24,697.49609375
2018-04-25,693.02490234375
2018-04-26,697.9432373046875
2018-04-27,703.7557373046875
2018-04-30,703.7557373046875
2018-05-01,712.6978759765625
2018-05-02,703.7557373046875
2018-05-03,696.6018676757812
2018-05-04,696.1548461914062
2018-05-08,698.83740234375
2018-05-09,705.5442504882812
2018-05-10,711.8036499023438
2018-05-11,711.3566284179688
2018-05-14,708.6739501953125
2018-05-15,706.4383544921875
2018-05-16,698.83740234375
2018-05-17,706.4383544921875
2018-05-18,706.8856811523438
2018-05-21,714.93359375
2018-05-22,718.5105590820312
2018-05-23,704.64990234375
2018-05-24,708.6739501953125
2018-05-25,710.46240234375
2018-05-29,690.3423461914062
2018-05-30,700.6259765625
2018-05-31,693.02490234375
2018-06-01,698.3903198242188
2018-06-04,702.414306640625
2018-06-05,696.1548461914062
2018-06-06,697.49609375
2018-06-07,699.28466796875
2018-06-08,691.2366333007812
2018-06-11,700.6259765625
2018-06-12,705.0970458984375
2018-06-13,701.0729370117188
2018-06-14,712.2509155273438
2018-06-15,695.260498046875
2018-06-18,696.6018676757812
2018-06-19,694.8134765625
2018-06-20,697.049072265625
2018-06-21,685.424072265625
2018-06-22,698.83740234375
2018-06-25,677.8231811523438
2018-06-26,675.6989135742188
2018-06-27,661.2799682617188
2018-06-28,663.7660522460938
2018-06-29,673.2127685546875
2018-07-02,663.2687377929688
2018-07-03,664.760498046875
2018-07-04,658.7940063476562
2018-07-05,656.3079223632812
2018-07-06,654.8162841796875
2018-07-09,670.7266845703125
2018-07-10,672.7156982421875
2018-07-11,671.2239990234375
2018-07-12,675.6989135742188
2018-07-13,674.7044677734375
2018-07-16,673.8671875
2018-07-17,673.2127685546875
2018-07-18,673.2127685546875
2018-07-19,672.2183837890625
2018-07-20,668.7379150390625
2018-07-23,669.2352294921875
2018-07-24,674.207275390625
2018-07-25,672.2183837890625
2018-07-26,670.7266845703125
2018-07-27,681.6654052734375
2018-07-30,682.65966796875
2018-07-31,685.1456909179688
2018-08-01,682.1624755859375
2018-08-02,672.2183837890625
2018-08-03,677.687744140625
2018-08-06,679.6764526367188
2018-08-07,683.6541137695312
2018-08-08,686.1400756835938
2018-08-09,691.6093139648438
2018-08-10,687.6317138671875
2018-08-13,684.6484985351562
2018-08-14,681.1680908203125
2018-08-15,676.6931762695312
2018-08-16,684.1513671875
2018-08-17,683.1568603515625
2018-08-20,687.6317138671875
2018-08-21,694.095458984375
2018-08-22,696.5812377929688
2018-08-23,706.0281982421875
2018-08-24,710.005859375
2018-08-28,701.5534057617188
2018-08-29,698.5701904296875
2018-08-30,702.5477905273438
2018-08-31,706.0281982421875
2018-09-03,710.5029907226562
2018-09-04,702.5477905273438
2018-09-05,702.5477905273438
2018-09-06,688.8465576171875
2018-09-07,679.8938598632812
2018-09-10,681.3861083984375
2018-09-11,683.3755493164062
2018-09-12,674.4230346679688
2018-09-13,673.9257202148438
2018-09-14,675.417724609375
2018-09-17,672.930908203125
2018-09-18,670.444091796875
2018-09-19,668.4546508789062
2018-09-20,673.9257202148438
2018-09-21,661.4915771484375
2018-09-24,668.4546508789062
2018-09-25,676.90966796875
2018-09-26,678.8993530273438
2018-09-27,680.3912353515625
2018-09-28,672.4334716796875
2018-10-01,671.4388427734375
2018-10-02,661.4915771484375
2018-10-03,656.5179443359375
2018-10-04,665.9677734375
2018-10-05,660.496826171875
2018-10-08,651.0470581054688
2018-10-09,646.5706787109375
2018-10-10,639.1104125976562
2018-10-11,623.6920776367188
2018-10-12,621.2053833007812
2018-10-15,616.231689453125
2018-10-16,619.2158813476562
2018-10-17,615.7342529296875
2018-10-18,612.252685546875
2018-10-19,608.2738037109375
2018-10-22,607.7764892578125
2018-10-23,586.3899536132812
2018-10-24,580.9188842773438
2018-10-25,585.8924560546875
2018-10-26,587.8819580078125
2018-10-29,592.8555908203125
2018-10-30,589.3740234375
2018-10-31,599.3214721679688
2018-11-01,620.2105102539062
2018-11-02,625.6815185546875
2018-11-05,613.7448120117188
2018-11-06,612.7501220703125
2018-11-07,617.7236328125
2018-11-08,621.2053833007812
2018-11-09,622.2000732421875
2018-11-12,606.2843017578125
2018-11-13,612.252685546875
2018-11-14,616.231689453125
2018-11-15,601.310791015625
2018-11-16,591.8610229492188
2018-11-19,588.3793334960938
2018-11-20,578.4320068359375
2018-11-21,580.9188842773438
2018-11-22,583.903076171875
2018-11-23,591.8610229492188
2018-11-26,600.8133544921875
2018-11-27,600.8133544921875
2018-11-28,597.8292236328125
2018-11-29,603.3003540039062
2018-11-30,596.3372192382812
2018-12-03,599.3214721679688
2018-12-04,595.34228515625
2018-12-05,589.3740234375
2018-12-06,562.019287109375
2018-12-07,565.500732421875
2018-12-10,541.1300048828125
2018-12-11,547.5955810546875
2018-12-12,572.4637451171875
2018-12-13,563.4117431640625
2018-12-14,561.0244750976562
2018-12-17,548.6898193359375
2018-12-18,552.072021484375
2018-12-19,558.53759765625
2018-12-20,556.249755859375
2018-12-21,561.6212768554688
2018-12-24,552.4697875976562
2018-12-27,552.4697875976562
2018-12-28,565.202392578125
2018-12-31,560.4276123046875
2019-01-02,563.5112915039062
2019-01-03,555.05615234375
2019-01-04,569.2807006835938
2019-01-07,568.5842895507812
2019-01-08,582.8088989257812
2019-01-09,597.3319091796875
2019-01-10,604.792236328125
2019-01-11,605.9860229492188
2019-01-14,605.7870483398438
2019-01-15,606.3839111328125
2019-01-16,613.8441772460938
2019-01-17,618.3203735351562
2019-01-18,631.450927734375
2019-01-21,629.6605224609375
2019-01-22,626.6762084960938
2019-01-23,624.2887573242188
2019-01-24,637.3197631835938
2019-01-25,641.0997924804688
2019-01-28,637.7176513671875
2019-01-29,635.529296875
2019-01-30,631.3514404296875
2019-01-31,631.450927734375
2019-02-01,630.6552124023438
2019-02-04,629.0635375976562
2019-02-05,634.6339721679688
2019-02-06,643.188720703125
2019-02-07,633.6393432617188
2019-02-08,627.869873046875
2019-02-11,634.1365966796875
2019-02-12,642.0945434570312
2019-02-13,657.0153198242188
2019-02-14,652.1410522460938
2019-02-15,658.7063598632812
2019-02-18,661.4915771484375
2019-02-19,673.1298217773438
2019-02-20,684.967041015625
2019-02-21,689.3439331054688
2019-02-22,696.3069458007812
2019-02-25,692.0296630859375
2019-02-26,695.8094482421875
2019-02-27,685.8623046875
2019-02-28,695.3121337890625
2019-03-01,696.3069458007812
2019-03-04,702.7725219726562
2019-03-05,720.9759521484375
2019-03-06,705.7567138671875
2019-03-07,696.3069458007812
2019-03-08,688.249755859375
2019-03-11,690.338623046875
2019-03-12,684.967041015625
2019-03-13,685.961669921875
2019-03-14,692.0296630859375
2019-03-15,696.3069458007812
2019-03-18,691.830810546875
2019-03-19,697.4011840820312
2019-03-20,696.3069458007812
2019-03-21,674.1509399414062
2019-03-22,658.5285034179688
2019-03-25,652.3592529296875
2019-03-26,652.4588012695312
2019-03-27,661.7127685546875
2019-03-28,662.807373046875
2019-03-29,674.1509399414062
2019-04-01,676.6386108398438
2019-04-02,684.7981567382812
2019-04-03,693.2560424804688
2019-04-04,697.63427734375
2019-04-05,697.63427734375
2019-04-08,692.3605346679688
2019-04-09,686.5892333984375
2019-04-10,689.1763305664062
2019-04-11,700.8185424804688
2019-04-12,700.91796875
2019-04-15,703.9031982421875
2019-04-16,713.2567138671875
2019-04-17,717.1373901367188
2019-04-18,710.9682006835938
2019-04-23,707.4853515625
2019-04-24,706.4903564453125
2019-04-25,705.2962646484375
2019-04-26,708.6795043945312
2019-04-29,715.5452880859375
2019-04-30,718.9285278320312
2019-05-01,707.286376953125
2019-05-02,699.52490234375
2019-05-03,699.9229736328125
2019-05-07,683.8030395507812
2019-05-08,676.5391235351562
2019-05-09,667.3845825195312
2019-05-10,674.4494018554688
2019-05-13,666.0909423828125
2019-05-14,677.335205078125
2019-05-15,676.6386108398438
2019-05-16,692.1614990234375
2019-05-17,688.2808837890625
2019-05-20,679.225830078125
2019-05-21,682.6090087890625
2019-05-22,674.4494018554688
2019-05-23,658.3295288085938
2019-05-24,667.68310546875
2019-05-28,659.424072265625
