Date,PSX
2015-08-03,54.3035774230957
2015-08-04,54.013694763183594
2015-08-05,54.02748489379883
2015-08-06,54.96614456176758
2015-08-07,54.95235061645508
2015-08-10,56.953861236572266
2015-08-11,57.7682991027832
2015-08-12,58.19622039794922
2015-08-13,57.72373580932617
2015-08-14,57.181793212890625
2015-08-17,57.70984649658203
2015-08-18,57.84184646606445
2015-08-19,56.139625549316406
2015-08-20,55.257205963134766
2015-08-21,52.62391662597656
2015-08-24,49.78916931152344
2015-08-25,49.01793670654297
2015-08-26,50.92862319946289
2015-08-27,52.12368392944336
2015-08-28,53.65919494628906
2015-08-31,54.937591552734375
2015-09-01,53.909297943115234
2015-09-02,54.5832633972168
2015-09-03,54.513763427734375
2015-09-04,53.638343811035156
2015-09-08,55.500370025634766
2015-09-09,56.03538131713867
2015-09-10,56.29246520996094
2015-09-11,56.00062942504883
2015-09-14,54.34007263183594
2015-09-15,55.034889221191406
2015-09-16,55.020973205566406
2015-09-17,55.10435104370117
2015-09-18,54.604095458984375
2015-09-21,55.06962585449219
2015-09-22,54.312286376953125
2015-09-23,54.08994674682617
2015-09-24,53.95099639892578
2015-09-25,54.15248107910156
2015-09-28,51.491424560546875
2015-09-29,51.76934051513672
2015-09-30,53.388206481933594
2015-10-01,54.145538330078125
2015-10-02,55.22248458862305
2015-10-05,56.84830856323242
2015-10-06,57.376346588134766
2015-10-07,57.83491134643555
2015-10-08,58.765953063964844
2015-10-09,58.02943420410156
2015-10-12,58.27263259887695
2015-10-13,57.08452606201172
2015-10-14,57.2999153137207
2015-10-15,58.00862503051758
2015-10-16,58.44630432128906
2015-10-19,56.70934295654297
2015-10-20,56.69542694091797
2015-10-21,55.9311637878418
2015-10-22,57.39719772338867
2015-10-23,57.911346435546875
2015-10-26,57.668148040771484
2015-10-27,58.057247161865234
2015-10-28,58.98130798339844
2015-10-29,60.05131912231445
2015-10-30,61.87167739868164
2015-11-02,62.94862365722656
2015-11-03,64.3868408203125
2015-11-04,64.84540557861328
2015-11-05,65.08860778808594
2015-11-06,64.44242858886719
2015-11-09,63.92827606201172
2015-11-10,64.38265991210938
2015-11-11,63.327110290527344
2015-11-12,62.38337707519531
2015-11-13,62.271522521972656
2015-11-16,63.662628173828125
2015-11-17,63.69758605957031
2015-11-18,64.69023895263672
2015-11-19,64.5783920288086
2015-11-20,64.08206176757812
2015-11-23,64.43160247802734
2015-11-24,65.10267639160156
2015-11-25,64.8510513305664
2015-11-27,64.84404754638672
2015-11-30,63.98420715332031
2015-12-01,64.78112030029297
2015-12-02,63.22224044799805
2015-12-03,61.91501235961914
2015-12-04,63.0544548034668
2015-12-07,60.60079574584961
2015-12-08,60.433021545410156
2015-12-09,60.181358337402344
2015-12-10,60.64275360107422
2015-12-11,57.867496490478516
2015-12-14,56.902828216552734
2015-12-15,57.168460845947266
2015-12-16,58.063236236572266
2015-12-17,57.168460845947266
2015-12-18,56.31561279296875
2015-12-21,56.357547760009766
2015-12-22,57.11251449584961
2015-12-23,59.27958679199219
2015-12-24,58.97201156616211
2015-12-28,57.643802642822266
2015-12-29,57.86049270629883
2015-12-30,57.32923126220703
2015-12-31,57.182430267333984
2016-01-04,55.980079650878906
2016-01-05,56.62321090698242
2016-01-06,54.547000885009766
2016-01-07,53.442501068115234
2016-01-08,52.57567596435547
2016-01-11,53.25376510620117
2016-01-12,54.40020751953125
2016-01-13,52.6036376953125
2016-01-14,55.42080307006836
2016-01-15,54.854591369628906
2016-01-19,54.994384765625
2016-01-20,53.778045654296875
2016-01-21,53.1558952331543
2016-01-22,55.94511413574219
2016-01-25,53.28871154785156
2016-01-26,54.358253479003906
2016-01-27,54.337284088134766
2016-01-28,55.01538848876953
2016-01-29,56.02899169921875
2016-02-01,55.560638427734375
2016-02-02,54.87554168701172
2016-02-03,55.29499435424805
2016-02-04,55.840248107910156
2016-02-05,54.756717681884766
2016-02-08,53.323673248291016
2016-02-09,52.73645782470703
2016-02-10,52.6316032409668
2016-02-11,51.34275436401367
2016-02-12,52.962615966796875
2016-02-16,55.11068344116211
2016-02-17,56.75873565673828
2016-02-18,55.94881057739258
2016-02-19,56.4066047668457
2016-02-22,56.955936431884766
2016-02-23,55.32904815673828
2016-02-24,55.70231628417969
2016-02-25,55.46989822387695
2016-02-26,55.70935821533203
2016-02-29,55.91359329223633
2016-03-01,58.744850158691406
2016-03-02,59.56180191040039
2016-03-03,60.632347106933594
2016-03-04,60.41402053833008
2016-03-07,61.56199264526367
2016-03-08,59.72380065917969
2016-03-09,60.632347106933594
2016-03-10,60.16750717163086
2016-03-11,60.87179183959961
2016-03-14,60.69571304321289
2016-03-15,60.99152374267578
2016-03-16,61.6746711730957
2016-03-17,62.245155334472656
2016-03-18,62.9705810546875
2016-03-21,63.16780090332031
2016-03-22,63.498809814453125
2016-03-23,62.06206130981445
2016-03-24,62.01979446411133
2016-03-28,61.61833572387695
2016-03-29,61.576087951660156
2016-03-30,61.70989990234375
2016-03-31,60.98447799682617
2016-04-01,60.33652114868164
2016-04-04,60.378787994384766
2016-04-05,59.7308349609375
2016-04-06,59.87873077392578
2016-04-07,59.51956558227539
2016-04-08,60.6112174987793
2016-04-11,59.5688591003418
2016-04-12,60.554866790771484
2016-04-13,61.280277252197266
2016-04-14,61.21689987182617
2016-04-15,59.7590217590332
2016-04-18,60.32244873046875
2016-04-19,60.8647575378418
2016-04-20,61.054908752441406
2016-04-21,61.55496597290039
2016-04-22,61.96345520019531
2016-04-25,61.92822265625
2016-04-26,62.25925827026367
2016-04-27,62.646602630615234
2016-04-28,61.829627990722656
2016-04-29,57.82926940917969
2016-05-02,57.89263153076172
2016-05-03,56.35024642944336
2016-05-04,55.864280700683594
2016-05-05,55.69526290893555
2016-05-06,55.300846099853516
2016-05-09,55.16000747680664
2016-05-10,55.81501388549805
2016-05-11,55.91359329223633
2016-05-12,55.11068344116211
2016-05-13,55.1740837097168
2016-05-16,55.86277770996094
2016-05-17,55.60007858276367
2016-05-18,55.472293853759766
2016-05-19,55.13149642944336
2016-05-20,55.30898666381836
2016-05-23,55.25218200683594
2016-05-24,56.586978912353516
2016-05-25,56.892269134521484
2016-05-26,56.82838821411133
2016-05-27,57.24728775024414
2016-05-31,57.05558776855469
2016-06-01,57.40349578857422
2016-06-02,57.389312744140625
2016-06-03,56.892269134521484
2016-06-06,57.339595794677734
2016-06-07,57.737178802490234
2016-06-08,58.48270034790039
