Date,CRDA.L
2015-12-10,3271.091552734375
2015-12-11,3264.527099609375
2015-12-14,3216.352783203125
2015-12-15,3231.70556640625
2015-12-16,3230.539794921875
2015-12-17,3302.960693359375
2015-12-18,3300.737060546875
2015-12-21,3273.3154296875
2015-12-22,3289.72607421875
2015-12-23,3321.59521484375
2015-12-24,3335.78271484375
2015-12-29,3388.509521484375
2015-12-30,3356.640380859375
2015-12-31,3335.78271484375
2016-01-04,3281.04443359375
2016-01-05,3259.021728515625
2016-01-06,3234.9873046875
2016-01-07,3172.413330078125
2016-01-08,3154.943603515625
2016-01-11,3102.217041015625
2016-01-12,3143.93310546875
2016-01-13,3182.26025390625
2016-01-14,3143.93310546875
2016-01-15,3159.28466796875
2016-01-18,3146.15576171875
2016-01-19,3166.90771484375
2016-01-20,3066.1123046875
2016-01-21,3098.9345703125
2016-01-22,3129.63916015625
2016-01-25,3192.21240234375
2016-01-26,3150.4970703125
2016-01-27,3112.1689453125
2016-01-28,3069.39453125
2016-01-29,3127.521240234375
2016-02-01,3103.381591796875
2016-02-02,3058.383544921875
2016-02-03,3059.442138671875
2016-02-04,3079.24169921875
2016-02-05,3054.042236328125
2016-02-08,2949.859130859375
2016-02-09,2919.154296875
2016-02-10,3011.26806640625
2016-02-11,2956.4228515625
2016-02-12,2989.351318359375
2016-02-15,3034.242431640625
2016-02-16,3048.53662109375
2016-02-17,3123.073974609375
2016-02-18,3122.015625
2016-02-19,3108.886474609375
2016-02-22,3136.203125
2016-02-23,3211.906494140625
2016-02-24,3244.83349609375
2016-02-25,3283.16162109375
2016-02-26,3271.091552734375
2016-02-29,3259.021728515625
2016-03-01,3274.373779296875
2016-03-02,3273.3154296875
2016-03-03,3270.03271484375
2016-03-04,3297.454833984375
2016-03-07,3268.974365234375
2016-03-08,3238.269775390625
2016-03-09,3202.059326171875
2016-03-10,3129.63916015625
2016-03-11,3163.6259765625
2016-03-14,3172.413330078125
2016-03-15,3147.215087890625
2016-03-16,3170.29638671875
2016-03-17,3198.77685546875
2016-03-18,3228.317138671875
2016-03-21,3245.892822265625
2016-03-22,3266.75048828125
2016-03-23,3285.385009765625
2016-03-24,3252.457275390625
2016-03-29,3301.796630859375
2016-03-30,3340.229736328125
2016-03-31,3332.500732421875
2016-04-01,3272.256103515625
2016-04-04,3281.04443359375
2016-04-05,3260.185546875
2016-04-06,3320.430419921875
2016-04-07,3262.4091796875
2016-04-08,3256.904052734375
2016-04-11,3228.317138671875
2016-04-12,3249.17529296875
2016-04-13,3289.72607421875
2016-04-14,3286.443603515625
2016-04-15,3293.1142578125
2016-04-18,3341.288818359375
2016-04-19,3373.157470703125
2016-04-20,3368.711181640625
2016-04-21,3354.5234375
2016-04-22,3333.6650390625
2016-04-25,3331.441650390625
2016-04-26,3288.667236328125
2016-04-27,3347.85302734375
2016-04-28,3339.17138671875
2016-04-29,3301.796630859375
2016-05-03,3301.796630859375
2016-05-04,3282.103271484375
2016-05-05,3252.44775390625
2016-05-06,3240.373779296875
2016-05-09,3052.4521484375
2016-05-10,3072.904052734375
2016-05-11,3072.904052734375
2016-05-12,3042.226318359375
2016-05-13,3063.700927734375
2016-05-16,3065.74560546875
2016-05-17,3063.700927734375
2016-05-18,3057.5654296875
2016-05-19,3020.751708984375
2016-05-20,3037.113037109375
2016-05-23,3034.044677734375
2016-05-24,3020.751708984375
2016-05-25,3008.48046875
2016-05-26,3010.52587890625
2016-05-27,3016.661376953125
2016-05-31,3006.435302734375
2016-06-01,2990.07373046875
2016-06-02,3001.322509765625
2016-06-03,2989.0517578125
2016-06-06,2999.277099609375
2016-06-07,3025.864501953125
2016-06-08,3019.728759765625
2016-06-09,3016.661376953125
2016-06-10,2983.9384765625
2016-06-13,2977.802978515625
2016-06-14,2936.899169921875
2016-06-15,2958.373046875
2016-06-16,2909.288818359375
2016-06-17,2902.1298828125
2016-06-20,2967.576416015625
2016-06-21,2958.373046875
2016-06-22,2975.75732421875
2016-06-23,2999.277099609375
2016-06-24,2942.01220703125
2016-06-27,2882.700927734375
2016-06-28,2937.9208984375
2016-06-29,3081.084716796875
2016-06-30,3209.93212890625
2016-07-01,3268.22021484375
2016-07-04,3236.519775390625
2016-07-05,3268.22021484375
2016-07-06,3296.852783203125
2016-07-07,3313.21484375
2016-07-08,3312.19189453125
2016-07-11,3345.9375
2016-07-12,3332.644287109375
2016-07-13,3347.98291015625
2016-07-14,3349.00537109375
2016-07-15,3352.07373046875
2016-07-18,3391.954833984375
2016-07-19,3380.70556640625
2016-07-20,3421.610107421875
2016-07-21,3412.406005859375
2016-07-22,3437.97216796875
2016-07-25,3399.11279296875
2016-07-26,3367.411865234375
2016-07-27,3393.999267578125
2016-07-28,3393.999267578125
2016-07-29,3400.135009765625
2016-08-01,3399.11279296875
2016-08-02,3369.457275390625
2016-08-03,3373.54736328125
2016-08-04,3376.615478515625
2016-08-05,3409.338623046875
2016-08-08,3413.42919921875
2016-08-09,3464.55859375
2016-08-10,3442.061279296875
2016-08-11,3489.1015625
2016-08-12,3456.37841796875
2016-08-15,3489.1015625
2016-08-16,3467.62646484375
2016-08-17,3468.6494140625
2016-08-18,3477.852294921875
2016-08-19,3474.784423828125
2016-08-22,3459.446044921875
2016-08-23,3438.993408203125
2016-08-24,3427.74609375
2016-08-25,3437.97216796875
2016-08-26,3456.37841796875
2016-08-30,3414.451904296875
2016-08-31,3384.796630859375
2016-09-01,3389.908935546875
2016-09-02,3428.767822265625
2016-09-05,3418.54248046875
2016-09-06,3427.74609375
2016-09-07,3459.446044921875
2016-09-08,3456.712646484375
2016-09-09,3384.10107421875
2016-09-12,3337.057373046875
2016-09-13,3360.579345703125
2016-09-14,3363.64697265625
2016-09-15,3386.14697265625
2016-09-16,3403.5322265625
2016-09-19,3383.078369140625
2016-09-20,3465.917236328125
2016-09-21,3465.917236328125
2016-09-22,3471.030517578125
2016-09-23,3506.824951171875
2016-09-26,3487.3935546875
2016-09-27,3495.5751953125
2016-09-28,3501.711669921875
2016-09-29,3541.596435546875
2016-09-30,3563.07275390625
2016-10-03,3643.865478515625
2016-10-04,3706.25048828125
2016-10-05,3638.752197265625
2016-10-06,3692.954833984375
2016-10-07,3721.59130859375
2016-10-10,3752.27197265625
2016-10-11,3742.045166015625
2016-10-12,3735.90869140625
2016-10-13,3747.158447265625
2016-10-14,3744.09033203125
2016-10-17,3695.00048828125
2016-10-18,3693.978759765625
2016-10-19,3714.4326171875
2016-10-20,3705.2275390625
2016-10-21,3680.68310546875
2016-10-24,3655.1162109375
2016-10-25,3672.501953125
2016-10-26,3593.754150390625
2016-10-27,3599.890625
2016-10-28,3586.59521484375
2016-10-31,3577.390380859375
2016-11-01,3552.845703125
2016-11-02,3539.551025390625
2016-11-03,3443.417724609375
2016-11-04,3332.966796875
2016-11-07,3319.671875
2016-11-08,3346.261474609375
2016-11-09,3335.01123046875
2016-11-10,3215.356201171875
2016-11-11,3142.744384765625
2016-11-14,3141.72265625
2016-11-15,3185.697998046875
2016-11-16,3203.084228515625
2016-11-17,3207.1748046875
2016-11-18,3212.288330078125
2016-11-21,3270.581787109375
2016-11-22,3263.423095703125
2016-11-23,3295.126708984375
2016-11-24,3329.8984375
2016-11-25,3358.533447265625
2016-11-28,3370.8056640625
2016-11-29,3356.48828125
2016-11-30,3336.034423828125
2016-12-01,3230.6962890625
2016-12-02,3259.33203125
2016-12-05,3239.9013671875
2016-12-06,3238.8779296875
2016-12-07,3206.15185546875
2016-12-08,3236.8330078125
2016-12-09,3264.446044921875
2016-12-12,3153.99462890625
2016-12-13,3201.03857421875
2016-12-14,3195.924560546875
2016-12-15,3232.74267578125
2016-12-16,3264.446044921875
2016-12-19,3280.80908203125
2016-12-20,3240.923828125
2016-12-21,3212.288330078125
2016-12-22,3230.6962890625
2016-12-23,3221.492431640625
2016-12-28,3231.7197265625
2016-12-29,3254.21875
2016-12-30,3268.53662109375
2017-01-03,3306.37646484375
2017-01-04,3311.490234375
2017-01-05,3351.375244140625
2017-01-06,3321.71728515625
2017-01-09,3349.32958984375
2017-01-10,3342.170654296875
2017-01-11,3368.76123046875
2017-01-12,3398.4189453125
2017-01-13,3413.759521484375
2017-01-16,3414.7822265625
2017-01-17,3389.214599609375
2017-01-18,3400.464111328125
2017-01-19,3426.03125
2017-01-20,3446.485595703125
2017-01-23,3436.2587890625
2017-01-24,3441.3720703125
2017-01-25,3464.89404296875
2017-01-26,3466.939453125
2017-01-27,3483.302978515625
2017-01-30,3475.120849609375
2017-01-31,3423.986328125
2017-02-01,3423.986328125
2017-02-02,3417.8505859375
2017-02-03,3435.236572265625
2017-02-06,3431.14501953125
2017-02-07,3467.962158203125
2017-02-08,3459.781005859375
2017-02-09,3464.89404296875
2017-02-10,3471.030517578125
2017-02-13,3476.14404296875
2017-02-14,3452.62158203125
2017-02-15,3454.667724609375
2017-02-16,3457.7353515625
2017-02-17,3485.347900390625
2017-02-20,3472.052490234375
2017-02-21,3449.5537109375
2017-02-22,3419.895263671875
2017-02-23,3404.554931640625
2017-02-24,3385.124267578125
2017-02-27,3420.91845703125
2017-02-28,3587.617919921875
2017-03-01,3562.050537109375
2017-03-02,3676.59228515625
2017-03-03,3637.72998046875
2017-03-06,3640.7978515625
2017-03-07,3678.6376953125
2017-03-08,3686.819580078125
2017-03-09,3718.523193359375
2017-03-10,3725.681884765625
2017-03-13,3721.59130859375
2017-03-14,3698.069091796875
2017-03-15,3711.364501953125
2017-03-16,3711.364501953125
2017-03-17,3703.181884765625
2017-03-20,3733.863525390625
2017-03-21,3711.364501953125
2017-03-22,3663.296875
2017-03-23,3703.181884765625
2017-03-24,3689.8876953125
2017-03-27,3678.6376953125
2017-03-28,3680.68310546875
2017-03-29,3670.455810546875
2017-03-30,3662.274169921875
2017-03-31,3644.888916015625
2017-04-03,3665.343017578125
2017-04-04,3698.069091796875
2017-04-05,3565.118896484375
2017-04-06,3562.050537109375
2017-04-07,3571.2548828125
2017-04-10,3612.16259765625
2017-04-11,3666.365234375
2017-04-12,3680.68310546875
2017-04-13,3710.341064453125
2017-04-18,3634.662353515625
2017-04-19,3587.617919921875
2017-04-20,3596.822021484375
2017-04-21,3621.365966796875
2017-04-24,3701.13720703125
2017-04-25,3742.045166015625
2017-04-26,3883.17724609375
2017-04-27,3871.927978515625
2017-04-28,3849.427978515625
2017-05-02,3906.699951171875
2017-05-03,3905.67626953125
2017-05-04,3890.75634765625
2017-05-05,3922.463134765625
2017-05-08,3928.59912109375
2017-05-09,3961.32958984375
2017-05-10,3987.9228515625
2017-05-11,3989.96826171875
2017-05-12,4027.812255859375
2017-05-15,4018.60693359375
2017-05-16,4023.720947265625
2017-05-17,4013.49267578125
2017-05-18,4018.60693359375
2017-05-19,4016.561279296875
2017-05-22,4006.3330078125
2017-05-23,4068.724365234375
2017-05-24,4056.45068359375
2017-05-25,4030.880615234375
2017-05-26,4052.359375
2017-05-30,4056.45068359375
2017-05-31,4053.38232421875
2017-06-01,4085.089599609375
2017-06-02,4111.68212890625
2017-06-05,4089.1806640625
2017-06-06,4050.314208984375
2017-06-07,3993.03662109375
2017-06-08,3982.80859375
2017-06-09,4040.08642578125
2017-06-12,4027.812255859375
2017-06-13,4053.38232421875
2017-06-14,4061.564697265625
2017-06-15,3993.03662109375
2017-06-16,3995.08203125
2017-06-19,4061.564697265625
2017-06-20,4055.427978515625
2017-06-21,4068.724365234375
2017-06-22,4028.8349609375
2017-06-23,4032.926025390625
2017-06-26,4076.5888671875
2017-06-27,4060.072998046875
2017-06-28,4003.2646484375
2017-06-29,3948.032470703125
2017-06-30,3973.60302734375
2017-07-03,3985.87744140625
2017-07-04,3949.056396484375
2017-07-05,3964.398681640625
2017-07-06,3937.80517578125
2017-07-07,3937.80517578125
2017-07-10,3936.7822265625
2017-07-11,3917.34912109375
2017-07-12,3996.10498046875
2017-07-13,3986.89990234375
2017-07-14,3984.854736328125
2017-07-17,3995.08203125
2017-07-18,3992.013916015625
2017-07-19,4008.37890625
2017-07-20,3999.173828125
2017-07-21,3968.4892578125
2017-07-24,3912.23486328125
2017-07-25,3851.889404296875
2017-07-26,3841.66162109375
2017-07-27,3833.4794921875
2017-07-28,3775.17919921875
2017-07-31,3785.40673828125
2017-08-01,3830.41064453125
2017-08-02,3827.342041015625
2017-08-03,3791.543701171875
2017-08-04,3835.5244140625
2017-08-07,3835.5244140625
2017-08-08,3832.45556640625
2017-08-09,3855.980712890625
2017-08-10,3832.45556640625
2017-08-11,3834.50146484375
2017-08-14,3841.66162109375
2017-08-15,3865.185546875
2017-08-16,3904.05224609375
2017-08-17,3917.34912109375
2017-08-18,3894.84716796875
2017-08-21,3896.893310546875
2017-08-22,3951.10107421875
2017-08-23,3963.374755859375
2017-08-24,3980.762939453125
2017-08-25,3984.854736328125
2017-08-29,3969.51220703125
2017-08-30,3947.010498046875
2017-08-31,3929.9794921875
2017-09-01,3921.796142578125
2017-09-04,3929.9794921875
2017-09-05,3951.459716796875
2017-09-06,3916.681640625
2017-09-07,3952.4833984375
2017-09-08,3989.307373046875
2017-09-11,3955.55224609375
2017-09-12,3948.390869140625
2017-09-13,3863.49072265625
2017-09-14,3798.025390625
2017-09-15,3759.1552734375
2017-09-18,3822.5751953125
2017-09-19,3832.803466796875
2017-09-20,3828.711669921875
2017-09-21,3853.261962890625
2017-09-22,3840.98681640625
2017-09-25,3831.781494140625
2017-09-26,3806.208251953125
2017-09-27,3810.300048828125
2017-09-28,3843.03271484375
2017-09-29,3879.856689453125
2017-10-02,3923.84228515625
2017-10-03,3964.758544921875
2017-10-04,3984.193115234375
2017-10-05,3982.1474609375
2017-10-06,3989.307373046875
2017-10-09,3980.1015625
2017-10-10,3965.78076171875
2017-10-11,3968.849365234375
2017-10-12,4018.9716796875
2017-10-13,4049.658447265625
2017-10-16,3986.2392578125
2017-10-17,3963.734375
2017-10-18,3978.055419921875
2017-10-19,3963.734375
2017-10-20,3969.87255859375
2017-10-23,4004.651123046875
2017-10-24,3961.689208984375
2017-10-25,4008.74267578125
2017-10-26,4072.16259765625
2017-10-27,4112.0546875
2017-10-30,4105.91796875
2017-10-31,4279.81005859375
2017-11-01,4257.306640625
2017-11-02,4270.60498046875
2017-11-03,4339.138671875
2017-11-06,4340.162109375
2017-11-07,4302.314453125
2017-11-08,4359.59765625
2017-11-09,4321.74951171875
2017-11-10,4277.76513671875
2017-11-13,4248.10107421875
2017-11-14,4276.74267578125
2017-11-15,4283.90234375
2017-11-16,4337.0927734375
2017-11-17,4367.78076171875
2017-11-20,4415.85693359375
2017-11-21,4418.92578125
2017-11-22,4372.89501953125
2017-11-23,4391.30712890625
2017-11-24,4401.53564453125
2017-11-27,4396.421875
2017-11-28,4467.001953125
2017-11-29,4394.375
2017-11-30,4370.8486328125
2017-12-01,4333.001953125
2017-12-04,4374.94091796875
2017-12-05,4414.83349609375
2017-12-06,4363.6884765625
2017-12-07,4347.32275390625
2017-12-08,4350.3916015625
2017-12-11,4348.34521484375
2017-12-12,4349.3671875
2017-12-13,4347.32275390625
2017-12-14,4389.26171875
2017-12-15,4430.17724609375
2017-12-18,4473.13818359375
2017-12-19,4464.9560546875
2017-12-20,4449.61279296875
2017-12-21,4462.90966796875
2017-12-22,4462.90966796875
2017-12-27,4496.66552734375
2017-12-28,4505.87109375
2017-12-29,4525.30615234375
2018-01-02,4503.826171875
2018-01-03,4563.15380859375
2018-01-04,4552.9248046875
2018-01-05,4581.56640625
2018-01-08,4599.978515625
2018-01-09,4615.3212890625
2018-01-10,4537.58203125
2018-01-11,4537.58203125
2018-01-12,4509.96435546875
2018-01-15,4488.48193359375
2018-01-16,4523.26171875
2018-01-17,4534.5126953125
2018-01-18,4551.90185546875
2018-01-19,4637.8251953125
2018-01-22,4571.33740234375
2018-01-23,4702.267578125
2018-01-24,4582.58935546875
2018-01-25,4523.26171875
2018-01-26,4616.34521484375
2018-01-29,4616.34521484375
2018-01-30,4588.72705078125
2018-01-31,4586.68017578125
2018-02-01,4499.73486328125
2018-02-02,4453.70361328125
2018-02-05,4439.3837890625
2018-02-06,4364.71142578125
2018-02-07,4474.1611328125
2018-02-08,4421.994140625
2018-02-09,4370.8486328125
2018-02-12,4421.994140625
2018-02-13,4419.9482421875
2018-02-14,4424.0390625
2018-02-15,4512.0087890625
2018-02-16,4554.97119140625
2018-02-19,4510.9853515625
2018-02-20,4568.26953125
2018-02-21,4626.57421875
2018-02-22,4641.91796875
2018-02-23,4641.91796875
2018-02-26,4652.1455078125
2018-02-27,4654.19287109375
2018-02-28,4727.8408203125
2018-03-01,4685.90234375
2018-03-02,4558.03955078125
2018-03-05,4550.8798828125
2018-03-06,4630.6650390625
2018-03-07,4628.619140625
2018-03-08,4716.58935546875
2018-03-09,4738.06982421875
2018-03-12,4761.59521484375
2018-03-13,4684.87890625
2018-03-14,4630.6650390625
2018-03-15,4662.37451171875
2018-03-16,4652.1455078125
2018-03-19,4680.78662109375
2018-03-20,4695.10791015625
2018-03-21,4702.267578125
2018-03-22,4595.88720703125
2018-03-23,4581.56640625
2018-03-26,4523.26171875
2018-03-27,4610.20654296875
2018-03-28,4649.078125
2018-03-29,4672.60400390625
2018-04-03,4648.05419921875
2018-04-04,4586.68017578125
2018-04-05,4747.27587890625
2018-04-06,4726.81689453125
2018-04-09,4724.77197265625
2018-04-10,4780.00927734375
2018-04-11,4704.31396484375
2018-04-12,4753.41357421875
2018-04-13,4761.59521484375
2018-04-16,4736.02490234375
2018-04-17,4757.5048828125
2018-04-18,4741.13720703125
2018-04-19,4675.1142578125
2018-04-20,4692.50439453125
2018-04-23,4716.03466796875
2018-04-24,4725.240234375
2018-04-25,4540.07666015625
2018-04-26,4630.1015625
2018-04-27,4603.50439453125
2018-04-30,4563.6064453125
2018-05-01,4591.22802734375
2018-05-02,4639.3076171875
2018-05-03,4559.513671875
2018-05-04,4570.76806640625
2018-05-08,4680.22802734375
2018-05-09,4702.734375
2018-05-10,4747.74658203125
2018-05-11,4735.47119140625
2018-05-14,4697.6201171875
2018-05-15,4676.13671875
2018-05-16,4694.5517578125
2018-05-17,4732.40234375
2018-05-18,4751.8388671875
2018-05-21,4851.0703125
2018-05-22,4871.53125
2018-05-23,4843.90869140625
2018-05-24,4883.80615234375
2018-05-25,4889.943359375
2018-05-29,4785.59716796875
2018-05-30,4811.17236328125
2018-05-31,4769.22998046875
2018-06-01,4827.54150390625
2018-06-04,4859.25439453125
2018-06-05,4885.8525390625
2018-06-06,4937.001953125
2018-06-07,4947.232421875
2018-06-08,4941.09423828125
2018-06-11,4997.35986328125
2018-06-12,4977.92236328125
2018-06-13,5034.18701171875
2018-06-14,5075.10791015625
2018-06-15,5037.2568359375
2018-06-18,4998.38330078125
2018-06-19,4946.208984375
2018-06-20,4960.53125
2018-06-21,4884.82861328125
2018-06-22,4922.67919921875
2018-06-25,4848.00146484375
2018-06-26,4851.0703125
2018-06-27,4960.53125
2018-06-28,4876.64404296875
2018-06-29,4912.451171875
2018-07-02,4856.1845703125
2018-07-03,4900.1748046875
2018-07-04,4844.931640625
2018-07-05,4929.84033203125
2018-07-06,4969.73828125
2018-07-09,4989.17431640625
2018-07-10,5005.54345703125
2018-07-11,4979.966796875
2018-07-12,5030.09423828125
2018-07-13,5046.46337890625
2018-07-16,5045.69384765625
2018-07-17,5077.15283203125
2018-07-18,5164.10888671875
2018-07-19,5115.0048828125
2018-07-20,5084.3134765625
2018-07-23,5077.15283203125
2018-07-24,5056.69287109375
2018-07-25,5032.140625
2018-07-26,5190.70703125
2018-07-27,5237.76416015625
2018-07-30,5243.90283203125
2018-07-31,5258.22314453125
2018-08-01,5293.0048828125
2018-08-02,5268.455078125
2018-08-03,5321.65087890625
2018-08-06,5350.29443359375
2018-08-07,5239.810546875
2018-08-08,5307.32861328125
2018-08-09,5391.2138671875
2018-08-10,5321.65087890625
2018-08-13,5329.8349609375
2018-08-14,5329.8349609375
2018-08-15,5211.1669921875
2018-08-16,5288.9140625
2018-08-17,5256.17919921875
2018-08-20,5247.99462890625
2018-08-21,5270.50146484375
2018-08-22,5256.17919921875
2018-08-23,5248.38330078125
2018-08-24,5277.02978515625
2018-08-28,5356.8291015625
2018-08-29,5360.92138671875
2018-08-30,5309.76708984375
2018-08-31,5217.68994140625
2018-09-03,5281.12109375
2018-09-04,5168.58251953125
2018-09-05,5129.7060546875
2018-09-06,5125.61376953125
2018-09-07,5137.89013671875
2018-09-10,5135.84375
2018-09-11,5170.62939453125
2018-09-12,5221.783203125
2018-09-13,5221.783203125
2018-09-14,5264.75244140625
2018-09-17,5246.33642578125
2018-09-18,5232.01416015625
2018-09-19,5229.96728515625
2018-09-20,5234.0595703125
2018-09-21,5279.07421875
2018-09-24,5189.04345703125
2018-09-25,5191.09130859375
2018-09-26,5319.99853515625
2018-09-27,5319.99853515625
2018-09-28,5322.04443359375
2018-10-01,5362.966796875
2018-10-02,5389.56689453125
2018-10-03,5440.72119140625
2018-10-04,5193.13818359375
2018-10-05,5141.98291015625
2018-10-08,5013.07470703125
2018-10-09,4979.31298828125
2018-10-10,4718.4296875
2018-10-11,4618.1669921875
2018-10-12,4609.982421875
2018-10-15,4570.08251953125
2018-10-16,4700.013671875
2018-10-17,4742.982421875
2018-10-18,4778.79052734375
2018-10-19,4830.9677734375
2018-10-22,4883.14404296875
2018-10-23,4723.54443359375
2018-10-24,4751.16796875
2018-10-25,4842.22216796875
2018-10-26,4785.95166015625
2018-10-29,4806.4140625
2018-10-30,4806.4140625
2018-10-31,4931.228515625
2018-11-01,4958.8515625
2018-11-02,4943.50634765625
2018-11-05,4930.20556640625
2018-11-06,4897.466796875
2018-11-07,4946.5751953125
2018-11-08,4943.50634765625
2018-11-09,4912.81494140625
2018-11-12,4890.3056640625
2018-11-13,5014.09765625
2018-11-14,4981.359375
2018-11-15,5033.537109375
2018-11-16,5013.07470703125
2018-11-19,4936.34423828125
2018-11-20,4828.92138671875
2018-11-21,4910.76708984375
2018-11-22,4834.0361328125
2018-11-23,4904.62939453125
2018-11-26,4915.88232421875
2018-11-27,4969.08203125
2018-11-28,4951.69091796875
2018-11-29,5043.76708984375
2018-11-30,4988.52099609375
2018-12-03,5099.01416015625
2018-12-04,5076.50732421875
2018-12-05,4914.8603515625
2018-12-06,4745.029296875
2018-12-07,4783.90576171875
2018-12-10,4706.15234375
2018-12-11,4746.05224609375
2018-12-12,4813.57470703125
2018-12-13,4845.2900390625
2018-12-14,4799.25146484375
2018-12-17,4706.15234375
2018-12-18,4713.31298828125
2018-12-19,4831.990234375
2018-12-20,4755.259765625
2018-12-21,4752.1904296875
2018-12-24,4751.16796875
2018-12-27,4698.99072265625
2018-12-28,4764.46728515625
2018-12-31,4793.11328125
2019-01-02,4770.6064453125
2019-01-03,4716.38330078125
2019-01-04,4890.3056640625
2019-01-07,4883.14404296875
2019-01-08,4972.15234375
2019-01-09,5004.89013671875
2019-01-10,5052.97509765625
2019-01-11,5043.76708984375
2019-01-14,4951.69091796875
2019-01-15,5021.25927734375
2019-01-16,4933.27587890625
2019-01-17,4919.97509765625
2019-01-18,4995.6826171875
2019-01-21,5027.3974609375
2019-01-22,4917.9287109375
2019-01-23,4898.490234375
2019-01-24,4900.53759765625
2019-01-25,4907.69873046875
2019-01-28,4860.63671875
2019-01-29,4979.31298828125
2019-01-30,5020.23486328125
2019-01-31,4932.25244140625
2019-02-01,5056.04443359375
2019-02-04,5095.9443359375
2019-02-05,5182.9052734375
2019-02-06,5180.8603515625
2019-02-07,5129.7060546875
2019-02-08,5127.66015625
2019-02-11,5211.552734375
2019-02-12,5205.4130859375
2019-02-13,5244.291015625
2019-02-14,5279.07421875
2019-02-15,5277.02978515625
2019-02-18,5281.12109375
2019-02-19,5191.09130859375
2019-02-20,5201.3212890625
2019-02-21,5186.99951171875
2019-02-22,5195.18212890625
2019-02-25,5176.76611328125
2019-02-26,4993.63671875
2019-02-27,4888.259765625
2019-02-28,4922.02099609375
2019-03-01,5000.796875
2019-03-04,4997.7294921875
2019-03-05,4998.75341796875
2019-03-06,4960.8974609375
2019-03-07,4928.1591796875
2019-03-08,4893.37548828125
2019-03-11,4994.66015625
2019-03-12,4986.47509765625
2019-03-13,5020.23486328125
2019-03-14,4974.19775390625
2019-03-15,4982.3837890625
2019-03-18,4964.99072265625
2019-03-19,5002.8447265625
2019-03-20,5000.796875
2019-03-21,5073.435546875
2019-03-22,5010.005859375
2019-03-25,5002.8447265625
2019-03-26,5060.13671875
2019-03-27,5012.052734375
2019-03-28,5114.35986328125
2019-03-29,5154.259765625
2019-04-01,5113.33642578125
2019-04-02,5166.537109375
2019-04-03,5209.50634765625
2019-04-04,5156.30517578125
2019-04-05,5223.82861328125
2019-04-08,5213.5986328125
2019-04-09,5178.81396484375
2019-04-10,5197.228515625
2019-04-11,5148.6181640625
2019-04-12,5169.0810546875
2019-04-15,5154.7568359375
2019-04-16,5160.8955078125
2019-04-17,5140.4326171875
2019-04-18,5197.72998046875
2019-04-23,5232.5185546875
2019-04-24,5207.9619140625
2019-04-25,5201.82275390625
2019-04-26,5269.35302734375
2019-04-29,5146.88525390625
2019-04-30,5174.8525390625
2019-05-01,5129.90576171875
2019-05-02,5088.95458984375
2019-05-03,5073.97119140625
2019-05-07,5029.025390625
2019-05-08,5118.91796875
2019-05-09,5058.990234375
2019-05-10,5063.98486328125
2019-05-13,5004.05517578125
2019-05-14,5068.9794921875
2019-05-15,5098.94287109375
2019-05-16,5133.90087890625
2019-05-17,5128.90771484375
2019-05-20,5088.95458984375
