Date,ITRK.L
2018-01-05,5308.91455078125
2018-01-08,5274.97265625
2018-01-09,5264.98974609375
2018-01-10,5209.08544921875
2018-01-11,5199.10107421875
2018-01-12,5203.09521484375
2018-01-15,5179.13623046875
2018-01-16,5221.06494140625
2018-01-17,5253.0087890625
2018-01-18,5215.07421875
2018-01-19,5264.98974609375
2018-01-22,5221.06494140625
2018-01-23,5169.1533203125
2018-01-24,5039.37548828125
2018-01-25,5021.4052734375
2018-01-26,5061.337890625
2018-01-29,5041.37158203125
2018-01-30,5025.3984375
2018-01-31,5015.416015625
2018-02-01,4984.46923828125
2018-02-02,4963.5048828125
2018-02-05,4917.58349609375
2018-02-06,4792.7978515625
2018-02-07,4886.63720703125
2018-02-08,4786.8076171875
2018-02-09,4765.84423828125
2018-02-12,4838.71826171875
2018-02-13,4800.78369140625
2018-02-14,4842.7119140625
2018-02-15,4950.52734375
2018-02-16,4984.46923828125
2018-02-19,4896.6201171875
2018-02-20,4964.50341796875
2018-02-21,5003.4365234375
2018-02-22,4930.56201171875
2018-02-23,4923.57373046875
2018-02-26,4901.611328125
2018-02-27,4916.58544921875
2018-02-28,4904.6064453125
2018-03-01,4845.70703125
2018-03-02,4864.67431640625
2018-03-05,4859.6826171875
2018-03-06,5083.30029296875
2018-03-07,4982.47314453125
2018-03-08,5041.37158203125
2018-03-09,5043.369140625
2018-03-12,5031.388671875
2018-03-13,4941.5419921875
2018-03-14,4906.60205078125
2018-03-15,4955.51904296875
2018-03-16,4944.537109375
2018-03-19,4915.58642578125
2018-03-20,4980.4755859375
2018-03-21,4946.53515625
2018-03-22,4816.75634765625
2018-03-23,4698.9580078125
2018-03-26,4658.02783203125
2018-03-27,4728.90673828125
2018-03-28,4674.9990234375
2018-03-29,4652.0380859375
2018-04-03,4623.0869140625
2018-04-04,4546.2197265625
2018-04-05,4643.05322265625
2018-04-06,4650.04052734375
2018-04-09,4662.02099609375
2018-04-10,4711.9365234375
2018-04-11,4796.79052734375
2018-04-12,4801.78173828125
2018-04-13,4806.7734375
2018-04-16,4791.79833984375
2018-04-17,4824.74267578125
2018-04-18,4851.6962890625
2018-04-19,4897.61865234375
2018-04-20,4917.58349609375
2018-04-23,4897.61865234375
2018-04-24,4889.6318359375
2018-04-25,4751.8671875
2018-04-26,4851.6962890625
2018-04-27,4889.6318359375
2018-04-30,4892.6259765625
2018-05-01,4904.6064453125
2018-05-02,4928.56494140625
2018-05-03,4976.482421875
2018-05-04,5001.43994140625
2018-05-08,5023.40234375
2018-05-09,5049.35888671875
2018-05-10,5091.2861328125
2018-05-11,5097.27734375
2018-05-14,5047.361328125
2018-05-15,5083.30029296875
2018-05-16,5129.2216796875
2018-05-17,5095.75341796875
2018-05-18,5133.6923828125
2018-05-21,5213.5634765625
2018-05-22,5247.50830078125
2018-05-23,5165.64013671875
2018-05-24,5341.35595703125
2018-05-25,5425.22021484375
2018-05-29,5467.15380859375
2018-05-30,5489.1171875
2018-05-31,5457.16943359375
2018-06-01,5491.11376953125
2018-06-04,5588.955078125
2018-06-05,5642.8681640625
2018-06-06,5666.83056640625
2018-06-07,5694.783203125
2018-06-08,5704.76904296875
2018-06-11,5722.73876953125
2018-06-12,5718.74658203125
2018-06-13,5764.67138671875
2018-06-14,5820.58154296875
2018-06-15,5776.65087890625
2018-06-18,5774.6552734375
2018-06-19,5648.8583984375
2018-06-20,5660.84033203125
2018-06-21,5628.892578125
2018-06-22,5672.82080078125
2018-06-25,5564.99462890625
2018-06-26,5561.00048828125
2018-06-27,5666.83056640625
2018-06-28,5648.8583984375
2018-06-29,5706.76416015625
2018-07-02,5616.91015625
2018-07-03,5640.87109375
2018-07-04,5537.0400390625
2018-07-05,5612.9169921875
2018-07-06,5616.91015625
2018-07-09,5618.9072265625
2018-07-10,5648.8583984375
2018-07-11,5622.90087890625
2018-07-12,5694.783203125
2018-07-13,5752.69140625
2018-07-16,5737.38330078125
2018-07-17,5856.52197265625
2018-07-18,5862.5126953125
2018-07-19,5908.4384765625
2018-07-20,5984.31591796875
2018-07-23,5970.3388671875
2018-07-24,5988.31005859375
2018-07-25,5978.3251953125
2018-07-26,6004.28369140625
2018-07-27,5978.3251953125
2018-07-30,5914.4287109375
2018-07-31,5870.5
2018-08-01,5850.53271484375
2018-08-02,5792.62451171875
2018-08-03,5830.56396484375
2018-08-06,5860.51611328125
2018-08-07,5287.44384765625
2018-08-08,5411.2431640625
2018-08-09,5391.2744140625
2018-08-10,5325.3818359375
2018-08-13,5357.33056640625
2018-08-14,5301.42041015625
2018-08-15,5249.50537109375
2018-08-16,5275.46337890625
2018-08-17,5269.47216796875
2018-08-20,5253.498046875
2018-08-21,5247.50830078125
2018-08-22,5211.56640625
2018-08-23,5233.53076171875
2018-08-24,5227.541015625
2018-08-28,5289.43994140625
2018-08-29,5231.53466796875
2018-08-30,5207.572265625
2018-08-31,5125.70458984375
2018-09-03,5163.64404296875
2018-09-04,5125.70458984375
2018-09-05,5047.83056640625
2018-09-06,5063.8046875
2018-09-07,5019.87744140625
2018-09-10,5013.88525390625
2018-09-11,5005.89990234375
2018-09-12,4991.92138671875
2018-09-13,4914.0478515625
2018-09-14,4887.09228515625
2018-09-17,4844.1611328125
2018-09-18,4829.1845703125
2018-09-19,4754.306640625
2018-09-20,4792.24462890625
2018-09-21,4943.0009765625
2018-09-24,4788.2509765625
2018-09-25,4950.98828125
2018-09-26,4898.07421875
2018-09-27,4981.9384765625
2018-09-28,4983.93408203125
2018-10-01,5041.8408203125
2018-10-02,4995.9150390625
2018-10-03,5011.89013671875
2018-10-04,4742.62646484375
2018-10-05,4743.62548828125
2018-10-08,4634.7939453125
2018-10-09,4574.8876953125
2018-10-10,4403.15576171875
2018-10-11,4428.11572265625
2018-10-12,4448.0849609375
2018-10-15,4402.15625
2018-10-16,4552.9208984375
2018-10-17,4523.96728515625
2018-10-18,4539.9423828125
2018-10-19,4503.0009765625
2018-10-22,4466.056640625
2018-10-23,4380.19091796875
2018-10-24,4422.1240234375
2018-10-25,4466.056640625
2018-10-26,4451.080078125
2018-10-29,4547.93017578125
2018-10-30,4552.9208984375
2018-10-31,4680.72314453125
2018-11-01,4657.7587890625
2018-11-02,4764.59326171875
2018-11-05,4661.75244140625
2018-11-06,4606.837890625
2018-11-07,4652.7666015625
2018-11-08,4640.78515625
2018-11-09,4601.84619140625
2018-11-12,4545.93310546875
2018-11-13,4543.93505859375
2018-11-14,4503.998046875
2018-11-15,4487.0244140625
2018-11-16,4528.95947265625
2018-11-19,4508.98974609375
2018-11-20,4589.86279296875
2018-11-21,4548.92822265625
2018-11-22,4516.9775390625
2018-11-23,4608.8349609375
2018-11-26,4638.78857421875
2018-11-27,4744.62353515625
2018-11-28,4747.619140625
2018-11-29,4796.54345703125
2018-11-30,4689.7099609375
2018-12-03,4868.43115234375
2018-12-04,4766.58984375
2018-12-05,4652.7666015625
2018-12-06,4502.001953125
2018-12-07,4584.8720703125
2018-12-10,4549.92724609375
2018-12-11,4674.732421875
2018-12-12,4728.64794921875
2018-12-13,4692.705078125
2018-12-14,4627.8046875
2018-12-17,4594.857421875
2018-12-18,4672.736328125
2018-12-19,4801.53564453125
2018-12-20,4756.6064453125
2018-12-21,4831.4892578125
2018-12-24,4732.64306640625
2018-12-27,4724.65478515625
2018-12-28,4769.58447265625
2018-12-31,4792.54931640625
2019-01-02,4809.52294921875
2019-01-03,4600.8466796875
2019-01-04,4821.50439453125
2019-01-07,4863.43994140625
2019-01-08,4946.31103515625
2019-01-09,4946.31103515625
2019-01-10,5052.1455078125
2019-01-11,5030.1796875
2019-01-14,4907.37109375
2019-01-15,4901.380859375
2019-01-16,4948.30712890625
2019-01-17,4938.3232421875
2019-01-18,5062.13037109375
2019-01-21,5070.11865234375
2019-01-22,4987.24658203125
2019-01-23,4992.23876953125
2019-01-24,4930.33544921875
2019-01-25,4849.4609375
2019-01-28,4835.48291015625
2019-01-29,4898.38525390625
2019-01-30,4943.3154296875
2019-01-31,4900.38134765625
2019-02-01,4870.42822265625
2019-02-04,4952.30126953125
2019-02-05,5102.068359375
2019-02-06,5062.13037109375
2019-02-07,5020.1962890625
2019-02-08,5042.16162109375
2019-02-11,5140.00927734375
2019-02-12,5118.04296875
2019-02-13,5185.9384765625
2019-02-14,5231.8671875
2019-02-15,5179.94775390625
2019-02-18,5173.95703125
2019-02-19,5144.00341796875
2019-02-20,5187.9345703125
2019-02-21,5086.0927734375
2019-02-22,5142.00634765625
2019-02-25,5122.03662109375
2019-02-26,5106.0625
2019-02-27,5074.11181640625
2019-02-28,5078.10546875
2019-03-01,5112.052734375
2019-03-04,5179.94775390625
2019-03-05,4988.24560546875
2019-03-06,4892.3955078125
2019-03-07,4827.49560546875
2019-03-08,4756.6064453125
2019-03-11,4757.6044921875
2019-03-12,4662.75146484375
2019-03-13,4662.75146484375
2019-03-14,4635.79296875
2019-03-15,4668.7421875
2019-03-18,4814.5146484375
2019-03-19,4792.54931640625
2019-03-20,4740.630859375
2019-03-21,4762.59619140625
2019-03-22,4726.65185546875
2019-03-25,4737.63427734375
2019-03-26,4772.5810546875
2019-03-27,4736.63623046875
2019-03-28,4793.5478515625
2019-03-29,4849.4609375
2019-04-01,4870.42822265625
2019-04-02,4935.328125
2019-04-03,4946.31103515625
2019-04-04,4975.26513671875
2019-04-05,5010.21044921875
2019-04-08,5020.1962890625
2019-04-09,4969.2744140625
2019-04-10,5030.1796875
2019-04-11,5096.07763671875
2019-04-12,5161.9755859375
2019-04-15,5197.919921875
2019-04-16,5219.884765625
2019-04-17,5265.814453125
2019-04-18,5321.7275390625
2019-04-23,5307.748046875
2019-04-24,5347.6865234375
2019-04-25,5343.6923828125
2019-04-26,5383.630859375
2019-04-29,5377.64013671875
2019-04-30,5341.69580078125
2019-05-01,5329.71435546875
2019-05-02,5311.74169921875
2019-05-03,5269.80712890625
2019-05-07,5118.04296875
2019-05-08,5205.9072265625
2019-05-09,5016.20263671875
2019-05-10,5116.04638671875
2019-05-13,4981.25634765625
2019-05-14,5066.12451171875
2019-05-15,5116.04638671875
2019-05-16,5100.740234375
