Date,ITRK.L
2015-08-24,2417.9365234375
2015-08-25,2487.789794921875
2015-08-26,2458.85009765625
2015-08-27,2527.706298828125
2015-08-28,2530.699951171875
2015-09-01,2434.90087890625
2015-09-02,2445.877685546875
2015-09-03,2524.713134765625
2015-09-04,2430.909423828125
2015-09-07,2441.885986328125
2015-09-08,2483.798583984375
2015-09-09,2525.710205078125
2015-09-10,2520.72119140625
2015-09-11,2487.789794921875
2015-09-14,2467.83154296875
2015-09-15,2508.74609375
2015-09-16,2501.7607421875
2015-09-17,2469.827880859375
2015-09-18,2435.89892578125
2015-09-21,2427.91552734375
2015-09-22,2388.9970703125
2015-09-23,2417.9365234375
2015-09-24,2356.06591796875
2015-09-25,2412.947265625
2015-09-28,2323.135009765625
2015-09-29,2341.096923828125
2015-09-30,2425.919677734375
2015-10-01,2466.008544921875
2015-10-02,2487.9638671875
2015-10-05,2567.802490234375
2015-10-06,2553.830810546875
2015-10-07,2547.843017578125
2015-10-08,2543.850830078125
2015-10-09,2569.798583984375
2015-10-12,2559.818359375
2015-10-13,2506.925537109375
2015-10-14,2571.79443359375
2015-10-15,2609.717529296875
2015-10-16,2580.776123046875
2015-10-19,2587.76220703125
2015-10-20,2587.76220703125
2015-10-21,2587.76220703125
2015-10-22,2557.822509765625
2015-10-23,2600.7353515625
2015-10-26,2606.7236328125
2015-10-27,2562.8125
2015-10-28,2592.752197265625
2015-10-29,2589.758056640625
2015-10-30,2619.6982421875
2015-11-02,2610.7158203125
2015-11-03,2627.68115234375
2015-11-04,2691.5517578125
2015-11-05,2598.739501953125
2015-11-06,2601.73388671875
2015-11-09,2555.827392578125
2015-11-10,2528.881103515625
2015-11-11,2583.770263671875
2015-11-12,2524.8896484375
2015-11-13,2544.848388671875
2015-11-16,2557.822509765625
2015-11-17,2640.655029296875
2015-11-18,2633.66845703125
2015-11-19,2651.632568359375
2015-11-20,2633.66845703125
2015-11-23,2575.785400390625
2015-11-24,2659.61669921875
2015-11-25,2734.465576171875
2015-11-26,2741.45068359375
2015-11-27,2750.43310546875
2015-11-30,2821.28955078125
2015-12-01,2860.2109375
2015-12-02,2867.196533203125
2015-12-03,2836.2587890625
2015-12-04,2847.236572265625
2015-12-07,2861.208251953125
2015-12-08,2794.34423828125
2015-12-09,2756.420654296875
2015-12-10,2702.52978515625
2015-12-11,2670.59423828125
2015-12-14,2655.624755859375
2015-12-15,2678.57861328125
2015-12-16,2674.586181640625
2015-12-17,2732.469482421875
2015-12-18,2709.515380859375
2015-12-21,2700.53369140625
2015-12-22,2724.48583984375
2015-12-23,2772.388427734375
2015-12-24,2784.364013671875
2015-12-29,2800.33154296875
2015-12-30,2790.35205078125
2015-12-31,2771.390380859375
2016-01-04,2742.44873046875
2016-01-05,2741.45068359375
2016-01-06,2716.50146484375
2016-01-07,2676.582275390625
2016-01-08,2652.63037109375
2016-01-11,2683.568115234375
2016-01-12,2719.495361328125
2016-01-13,2746.44091796875
2016-01-14,2708.517333984375
2016-01-15,2650.635009765625
2016-01-18,2649.63623046875
2016-01-19,2719.495361328125
2016-01-20,2679.57568359375
2016-01-21,2719.495361328125
2016-01-22,2769.39404296875
2016-01-25,2774.38427734375
2016-01-26,2746.44091796875
2016-01-27,2757.41845703125
2016-01-28,2770.392578125
2016-01-29,2824.28369140625
2016-02-01,2790.35205078125
2016-02-02,2761.41064453125
2016-02-03,2747.438720703125
2016-02-04,2793.345703125
2016-02-05,2776.379638671875
2016-02-08,2712.50927734375
2016-02-09,2673.58837890625
2016-02-10,2660.614501953125
2016-02-11,2622.69140625
2016-02-12,2662.610595703125
2016-02-15,2721.491455078125
2016-02-16,2761.41064453125
2016-02-17,2900.130126953125
2016-02-18,2903.123779296875
2016-02-19,2885.159912109375
2016-02-22,2910.109375
2016-02-23,2825.281494140625
2016-02-24,2875.1806640625
2016-02-25,2948.032958984375
2016-02-26,2919.091064453125
2016-02-29,2916.09765625
2016-03-01,2997.931396484375
2016-03-02,2859.212158203125
2016-03-03,3004.91796875
2016-03-04,3085.75390625
2016-03-07,3105.714111328125
2016-03-08,3053.818359375
2016-03-09,3034.8564453125
2016-03-10,2992.941650390625
2016-03-11,3055.814453125
2016-03-14,3090.74365234375
2016-03-15,3080.763916015625
2016-03-16,3088.748046875
2016-03-17,3104.71533203125
2016-03-18,3145.6328125
2016-03-21,3106.71142578125
2016-03-22,3119.68603515625
2016-03-23,3135.65283203125
2016-03-24,3115.69287109375
2016-03-29,3165.592041015625
2016-03-30,3174.574462890625
2016-03-31,3160.60205078125
2016-04-01,3163.59619140625
2016-04-04,3185.5517578125
2016-04-05,3190.5419921875
2016-04-06,3222.477783203125
2016-04-07,3190.5419921875
2016-04-08,3223.475341796875
2016-04-11,3155.612548828125
2016-04-12,3143.636962890625
2016-04-13,3182.55810546875
2016-04-14,3156.610595703125
2016-04-15,3156.610595703125
2016-04-18,3165.592041015625
2016-04-19,3223.475341796875
2016-04-20,3299.32177734375
2016-04-21,3308.303466796875
2016-04-22,3281.358154296875
2016-04-25,3319.281494140625
2016-04-26,3314.291259765625
2016-04-27,3294.332275390625
2016-04-28,3288.343505859375
2016-04-29,3250.42138671875
2016-05-03,3285.35009765625
2016-05-04,3293.333740234375
2016-05-05,3294.332275390625
2016-05-06,3279.3623046875
2016-05-09,3256.407958984375
2016-05-10,3269.382080078125
2016-05-11,3338.2431640625
2016-05-12,3319.281494140625
2016-05-13,3321.277587890625
2016-05-16,3342.234619140625
2016-05-17,3340.2392578125
2016-05-18,3329.26123046875
2016-05-19,3248.768310546875
2016-05-20,3285.69775390625
2016-05-23,3284.699951171875
2016-05-24,3290.6884765625
2016-05-25,3106.04248046875
2016-05-26,3143.9697265625
2016-05-27,3143.9697265625
2016-05-31,3130.993896484375
2016-06-01,3148.960205078125
2016-06-02,3149.9580078125
2016-06-03,3160.936279296875
2016-06-06,3201.858154296875
2016-06-07,3223.81640625
2016-06-08,3240.783935546875
2016-06-09,3253.759033203125
2016-06-10,3165.927001953125
2016-06-13,3142.97119140625
2016-06-14,3107.040283203125
2016-06-15,3094.06494140625
2016-06-16,3081.090087890625
2016-06-17,3086.080322265625
2016-06-20,3146.96337890625
2016-06-21,3143.9697265625
2016-06-22,3135.984619140625
2016-06-23,3208.844970703125
2016-06-24,3188.88330078125
2016-06-27,3099.0556640625
2016-06-28,3228.806396484375
2016-06-29,3329.613525390625
2016-06-30,3472.339111328125
2016-07-01,3492.3017578125
2016-07-04,3498.2900390625
2016-07-05,3506.274169921875
2016-07-06,3470.34326171875
2016-07-07,3516.255615234375
2016-07-08,3529.230224609375
2016-07-11,3572.1484375
2016-07-12,3528.232177734375
2016-07-13,3536.217041015625
2016-07-14,3536.217041015625
2016-07-15,3594.106201171875
2016-07-18,3573.146240234375
2016-07-19,3591.111572265625
2016-07-20,3634.02978515625
2016-07-21,3609.0771484375
2016-07-22,3623.05029296875
2016-07-25,3614.0673828125
2016-07-26,3643.011962890625
2016-07-27,3647.004638671875
2016-07-28,3672.954833984375
2016-07-29,3618.060302734375
2016-08-01,3538.2138671875
2016-08-02,3468.347412109375
2016-08-03,3440.400634765625
2016-08-04,3471.341796875
2016-08-05,3465.353271484375
2016-08-08,3475.33349609375
2016-08-09,3518.25146484375
2016-08-10,3560.1708984375
2016-08-11,3655.987548828125
2016-08-12,3644.010498046875
2016-08-15,3652.9931640625
2016-08-16,3610.075927734375
2016-08-17,3596.102783203125
2016-08-18,3612.071533203125
2016-08-19,3617.061767578125
2016-08-22,3602.090576171875
2016-08-23,3612.071533203125
2016-08-24,3563.165771484375
2016-08-25,3561.169189453125
2016-08-26,3544.201904296875
2016-08-30,3529.230224609375
2016-08-31,3484.31689453125
2016-09-01,3491.30322265625
2016-09-02,3561.169189453125
2016-09-05,3546.1982421875
2016-09-06,3534.22119140625
2016-09-07,3559.173095703125
2016-09-08,3576.140625
2016-09-09,3470.34326171875
2016-09-12,3446.38916015625
2016-09-13,3416.446533203125
2016-09-14,3459.3642578125
2016-09-15,3479.32666015625
2016-09-16,3485.314453125
2016-09-19,3510.2666015625
2016-09-20,3527.234375
2016-09-21,3498.2900390625
2016-09-22,3556.178466796875
2016-09-23,3537.21435546875
2016-09-26,3480.323974609375
2016-09-27,3474.336181640625
2016-09-28,3481.322265625
2016-09-29,3493.494140625
2016-09-30,3482.514404296875
2016-10-03,3535.415283203125
2016-10-04,3720.072265625
2016-10-05,3683.140625
2016-10-06,3684.138671875
2016-10-07,3703.10302734375
2016-10-10,3707.095703125
2016-10-11,3682.14208984375
2016-10-12,3635.229736328125
2016-10-13,3608.279541015625
2016-10-14,3608.279541015625
2016-10-17,3581.330322265625
2016-10-18,3561.367431640625
2016-10-19,3563.36376953125
2016-10-20,3513.456298828125
2016-10-21,3494.490966796875
2016-10-24,3443.586669921875
2016-10-25,3432.607177734375
2016-10-26,3447.57958984375
2016-10-27,3424.621826171875
2016-10-28,3428.61474609375
2016-10-31,3411.646240234375
2016-11-01,3350.75927734375
2016-11-02,3310.833984375
2016-11-03,3258.930419921875
2016-11-04,3215.0126953125
2016-11-07,3248.948974609375
2016-11-08,3287.876953125
2016-11-09,3265.917724609375
2016-11-10,3156.12158203125
2016-11-11,3075.272705078125
2016-11-14,3032.352783203125
2016-11-15,3142.14794921875
2016-11-16,3129.17236328125
2016-11-17,3182.07373046875
2016-11-18,3221.999267578125
2016-11-21,3237.96923828125
2016-11-22,3172.09228515625
2016-11-23,3174.0888671875
2016-11-24,3215.0126953125
2016-11-25,3213.01611328125
2016-11-28,3243.9580078125
2016-11-29,3243.9580078125
2016-11-30,3282.885498046875
2016-12-01,3250.94580078125
2016-12-02,3240.96435546875
2016-12-05,3198.043701171875
2016-12-06,3168.099853515625
2016-12-07,3201.038330078125
2016-12-08,3245.955078125
2016-12-09,3332.79296875
2016-12-12,3309.835693359375
2016-12-13,3337.783447265625
2016-12-14,3334.7890625
2016-12-15,3305.843017578125
2016-12-16,3326.804443359375
2016-12-19,3345.7685546875
2016-12-20,3331.794921875
2016-12-21,3311.83251953125
2016-12-22,3407.65380859375
2016-12-23,3390.684814453125
2016-12-28,3424.621826171875
2016-12-29,3425.619873046875
2016-12-30,3474.529541015625
2017-01-03,3476.525390625
2017-01-04,3460.55517578125
2017-01-05,3430.611083984375
2017-01-06,3473.531005859375
2017-01-09,3472.532470703125
2017-01-10,3460.55517578125
2017-01-11,3503.47509765625
2017-01-12,3543.400634765625
2017-01-13,3540.40576171875
2017-01-16,3556.3759765625
2017-01-17,3442.58837890625
2017-01-18,3455.564697265625
2017-01-19,3471.534912109375
2017-01-20,3450.573974609375
2017-01-23,3437.59814453125
2017-01-24,3422.625732421875
2017-01-25,3458.55908203125
2017-01-26,3469.538330078125
2017-01-27,3440.591552734375
2017-01-30,3393.679443359375
2017-01-31,3385.694091796875
2017-02-01,3412.64453125
2017-02-02,3430.611083984375
2017-02-03,3450.573974609375
2017-02-06,3462.551513671875
2017-02-07,3493.494140625
2017-02-08,3479.519775390625
2017-02-09,3494.490966796875
2017-02-10,3525.434326171875
2017-02-13,3521.44091796875
2017-02-14,3480.517822265625
2017-02-15,3527.430419921875
2017-02-16,3513.456298828125
2017-02-17,3531.423095703125
2017-02-20,3506.469482421875
2017-02-21,3499.482421875
2017-02-22,3498.48486328125
2017-02-23,3475.52685546875
2017-02-24,3438.595703125
2017-02-27,3465.545654296875
2017-02-28,3520.443603515625
2017-03-01,3575.3408203125
2017-03-02,3591.311279296875
2017-03-03,3561.367431640625
2017-03-06,3587.31884765625
2017-03-07,3758.0009765625
2017-03-08,3782.953857421875
2017-03-09,3785.949462890625
2017-03-10,3847.833984375
2017-03-13,3867.796630859375
2017-03-14,3879.774169921875
2017-03-15,3890.75341796875
2017-03-16,3891.751953125
2017-03-17,3894.74609375
2017-03-20,3909.718505859375
2017-03-21,3872.78759765625
2017-03-22,3863.8037109375
2017-03-23,3899.73681640625
2017-03-24,3913.7109375
2017-03-27,3917.703369140625
2017-03-28,3920.697998046875
2017-03-29,3915.706787109375
2017-03-30,3942.6572265625
2017-03-31,3926.68701171875
2017-04-03,3923.69287109375
2017-04-04,3950.642578125
2017-04-05,3941.65869140625
2017-04-06,3955.633056640625
2017-04-07,3990.56787109375
2017-04-10,4004.5419921875
2017-04-11,4008.533935546875
2017-04-12,4048.460205078125
2017-04-13,4055.447509765625
2017-04-18,3931.67724609375
2017-04-19,3973.599609375
2017-04-20,3937.66650390625
2017-04-21,3942.6572265625
2017-04-24,4043.46923828125
2017-04-25,4043.46923828125
2017-04-26,4085.391357421875
2017-04-27,4078.40478515625
2017-04-28,4058.441650390625
2017-05-02,4192.19287109375
2017-05-03,4157.25830078125
2017-05-04,4152.2666015625
2017-05-05,4152.2666015625
2017-05-08,4167.23779296875
2017-05-09,4168.2373046875
2017-05-10,4142.2861328125
2017-05-11,4156.2587890625
2017-05-12,4161.2509765625
2017-05-15,4152.2666015625
2017-05-16,4187.2021484375
2017-05-17,4189.1982421875
2017-05-18,4132.72802734375
2017-05-19,4159.68017578125
2017-05-22,4248.5234375
2017-05-23,4264.49609375
2017-05-24,4294.443359375
2017-05-25,4306.42236328125
2017-05-26,4287.45556640625
2017-05-30,4242.53564453125
2017-05-31,4291.447265625
2017-06-01,4330.37939453125
2017-06-02,4322.39404296875
2017-06-05,4317.40234375
2017-06-06,4316.40380859375
2017-06-07,4306.42236328125
2017-06-08,4296.439453125
2017-06-09,4340.36083984375
2017-06-12,4314.40771484375
2017-06-13,4309.416015625
2017-06-14,4326.38818359375
2017-06-15,4297.43701171875
2017-06-16,4387.27978515625
2017-06-19,4430.2041015625
2017-06-20,4419.22314453125
2017-06-21,4433.19775390625
2017-06-22,4411.23779296875
2017-06-23,4394.267578125
2017-06-26,4388.2783203125
2017-06-27,4365.2529296875
2017-06-28,4327.38427734375
2017-06-29,4209.591796875
2017-06-30,4209.591796875
2017-07-03,4185.63427734375
2017-07-04,4177.64794921875
2017-07-05,4217.578125
2017-07-06,4166.66796875
2017-07-07,4187.630859375
2017-07-10,4215.5810546875
2017-07-11,4204.6015625
2017-07-12,4288.45361328125
2017-07-13,4280.4677734375
2017-07-14,4246.52734375
2017-07-17,4238.541015625
2017-07-18,4222.5693359375
2017-07-19,4321.39501953125
2017-07-20,4337.36669921875
2017-07-21,4312.4111328125
2017-07-24,4231.5546875
2017-07-25,4245.52880859375
2017-07-26,4290.4501953125
2017-07-27,4342.35986328125
2017-07-28,4296.439453125
2017-07-31,4293.4443359375
2017-08-01,4686.751953125
2017-08-02,4596.91064453125
2017-08-03,4630.8505859375
2017-08-04,4682.75927734375
2017-08-07,4642.82958984375
2017-08-08,4647.8212890625
2017-08-09,4674.7734375
2017-08-10,4703.72265625
2017-08-11,4654.80810546875
2017-08-14,4727.68115234375
2017-08-15,4801.55029296875
2017-08-16,4830.49951171875
2017-08-17,4839.4833984375
2017-08-18,4825.50830078125
2017-08-21,4822.5126953125
2017-08-22,4908.36328125
2017-08-23,4911.35791015625
2017-08-24,4938.3095703125
2017-08-25,4939.30810546875
2017-08-29,4957.27685546875
2017-08-30,5011.18212890625
2017-08-31,5101.0234375
2017-09-01,5130.97021484375
2017-09-04,5076.0673828125
2017-09-05,5041.12841796875
2017-09-06,4962.26806640625
2017-09-07,4991.21630859375
2017-09-08,5046.11962890625
2017-09-11,5081.05859375
2017-09-12,5006.18896484375
2017-09-13,4951.287109375
2017-09-14,4925.33349609375
2017-09-15,4848.4677734375
2017-09-18,4890.39453125
2017-09-19,4853.45849609375
2017-09-20,4873.423828125
2017-09-21,4838.48486328125
2017-09-22,4887.39892578125
2017-09-25,4874.42236328125
2017-09-26,4875.4208984375
2017-09-27,4863.44189453125
2017-09-28,4946.53515625
2017-09-29,4973.48779296875
2017-10-02,5041.37158203125
2017-10-03,5066.3291015625
2017-10-04,5111.25146484375
2017-10-05,5106.26171875
2017-10-06,5136.20947265625
2017-10-09,5161.1669921875
2017-10-10,5146.1923828125
2017-10-11,5146.1923828125
2017-10-12,5201.0986328125
2017-10-13,5196.10693359375
2017-10-16,5191.11572265625
2017-10-17,5116.24365234375
2017-10-18,5161.1669921875
2017-10-19,5156.17529296875
2017-10-20,5126.22607421875
2017-10-23,5151.18505859375
2017-10-24,5176.14111328125
2017-10-25,5216.072265625
2017-10-26,5260.99560546875
2017-10-27,5290.9453125
2017-10-30,5340.85888671875
2017-10-31,5415.73095703125
2017-11-01,5315.90185546875
2017-11-02,5310.91064453125
2017-11-03,5360.82470703125
2017-11-06,5350.8427734375
2017-11-07,5375.79931640625
2017-11-08,5340.85888671875
2017-11-09,5340.85888671875
2017-11-10,5355.83349609375
2017-11-13,5330.87646484375
2017-11-14,5320.8935546875
2017-11-15,5295.93603515625
2017-11-16,5320.8935546875
2017-11-17,5305.9189453125
2017-11-20,5395.7666015625
2017-11-21,5166.15869140625
2017-11-22,5156.17529296875
2017-11-23,5161.1669921875
2017-11-24,5141.201171875
2017-11-27,5221.06494140625
2017-11-28,5221.06494140625
2017-11-29,5216.072265625
2017-11-30,5221.06494140625
2017-12-01,5166.15869140625
2017-12-04,5211.08154296875
2017-12-05,5181.1328125
2017-12-06,5156.17529296875
2017-12-07,5131.2177734375
2017-12-08,5041.37158203125
2017-12-11,5021.4052734375
2017-12-12,5021.4052734375
2017-12-13,5046.8623046875
2017-12-14,5011.423828125
2017-12-15,5036.3798828125
2017-12-18,5091.2861328125
2017-12-19,5096.27880859375
2017-12-20,5126.22607421875
2017-12-21,5166.15869140625
2017-12-22,5156.17529296875
2017-12-27,5141.201171875
2017-12-28,5136.20947265625
2017-12-29,5181.1328125
2018-01-02,5113.25
2018-01-03,5193.1123046875
2018-01-04,5245.02294921875
