Date,CLLN.L
2015-08-24,2.7507972717285156
2015-08-25,2.8789424896240234
2015-08-26,2.828723669052124
2015-08-27,2.929161548614502
2015-08-28,2.955137252807617
2015-08-31,2.955137252807617
2015-09-01,2.887600898742676
2015-09-02,2.866820812225342
2015-09-03,2.9161574840545654
2015-09-04,2.820127010345459
2015-09-08,2.841271162033081
2015-09-09,2.8782742023468018
2015-09-10,2.83510422706604
2015-09-11,2.8121979236602783
2015-09-14,2.796339511871338
2015-09-15,2.7540507316589355
2015-09-16,2.7778384685516357
2015-09-17,2.7707903385162354
2015-09-18,2.7249772548675537
2015-09-21,2.7417166233062744
2015-09-22,2.67299747467041
2015-09-23,2.66418719291687
2015-09-24,2.6095645427703857
2015-09-25,2.6800458431243896
2015-09-28,2.67828369140625
2015-09-29,2.6289467811584473
2015-09-30,2.658020257949829
2015-10-01,2.657139301300049
2015-10-02,2.650972366333008
2015-10-05,2.7091193199157715
2015-10-06,2.7179291248321533
2015-10-07,2.7390735149383545
2015-10-08,2.7091193199157715
2015-10-09,2.658020257949829
2015-10-12,2.7619800567626953
2015-10-13,2.705595016479492
2015-10-14,2.7029521465301514
2015-10-15,2.717048406600952
2015-10-16,2.6324708461761475
2015-10-19,2.6448051929473877
2015-10-20,2.6227798461914062
2015-10-21,2.633352041244507
2015-10-22,2.6448051929473877
2015-10-23,2.816602945327759
2015-10-26,2.717048406600952
2015-10-27,2.6677114963531494
2015-10-28,2.654496431350708
2015-10-29,2.67564058303833
2015-10-30,2.6914989948272705
2015-11-02,2.6941421031951904
2015-11-03,2.748764753341675
2015-11-04,2.7619800567626953
2015-11-05,2.7293825149536133
2015-11-06,2.7840054035186768
2015-11-09,2.746122121810913
2015-11-10,2.6914989948272705
2015-11-11,2.6738786697387695
2015-11-12,2.642162322998047
2015-11-13,2.6236608028411865
2015-11-16,2.6677114963531494
2015-11-17,2.723215341567993
2015-11-18,2.734668731689453
2015-11-19,2.7417166233062744
2015-11-20,2.7214534282684326
2015-11-23,2.7152864933013916
2015-11-24,2.7240962982177734
2015-11-25,2.7329065799713135
2015-11-27,2.7619800567626953
2015-11-30,2.7769572734832764
2015-12-01,2.746122121810913
2015-12-02,2.7566940784454346
2015-12-03,2.7205724716186523
2015-12-04,2.7003090381622314
2015-12-07,2.67828369140625
2015-12-08,2.6597824096679688
2015-12-09,2.6527342796325684
2015-12-10,2.6589012145996094
2015-12-11,2.6289467811584473
2015-12-14,2.643043041229248
2015-12-15,2.6289467811584473
2015-12-16,2.717048406600952
2015-12-17,2.7240962982177734
2015-12-18,2.749645948410034
2015-12-21,2.7126431465148926
2015-12-22,2.7337875366210938
2015-12-23,2.797220468521118
2015-12-24,2.792815685272217
2015-12-28,2.792815685272217
2015-12-29,2.713524341583252
2015-12-30,2.6800458431243896
2015-12-31,2.6685924530029297
2016-01-04,2.6738786697387695
2016-01-05,2.68356990814209
2016-01-06,2.6500909328460693
2016-01-07,2.615731716156006
2016-01-08,2.5760860443115234
2016-01-11,2.607802629470825
2016-01-12,2.6351139545440674
2016-01-13,2.6227798461914062
2016-01-14,2.571680784225464
2016-01-15,2.51617693901062
2016-01-19,2.4677212238311768
2016-01-20,2.4016449451446533
2016-01-21,2.4280757904052734
2016-01-22,2.4589109420776367
2016-01-25,2.397240161895752
2016-01-26,2.423670530319214
2016-01-27,2.4439337253570557
2016-01-28,2.359356641769409
2016-01-29,2.4254324436187744
2016-02-01,2.3901922702789307
2016-02-02,2.359356641769409
2016-02-03,2.290637254714966
2016-02-04,2.341736316680908
2016-02-05,2.3699285984039307
2016-02-08,2.2536346912384033
2016-02-09,2.231609582901001
2016-02-10,2.2386574745178223
2016-02-11,2.1620092391967773
2016-02-12,2.267730951309204
2016-02-16,2.2897562980651855
2016-02-17,2.297685384750366
2016-02-18,2.2950425148010254
2016-02-19,2.2827084064483643
2016-02-22,2.3628804683685303
2016-02-23,2.335569143295288
2016-02-24,2.382262706756592
2016-02-25,2.388429880142212
2016-02-26,2.3875489234924316
2016-02-29,2.4245517253875732
2016-03-01,2.4166224002838135
2016-03-02,2.4606730937957764
2016-03-03,2.5637519359588623
2016-03-04,2.5963492393493652
2016-03-07,2.580491065979004
2016-03-08,2.539083242416382
2016-03-09,2.51617693901062
2016-03-10,2.5223441123962402
2016-03-11,2.5734429359436035
2016-03-14,2.590182304382324
2016-03-15,2.606921434402466
2016-03-16,2.6227798461914062
2016-03-17,2.660663366317749
2016-03-18,2.690617799758911
2016-03-21,2.649210214614868
2016-03-22,2.6685924530029297
2016-03-23,2.645686149597168
2016-03-24,2.5787289142608643
2016-03-28,2.5787289142608643
2016-03-29,2.584015130996704
2016-03-30,2.6148505210876465
2016-03-31,2.5910630226135254
2016-04-01,2.584015130996704
2016-04-04,2.560227632522583
2016-04-05,2.536440372467041
2016-04-06,2.5285110473632812
2016-04-07,2.527630090713501
2016-04-08,2.5637519359588623
2016-04-11,2.557584762573242
2016-04-12,2.547893524169922
2016-04-13,2.590182304382324
2016-04-14,2.5725619792938232
2016-04-15,2.5258684158325195
2016-04-18,2.5611088275909424
2016-04-19,2.5725619792938232
2016-04-20,2.5734429359436035
2016-04-21,2.536440372467041
2016-04-22,2.5135340690612793
2016-04-25,2.51617693901062
2016-04-26,2.554060459136963
2016-04-27,2.583134174346924
2016-04-28,2.636876106262207
2016-04-29,2.590182304382324
2016-05-02,2.590182304382324
2016-05-03,2.584015130996704
2016-05-04,2.5646326541900635
2016-05-05,2.5549418926239014
2016-05-06,2.5197010040283203
2016-05-09,2.4906275272369385
2016-05-10,2.497675895690918
2016-05-11,2.4932703971862793
2016-05-12,2.4623870849609375
2016-05-13,2.43196439743042
2016-05-16,2.4909658432006836
2016-05-17,2.502028465270996
2016-05-18,2.511247396469116
2016-05-19,2.5140132904052734
2016-05-20,2.4882001876831055
2016-05-23,2.5361387729644775
2016-05-24,2.5140132904052734
2016-05-25,2.5490455627441406
2016-05-26,2.544435977935791
2016-05-27,2.561030149459839
2016-05-31,2.5564205646514893
2016-06-01,2.5177009105682373
2016-06-02,2.525076150894165
2016-06-03,2.5047943592071533
2016-06-06,2.5259978771209717
2016-06-07,2.525076150894165
2016-06-08,2.5001847743988037
2016-06-09,2.486356496810913
2016-06-10,2.4522461891174316
2016-06-13,2.4273548126220703
2016-06-14,2.389557123184204
2016-06-15,2.3923230171203613
2016-06-16,2.3489937782287598
2016-06-17,2.4116828441619873
2016-06-20,2.4854345321655273
2016-06-21,2.499263048171997
2016-06-22,2.5167789459228516
2016-06-23,2.570249080657959
2016-06-24,2.4015419483184814
2016-06-27,2.174755096435547
2016-06-28,2.212553024291992
2016-06-29,2.168301820755005
2016-06-30,2.1553955078125
2016-07-01,2.200568437576294
2016-07-05,2.0410799980163574
2016-07-06,2.0549087524414062
2016-07-07,2.1157538890838623
2016-07-08,2.1673800945281982
2016-07-11,2.2540383338928223
2016-07-12,2.3619003295898438
2016-07-13,2.3360869884490967
2016-07-14,2.3277902603149414
2016-07-15,2.319493055343628
2016-07-18,2.32594633102417
2016-07-19,2.3397748470306396
2016-07-20,2.348071813583374
2016-07-21,2.3821821212768555
2016-07-22,2.3619003295898438
2016-07-25,2.3950886726379395
2016-07-26,2.4070732593536377
2016-07-27,2.4522461891174316
2016-07-28,2.4522461891174316
2016-07-29,2.4586994647979736
2016-08-01,2.43196439743042
2016-08-02,2.4227454662323
2016-08-03,2.415370225906372
2016-08-04,2.4522461891174316
2016-08-05,2.483590602874756
2016-08-08,2.490044116973877
2016-08-09,2.5435140132904053
2016-08-10,2.585921287536621
2016-08-11,2.6200313568115234
2016-08-12,2.650454044342041
2016-08-15,2.6559855937957764
2016-08-16,2.634781837463379
2016-08-17,2.620953321456909
2016-08-18,2.6301722526550293
2016-08-19,2.621875286102295
2016-08-22,2.6384692192077637
2016-08-23,2.730659008026123
2016-08-24,2.730659008026123
2016-08-25,2.5969841480255127
2016-08-26,2.492809534072876
2016-08-29,2.492809534072876
2016-08-30,2.509403705596924
2016-08-31,2.3987762928009033
2016-09-01,2.447807550430298
2016-09-02,2.461951494216919
2016-09-06,2.5053255558013916
2016-09-07,2.4911818504333496
2016-09-08,2.5138115882873535
2016-09-09,2.473266363143921
2016-09-12,2.4553511142730713
2016-09-13,2.4289493560791016
2016-09-14,2.419520139694214
2016-09-15,2.419520139694214
2016-09-16,2.436492919921875
2016-09-19,2.435549736022949
2016-09-20,2.3950045108795166
2016-09-21,2.419520139694214
2016-09-22,2.459122657775879
2016-09-23,2.4742093086242676
2016-09-26,2.413862705230713
2016-09-27,2.398776054382324
2016-09-28,2.4402644634246826
2016-09-29,2.398776054382324
2016-09-30,2.337486743927002
2016-10-03,2.3667171001434326
2016-10-04,2.4119770526885986
2016-10-05,2.39406156539917
2016-10-06,2.3808608055114746
2016-10-07,2.368602991104126
2016-10-10,2.3384294509887695
2016-10-11,2.3620026111602783
2016-10-12,2.3356008529663086
2016-10-13,2.2733683586120605
2016-10-14,2.340315580368042
2016-10-17,2.3271145820617676
2016-10-18,2.3789749145507812
2016-10-19,2.3836896419525146
2016-10-20,2.354459047317505
2016-10-21,2.3563449382781982
2016-10-24,2.36483097076416
2016-10-25,2.357287883758545
2016-10-26,2.36483097076416
2016-10-27,2.3422012329101562
2016-10-28,2.395947217941284
