Date,ACI.NS
2023-10-04,597.736083984375
2023-10-05,593.3289794921875
2023-10-06,581.8406982421875
2023-10-09,596.4486694335938
2023-10-10,622.2971801757812
2023-10-11,642.6987915039062
2023-10-12,642.2035522460938
2023-10-13,643.4910888671875
2023-10-16,652.4043579101562
2023-10-17,664.1897583007812
2023-10-18,654.0880126953125
2023-10-19,641.0151977539062
2023-10-20,626.5062866210938
2023-10-23,598.1817626953125
2023-10-25,587.436279296875
2023-10-26,584.3660888671875
2023-10-27,601.549072265625
2023-10-30,588.5256958007812
2023-10-31,567.2327880859375
2023-11-01,543.4144897460938
2023-11-02,521.1807250976562
2023-11-03,512.3169555664062
2023-11-06,519.3485717773438
2023-11-07,518.952392578125
2023-11-08,518.704833984375
2023-11-09,522.0224609375
2023-11-10,522.0224609375
2023-11-13,530.1929931640625
2023-11-15,523.6070556640625
2023-11-16,525.587890625
2023-11-17,525.8359375
2023-11-20,520.874755859375
2023-11-21,520.9739379882812
2023-11-22,514.3258666992188
2023-11-23,531.8885498046875
2023-11-24,555.404541015625
2023-11-28,548.508544921875
2023-11-29,559.2743530273438
2023-11-30,580.3593139648438
2023-12-01,586.808837890625
2023-12-04,600.9978637695312
2023-12-05,603.7265014648438
2023-12-06,584.7747192382812
2023-12-07,607.34814453125
2023-12-08,617.4193725585938
2023-12-11,636.7680053710938
2023-12-12,615.2364501953125
2023-12-13,603.9745483398438
2023-12-14,606.0582275390625
2023-12-15,625.506103515625
2023-12-18,606.7528076171875
2023-12-19,617.2705688476562
2023-12-20,625.4564819335938
2023-12-21,656.3646240234375
2023-12-22,643.6640625
2023-12-26,638.8020629882812
2023-12-27,644.854736328125
2023-12-28,645.4996948242188
2023-12-29,644.6563110351562
2024-01-01,642.1757202148438
2024-01-02,639.74462890625
2024-01-03,641.828369140625
2024-01-04,643.5647583007812
2024-01-05,632.402099609375
2024-01-08,631.5587768554688
2024-01-09,620.2471923828125
2024-01-10,626.0518188476562
2024-01-11,617.1216430664062
2024-01-12,618.3123779296875
2024-01-15,618.3123779296875
2024-01-16,606.7031860351562
2024-01-17,604.024169921875
2024-01-18,595.4909057617188
2024-01-19,612.309326171875
2024-01-23,602.9327392578125
2024-01-24,611.4163818359375
2024-01-25,616.7743530273438
2024-01-29,614.88916015625
2024-01-30,623.5712280273438
2024-01-31,628.58203125
2024-02-01,623.5216064453125
2024-02-02,614.64111328125
2024-02-05,622.5789794921875
2024-02-06,612.1605224609375
2024-02-07,619.7510986328125
2024-02-08,621.2891235351562
2024-02-09,634.1385498046875
2024-02-12,641.0346069335938
2024-02-13,646.78955078125
2024-02-14,632.7278442382812
2024-02-15,627.560302734375
2024-02-16,655.037841796875
2024-02-19,713.2225341796875
2024-02-20,735.2343139648438
2024-02-21,754.4139404296875
2024-02-22,741.5944213867188
2024-02-23,785.0217895507812
2024-02-26,817.6171264648438
2024-02-27,789.294921875
2024-02-28,747.7557373046875
2024-02-29,752.6748657226562
2024-03-01,726.7376708984375
2024-03-04,714.5144653320312
2024-03-05,700.8502197265625
2024-03-06,696.2789306640625
2024-03-07,683.6581420898438
2024-03-11,645.646728515625
2024-03-12,635.16259765625
2024-03-13,603.51123046875
2024-03-14,584.7291870117188
2024-03-15,592.8779907226562
2024-03-18,610.5670166015625
2024-03-19,602.4181518554688
2024-03-20,602.0702514648438
2024-03-21,618.0698852539062
2024-03-22,634.7650756835938
2024-03-26,632.3800048828125
2024-03-27,649.3733520507812
2024-03-28,664.8263549804688
2024-04-01,672.0311279296875
2024-04-02,662.739501953125
2024-04-03,651.7086791992188
2024-04-04,634.2681884765625
2024-04-05,622.6411743164062
2024-04-08,615.9332885742188
2024-04-09,606.244140625
2024-04-10,649.4727172851562
2024-04-12,690.2666625976562
2024-04-15,692.3038330078125
2024-04-16,676.552734375
2024-04-18,655.8825073242188
2024-04-19,679.4346313476562
2024-04-22,688.527587890625
2024-04-23,680.4780883789062
2024-04-24,675.608642578125
2024-04-25,675.1614990234375
2024-04-26,663.03759765625
2024-04-29,658.0191040039062
2024-04-30,648.1808471679688
2024-05-02,635.8084716796875
2024-05-03,653.5968627929688
2024-05-06,628.9515991210938
2024-05-07,625.0758666992188
2024-05-08,625.5728149414062
2024-05-09,616.03271484375
2024-05-10,625.3243408203125
2024-05-13,629.9949951171875
2024-05-14,641.7711181640625
2024-05-15,612.7532348632812
2024-05-16,623.0386962890625
2024-05-17,617.1754760742188
2024-05-21,615.684814453125
2024-05-22,612.6539306640625
2024-05-23,609.7222900390625
2024-05-24,621.1505126953125
2024-05-27,610.7160034179688
2024-05-28,610.8154296875
2024-05-29,613.5482788085938
2024-05-30,609.970703125
2024-05-31,617.5233764648438
2024-06-03,613.5482788085938
2024-06-04,596.5053100585938
2024-06-05,606.343505859375
2024-06-06,604.8529052734375
2024-06-07,610.1694946289062
2024-06-10,606.9397583007812
2024-06-11,620.2561645507812
2024-06-12,618.169189453125
2024-06-13,654.8390502929688
2024-06-14,668.6026611328125
2024-06-18,653.1993408203125
2024-06-19,667.7083129882812
2024-06-20,691.1610107421875
2024-06-21,693.3504638671875
2024-06-24,682.4033813476562
2024-06-25,686.0357666015625
2024-06-26,688.3247680664062
2024-06-27,654.4384155273438
2024-06-28,665.7836303710938
2024-07-01,677.62646484375
2024-07-02,724.5994873046875
2024-07-03,723.6541137695312
2024-07-04,732.7103271484375
2024-07-05,743.4583740234375
2024-07-08,720.1708984375
2024-07-09,715.9910888671875
2024-07-10,715.7920532226562
2024-07-11,713.65234375
2024-07-12,708.8754272460938
2024-07-15,699.8192138671875
2024-07-16,698.9235229492188
2024-07-18,697.7791137695312
2024-07-19,681.0100708007812
2024-07-22,706.5368041992188
2024-07-23,696.2365112304688
2024-07-24,737.9848022460938
2024-07-25,721.1163330078125
2024-07-26,729.2271728515625
2024-07-29,770.0797729492188
2024-07-30,757.34130859375
2024-07-31,767.9401245117188
2024-08-01,782.17138671875
2024-08-02,767.7410888671875
2024-08-05,738.1838989257812
2024-08-06,705.7406616210938
2024-08-07,677.0790405273438
2024-08-08,676.8800659179688
2024-08-09,708.6266479492188
2024-08-12,731.5658569335938
2024-08-13,706.5368041992188
2024-08-14,713.0552978515625
2024-08-16,746.1454467773438
2024-08-19,763.1134643554688
2024-08-20,772.0701904296875
2024-08-21,758.7843627929688
2024-08-22,817.0528564453125
2024-08-23,797.3480834960938
2024-08-26,786.998046875
2024-08-27,771.622314453125
2024-08-28,764.2579345703125
2024-08-29,744.9014282226562
2024-08-30,739.278564453125
2024-09-02,704.3970947265625
2024-09-03,717.3345947265625
2024-09-04,728.5802612304688
2024-09-05,725.1966552734375
2024-09-06,715.841796875
2024-09-09,697.4307250976562
2024-09-10,718.5785522460938
2024-09-11,712.1596069335938
2024-09-12,706.73583984375
2024-09-13,704.8449096679688
2024-09-16,696.2365112304688
2024-09-17,697.1322021484375
2024-09-18,701.0134887695312
2024-09-19,693.1016845703125
2024-09-20,692.3055419921875
2024-09-23,687.6778564453125
2024-09-24,702.3071899414062
2024-09-25,684.5927734375
2024-09-26,687.8768920898438
2024-09-27,693.4002075195312
2024-09-30,718.3297729492188
2024-10-01,716.5881958007812
2024-10-03,712.9059448242188
2024-10-04,700.7646484375
2024-10-07,674.39208984375
2024-10-08,686.732421875
2024-10-09,676.7307739257812
2024-10-10,667.7243041992188
2024-10-11,669.1174926757812
2024-10-14,666.4305419921875
2024-10-15,665.2860717773438
2024-10-16,661.1559448242188
2024-10-17,661.0067138671875
2024-10-18,655.7322387695312
2024-10-21,642.9439697265625
2024-10-22,614.780029296875
2024-10-23,616.8201904296875
2024-10-24,605.7238159179688
2024-10-25,593.98046875
2024-10-28,648.6663208007812
2024-10-29,625.1798095703125
2024-10-30,636.7737426757812
2024-10-31,642.844482421875
2024-11-01,646.576416015625
2024-11-04,650.4576416015625
2024-11-05,680.7115478515625
2024-11-06,682.701904296875
2024-11-07,682.5526123046875
2024-11-08,676.5316772460938
2024-11-11,683.498046875
2024-11-12,684.54296875
2024-11-13,672.9490356445312
2024-11-14,676.5316772460938
2024-11-18,685.5880126953125
2024-11-19,674.640869140625
2024-11-21,659.8622436523438
2024-11-22,676.5814819335938
2024-11-25,713.5528564453125
2024-11-26,705.1434936523438
2024-11-27,691.01171875
2024-11-28,685.388916015625
2024-11-29,709.0247802734375
2024-12-02,709.721435546875
2024-12-03,704.297607421875
2024-12-04,694.9924926757812
2024-12-05,689.3199462890625
2024-12-06,692.15625
2024-12-09,696.0872802734375
2024-12-10,708.1788330078125
2024-12-11,696.4852905273438
2024-12-12,690.315185546875
2024-12-13,666.0822143554688
2024-12-16,663.046875
2024-12-17,655.2843627929688
2024-12-18,665.6841430664062
2024-12-19,664.63916015625
2024-12-20,652.19921875
2024-12-23,658.22021484375
2024-12-24,660.857421875
2024-12-26,654.0901489257812
2024-12-27,659.2153930664062
2024-12-30,662.8478393554688
2024-12-31,666.3309936523438
2025-01-01,665.9329223632812
2025-01-02,666.0822143554688
2025-01-03,657.4240112304688
2025-01-06,638.8637084960938
2025-01-07,647.8701782226562
2025-01-08,645.73046875
2025-01-09,641.7496948242188
2025-01-10,618.561767578125
2025-01-13,602.389892578125
2025-01-14,593.8312377929688
2025-01-15,598.7076416015625
2025-01-16,603.7333984375
2025-01-17,597.2646484375
2025-01-20,593.5824584960938
2025-01-21,593.0848388671875
2025-01-22,574.2756958007812
2025-01-23,576.0172729492188
2025-01-24,562.8807373046875
2025-01-27,532.6766967773438
2025-01-28,519.938232421875
2025-01-29,545.01708984375
2025-01-30,602.5391845703125
2025-01-31,582.7846069335938
2025-02-01,584.028564453125
2025-02-03,580.9932250976562
2025-02-04,567.906494140625
2025-02-05,560.343017578125
2025-02-06,541.73291015625
2025-02-07,560.6415405273438
2025-02-10,533.2239990234375
2025-02-11,501.37786865234375
2025-02-12,461.719482421875
2025-02-13,449.578125
2025-02-14,422.55865478515625
2025-02-17,426.88775634765625
2025-02-18,438.33245849609375
2025-02-19,415.1942443847656
2025-02-20,447.2891845703125
2025-02-21,480.77740478515625
2025-02-24,494.6105651855469
2025-02-25,496.5014343261719
2025-02-27,501.0793151855469
2025-02-28,500.83050537109375
2025-03-03,498.6410827636719
2025-03-04,510.28485107421875
2025-03-05,528.84521484375
2025-03-06,538.99609375
2025-03-07,529.1437377929688
2025-03-10,527.0040893554688
2025-03-11,550.0427856445312
2025-03-12,549.3461303710938
2025-03-13,569.1007080078125
2025-03-17,548.500244140625
2025-03-18,548.500244140625
2025-03-19,559.6961669921875
2025-03-20,560.840576171875
2025-03-21,559.8951416015625
2025-03-24,540.9865112304688
2025-03-25,514.7134399414062
2025-03-26,501.328125
2025-03-27,521.0328979492188
2025-03-28,515.4100952148438
2025-04-01,521.3314819335938
2025-04-02,535.7119750976562
2025-04-03,544.2706909179688
2025-04-04,520.734375
2025-04-07,526.5064697265625
2025-04-08,555.9143676757812
2025-04-09,575.1216430664062
2025-04-11,598.2100830078125
2025-04-15,610.3016967773438
2025-04-16,630.15576171875
2025-04-17,635.57958984375
2025-04-21,643.7899169921875
2025-04-22,632.544189453125
2025-04-23,626.6228637695312
2025-04-24,634.6838989257812
2025-04-25,653.5427856445312
2025-04-28,659.9617919921875
2025-04-29,632.34521484375
2025-04-30,624.2841186523438
2025-05-02,606.42041015625
2025-05-05,614.7302856445312
2025-05-06,611.048095703125
2025-05-07,602.887451171875
2025-05-08,577.559814453125
2025-05-09,551.2868041992188
2025-05-12,586.3673095703125
2025-05-13,605.0271606445312
2025-05-14,603.434814453125
2025-05-15,600.44921875
2025-05-16,595.373779296875
2025-05-19,610.500732421875
2025-05-20,610.500732421875
2025-05-21,623.5377197265625
2025-05-22,621.8458862304688
2025-05-23,621.0
2025-05-26,625.7000122070312
2025-05-27,630.2000122070312
2025-05-28,629.0499877929688
2025-05-29,625.5499877929688
2025-05-30,626.0
2025-06-02,616.0999755859375
2025-06-03,618.6500244140625
2025-06-04,628.3499755859375
2025-06-05,638.5499877929688
2025-06-06,642.2000122070312
2025-06-09,649.5
2025-06-10,641.5499877929688
2025-06-11,634.2999877929688
2025-06-12,631.5999755859375
2025-06-13,636.25
2025-06-16,633.8499755859375
2025-06-17,628.1500244140625
2025-06-18,619.7999877929688
2025-06-19,608.6500244140625
2025-06-20,633.0499877929688
2025-06-23,619.6500244140625
2025-06-24,615.7000122070312
2025-06-25,635.3499755859375
2025-06-26,631.0499877929688
2025-06-27,628.6500244140625
2025-06-30,632.5999755859375
2025-07-01,621.1500244140625
2025-07-02,619.25
2025-07-03,625.9500122070312
2025-07-04,636.3499755859375
2025-07-07,634.5499877929688
2025-07-08,653.9000244140625
2025-07-09,672.25
2025-07-10,667.0499877929688
2025-07-11,673.2000122070312
2025-07-14,687.0999755859375
2025-07-15,698.5999755859375
2025-07-16,694.8499755859375
2025-07-17,687.5
2025-07-18,698.2000122070312
2025-07-21,701.8499755859375
2025-07-22,691.25
2025-07-23,697.8499755859375
2025-07-24,683.1500244140625
2025-07-25,677.5999755859375
2025-07-28,663.4000244140625
2025-07-29,639.7999877929688
2025-07-30,652.5
2025-07-31,664.7999877929688
2025-08-01,656.2000122070312
2025-08-04,637.4000244140625
2025-08-05,638.4000244140625
2025-08-06,623.75
2025-08-07,627.2999877929688
2025-08-08,620.5
2025-08-11,626.0999755859375
2025-08-12,651.7000122070312
2025-08-13,694.1500244140625
2025-08-14,675.6500244140625
2025-08-18,675.3499755859375
2025-08-19,698.3499755859375
2025-08-20,693.2999877929688
2025-08-21,689.3499755859375
