Date,SCA-B.ST
2015-08-24,31.8756160736084
2015-08-25,33.64081573486328
2015-08-26,33.23233413696289
2015-08-27,34.12222671508789
2015-08-28,35.61024856567383
2015-08-31,35.21635437011719
2015-09-01,34.79329299926758
2015-09-02,34.98294448852539
2015-09-03,35.69777297973633
2015-09-04,34.76411437988281
2015-09-07,35.04129409790039
2015-09-08,34.99753189086914
2015-09-09,34.93918228149414
2015-09-10,35.17258834838867
2015-09-11,34.93918228149414
2015-09-14,34.51611328125
2015-09-15,34.618228912353516
2015-09-16,35.12882614135742
2015-09-17,34.910003662109375
2015-09-18,34.3118782043457
2015-09-21,34.76411437988281
2015-09-22,33.78669357299805
2015-09-23,33.80128479003906
2015-09-24,33.43657302856445
2015-09-25,34.37023162841797
2015-09-28,33.93258285522461
2015-09-29,33.58245849609375
2015-09-30,34.107643127441406
2015-10-01,32.40079879760742
2015-10-02,32.196563720703125
2015-10-05,33.05727767944336
2015-10-06,32.79468536376953
2015-10-07,31.39420509338379
2015-10-08,31.788084030151367
2015-10-09,32.00691223144531
2015-10-12,32.59044647216797
2015-10-13,32.72174835205078
2015-10-14,32.28408432006836
2015-10-15,33.071861267089844
2015-10-16,33.042686462402344
2015-10-19,33.23233413696289
2015-10-20,33.26150894165039
2015-10-21,33.684574127197266
2015-10-22,34.428585052490234
2015-10-23,35.02670669555664
2015-10-26,35.055885314941406
2015-10-27,34.98294448852539
2015-10-28,35.50812530517578
2015-10-29,37.09825897216797
2015-10-30,36.76272201538086
2015-11-02,36.748138427734375
2015-11-03,36.90861129760742
2015-11-04,37.46296691894531
2015-11-05,37.37543487548828
2015-11-06,36.4709587097168
2015-11-09,36.383426666259766
2015-11-10,36.383426666259766
2015-11-11,36.52931213378906
2015-11-12,36.2958984375
2015-11-13,35.551883697509766
2015-11-16,35.551883697509766
2015-11-17,36.675193786621094
2015-11-18,36.456363677978516
2015-11-19,36.42719268798828
2015-11-20,36.71895980834961
2015-11-23,36.71895980834961
2015-11-24,36.16460418701172
2015-11-25,36.90861129760742
2015-11-26,37.09825897216797
2015-11-27,37.08366775512695
2015-11-30,37.08366775512695
2015-12-01,37.05449676513672
2015-12-02,37.05449676513672
2015-12-03,36.16460418701172
2015-12-04,35.65400695800781
2015-12-07,36.310482025146484
2015-12-08,35.449771881103516
2015-12-09,34.96835708618164
2015-12-10,34.96835708618164
2015-12-11,34.16599655151367
2015-12-14,34.16599655151367
2015-12-15,35.362239837646484
2015-12-16,35.420597076416016
2015-12-17,35.96036148071289
2015-12-18,35.61024856567383
2015-12-21,35.61024856567383
2015-12-22,34.807884216308594
2015-12-23,35.3768310546875
2015-12-28,35.3768310546875
2015-12-29,35.82906723022461
2015-12-30,35.96036148071289
2016-01-04,34.38481903076172
2016-01-05,34.18058395385742
2016-01-07,33.17398452758789
2016-01-08,32.83844757080078
2016-01-11,33.27610397338867
2016-01-12,33.49492645263672
2016-01-13,33.961753845214844
2016-01-14,33.31986618041992
2016-01-15,33.46575164794922
2016-01-18,34.063873291015625
2016-01-19,34.910003662109375
2016-01-20,33.93258285522461
2016-01-21,34.6619987487793
2016-01-22,35.65400695800781
2016-01-25,35.79989242553711
2016-01-26,35.902008056640625
2016-01-27,36.325077056884766
2016-01-28,35.46436309814453
2016-01-29,36.89402389526367
2016-02-01,37.11284637451172
2016-02-02,36.83566665649414
2016-02-03,36.2958984375
2016-02-04,36.01871871948242
2016-02-05,35.34765625
2016-02-08,34.238929748535156
2016-02-09,34.04928970336914
2016-02-10,34.37023162841797
2016-02-11,33.83046340942383
2016-02-12,35.17258834838867
2016-02-15,36.13542556762695
2016-02-16,35.94577407836914
2016-02-17,37.12744140625
2016-02-18,37.09825897216797
2016-02-19,37.229549407958984
2016-02-22,37.44837951660156
2016-02-23,36.87942886352539
2016-02-24,36.325077056884766
2016-02-25,37.44837951660156
2016-02-26,37.85685348510742
2016-02-29,37.44837951660156
2016-03-01,38.20697021484375
2016-03-02,37.156612396240234
2016-03-03,36.5001335144043
2016-03-04,36.99613952636719
2016-03-07,36.66061019897461
2016-03-08,36.63143539428711
2016-03-09,36.96696090698242
2016-03-10,36.58766555786133
2016-03-11,36.87942886352539
2016-03-14,37.75473403930664
2016-03-15,37.79850387573242
2016-03-16,37.258724212646484
2016-03-17,37.229549407958984
2016-03-18,36.87942886352539
2016-03-21,36.4709587097168
2016-03-22,36.36884689331055
2016-03-23,36.864845275878906
2016-03-24,36.777313232421875
2016-03-29,37.200374603271484
2016-03-30,37.79850387573242
2016-03-31,37.01072692871094
2016-04-01,36.68977737426758
2016-04-04,36.89402389526367
2016-04-05,36.79190444946289
2016-04-06,37.44837951660156
2016-04-07,37.273319244384766
2016-04-08,37.87144470214844
2016-04-11,37.63802719116211
2016-04-12,37.2149658203125
2016-04-13,37.63802719116211
2016-04-14,37.66720199584961
2016-04-15,41.071834564208984
2016-04-18,41.186466217041016
2016-04-19,42.381935119628906
2016-04-20,42.31643295288086
2016-04-21,41.71051025390625
2016-04-22,40.22026443481445
2016-04-25,40.678802490234375
2016-04-26,40.53141403198242
2016-04-27,40.809810638427734
2016-04-28,41.874271392822266
2016-04-29,41.415740966796875
2016-05-02,41.03907775878906
2016-05-03,41.006324768066406
2016-05-04,40.71155548095703
2016-05-06,40.66242218017578
2016-05-09,41.5467414855957
2016-05-10,41.38298034667969
2016-05-11,41.415740966796875
2016-05-12,41.694129943847656
2016-05-13,41.661380767822266
2016-05-16,42.103538513183594
2016-05-17,41.5631217956543
2016-05-18,42.25092697143555
2016-05-19,41.79238510131836
2016-05-20,42.62758255004883
2016-05-23,42.3983154296875
2016-05-24,43.315391540527344
2016-05-25,42.95510482788086
2016-05-26,43.430023193359375
2016-05-27,43.06974792480469
2016-05-30,43.13525390625
2016-05-31,43.72479248046875
2016-06-01,43.380897521972656
2016-06-02,43.20075225830078
2016-06-03,43.053375244140625
2016-06-07,43.036991119384766
2016-06-08,43.004241943359375
2016-06-09,42.36556625366211
2016-06-10,41.743263244628906
2016-06-13,41.055450439453125
2016-06-14,40.48228454589844
2016-06-15,40.842567443847656
2016-06-16,40.66242218017578
2016-06-17,40.515037536621094
2016-06-20,41.661380767822266
2016-06-21,42.742225646972656
2016-06-22,42.54570007324219
2016-06-23,43.217132568359375
2016-06-27,41.08820724487305
2016-06-28,42.43107223510742
2016-06-29,43.36452102661133
2016-06-30,44.05232238769531
2016-07-01,44.90389633178711
2016-07-04,44.461734771728516
2016-07-05,44.16695785522461
2016-07-06,43.65929412841797
2016-07-07,44.31434631347656
2016-07-08,44.44535446166992
2016-07-11,44.985774993896484
2016-07-12,44.543617248535156
2016-07-13,44.936649322509766
2016-07-14,44.62549591064453
2016-07-15,44.78925704956055
2016-07-18,44.936649322509766
2016-07-19,42.49657440185547
2016-07-20,42.660335540771484
2016-07-21,42.16904830932617
2016-07-22,42.31643295288086
2016-07-25,42.67671585083008
2016-07-26,42.54570007324219
2016-07-27,42.25092697143555
2016-07-28,42.02165603637695
2016-07-29,41.677757263183594
2016-08-01,41.59587860107422
2016-08-02,41.61225509643555
2016-08-03,41.59587860107422
2016-08-04,41.661380767822266
2016-08-05,41.90702438354492
2016-08-08,41.61225509643555
2016-08-09,42.218177795410156
2016-08-10,41.5631217956543
2016-08-11,41.82514190673828
2016-08-12,41.923397064208984
2016-08-15,41.95615768432617
2016-08-16,41.415740966796875
2016-08-17,41.284725189208984
2016-08-18,41.31747817993164
2016-08-19,40.97357940673828
2016-08-22,40.793434143066406
2016-08-23,41.006324768066406
2016-08-24,44.019569396972656
2016-08-25,43.72479248046875
2016-08-26,43.65929412841797
2016-08-29,43.266258239746094
2016-08-30,43.610164642333984
2016-08-31,43.086116790771484
2016-09-01,43.0206184387207
2016-09-02,44.24884033203125
2016-09-05,44.117828369140625
2016-09-06,44.117828369140625
2016-09-07,44.117828369140625
2016-09-08,44.085079193115234
2016-09-09,42.88960647583008
2016-09-12,42.87322998046875
2016-09-13,42.49657440185547
2016-09-14,42.54570007324219
2016-09-15,42.88960647583008
2016-09-16,42.46381759643555
2016-09-19,42.70946502685547
2016-09-20,42.562076568603516
2016-09-21,42.34918975830078
2016-09-22,43.20075225830078
2016-09-23,43.086116790771484
2016-09-26,42.80772399902344
2016-09-27,42.9387321472168
2016-09-28,42.00528335571289
2016-09-29,41.6450080871582
2016-09-30,41.72689437866211
2016-10-03,41.82514190673828
2016-10-04,42.59482955932617
2016-10-05,41.6450080871582
2016-10-06,41.268348693847656
2016-10-07,40.793434143066406
2016-10-10,41.055450439453125
2016-10-11,41.284725189208984
2016-10-12,41.48123550415039
2016-10-13,41.25196838378906
2016-10-14,41.448490142822266
2016-10-17,41.415740966796875
2016-10-18,41.79238510131836
2016-10-19,42.08716583251953
2016-10-20,41.89065170288086
2016-10-21,41.7760124206543
2016-10-24,41.25196838378906
2016-10-25,41.30110168457031
2016-10-26,40.97357940673828
2016-10-27,42.08716583251953
2016-10-28,42.25092697143555
2016-10-31,41.90702438354492
2016-11-01,42.03804016113281
2016-11-02,41.72689437866211
2016-11-03,41.6450080871582
2016-11-04,41.333858489990234
2016-11-07,41.46486282348633
2016-11-08,41.57950210571289
2016-11-09,40.30214309692383
2016-11-10,39.48332977294922
2016-11-11,39.516082763671875
2016-11-14,38.50075149536133
2016-11-15,39.401451110839844
2016-11-16,39.516082763671875
2016-11-17,39.827232360839844
2016-11-18,40.2857666015625
2016-11-21,40.22026443481445
2016-11-22,40.122005462646484
2016-11-23,39.97461700439453
2016-11-24,39.97461700439453
2016-11-25,40.23664093017578
