Date,TRV
2015-08-03,85.58210754394531
2015-08-04,85.33399200439453
2015-08-05,84.89383697509766
2015-08-06,84.39766693115234
2015-08-07,84.41366577148438
2015-08-10,84.68576049804688
2015-08-11,84.74179077148438
2015-08-12,84.37367248535156
2015-08-13,85.59009552001953
2015-08-14,86.19828796386719
2015-08-17,86.19828796386719
2015-08-18,86.28634643554688
2015-08-19,85.80615997314453
2015-08-20,84.5897216796875
2015-08-21,82.37297821044922
2015-08-24,79.05178833007812
2015-08-25,78.22749328613281
2015-08-26,80.02811431884766
2015-08-27,81.14851379394531
2015-08-28,80.37224578857422
2015-08-31,79.66800689697266
2015-09-01,78.01941680908203
2015-09-02,79.1718521118164
2015-09-03,79.52395629882812
2015-09-04,78.2354965209961
2015-09-08,80.24876403808594
2015-09-09,79.30654907226562
2015-09-10,79.79779815673828
2015-09-11,80.11991882324219
2015-09-14,79.9508056640625
2015-09-15,81.22320556640625
2015-09-16,82.06877136230469
2015-09-17,81.86744689941406
2015-09-18,80.25680541992188
2015-09-21,80.94937896728516
2015-09-22,79.70921325683594
2015-09-23,79.78973388671875
2015-09-24,79.61256408691406
2015-09-25,80.45813751220703
2015-09-28,79.78973388671875
2015-09-29,80.10382080078125
2015-09-30,80.15214538574219
2015-10-01,79.19384002685547
2015-10-02,80.55479431152344
2015-10-05,82.02848052978516
2015-10-06,81.39226531982422
2015-10-07,82.27812957763672
2015-10-08,83.01903533935547
2015-10-09,82.89820098876953
2015-10-12,83.52637481689453
2015-10-13,83.19619750976562
2015-10-14,82.7613296508789
2015-10-15,84.52494812011719
2015-10-16,85.28192901611328
2015-10-19,85.62015533447266
2015-10-20,87.73810577392578
2015-10-21,89.14738464355469
2015-10-22,90.4520034790039
2015-10-23,90.41978454589844
2015-10-26,90.81440734863281
2015-10-27,91.32976531982422
2015-10-28,92.01426696777344
2015-10-29,92.03845977783203
2015-10-30,90.91100311279297
2015-11-02,91.7002182006836
2015-11-03,91.55525970458984
2015-11-04,91.86933135986328
2015-11-05,91.78074645996094
2015-11-06,91.08011627197266
2015-11-09,90.8626937866211
2015-11-10,91.84517669677734
2015-11-11,92.11092376708984
2015-11-12,90.44393157958984
2015-11-13,90.1943130493164
2015-11-16,90.91100311279297
2015-11-17,90.79022979736328
2015-11-18,92.35250854492188
2015-11-19,92.6263198852539
2015-11-20,93.27860260009766
2015-11-23,93.11756134033203
2015-11-24,92.96456146240234
2015-11-25,92.44915008544922
2015-11-27,92.48942565917969
2015-11-30,92.26394653320312
2015-12-01,93.15782928466797
2015-12-02,92.37667083740234
2015-12-03,89.62252807617188
2015-12-04,91.85324096679688
2015-12-07,91.47474670410156
2015-12-08,90.9808349609375
2015-12-09,89.90401458740234
2015-12-10,89.86353302001953
2015-12-11,88.86766815185547
2015-12-14,89.89593505859375
2015-12-15,91.63666534423828
2015-12-16,92.7377700805664
2015-12-17,91.70952606201172
2015-12-18,89.1672134399414
2015-12-21,89.82305908203125
2015-12-22,91.06990051269531
2015-12-23,91.66095733642578
2015-12-24,91.70952606201172
2015-12-28,91.87957763671875
2015-12-29,93.12641906738281
2015-12-30,92.53539276123047
2015-12-31,91.37757110595703
2016-01-04,89.03768920898438
2016-01-05,89.44251251220703
2016-01-06,88.28467559814453
2016-01-07,86.17959594726562
2016-01-08,85.81523895263672
2016-01-11,86.46298217773438
2016-01-12,87.42648315429688
2016-01-13,85.87191772460938
2016-01-14,86.61682891845703
2016-01-15,85.09467315673828
2016-01-19,85.62902069091797
2016-01-20,83.92066192626953
2016-01-21,83.1515121459961
2016-01-22,83.50774383544922
2016-01-25,82.64949798583984
2016-01-26,83.59679412841797
2016-01-27,83.6453857421875
2016-01-28,84.58457946777344
2016-01-29,86.66539764404297
2016-02-01,86.64109802246094
2016-02-02,85.84764099121094
2016-02-03,86.54393005371094
2016-02-04,87.02973175048828
2016-02-05,86.05815124511719
2016-02-08,85.4994888305664
2016-02-09,85.7585678100586
2016-02-10,85.5966567993164
2016-02-11,84.01782989501953
2016-02-12,87.02973175048828
2016-02-16,86.9325942993164
2016-02-17,88.3980484008789
2016-02-18,88.13085174560547
2016-02-19,87.51551818847656
2016-02-22,88.5356674194336
2016-02-23,87.36978912353516
2016-02-24,87.83128356933594
2016-02-25,88.47090148925781
2016-02-26,87.81509399414062
2016-02-29,87.05400848388672
2016-03-01,89.1672134399414
2016-03-02,89.2238998413086
2016-03-03,88.90003967285156
2016-03-04,89.38583374023438
2016-03-07,89.39393615722656
2016-03-08,90.24878692626953
2016-03-09,90.63957977294922
2016-03-10,90.80242156982422
2016-03-11,92.52027893066406
2016-03-14,91.8526611328125
2016-03-15,92.74822235107422
2016-03-16,93.36697387695312
2016-03-17,94.30323028564453
2016-03-18,94.24626922607422
2016-03-21,94.46607971191406
2016-03-22,94.49049377441406
2016-03-23,94.35212707519531
2016-03-24,93.94503784179688
2016-03-28,94.64522552490234
2016-03-29,94.77544403076172
2016-03-30,95.60589599609375
2016-03-31,95.01972198486328
2016-04-01,95.58148956298828
2016-04-04,95.71175384521484
2016-04-05,94.54750061035156
2016-04-06,94.38468170166016
2016-04-07,93.22044372558594
2016-04-08,93.81478881835938
2016-04-11,93.4483871459961
2016-04-12,93.78221130371094
2016-04-13,94.40911102294922
2016-04-14,93.92059326171875
2016-04-15,94.62891387939453
2016-04-18,94.44983673095703
2016-04-19,94.6614990234375
2016-04-20,94.27886199951172
2016-04-21,88.5716323852539
2016-04-22,90.24064636230469
2016-04-25,89.83357238769531
2016-04-26,89.5323257446289
2016-04-27,89.17410278320312
2016-04-28,88.84843444824219
2016-04-29,89.47533416748047
2016-05-02,90.29764556884766
2016-05-03,89.82543182373047
2016-05-04,89.33696746826172
2016-05-05,90.1673812866211
2016-05-06,89.9231185913086
2016-05-09,90.2162094116211
2016-05-10,91.40486907958984
2016-05-11,91.16060638427734
2016-05-12,91.70611572265625
2016-05-13,91.73055267333984
2016-05-16,91.38043212890625
2016-05-17,89.89868927001953
2016-05-18,90.61515808105469
2016-05-19,89.63816833496094
2016-05-20,91.09548950195312
2016-05-23,90.68841552734375
2016-05-24,92.35745239257812
2016-05-25,92.43885803222656
2016-05-26,92.48771667480469
2016-05-27,92.95989990234375
2016-05-31,92.9273452758789
2016-06-01,93.49725341796875
2016-06-02,93.52168273925781
2016-06-03,93.31816101074219
2016-06-06,93.08204650878906
2016-06-07,93.28560638427734
2016-06-08,93.53943634033203
2016-06-09,93.53943634033203
2016-06-10,93.20366668701172
2016-06-13,92.54033660888672
2016-06-14,92.17182922363281
2016-06-15,91.56580352783203
2016-06-16,92.33560943603516
2016-06-17,91.60675048828125
2016-06-20,92.2209701538086
2016-06-21,92.31101989746094
2016-06-22,91.58218383789062
2016-06-23,93.23643493652344
2016-06-24,90.91880798339844
2016-06-27,90.37013244628906
2016-06-28,93.4657211303711
2016-06-29,95.66049194335938
2016-06-30,97.48674774169922
2016-07-01,97.33114624023438
2016-07-05,97.19190979003906
2016-07-06,97.25745391845703
2016-07-07,96.23374938964844
2016-07-08,96.70056915283203
2016-07-11,96.73332214355469
2016-07-12,96.708740234375
2016-07-13,96.6350326538086
2016-07-14,97.2410659790039
2016-07-15,97.15916442871094
2016-07-18,96.1272964477539
2016-07-19,95.85702514648438
2016-07-20,95.82430267333984
2016-07-21,95.5867919921875
2016-07-22,95.93896484375
2016-07-25,96.18460083007812
2016-07-26,96.3484115600586
2016-07-27,95.34930419921875
2016-07-28,96.31564331054688
2016-07-29,95.17729949951172
2016-08-01,95.66049194335938
2016-08-02,95.84065246582031
2016-08-03,96.61865997314453
2016-08-04,96.5367660522461
2016-08-05,97.11000061035156
2016-08-08,96.75787353515625
2016-08-09,96.78244018554688
2016-08-10,96.82340240478516
2016-08-11,97.12641143798828
2016-08-12,97.05270385742188
2016-08-15,96.92166900634766
2016-08-16,95.79974365234375
2016-08-17,96.16004180908203
2016-08-18,96.48762512207031
2016-08-19,96.20101928710938
2016-08-22,95.77515411376953
2016-08-23,95.51307678222656
2016-08-24,95.90618896484375
2016-08-25,96.43030548095703
2016-08-26,95.93077087402344
2016-08-29,97.02812957763672
2016-08-30,97.0199203491211
2016-08-31,97.21649169921875
2016-09-01,96.92166900634766
2016-09-02,97.32295227050781
2016-09-06,97.69149780273438
2016-09-07,97.74088287353516
2016-09-08,96.27494049072266
2016-09-09,94.24894714355469
2016-09-12,95.13841247558594
2016-09-13,94.10071563720703
2016-09-14,93.64776611328125
2016-09-15,94.6607437133789
2016-09-16,94.43840026855469
2016-09-19,94.78426361083984
2016-09-20,94.53721618652344
2016-09-21,95.47607421875
2016-09-22,96.13494110107422
2016-09-23,94.96544647216797
2016-09-26,93.83717346191406
2016-09-27,94.22428131103516
2016-09-28,94.7184066772461
2016-09-29,93.779541015625
2016-09-30,94.33958435058594
2016-10-03,93.06301879882812
2016-10-04,92.50302124023438
2016-10-05,93.1453857421875
2016-10-06,93.21128845214844
2016-10-07,94.3230972290039
2016-10-10,94.82547760009766
2016-10-11,93.8865966796875
2016-10-12,94.99840545654297
2016-10-13,94.75957489013672
2016-10-14,94.77605438232422
2016-10-17,94.6937026977539
2016-10-18,94.85841369628906
2016-10-19,95.72315979003906
2016-10-20,90.19702911376953
2016-10-21,89.23345184326172
2016-10-24,89.82640075683594
2016-10-25,89.79347229003906
2016-10-26,89.62052917480469
2016-10-27,88.961669921875
2016-10-28,89.2993392944336
2016-10-31,89.09344482421875
2016-11-01,87.49573516845703
2016-11-02,86.98512268066406
2016-11-03,87.0674819946289
2016-11-04,86.20270538330078
2016-11-07,86.7709732055664
2016-11-08,88.95343780517578
2016-11-09,88.07220458984375
2016-11-10,90.27938079833984
2016-11-11,90.82291412353516
2016-11-14,92.38771057128906
2016-11-15,92.11592864990234
2016-11-16,91.70413970947266
2016-11-17,91.56414794921875
2016-11-18,92.0912094116211
2016-11-21,92.10769653320312
2016-11-22,92.5688705444336
2016-11-23,93.12068939208984
2016-11-25,93.43364715576172
2016-11-28,93.73011779785156
2016-11-29,93.6395263671875
2016-11-30,93.35127258300781
2016-12-01,95.04781341552734
2016-12-02,95.2454833984375
2016-12-05,95.42668151855469
2016-12-06,96.21729278564453
2016-12-07,97.73312377929688
2016-12-08,98.05616760253906
2016-12-09,98.72711944580078
2016-12-12,100.15179443359375
2016-12-13,100.5825424194336
2016-12-14,99.70449829101562
2016-12-15,99.7293472290039
2016-12-16,100.72332000732422
2016-12-19,100.84757232666016
2016-12-20,101.41911315917969
2016-12-21,101.52680206298828
2016-12-22,101.15406036376953
2016-12-23,101.15406036376953
2016-12-27,101.0380859375
2016-12-28,101.12091827392578
2016-12-29,101.29486846923828
2016-12-30,101.4025650024414
2017-01-03,100.14350128173828
2017-01-04,99.60511779785156
2017-01-05,98.01475524902344
2017-01-06,97.96501159667969
2017-01-09,97.17813110351562
2017-01-10,97.06217193603516
2017-01-11,97.45147705078125
2017-01-12,96.70599365234375
2017-01-13,96.95447540283203
2017-01-17,97.2940902709961
2017-01-18,98.18868255615234
2017-01-19,97.73312377929688
2017-01-20,97.75794982910156
2017-01-23,97.77452850341797
2017-01-24,96.78054809570312
2017-01-25,97.46803283691406
2017-01-26,97.84906768798828
2017-01-27,97.82422637939453
2017-01-30,97.33551025390625
2017-01-31,97.5591812133789
2017-02-01,96.53205108642578
2017-02-02,97.4349136352539
2017-02-03,97.5591812133789
2017-02-06,97.46803283691406
2017-02-07,97.54259490966797
2017-02-08,97.5840072631836
2017-02-09,98.38746643066406
2017-02-10,99.17436981201172
2017-02-13,99.1578140258789
2017-02-14,99.59681701660156
2017-02-15,100.20977020263672
2017-02-16,100.88072204589844
2017-02-17,101.01324462890625
2017-02-21,100.68191528320312
2017-02-22,100.97181701660156
2017-02-23,101.35283660888672
2017-02-24,101.27828216552734
2017-02-27,101.08777618408203
2017-02-28,101.25345611572266
2017-03-01,103.53133392333984
2017-03-02,103.14202117919922
2017-03-03,102.81898498535156
2017-03-06,101.31974029541016
2017-03-07,101.17062377929688
2017-03-08,100.97906494140625
2017-03-09,101.52877044677734
2017-03-10,102.30335998535156
2017-03-13,101.73697662353516
2017-03-14,102.12845611572266
2017-03-15,102.43660736083984
2017-03-16,102.2284164428711
2017-03-17,102.56153869628906
2017-03-20,101.91188049316406
2017-03-21,101.35387420654297
2017-03-22,101.63705444335938
2017-03-23,101.02069854736328
2017-03-24,100.58761596679688
2017-03-27,100.7874984741211
2017-03-28,101.44548797607422
2017-03-29,100.38772583007812
2017-03-30,100.80415344238281
2017-03-31,100.39603424072266
2017-04-03,100.26277160644531
2017-04-04,100.45435333251953
2017-04-05,100.70420837402344
2017-04-06,100.39603424072266
2017-04-07,100.07122039794922
2017-04-10,100.87079620361328
2017-04-11,100.93743133544922
2017-04-12,101.16229248046875
2017-04-13,100.38772583007812
2017-04-17,101.54541778564453
2017-04-18,100.57093811035156
2017-04-19,100.2794418334961
2017-04-20,99.0134506225586
2017-04-21,99.19670104980469
2017-04-24,100.42103576660156
2017-04-25,101.04569244384766
2017-04-26,101.62040710449219
2017-04-27,101.74533081054688
2017-04-28,101.32888793945312
2017-05-01,100.92909240722656
2017-05-02,100.24613189697266
2017-05-03,100.62092590332031
2017-05-04,100.62092590332031
2017-05-05,101.02903747558594
2017-05-08,100.7874984741211
2017-05-09,99.90464782714844
2017-05-10,100.52096557617188
2017-05-11,100.39603424072266
2017-05-12,100.43767547607422
2017-05-15,100.15451049804688
