Date,LOWVOLIETF.NS
2018-05-11,8.508000373840332
2018-05-18,8.456000328063965
2018-05-21,8.456000328063965
2018-05-23,8.385000228881836
2018-05-24,8.406000137329102
2018-06-01,8.586000442504883
2018-06-07,8.529999732971191
2018-06-08,8.529000282287598
2018-06-15,8.607999801635742
2018-06-22,8.506999969482422
2018-06-25,8.479000091552734
2018-06-29,8.430000305175781
2018-07-06,8.638999938964844
2018-07-12,8.395999908447266
2018-07-13,8.767999649047852
2018-07-16,8.75
2018-07-20,8.663000106811523
2018-07-23,8.661999702453613
2018-07-24,8.755000114440918
2018-07-27,8.772000312805176
2018-08-02,8.850000381469727
2018-08-03,8.904000282287598
2018-08-08,8.895999908447266
2018-08-10,8.913000106811523
2018-08-13,8.914999961853027
2018-08-17,9.005999565124512
2018-08-23,9.16100025177002
2018-08-24,9.126999855041504
2018-08-27,9.190999984741211
2018-08-31,9.253999710083008
2018-09-04,9.079000473022461
2018-09-07,9.180000305175781
2018-09-11,8.979000091552734
2018-09-14,9.131999969482422
2018-09-21,8.918999671936035
2018-09-24,8.760000228881836
2018-09-28,8.727999687194824
2018-10-01,8.805000305175781
2018-10-03,8.649999618530273
2018-10-04,8.494999885559082
2018-10-05,8.369999885559082
2018-10-08,8.293000221252441
2018-10-09,8.343999862670898
2018-10-10,8.420000076293945
2018-10-11,8.279000282287598
2018-10-12,8.432000160217285
2018-10-17,8.444000244140625
2018-10-19,8.347000122070312
2018-10-22,8.307000160217285
2018-10-23,8.196000099182129
2018-10-24,8.15999984741211
2018-10-25,8.218000411987305
2018-10-29,8.232999801635742
2018-11-02,8.36299991607666
2018-11-09,8.418000221252441
2018-11-15,8.470000267028809
2018-11-16,8.5
2018-11-19,8.531999588012695
2018-11-22,8.401000022888184
2018-11-26,8.484999656677246
2018-11-30,8.687000274658203
2018-12-06,8.524999618530273
2018-12-07,8.559000015258789
2018-12-11,8.501999855041504
2018-12-13,8.765999794006348
2018-12-14,8.767000198364258
2018-12-19,8.890000343322754
2018-12-21,8.748000144958496
2018-12-24,8.508999824523926
2018-12-28,8.739999771118164
2019-01-03,8.593000411987305
2019-01-04,8.58899974822998
2019-01-24,8.590999603271484
2019-01-28,8.475000381469727
2019-01-30,8.468000411987305
2019-02-01,8.675999641418457
2019-02-04,8.704000473022461
2019-02-14,8.59000015258789
2019-02-15,8.553999900817871
2019-02-25,8.633000373840332
2019-03-05,8.755000114440918
2019-03-07,8.767000198364258
2019-03-12,8.899999618530273
2019-03-25,9.5
2019-03-26,8.918000221252441
2019-03-27,9.0
2019-03-28,8.932999610900879
2019-04-15,9.131999969482422
2019-04-23,9.027000427246094
2019-04-24,9.128000259399414
2019-05-06,8.970000267028809
2019-05-07,8.942999839782715
2019-05-08,8.848999977111816
2019-05-09,8.819999694824219
2019-05-10,8.762999534606934
2019-05-13,8.699999809265137
2019-05-15,8.649999618530273
2019-05-17,8.79800033569336
2019-05-20,9.026000022888184
2019-05-24,9.015999794006348
2019-05-28,9.14900016784668
2019-06-03,9.277999877929688
2019-06-13,9.074999809265137
2019-06-17,8.956999778747559
2019-06-20,9.041999816894531
2019-06-21,8.968000411987305
2019-06-24,8.9350004196167
2019-06-25,8.98900032043457
2019-06-26,9.0
2019-06-27,9.0
2019-06-28,8.96399974822998
2019-07-01,9.0
2019-07-02,8.994000434875488
2019-07-03,9.053000450134277
2019-07-04,9.074000358581543
2019-07-05,9.043000221252441
2019-07-08,8.782999992370605
2019-07-09,8.737000465393066
2019-07-10,8.74899959564209
2019-07-11,8.815999984741211
2019-07-12,8.809000015258789
2019-07-15,8.802000045776367
2019-07-16,8.904000282287598
2019-07-17,8.885000228881836
2019-07-18,8.868000030517578
2019-07-19,8.729999542236328
2019-07-22,8.699999809265137
2019-07-23,8.694000244140625
2019-07-24,8.6850004196167
2019-07-25,8.699000358581543
2019-07-26,8.704999923706055
2019-07-29,8.652999877929688
2019-07-30,8.57800006866455
2019-07-31,8.593999862670898
2019-08-01,8.597999572753906
2019-08-02,8.611000061035156
2019-08-05,8.588000297546387
2019-08-06,8.678999900817871
2019-08-07,8.623000144958496
2019-08-08,8.710000038146973
2019-08-09,8.8100004196167
2019-08-13,8.619000434875488
2019-08-14,8.652999877929688
2019-08-16,8.677000045776367
2019-08-19,8.677000045776367
2019-08-20,8.652999877929688
2019-08-21,8.618000030517578
2019-08-22,8.541999816894531
2019-08-23,8.593000411987305
2019-08-26,8.6899995803833
2019-08-27,8.791000366210938
