Date,LEN
2015-08-03,45.63206481933594
2015-08-04,44.57208251953125
2015-08-05,43.78142166137695
2015-08-06,43.48601150512695
2015-08-07,43.3730583190918
2015-08-10,44.285369873046875
2015-08-11,44.7024040222168
2015-08-12,44.945682525634766
2015-08-13,45.553871154785156
2015-08-14,45.64945602416992
2015-08-17,46.865848541259766
2015-08-18,48.29944610595703
2015-08-19,47.778141021728516
2015-08-20,47.20469284057617
2015-08-21,46.44011688232422
2015-08-24,43.512081146240234
2015-08-25,41.86125183105469
2015-08-26,43.18191146850586
2015-08-27,44.58076858520508
2015-08-28,43.81617736816406
2015-08-31,44.22452163696289
2015-09-01,42.947330474853516
2015-09-02,44.32011795043945
2015-09-03,44.86748504638672
2015-09-04,43.79881286621094
2015-09-08,45.466983795166016
2015-09-09,44.87617111206055
2015-09-10,44.502567291259766
2015-09-11,45.3888053894043
2015-09-14,45.484375
2015-09-15,45.49305725097656
2015-09-16,45.440921783447266
2015-09-17,46.031742095947266
2015-09-18,44.96306610107422
2015-09-21,44.824039459228516
2015-09-22,42.964698791503906
2015-09-23,43.26880645751953
2015-09-24,43.546836853027344
2015-09-25,43.842247009277344
2015-09-28,41.35732650756836
2015-09-29,40.83601760864258
2015-09-30,41.81782913208008
2015-10-01,42.42601776123047
2015-10-02,42.64323425292969
2015-10-05,43.79881286621094
2015-10-06,42.64323425292969
2015-10-07,43.868316650390625
2015-10-08,44.372249603271484
2015-10-09,44.5981330871582
2015-10-12,44.476505279541016
2015-10-13,44.13765335083008
2015-10-14,42.66929626464844
2015-10-15,43.260108947753906
2015-10-16,43.49470901489258
2015-10-19,43.850929260253906
2015-10-20,45.05958938598633
2015-10-21,45.294368743896484
2015-10-22,45.07698440551758
2015-10-23,45.320457458496094
2015-10-26,44.9030647277832
2015-10-27,43.94657897949219
2015-10-28,44.511783599853516
2015-10-29,42.83357238769531
2015-10-30,43.537899017333984
2015-11-02,43.77267074584961
2015-11-03,43.8248405456543
2015-11-04,43.459632873535156
2015-11-05,42.668357849121094
2015-11-06,42.19010543823242
2015-11-09,41.56404113769531
2015-11-10,42.95530319213867
2015-11-11,43.51181411743164
2015-11-12,42.34661865234375
2015-11-13,42.04228591918945
2015-11-16,43.14661407470703
2015-11-17,43.06833267211914
2015-11-18,43.95526885986328
2015-11-19,43.99005126953125
2015-11-20,44.33788299560547
2015-11-23,44.37266159057617
2015-11-24,44.9030647277832
2015-11-25,45.15524673461914
2015-11-27,45.18132781982422
2015-11-30,44.529178619384766
2015-12-01,45.48566436767578
2015-12-02,44.60744094848633
2015-12-03,43.55529022216797
2015-12-04,44.685699462890625
2015-12-07,44.7552604675293
2015-12-08,43.56398010253906
2015-12-09,42.85096740722656
2015-12-10,43.285728454589844
2015-12-11,42.52922821044922
2015-12-14,42.268367767333984
2015-12-15,42.798789978027344
2015-12-16,43.90309524536133
2015-12-17,42.32923889160156
2015-12-18,41.29448699951172
2015-12-21,41.78141784667969
2015-12-22,42.60748291015625
2015-12-23,42.450965881347656
2015-12-24,42.503143310546875
2015-12-28,42.75530242919922
2015-12-29,43.129215240478516
2015-12-30,42.92052459716797
2015-12-31,42.52922821044922
2016-01-04,40.616241455078125
2016-01-05,40.685794830322266
2016-01-06,39.4771614074707
2016-01-07,37.764156341552734
2016-01-08,36.61635208129883
2016-01-11,36.8685302734375
2016-01-12,37.459815979003906
2016-01-13,36.085933685302734
2016-01-14,35.69464111328125
2016-01-15,35.572898864746094
2016-01-19,35.63378143310547
2016-01-20,35.36422348022461
2016-01-21,35.816368103027344
2016-01-22,36.703304290771484
2016-01-25,35.3033561706543
2016-01-26,36.98320770263672
2016-01-27,36.40005111694336
2016-01-28,35.93003845214844
2016-01-29,36.68727493286133
2016-02-01,36.22596740722656
2016-02-02,34.9813117980957
2016-02-03,35.1292610168457
2016-02-04,35.268531799316406
2016-02-05,34.406837463378906
2016-02-08,33.45810317993164
2016-02-09,33.440704345703125
2016-02-10,33.93682861328125
2016-02-11,32.90105438232422
2016-02-12,34.55480194091797
2016-02-16,35.077049255371094
2016-02-17,35.268531799316406
2016-02-18,34.815921783447266
2016-02-19,34.78981018066406
2016-02-22,35.54704284667969
2016-02-23,35.72114181518555
2016-02-24,35.77336120605469
2016-02-25,36.76561737060547
2016-02-26,36.76561737060547
2016-02-29,36.50448989868164
2016-03-01,37.975460052490234
2016-03-02,38.96772003173828
2016-03-03,39.7249641418457
2016-03-04,39.49866485595703
2016-03-07,39.79460144042969
2016-03-08,38.758827209472656
2016-03-09,39.35070037841797
2016-03-10,39.04607009887695
2016-03-11,40.229801177978516
2016-03-14,39.82942199707031
2016-03-15,39.576995849609375
2016-03-16,40.447391510009766
2016-03-17,41.10890197753906
2016-03-18,41.48317337036133
2016-03-21,41.15241241455078
2016-03-22,40.952247619628906
2016-03-23,40.21238708496094
2016-03-24,40.34294509887695
2016-03-28,40.647579193115234
2016-03-29,41.9357795715332
2016-03-30,41.61374282836914
2016-03-31,42.09245300292969
2016-04-01,41.300384521484375
2016-04-04,40.77816390991211
2016-04-05,40.72592544555664
2016-04-06,41.49187469482422
2016-04-07,41.465763092041016
2016-04-08,41.422245025634766
2016-04-11,41.26557159423828
2016-04-12,41.457054138183594
2016-04-13,42.35356903076172
2016-04-14,42.04893493652344
2016-04-15,41.70947265625
2016-04-18,41.578914642333984
2016-04-19,41.187232971191406
2016-04-20,41.60503387451172
2016-04-21,41.909671783447266
2016-04-22,41.19593811035156
2016-04-25,41.11753845214844
2016-04-26,41.361454010009766
2016-04-27,41.553104400634766
2016-04-28,39.8979606628418
2016-04-29,39.471099853515625
2016-05-02,39.90666580200195
2016-05-03,38.957130432128906
2016-05-04,38.71321105957031
2016-05-05,38.338623046875
2016-05-06,38.19924545288086
2016-05-09,38.23408508300781
2016-05-10,38.73934555053711
2016-05-11,38.4344367980957
2016-05-12,38.068565368652344
2016-05-13,37.972740173339844
2016-05-16,38.14697265625
2016-05-17,38.19924545288086
2016-05-18,38.05986022949219
2016-05-19,37.885643005371094
2016-05-20,38.59994888305664
2016-05-23,38.32120132446289
2016-05-24,39.802120208740234
2016-05-25,39.76728439331055
2016-05-26,39.60176467895508
2016-05-27,39.84568405151367
2016-05-31,39.69758987426758
2016-06-01,39.90666580200195
2016-06-02,39.880516052246094
2016-06-03,39.81956100463867
2016-06-06,39.90666580200195
2016-06-07,40.90846633911133
2016-06-08,41.60536575317383
2016-06-09,41.51826477050781
2016-06-10,40.87363052368164
2016-06-13,40.14186477661133
2016-06-14,39.70629119873047
2016-06-15,39.90666580200195
2016-06-16,39.758567810058594
2016-06-17,40.246402740478516
2016-06-20,40.64712905883789
2016-06-21,40.194129943847656
2016-06-22,40.046043395996094
2016-06-23,40.57743453979492
2016-06-24,38.96584701538086
2016-06-27,38.1034049987793
2016-06-28,39.22718811035156
2016-06-29,39.91537857055664
2016-06-30,40.15929412841797
2016-07-01,40.43806076049805
2016-07-05,40.36836242675781
2016-07-06,40.99611282348633
2016-07-07,41.405906677246094
2016-07-08,42.8619499206543
2016-07-11,42.50448226928711
2016-07-12,42.5306396484375
2016-07-13,42.469600677490234
2016-07-14,42.52193069458008
2016-07-15,42.41728973388672
2016-07-18,42.62655258178711
2016-07-19,42.41728973388672
2016-07-20,42.67887496948242
2016-07-21,42.591670989990234
2016-07-22,42.45217514038086
2016-07-25,42.853248596191406
2016-07-26,42.80964660644531
2016-07-27,42.38243103027344
2016-07-28,42.09468460083008
2016-07-29,40.80431365966797
2016-08-01,40.760711669921875
2016-08-02,39.697017669677734
2016-08-03,39.88010787963867
2016-08-04,39.94114303588867
2016-08-05,40.80431365966797
2016-08-08,40.64737319946289
2016-08-09,40.830467224121094
2016-08-10,40.80431365966797
2016-08-11,41.118186950683594
2016-08-12,40.760711669921875
2016-08-15,41.24024963378906
2016-08-16,41.08331298828125
2016-08-17,40.778160095214844
2016-08-18,40.87406539916992
2016-08-19,40.542747497558594
2016-08-22,40.59505081176758
2016-08-23,41.79825973510742
2016-08-24,41.28384780883789
2016-08-25,41.14433670043945
2016-08-26,40.38581085205078
