Date,CINF
2015-08-03,41.79865264892578
2015-08-04,41.85906982421875
2015-08-05,41.949684143066406
2015-08-06,41.72312927246094
2015-08-07,41.78355026245117
2015-08-10,42.168670654296875
2015-08-11,42.25930404663086
2015-08-12,42.46319580078125
2015-08-13,42.50094223022461
2015-08-14,42.77280807495117
2015-08-17,42.727508544921875
2015-08-18,42.961605072021484
2015-08-19,42.606685638427734
2015-08-20,41.964786529541016
2015-08-21,40.67344284057617
2015-08-24,38.717552185058594
2015-08-25,38.4456901550293
2015-08-26,39.40475845336914
2015-08-27,40.15992736816406
2015-08-28,39.86540603637695
2015-08-31,39.518028259277344
2015-09-01,38.48345184326172
2015-09-02,39.5029296875
2015-09-03,39.872962951660156
2015-09-04,39.20085906982422
2015-09-08,40.15237808227539
2015-09-09,39.880531311035156
2015-09-10,40.03909683227539
2015-09-11,40.34871292114258
2015-09-14,40.30302047729492
2015-09-15,40.752437591552734
2015-09-16,40.980953216552734
2015-09-17,40.92000961303711
2015-09-18,40.226863861083984
2015-09-21,40.691490173339844
2015-09-22,40.28779602050781
2015-09-23,40.42489242553711
2015-09-24,40.54676055908203
2015-09-25,40.72196578979492
2015-09-28,40.28779602050781
2015-09-29,40.57723617553711
2015-09-30,40.980953216552734
2015-10-01,40.790523529052734
2015-10-02,41.17901611328125
2015-10-05,41.93311309814453
2015-10-06,41.613189697265625
2015-10-07,42.0854606628418
2015-10-08,42.8243293762207
2015-10-09,42.786251068115234
2015-10-12,43.17472839355469
2015-10-13,42.61867141723633
2015-10-14,42.4434700012207
2015-10-15,43.04522705078125
2015-10-16,43.334693908691406
2015-10-19,43.70032501220703
2015-10-20,43.974544525146484
2015-10-21,44.15736389160156
2015-10-22,44.77435302734375
2015-10-23,44.972412109375
2015-10-26,45.07142639160156
2015-10-27,45.13237380981445
2015-10-28,46.30542755126953
2015-10-29,46.61012649536133
2015-10-30,45.87885284423828
2015-11-02,46.122623443603516
2015-11-03,45.97026824951172
2015-11-04,46.05405807495117
2015-11-05,46.14546203613281
2015-11-06,46.3587532043457
2015-11-09,45.86362838745117
2015-11-10,46.13785171508789
2015-11-11,46.20641326904297
2015-11-12,45.67318344116211
2015-11-13,45.338050842285156
2015-11-16,45.90933609008789
2015-11-17,45.6960563659668
2015-11-18,46.11500930786133
2015-11-19,46.27497863769531
2015-11-20,46.48062515258789
2015-11-23,46.80816650390625
2015-11-24,46.67867660522461
2015-11-25,46.3587532043457
2015-11-27,46.52634048461914
2015-11-30,46.5491943359375
2015-12-01,47.17853927612305
2015-12-02,46.771766662597656
2015-12-03,46.081016540527344
2015-12-04,47.19388961791992
2015-12-07,47.109466552734375
2015-12-08,46.8408317565918
2015-12-09,46.21916198730469
2015-12-10,46.042640686035156
2015-12-11,45.3902587890625
2015-12-14,45.622318267822266
2015-12-15,46.21791458129883
2015-12-16,46.914093017578125
2015-12-17,46.14057159423828
2015-12-18,44.8410530090332
2015-12-21,45.11952590942383
2015-12-22,45.947181701660156
2015-12-23,45.92397689819336
2015-12-24,46.12510299682617
2015-12-28,46.449981689453125
2015-12-29,46.82901382446289
2015-12-30,46.48865509033203
2015-12-31,45.76926803588867
2016-01-04,44.508445739746094
2016-01-05,44.77144241333008
2016-01-06,44.16035842895508
2016-01-07,43.177974700927734
2016-01-08,42.95366287231445
2016-01-11,43.23212814331055
2016-01-12,43.52606201171875
2016-01-13,42.72934341430664
2016-01-14,43.46418762207031
2016-01-15,42.63652420043945
2016-01-19,42.72934341430664
2016-01-20,42.126007080078125
2016-01-21,41.85525894165039
2016-01-22,42.528228759765625
2016-01-25,41.893943786621094
2016-01-26,42.4818115234375
2016-01-27,42.40445327758789
2016-01-28,43.092899322509766
2016-01-29,44.578060150146484
2016-02-01,44.70954132080078
2016-02-02,43.974708557128906
2016-02-03,44.059791564941406
2016-02-04,45.66872024536133
2016-02-05,46.60468292236328
2016-02-08,47.130672454833984
2016-02-09,47.37046432495117
2016-02-10,47.4168815612793
2016-02-11,46.8057975769043
2016-02-12,47.78043746948242
2016-02-16,48.04342269897461
2016-02-17,48.306434631347656
2016-02-18,48.32963562011719
2016-02-19,48.399253845214844
2016-02-22,48.79376983642578
2016-02-23,48.5307502746582
2016-02-24,48.66998291015625
2016-02-25,49.31199645996094
2016-02-26,49.17278289794922
2016-02-29,48.84016036987305
2016-03-01,49.559532165527344
2016-03-02,49.706504821777344
2016-03-03,49.89214324951172
2016-03-04,49.90761947631836
2016-03-07,49.66008377075195
2016-03-08,49.52859878540039
2016-03-09,49.497657775878906
2016-03-10,49.590476989746094
2016-03-11,50.975074768066406
2016-03-14,50.41814041137695
2016-03-15,50.36399841308594
2016-03-16,50.5341682434082
2016-03-17,50.89772033691406
2016-03-18,50.88227081298828
2016-03-21,50.81992721557617
2016-03-22,50.765380859375
2016-03-23,50.71861267089844
2016-03-24,50.44589614868164
2016-03-28,50.827720642089844
2016-03-29,51.24068832397461
2016-03-30,51.32640838623047
2016-03-31,50.929012298583984
2016-04-01,51.396522521972656
2016-04-04,51.01472473144531
2016-04-05,50.36796951293945
2016-04-06,50.83551025390625
2016-04-07,50.11083984375
2016-04-08,50.37578201293945
2016-04-11,50.46148681640625
2016-04-12,51.162784576416016
2016-04-13,51.48225402832031
2016-04-14,51.271846771240234
2016-04-15,51.33419418334961
2016-04-18,51.38874053955078
2016-04-19,51.44329071044922
2016-04-20,51.15497589111328
2016-04-21,49.87708282470703
2016-04-22,50.32901382446289
2016-04-25,50.30564498901367
2016-04-26,50.25889587402344
