Date,CCEP.L
2020-02-05,4876.9990234375
2020-02-06,4867.015625
2020-02-07,4901.9580078125
2020-02-10,4899.96142578125
2020-02-11,4896.9658203125
2020-02-12,4842.056640625
2020-02-13,5031.7451171875
2020-02-14,5091.646484375
2020-02-17,5066.68701171875
2020-02-18,5096.63916015625
2020-02-19,5101.6298828125
2020-02-20,5106.62255859375
2020-02-21,5186.4912109375
2020-02-24,5106.62255859375
2020-02-25,5091.646484375
2020-02-26,4901.9580078125
2020-02-27,4941.892578125
2020-02-28,4607.44140625
2020-03-02,4677.326171875
2020-03-03,4812.1044921875
2020-03-04,4802.12158203125
2020-03-05,4810.109375
2020-03-06,4675.330078125
2020-03-09,4410.76318359375
2020-03-10,4226.06640625
2020-03-11,4181.140625
2020-03-12,3649.013671875
2020-03-13,3711.91015625
2020-03-16,3274.6279296875
2020-03-17,3222.712890625
2020-03-18,3289.60302734375
2020-03-19,2745.495849609375
2020-03-20,3164.80810546875
2020-03-23,2743.499267578125
2020-03-24,2885.266357421875
2020-03-25,2818.376220703125
2020-03-26,3043.0078125
2020-03-27,3079.947265625
2020-03-30,3202.745849609375
2020-03-31,3479.2919921875
2020-04-01,3379.455810546875
2020-04-02,3399.423095703125
2020-04-03,3419.39013671875
2020-04-06,3594.103271484375
2020-04-07,4043.3662109375
2020-04-08,3963.49755859375
2020-04-09,3988.456787109375
2020-04-14,3836.705810546875
2020-04-15,3833.710205078125
2020-04-16,3838.702392578125
2020-04-17,3801.7626953125
2020-04-20,3771.811767578125
2020-04-21,3609.0791015625
2020-04-22,3696.93505859375
2020-04-23,3768.81689453125
2020-04-24,3671.976318359375
2020-04-27,3766.8203125
2020-04-28,3788.784423828125
2020-04-29,3778.800537109375
2020-04-30,3609.0791015625
2020-05-01,3567.147705078125
2020-05-04,3539.193603515625
2020-05-05,3507.24609375
2020-05-06,3552.172119140625
2020-05-07,3517.22998046875
2020-05-11,3599.095703125
2020-05-12,3532.204833984375
2020-05-13,3339.521240234375
2020-05-14,3314.56201171875
2020-05-15,3299.586669921875
2020-05-18,3409.406982421875
2020-05-19,3349.505126953125
2020-05-20,3349.505126953125
2020-05-21,3349.505126953125
2020-05-22,3339.521240234375
2020-05-26,3454.3330078125
2020-05-27,3494.26708984375
2020-05-28,3619.0625
2020-05-29,3389.439208984375
2020-06-01,3469.308349609375
2020-06-02,3404.414794921875
2020-06-03,3569.14453125
2020-06-04,3539.193603515625
2020-06-05,3761.82861328125
2020-06-08,3826.721923828125
2020-06-09,3499.259033203125
2020-06-10,3562.15625
2020-06-11,3357.491455078125
2020-06-12,3422.385498046875
2020-06-15,3382.451171875
2020-06-16,3444.34912109375
2020-06-17,3489.275634765625
2020-06-18,3502.254150390625
2020-06-19,3502.254150390625
2020-06-22,3449.34130859375
2020-06-23,3472.3037109375
2020-06-24,3424.38232421875
2020-06-25,3322.549072265625
2020-06-26,3322.549072265625
2020-06-29,3329.537841796875
2020-06-30,3379.455810546875
2020-07-01,3354.4970703125
2020-07-02,3354.4970703125
2020-07-03,3354.4970703125
2020-07-06,3439.357421875
2020-07-07,3449.34130859375
2020-07-08,3454.3330078125
2020-07-09,3342.51611328125
2020-07-10,3344.5126953125
2020-07-13,3479.2919921875
2020-07-14,3387.44287109375
2020-07-15,3479.2919921875
2020-07-16,3479.2919921875
2020-07-17,3419.39013671875
2020-07-20,3409.406982421875
2020-07-21,3407.409912109375
2020-07-22,3509.2431640625
2020-07-23,3542.188720703125
2020-07-24,3539.193603515625
2020-07-27,3539.193603515625
2020-07-28,3532.204833984375
2020-07-29,3522.22119140625
2020-07-30,3449.34130859375
2020-07-31,3417.3935546875
2020-08-03,3394.430908203125
2020-08-04,3397.426513671875
2020-08-05,3409.406982421875
2020-08-06,3359.488525390625
2020-08-07,3489.275634765625
2020-08-10,3489.275634765625
2020-08-11,3614.07080078125
2020-08-12,3599.095703125
2020-08-13,3604.087158203125
2020-08-14,3569.14453125
2020-08-17,3569.14453125
2020-08-18,3444.34912109375
2020-08-19,3319.55419921875
2020-08-20,3407.409912109375
2020-08-21,3349.505126953125
2020-08-24,3434.36572265625
2020-08-25,3499.259033203125
2020-08-26,3484.283935546875
2020-08-27,3502.254150390625
2020-08-28,3497.26220703125
2020-09-01,3494.26708984375
2020-09-02,3534.20166015625
2020-09-03,3713.906982421875
2020-09-04,3728.882568359375
2020-09-07,3698.931884765625
2020-09-08,3698.931884765625
2020-09-09,3771.811767578125
2020-09-10,3746.85302734375
2020-09-11,3736.869384765625
2020-09-14,3733.874267578125
2020-09-15,3826.721923828125
2020-09-16,3813.743408203125
2020-09-17,3813.743408203125
2020-09-18,3594.103271484375
2020-09-21,3374.463623046875
2020-09-22,3352.500244140625
2020-09-23,3389.439208984375
2020-09-24,3264.64404296875
2020-09-25,3367.475341796875
2020-09-28,3449.34130859375
2020-09-29,3367.475341796875
2020-09-30,3342.51611328125
2020-10-01,3317.55712890625
2020-10-02,3369.471923828125
2020-10-05,3394.430908203125
2020-10-06,3417.3935546875
2020-10-07,3349.505126953125
2020-10-08,3464.316162109375
2020-10-09,3464.316162109375
2020-10-12,3464.316162109375
2020-10-13,3357.491455078125
2020-10-14,3464.316162109375
2020-10-15,3337.524658203125
2020-10-16,3279.619384765625
2020-10-19,3259.652099609375
2020-10-20,3259.652099609375
2020-10-21,3159.81640625
2020-10-22,3299.586669921875
2020-10-23,3244.67724609375
2020-10-26,3207.7373046875
2020-10-27,3264.64404296875
2020-10-28,3152.82763671875
2020-10-29,3109.89794921875
2020-10-30,3035.020751953125
2020-11-02,3119.88134765625
2020-11-03,3084.939208984375
2020-11-04,3084.939208984375
2020-11-05,3028.03271484375
2020-11-06,2918.212158203125
2020-11-09,3314.56201171875
2020-11-10,3419.39013671875
2020-11-11,3452.335693359375
2020-11-12,3452.335693359375
2020-11-13,3349.505126953125
2020-11-16,3355.346923828125
2020-11-17,3573.044921875
2020-11-18,3627.968505859375
2020-11-19,3518.12158203125
2020-11-20,3553.072509765625
2020-11-23,3617.982421875
2020-11-24,3729.82763671875
2020-11-25,3719.84130859375
2020-11-26,3662.920654296875
2020-11-27,3719.84130859375
2020-11-30,3749.7998046875
2020-12-01,3752.795654296875
2020-12-02,3819.702880859375
2020-12-03,3879.619873046875
2020-12-04,3887.608642578125
2020-12-07,3799.73046875
2020-12-08,3832.684814453125
2020-12-09,3899.59228515625
2020-12-10,3932.54638671875
2020-12-11,3854.65478515625
2020-12-14,3872.629638671875
2020-12-15,3832.684814453125
2020-12-16,3849.6611328125
2020-12-17,3829.68896484375
2020-12-18,3817.70556640625
2020-12-21,3792.740478515625
2020-12-22,3799.73046875
2020-12-23,3844.66796875
2020-12-24,3832.684814453125
2020-12-29,3987.47021484375
2020-12-30,3977.484130859375
2020-12-31,3944.52978515625
2021-01-04,3937.539306640625
2021-01-05,3927.552978515625
2021-01-06,4012.435546875
2021-01-07,4067.35986328125
2021-01-08,4154.2392578125
2021-01-11,4162.2275390625
2021-01-12,4069.35693359375
2021-01-13,4039.398193359375
2021-01-14,3994.460693359375
2021-01-15,4002.44921875
2021-01-18,3977.484130859375
2021-01-19,3947.52587890625
2021-01-20,3914.5712890625
2021-01-21,4007.442626953125
2021-01-22,3744.806884765625
2021-01-25,3892.6015625
2021-01-26,3872.629638671875
2021-01-27,3752.795654296875
2021-01-28,3804.72412109375
2021-01-29,3817.70556640625
2021-02-01,3914.5712890625
2021-02-02,4137.2626953125
2021-02-03,4102.3115234375
2021-02-04,4072.352294921875
2021-02-05,4227.1376953125
2021-02-08,4219.1484375
2021-02-09,4234.1279296875
2021-02-10,4249.107421875
2021-02-11,4219.1484375
2021-02-12,4209.16259765625
2021-02-15,4209.16259765625
2021-02-16,4366.943359375
2021-02-17,4388.91357421875
2021-02-18,4371.9365234375
2021-02-19,4292.0478515625
2021-02-22,4322.00634765625
2021-02-23,4272.07568359375
2021-02-24,4411.88134765625
2021-02-25,4299.03857421875
2021-02-26,4237.12353515625
2021-03-01,4307.02734375
2021-03-02,4331.99267578125
2021-03-03,4338.9833984375
2021-03-04,4237.12353515625
2021-03-05,4317.013671875
2021-03-08,4513.74072265625
2021-03-09,4536.70849609375
2021-03-10,4561.673828125
2021-03-11,4478.7890625
2021-03-12,4478.7890625
2021-03-15,4478.7890625
2021-03-16,4398.8994140625
2021-03-17,4441.84033203125
2021-03-18,4388.91357421875
2021-03-19,4361.9501953125
2021-03-22,4333.98974609375
2021-03-23,4274.072265625
2021-03-24,4331.99267578125
2021-03-25,4446.83349609375
2021-03-26,4443.83740234375
2021-03-29,4386.916015625
2021-03-30,4371.9365234375
2021-03-31,4458.81640625
2021-04-01,4371.9365234375
2021-04-06,4406.888671875
2021-04-07,4396.90283203125
2021-04-08,4483.7822265625
2021-04-09,4521.72900390625
2021-04-12,4581.64599609375
2021-04-13,4563.67138671875
2021-04-14,4503.7548828125
2021-04-15,4521.72900390625
2021-04-16,4576.6533203125
2021-04-19,4581.64599609375
2021-04-20,4538.70556640625
2021-04-21,4688.498046875
2021-04-22,4671.521484375
2021-04-23,4673.51904296875
2021-04-26,4696.486328125
2021-04-27,4671.521484375
2021-04-28,4733.435546875
2021-04-29,4688.498046875
2021-04-30,4716.45947265625
2021-05-04,4663.5322265625
2021-05-05,4636.57080078125
2021-05-06,4678.51220703125
2021-05-07,4648.55419921875
2021-05-10,4696.486328125
2021-05-11,4491.771484375
2021-05-12,4768.38671875
2021-05-13,4853.26953125
2021-05-14,4946.14111328125
2021-05-17,5072.96484375
2021-05-18,5033.0205078125
2021-05-19,4878.234375
2021-05-20,5003.06103515625
2021-05-21,5033.0205078125
2021-05-24,4998.06884765625
2021-05-25,4943.14453125
2021-05-26,4933.15869140625
2021-05-27,4951.13330078125
2021-05-28,4928.16552734375
2021-06-01,4966.11279296875
2021-06-02,5001.064453125
2021-06-03,4961.11962890625
2021-06-04,5072.96484375
2021-06-07,5072.96484375
2021-06-08,5023.03369140625
2021-06-09,5062.97900390625
2021-06-10,5057.98583984375
2021-06-11,5062.97900390625
2021-06-14,5062.97900390625
2021-06-15,5102.9228515625
2021-06-16,5167.83251953125
2021-06-17,5212.77099609375
2021-06-18,5092.93701171875
2021-06-21,5197.79248046875
2021-06-22,5272.68798828125
2021-06-23,5172.826171875
2021-06-24,5127.888671875
2021-06-25,5097.9306640625
2021-06-28,4981.0927734375
2021-06-29,4921.1748046875
2021-06-30,4908.19287109375
2021-07-01,5052.99267578125
2021-07-02,5047.99951171875
2021-07-05,5033.0205078125
2021-07-06,5026.0302734375
2021-07-07,5142.8681640625
2021-07-08,5127.888671875
2021-07-09,5137.875
2021-07-12,5167.83251953125
2021-07-13,5247.72314453125
2021-07-14,5227.75048828125
2021-07-15,5207.77783203125
2021-07-16,5152.85400390625
2021-07-19,4878.234375
2021-07-20,4943.14453125
2021-07-21,5092.93701171875
2021-07-22,5043.00634765625
2021-07-23,5167.83251953125
2021-07-26,5172.826171875
2021-07-27,5157.84765625
2021-07-28,5157.84765625
2021-07-29,5197.79248046875
2021-07-30,5217.7646484375
2021-08-02,5222.75732421875
2021-08-03,5152.85400390625
2021-08-04,5162.83935546875
2021-08-05,5172.826171875
2021-08-06,5252.71533203125
2021-08-09,5207.77783203125
2021-08-10,5272.68798828125
2021-08-11,5272.68798828125
2021-08-12,5207.77783203125
2021-08-13,5117.90185546875
2021-08-16,5112.90966796875
2021-08-17,5028.02685546875
2021-08-18,4996.07080078125
2021-08-19,4893.21435546875
2021-08-20,4868.2490234375
2021-08-23,4866.2509765625
2021-08-24,4983.0888671875
2021-08-25,4936.154296875
2021-08-26,4901.20361328125
2021-08-27,4898.20751953125
2021-08-31,4961.11962890625
2021-09-01,4876.23779296875
2021-09-02,5026.0302734375
2021-09-03,5127.888671875
2021-09-06,5052.99267578125
2021-09-07,5112.90966796875
2021-09-08,5033.0205078125
2021-09-09,4983.0888671875
2021-09-10,4923.171875
2021-09-13,4921.1748046875
2021-09-14,4813.32470703125
2021-09-15,4923.171875
2021-09-16,5026.0302734375
2021-09-17,4986.08642578125
2021-09-20,4793.35302734375
2021-09-21,4893.21435546875
2021-09-22,4976.10009765625
2021-09-23,4898.20751953125
2021-09-24,4841.28662109375
2021-09-27,4833.2978515625
2021-09-28,4776.3759765625
2021-09-29,4788.35986328125
2021-09-30,4786.36181640625
2021-10-01,4811.32861328125
2021-10-04,4733.435546875
2021-10-05,4763.3935546875
2021-10-06,4736.43212890625
2021-10-07,4876.23779296875
2021-10-08,4771.38232421875
2021-10-11,4688.498046875
2021-10-12,4678.51220703125
2021-10-13,4646.55615234375
2021-10-14,5162.83935546875
2021-10-15,5302.646484375
2021-10-18,4628.58056640625
2021-10-19,4571.66015625
2021-10-20,4993.076171875
2021-10-21,5013.0478515625
2021-10-22,4513.74072265625
2021-10-25,4923.171875
2021-10-26,4541.70166015625
2021-10-27,4573.65673828125
2021-10-28,4486.7783203125
2021-10-29,4561.673828125
2021-11-01,4603.61572265625
2021-11-02,4596.62548828125
2021-11-03,4593.62939453125
2021-11-04,4596.62548828125
2021-11-05,4698.484375
2021-11-08,4691.494140625
2021-11-09,4888.22119140625
2021-11-10,4923.171875
2021-11-11,5001.064453125
2021-11-12,4933.15869140625
2021-11-15,4918.1796875
2021-11-16,4941.14794921875
2021-11-17,4813.32470703125
2021-11-18,4679.87109375
2021-11-19,4530.03515625
2021-11-22,4672.87890625
2021-11-23,4704.8447265625
2021-11-24,4672.87890625
2021-11-25,4719.8271484375
2021-11-26,4470.1015625
2021-11-29,4508.05908203125
2021-11-30,4440.13330078125
2021-12-01,4463.1083984375
2021-12-02,4475.095703125
2021-12-03,4639.91455078125
2021-12-06,4859.673828125
2021-12-07,4927.599609375
2021-12-08,4724.8212890625
2021-12-09,4712.8349609375
2021-12-10,4744.80029296875
2021-12-13,4749.79541015625
2021-12-14,4809.728515625
2021-12-15,4787.7529296875
2021-12-16,4787.7529296875
2021-12-17,4769.7724609375
2021-12-20,4574.9853515625
2021-12-21,4724.8212890625
2021-12-22,4729.81640625
2021-12-23,4849.685546875
2021-12-24,4882.64892578125
2021-12-29,4932.5947265625
2021-12-30,4962.56103515625
2021-12-31,4962.56103515625
2022-01-04,5027.49072265625
2022-01-05,5084.427734375
2022-01-06,5114.39501953125
2022-01-07,5124.38330078125
2022-01-10,5079.43310546875
2022-01-11,5104.40625
2022-01-12,5134.37353515625
2022-01-13,5174.32958984375
2022-01-14,5164.33984375
2022-01-17,5214.28466796875
2022-01-18,5199.30224609375
2022-01-19,5119.38916015625
2022-01-20,5179.32421875
2022-01-21,5129.37841796875
2022-01-24,4887.64306640625
2022-01-25,4942.58349609375
2022-01-26,5089.4228515625
2022-01-27,5144.36181640625
2022-01-28,5007.51220703125
2022-01-31,5079.43310546875
2022-02-01,5089.4228515625
2022-02-02,5164.33984375
2022-02-03,5069.44384765625
2022-02-04,4952.57177734375
2022-02-07,5014.5048828125
2022-02-08,5059.45556640625
2022-02-09,5084.427734375
2022-02-10,5149.35693359375
2022-02-11,5129.37841796875
2022-02-14,5039.47705078125
2022-02-15,5064.44970703125
2022-02-16,4984.537109375
2022-02-17,4892.63818359375
2022-02-18,4922.60546875
2022-02-21,4762.78076171875
2022-02-22,4827.708984375
2022-02-23,4744.80029296875
2022-02-24,4574.9853515625
2022-02-25,4727.818359375
2022-02-28,4629.92626953125
2022-03-01,4418.158203125
2022-03-02,4545.01904296875
2022-03-03,4558.00439453125
2022-03-04,4255.3369140625
2022-03-07,4048.56298828125
2022-03-08,3988.62890625
2022-03-09,4240.35302734375
2022-03-10,4125.478515625
2022-03-11,4200.39697265625
2022-03-14,4308.2783203125
2022-03-15,4303.2841796875
2022-03-16,4525.041015625
2022-03-17,4448.1259765625
2022-03-18,4510.05810546875
2022-03-21,4500.06787109375
2022-03-22,4500.06787109375
2022-03-23,4458.11376953125
2022-03-24,4405.171875
2022-03-25,4405.171875
2022-03-28,4383.19677734375
2022-03-29,4540.02490234375
2022-03-30,4388.1904296875
2022-03-31,4428.14697265625
2022-04-01,4450.123046875
2022-04-04,4410.16650390625
2022-04-05,4475.095703125
2022-04-06,4405.171875
2022-04-07,4395.18310546875
2022-04-08,4425.14990234375
2022-04-11,4420.15576171875
2022-04-12,4435.1396484375
2022-04-13,4425.14990234375
2022-04-14,4530.03515625
2022-04-19,4574.9853515625
2022-04-20,4669.8818359375
2022-04-21,4804.734375
2022-04-22,4769.7724609375
2022-04-25,4804.734375
2022-04-26,4754.78955078125
2022-04-27,4874.658203125
2022-04-28,4564.9970703125
2022-04-29,4864.66845703125
2022-05-03,4759.78271484375
2022-05-04,4719.8271484375
2022-05-05,4799.7392578125
2022-05-06,4639.91455078125
2022-05-09,4564.9970703125
2022-05-10,4629.92626953125
2022-05-11,4734.81103515625
2022-05-12,4505.59521484375
2022-05-13,4905.2041015625
2022-05-16,5105.00830078125
2022-05-17,5055.05810546875
2022-05-18,4995.11669921875
2022-05-19,4725.3798828125
2022-05-20,4905.2041015625
2022-05-23,4995.11669921875
2022-05-24,5000.111328125
2022-05-25,4985.1259765625
2022-05-26,4985.1259765625
2022-05-27,5035.0771484375
2022-05-30,4975.13623046875
2022-05-31,4975.13623046875
2022-06-01,4890.21923828125
2022-06-06,5040.07275390625
2022-06-07,5045.06689453125
2022-06-08,4980.13134765625
2022-06-09,5055.05810546875
2022-06-10,5030.08203125
2022-06-13,4880.22900390625
2022-06-14,4830.27783203125
2022-06-15,4915.19482421875
2022-06-16,4695.41015625
2022-06-17,4870.23828125
2022-06-20,4800.30615234375
2022-06-21,4845.2626953125
2022-06-22,4845.2626953125
2022-06-23,4840.26806640625
2022-06-24,4890.21923828125
2022-06-27,4990.12158203125
2022-06-28,5025.0869140625
2022-06-29,4965.1455078125
2022-06-30,4870.23828125
2022-07-01,5015.09716796875
2022-07-04,5075.0380859375
2022-07-05,4935.17529296875
2022-07-06,5040.07275390625
2022-07-07,5065.04833984375
2022-07-08,5085.02880859375
2022-07-11,5040.07275390625
2022-07-12,4980.13134765625
2022-07-13,4915.19482421875
2022-07-14,4890.21923828125
2022-07-15,4955.1552734375
2022-07-18,4935.17529296875
2022-07-19,4995.11669921875
2022-07-20,4995.11669921875
2022-07-21,5015.09716796875
2022-07-22,5050.0625
2022-07-25,5114.9990234375
2022-07-26,5144.9697265625
2022-07-27,5234.8828125
2022-07-28,5264.85302734375
2022-07-29,5294.82373046875
2022-08-01,5294.82373046875
2022-08-02,5274.84326171875
2022-08-03,5314.8037109375
2022-08-04,5144.9697265625
2022-08-05,5134.97998046875
2022-08-08,5114.9990234375
2022-08-09,5075.0380859375
2022-08-10,5134.97998046875
2022-08-11,5184.9306640625
2022-08-12,5284.83349609375
2022-08-15,5374.74560546875
2022-08-16,5434.68603515625
2022-08-17,5324.794921875
2022-08-18,5354.76416015625
2022-08-19,5374.74560546875
2022-08-22,5294.82373046875
2022-08-23,5224.8916015625
2022-08-24,5274.84326171875
2022-08-25,5174.94091796875
2022-08-26,5015.09716796875
2022-08-30,4880.22900390625
2022-08-31,4980.13134765625
2022-09-01,4835.2734375
2022-09-02,4880.22900390625
2022-09-05,4785.32177734375
2022-09-06,4770.33642578125
2022-09-07,4735.37060546875
2022-09-08,4810.296875
2022-09-09,4900.20849609375
2022-09-12,4975.13623046875
2022-09-13,4875.23388671875
2022-09-14,4745.361328125
2022-09-15,4750.35595703125
2022-09-16,4690.41455078125
2022-09-20,4695.41015625
2022-09-21,4820.28759765625
2022-09-22,4700.40478515625
2022-09-23,4620.482421875
2022-09-26,4623.48046875
2022-09-27,4530.57080078125
2022-09-28,4505.59521484375
2022-09-29,4335.7607421875
2022-09-30,4410.6875
2022-10-03,4420.67822265625
2022-10-04,4580.521484375
2022-10-05,4630.47265625
2022-10-06,4620.482421875
2022-10-07,4570.53173828125
2022-10-10,4645.45849609375
2022-10-11,4585.5166015625
2022-10-12,4690.41455078125
2022-10-13,4670.43408203125
2022-10-14,4715.39013671875
2022-10-17,4735.37060546875
2022-10-18,4740.36572265625
2022-10-19,4620.482421875
2022-10-20,4555.54541015625
2022-10-21,4555.54541015625
2022-10-24,4670.43408203125
2022-10-25,4675.42919921875
2022-10-26,4690.41455078125
2022-10-27,4670.43408203125
2022-10-28,4715.39013671875
2022-10-31,4790.31689453125
2022-11-01,4780.326171875
2022-11-02,4810.296875
2022-11-03,4810.296875
2022-11-04,4860.24755859375
2022-11-07,4890.21923828125
2022-11-08,4905.2041015625
2022-11-09,4950.16015625
2022-11-10,4995.11669921875
2022-11-11,4950.16015625
2022-11-14,4995.11669921875
2022-11-15,5045.06689453125
2022-11-16,4900.20849609375
2022-11-17,4836.37744140625
2022-11-18,4901.328125
2022-11-21,4956.287109375
2022-11-22,5016.24267578125
2022-11-23,5076.197265625
2022-11-24,5076.197265625
2022-11-25,5056.212890625
2022-11-28,5086.18994140625
2022-11-29,5011.24609375
2022-11-30,5011.24609375
2022-12-01,5116.16748046875
2022-12-02,5136.15283203125
2022-12-05,5036.2275390625
2022-12-06,4971.2763671875
2022-12-07,5011.24609375
2022-12-08,5046.2197265625
2022-12-09,5076.197265625
2022-12-12,5096.18212890625
2022-12-13,5206.10009765625
2022-12-14,5156.1376953125
2022-12-15,5006.24951171875
2022-12-16,5056.212890625
2022-12-19,5106.1748046875
2022-12-20,5046.2197265625
2022-12-21,5206.10009765625
2022-12-22,5186.115234375
2022-12-23,5196.10791015625
2022-12-28,5216.0927734375
