Date,SUMICHEM.NS
2020-01-27,195.54861450195312
2020-01-28,205.2919464111328
2020-01-29,215.52243041992188
2020-01-30,226.288818359375
2020-01-31,222.8299560546875
2020-02-03,223.8042755126953
2020-02-04,223.8042755126953
2020-02-05,234.86297607421875
2020-02-06,236.08087158203125
2020-02-07,249.96510314941406
2020-02-10,262.6314697265625
2020-02-11,265.359619140625
2020-02-12,256.5906066894531
2020-02-13,257.3700256347656
2020-02-14,250.45228576660156
2020-02-17,248.01644897460938
2020-02-18,240.90380859375
2020-02-19,246.50624084472656
2020-02-20,243.24221801757812
2020-02-24,233.64503479003906
2020-02-25,233.83990478515625
2020-02-26,235.64242553710938
2020-02-27,252.8881072998047
2020-02-28,250.30612182617188
2020-03-02,249.23439025878906
2020-03-03,241.1960906982422
2020-03-04,236.6654510498047
2020-03-05,232.57327270507812
2020-03-06,225.16835021972656
2020-03-09,211.8686981201172
2020-03-11,216.10702514648438
2020-03-12,198.08187866210938
2020-03-13,214.59683227539062
2020-03-16,200.27413940429688
2020-03-17,207.38674926757812
2020-03-18,192.82049560546875
2020-03-19,186.00015258789062
2020-03-20,193.30764770507812
2020-03-23,155.3573760986328
2020-03-24,157.50091552734375
2020-03-25,162.76231384277344
2020-03-26,157.9393768310547
2020-03-27,164.1750946044922
2020-03-30,171.19029235839844
2020-03-31,179.95928955078125
2020-04-01,187.41294860839844
2020-04-03,184.53868103027344
2020-04-07,202.3202362060547
2020-04-08,213.7686309814453
2020-04-09,213.0866241455078
2020-04-13,204.46376037597656
2020-04-15,200.7613067626953
2020-04-16,206.02268981933594
2020-04-17,221.85560607910156
2020-04-20,216.25318908691406
2020-04-21,209.6764678955078
2020-04-22,221.75819396972656
2020-04-23,218.6403045654297
2020-04-24,210.11489868164062
2020-04-27,217.47109985351562
2020-04-28,228.52980041503906
2020-04-29,236.76290893554688
2020-04-30,236.90907287597656
2020-05-04,219.9069366455078
2020-05-05,215.3762969970703
2020-05-06,215.619873046875
2020-05-07,215.2301483154297
2020-05-08,223.60939025878906
2020-05-11,223.3170928955078
2020-05-12,221.41714477539062
2020-05-13,225.41192626953125
2020-05-14,232.0861053466797
2020-05-15,225.6068115234375
2020-05-18,222.0017547607422
2020-05-19,216.78907775878906
2020-05-20,217.47109985351562
2020-05-21,217.22752380371094
2020-05-22,215.86346435546875
2020-05-26,230.13743591308594
2020-05-27,239.49105834960938
2020-05-28,239.92947387695312
2020-05-29,253.27786254882812
2020-06-01,253.32656860351562
2020-06-02,262.875
2020-06-03,265.4082336425781
2020-06-04,261.85198974609375
2020-06-05,269.2569274902344
2020-06-08,260.5366516113281
2020-06-09,257.2239074707031
2020-06-10,261.0238037109375
2020-06-11,273.34906005859375
2020-06-12,273.7388610839844
2020-06-15,289.3768615722656
2020-06-16,292.73834228515625
2020-06-17,293.42034912109375
2020-06-18,295.07672119140625
2020-06-19,288.4999694824219
2020-06-22,287.5256652832031
2020-06-23,287.72052001953125
2020-06-24,278.7079162597656
2020-06-25,302.8226318359375
2020-06-26,284.40777587890625
2020-06-29,272.0337829589844
2020-06-30,266.7723388671875
2020-07-01,269.7440490722656
2020-07-02,264.72625732421875
2020-07-03,270.7184143066406
2020-07-06,268.47747802734375
2020-07-07,272.91064453125
2020-07-08,268.47747802734375
2020-07-09,268.0876770019531
2020-07-10,266.3825988769531
2020-07-13,267.5030822753906
2020-07-14,264.1416320800781
2020-07-15,261.3648376464844
2020-07-16,258.3443298339844
2020-07-17,257.6136474609375
2020-07-20,261.94940185546875
2020-07-21,259.70843505859375
2020-07-22,270.4261169433594
2020-07-23,271.7901916503906
2020-07-24,268.4287109375
2020-07-27,260.4878845214844
2020-07-28,265.6031494140625
2020-07-29,268.5748596191406
2020-07-30,261.26739501953125
2020-07-31,260.2929992675781
2020-08-03,264.9211120605469
2020-08-04,272.3747863769531
2020-08-05,272.0824890136719
2020-08-06,275.7362365722656
2020-08-07,279.5848693847656
2020-08-10,279.0976867675781
2020-08-11,268.2338562011719
2020-08-12,266.2851867675781
2020-08-13,266.2851867675781
2020-08-14,263.0699157714844
2020-08-17,263.6545104980469
2020-08-18,267.74664306640625
2020-08-19,272.3747863769531
2020-08-20,273.7875671386719
2020-08-21,280.1206970214844
2020-08-24,283.23858642578125
2020-08-25,277.2951354980469
2020-08-26,280.2181396484375
2020-08-27,277.14898681640625
2020-08-28,276.8079528808594
2020-08-31,261.5596618652344
2020-09-01,263.94677734375
2020-09-02,271.5132141113281
2020-09-03,269.65826416015625
2020-09-04,264.8254699707031
2020-09-07,263.9956359863281
2020-09-08,262.140625
2020-09-09,257.16131591796875
2020-09-10,263.70269775390625
2020-09-11,267.90081787109375
2020-09-14,269.9510803222656
2020-09-15,275.7602233886719
2020-09-16,280.4465026855469
2020-09-17,278.493896484375
2020-09-18,292.8945617675781
2020-09-21,296.06756591796875
2020-09-22,288.69635009765625
2020-09-23,297.727294921875
2020-09-24,282.6919860839844
2020-09-25,287.5736083984375
2020-09-28,288.79400634765625
2020-09-29,290.6977844238281
2020-09-30,281.1787414550781
2020-10-01,284.4494323730469
2020-10-05,279.56781005859375
2020-10-06,285.7185974121094
2020-10-07,279.42138671875
2020-10-08,276.8829650878906
2020-10-09,276.541259765625
2020-10-12,271.07391357421875
2020-10-13,270.04876708984375
2020-10-14,276.68768310546875
2020-10-15,269.8534851074219
2020-10-16,271.1715087890625
2020-10-19,273.4170227050781
2020-10-20,273.1241455078125
2020-10-21,269.7070617675781
2020-10-22,269.0724182128906
2020-10-23,273.1729431152344
2020-10-26,269.0724182128906
2020-10-27,268.58428955078125
2020-10-28,263.84918212890625
2020-10-29,261.2619323730469
2020-10-30,260.87139892578125
2020-11-02,262.2870788574219
2020-11-03,265.16717529296875
2020-11-04,268.38897705078125
2020-11-05,278.7867736816406
2020-11-06,273.4658508300781
2020-11-09,269.9510803222656
2020-11-10,265.21600341796875
2020-11-11,264.0932312011719
2020-11-12,265.0207824707031
2020-11-13,264.77667236328125
2020-11-14,269.4629821777344
2020-11-17,270.878662109375
2020-11-18,271.07391357421875
2020-11-19,275.1255798339844
2020-11-20,274.9791259765625
2020-11-23,274.7839050292969
2020-11-24,274.2469177246094
2020-11-25,275.56494140625
2020-11-26,273.1729431152344
2020-11-27,276.1507568359375
2020-12-01,281.56927490234375
2020-12-02,280.0560302734375
2020-12-03,285.181640625
2020-12-04,299.2893981933594
2020-12-07,310.41937255859375
2020-12-08,301.1932067871094
2020-12-09,298.4595642089844
2020-12-10,302.36480712890625
2020-12-11,297.3855895996094
2020-12-14,294.1637268066406
2020-12-15,292.9433288574219
2020-12-16,293.3826904296875
2020-12-17,299.631103515625
2020-12-18,296.8486022949219
2020-12-21,286.40203857421875
2020-12-22,285.1328125
2020-12-23,286.6460876464844
2020-12-24,286.5484924316406
2020-12-28,287.5736083984375
2020-12-29,286.89019775390625
2020-12-30,285.8162841796875
2020-12-31,285.6209411621094
2021-01-01,300.41217041015625
2021-01-04,319.5479431152344
2021-01-05,315.30096435546875
2021-01-06,311.4933166503906
2021-01-07,317.1559753417969
2021-01-08,314.7152099609375
2021-01-11,316.5213623046875
2021-01-12,311.44451904296875
2021-01-13,304.9520568847656
2021-01-14,313.44598388671875
2021-01-15,312.8601379394531
2021-01-18,307.58807373046875
2021-01-19,313.25067138671875
2021-01-20,318.57159423828125
2021-01-21,311.9814758300781
2021-01-22,306.17242431640625
2021-01-25,300.2168884277344
2021-01-27,300.705078125
2021-01-28,307.2463684082031
2021-01-29,305.68426513671875
2021-02-01,312.3232116699219
2021-02-02,307.2951965332031
2021-02-03,308.7596435546875
2021-02-04,314.6175231933594
2021-02-05,311.2492370605469
2021-02-08,298.0201416015625
2021-02-09,301.0955810546875
2021-02-10,298.2642517089844
2021-02-11,299.631103515625
2021-02-12,300.705078125
2021-02-15,297.6784362792969
2021-02-16,294.3590087890625
2021-02-17,290.7466125488281
2021-02-18,291.1371765136719
2021-02-19,292.4063415527344
2021-02-22,292.0158386230469
2021-02-23,290.7954406738281
2021-02-24,290.25848388671875
2021-02-25,290.8442687988281
2021-02-26,287.3783874511719
2021-03-01,292.0158386230469
2021-03-02,292.21112060546875
2021-03-03,292.21112060546875
2021-03-04,288.5499267578125
2021-03-05,285.57220458984375
2021-03-08,283.9123840332031
2021-03-09,285.7674560546875
2021-03-10,282.447998046875
2021-03-12,275.56494140625
2021-03-15,266.0458984375
2021-03-16,267.9985046386719
2021-03-17,270.63458251953125
2021-03-18,273.4658508300781
2021-03-19,273.9051513671875
2021-03-22,275.32086181640625
2021-03-23,272.5383605957031
2021-03-24,268.38897705078125
2021-03-25,263.84918212890625
2021-03-26,267.0221862792969
2021-03-30,278.2497863769531
2021-03-31,283.8148498535156
2021-04-01,281.61810302734375
2021-04-05,275.3696594238281
2021-04-06,278.493896484375
2021-04-07,286.79254150390625
2021-04-08,284.01007080078125
2021-04-09,286.30438232421875
2021-04-12,272.9776916503906
