Date,CGRA4.SA
2015-08-24,4.787628650665283
2015-08-25,4.882246017456055
2015-08-26,4.816012382507324
2015-08-27,4.910630702972412
2015-08-28,4.839667320251465
2015-08-31,4.986323833465576
2015-09-01,5.038363456726074
2015-09-02,5.014709949493408
2015-09-03,4.962669372558594
2015-09-04,4.754511833190918
2015-09-08,4.83493709564209
2015-09-09,4.9200921058654785
2015-09-10,4.763973236083984
2015-09-11,4.967399597167969
2015-09-14,4.967399597167969
2015-09-15,5.189751148223877
2015-09-16,5.227596759796143
2015-09-17,5.1329803466796875
2015-09-18,5.156635284423828
2015-09-21,5.156635284423828
2015-09-22,5.284367561340332
2015-09-23,5.038363456726074
2015-09-24,5.203942775726318
2015-09-25,5.175558567047119
2015-09-28,5.175558567047119
2015-09-29,5.203942775726318
2015-09-30,5.274906158447266
2015-10-01,5.29856014251709
2015-10-02,5.274906158447266
2015-10-05,5.222867012023926
2015-10-06,5.251251220703125
2015-10-07,5.166097164154053
2015-10-08,5.175558567047119
2015-10-09,5.293830394744873
2015-10-13,5.066749572753906
2015-10-14,5.109326362609863
2015-10-15,5.109326362609863
2015-10-16,5.043094635009766
2015-10-19,5.303291320800781
2015-10-20,5.293830394744873
2015-10-21,5.293830394744873
2015-10-22,5.199213981628418
2015-10-23,5.076210975646973
2015-10-26,5.0856709480285645
2015-10-27,4.967399597167969
2015-10-28,4.849128723144531
2015-10-29,4.9390153884887695
2015-10-30,4.849128723144531
2015-11-03,4.801820755004883
2015-11-04,4.811283111572266
2015-11-05,4.9011688232421875
2015-11-06,4.778167247772217
2015-11-09,4.801820755004883
2015-11-10,4.948477268218994
2015-11-11,4.664626121520996
2015-11-12,4.754511833190918
2015-11-13,4.768704891204834
2015-11-16,4.730856895446777
2015-11-17,4.707203388214111
2015-11-18,4.707203388214111
2015-11-19,4.693010330200195
2015-11-23,4.730856895446777
2015-11-24,4.726125717163086
2015-11-25,4.693010330200195
2015-11-26,4.683549404144287
2015-11-27,4.6598944664001465
2015-11-30,4.768704891204834
2015-12-01,4.546354293823242
2015-12-02,4.494315147399902
2015-12-03,4.494315147399902
2015-12-04,4.730856895446777
2015-12-07,4.707203388214111
2015-12-08,4.707203388214111
2015-12-09,4.697741508483887
2015-12-10,4.6882805824279785
2015-12-11,4.697741508483887
2015-12-14,4.697741508483887
2015-12-15,4.588932514190674
2015-12-16,4.508508205413818
2015-12-17,4.61258602142334
2015-12-18,4.6551642417907715
2015-12-21,4.586392402648926
2015-12-22,4.642509937286377
2015-12-23,4.642509937286377
2015-12-28,4.591493129730225
2015-12-29,4.642509937286377
2015-12-30,4.617002010345459
2016-01-04,4.591493129730225
2016-01-05,4.586392402648926
2016-01-06,4.642509937286377
2016-01-07,4.489461421966553
2016-01-08,4.586392402648926
2016-01-11,4.586392402648926
2016-01-12,4.5149688720703125
2016-01-13,4.525172710418701
2016-01-14,4.504765510559082
2016-01-15,4.5404767990112305
2016-01-18,4.341513633728027
2016-01-19,4.290496349334717
2016-01-20,4.3109025955200195
2016-01-21,4.387427806854248
2016-01-22,4.377223491668701
2016-01-26,4.234377861022949
2016-01-27,4.162954330444336
2016-01-28,4.162954330444336
2016-01-29,4.132345199584961
2016-02-01,4.326208591461182
2016-02-02,4.3058013916015625
2016-02-03,4.3619184494018555
2016-02-04,4.234377861022949
2016-02-05,4.275190830230713
2016-02-10,4.234377861022949
2016-02-11,4.229275703430176
2016-02-12,4.08132791519165
2016-02-15,4.0405144691467285
2016-02-16,4.020108699798584
2016-02-17,4.060921669006348
2016-02-18,4.030311584472656
2016-02-19,4.08132791519165
2016-02-22,3.9894986152648926
2016-02-23,3.9741926193237305
2016-02-24,4.08132791519165
2016-02-25,3.9486846923828125
2016-02-26,4.030311584472656
2016-02-29,4.08132791519165
2016-03-01,4.208869934082031
2016-03-02,4.234377861022949
2016-03-03,4.3364105224609375
2016-03-04,4.387427806854248
2016-03-07,4.387427806854248
2016-03-08,4.591493129730225
2016-03-09,4.591493129730225
2016-03-10,4.591493129730225
2016-03-11,4.49966287612915
2016-03-14,4.560883522033691
2016-03-15,4.591493129730225
