Date,ALKEM.NS
2016-05-20,1141.6741943359375
2016-05-23,1159.77392578125
2016-05-24,1134.8692626953125
2016-05-25,1143.109130859375
2016-05-26,1165.328857421875
2016-05-27,1156.2557373046875
2016-05-30,1182.086181640625
2016-05-31,1169.68017578125
2016-06-01,1192.501708984375
2016-06-02,1209.07373046875
2016-06-03,1258.14208984375
2016-06-06,1263.8359375
2016-06-07,1259.3458251953125
2016-06-08,1298.41552734375
2016-06-09,1278.4178466796875
2016-06-10,1286.796142578125
2016-06-13,1286.611083984375
2016-06-14,1266.2431640625
2016-06-15,1286.33349609375
2016-06-16,1278.5101318359375
2016-06-17,1282.398681640625
2016-06-20,1282.3060302734375
2016-06-21,1267.770751953125
2016-06-22,1281.0098876953125
2016-06-23,1273.2327880859375
2016-06-24,1281.5650634765625
2016-06-27,1281.704345703125
2016-06-28,1281.6116943359375
2016-06-29,1276.056884765625
2016-06-30,1281.704345703125
2016-07-01,1265.8265380859375
2016-07-04,1256.4293212890625
2016-07-05,1264.6690673828125
2016-07-07,1249.1153564453125
2016-07-08,1256.8922119140625
2016-07-11,1286.33349609375
2016-07-12,1302.396484375
2016-07-13,1313.6451416015625
2016-07-14,1314.80224609375
2016-07-15,1310.40478515625
2016-07-18,1313.87646484375
2016-07-19,1358.408447265625
2016-07-20,1424.1881103515625
2016-07-21,1437.79736328125
2016-07-22,1464.414794921875
2016-07-25,1406.319580078125
2016-07-26,1410.4390869140625
2016-07-27,1398.2647705078125
2016-07-28,1421.8734130859375
2016-07-29,1450.48095703125
2016-08-01,1429.7891845703125
2016-08-02,1444.00048828125
2016-08-03,1408.541259765625
2016-08-04,1382.5723876953125
2016-08-05,1411.828369140625
2016-08-08,1462.3316650390625
2016-08-09,1470.5252685546875
2016-08-10,1439.4176025390625
2016-08-11,1476.3114013671875
2016-08-12,1442.3802490234375
2016-08-16,1427.150634765625
2016-08-17,1420.206787109375
2016-08-18,1429.23388671875
2016-08-19,1424.141357421875
2016-08-22,1409.5135498046875
2016-08-23,1392.663818359375
2016-08-24,1419.5587158203125
2016-08-25,1425.9931640625
2016-08-26,1428.4466552734375
2016-08-29,1427.428466796875
2016-08-30,1441.6859130859375
2016-08-31,1432.9371337890625
2016-09-01,1453.3973388671875
2016-09-02,1515.103271484375
2016-09-06,1522.74169921875
2016-09-07,1496.9573974609375
2016-09-08,1514.5478515625
2016-09-09,1483.9493408203125
2016-09-12,1496.447998046875
2016-09-14,1503.808349609375
2016-09-15,1502.0030517578125
2016-09-16,1557.32080078125
2016-09-19,1601.3897705078125
2016-09-20,1571.7635498046875
2016-09-21,1569.0322265625
2016-09-22,1610.509033203125
2016-09-23,1631.47900390625
2016-09-26,1693.3232421875
2016-09-27,1673.140625
2016-09-28,1707.9976806640625
2016-09-29,1678.001220703125
2016-09-30,1538.0172119140625
2016-10-03,1553.9412841796875
2016-10-04,1547.229248046875
2016-10-05,1544.5445556640625
2016-10-06,1540.4244384765625
2016-10-07,1535.702880859375
2016-10-10,1569.8192138671875
2016-10-13,1546.0721435546875
2016-10-14,1570.791748046875
2016-10-17,1605.7412109375
2016-10-18,1617.8695068359375
2016-10-19,1559.2186279296875
2016-10-20,1531.3978271484375
2016-10-21,1535.9346923828125
2016-10-24,1550.83984375
2016-10-25,1540.2392578125
2016-10-26,1539.128173828125
2016-10-27,1498.345947265625
2016-10-28,1510.8447265625
2016-11-01,1539.5447998046875
2016-11-02,1515.2420654296875
2016-11-03,1498.3922119140625
2016-11-04,1460.3876953125
2016-11-07,1448.9539794921875
2016-11-08,1474.1822509765625
2016-11-09,1531.9993896484375
2016-11-10,1521.2139892578125
2016-11-11,1521.6302490234375
2016-11-15,1526.352294921875
2016-11-16,1527.1387939453125
2016-11-17,1497.0960693359375
2016-11-18,1519.4547119140625
2016-11-21,1497.6978759765625
2016-11-22,1553.2471923828125
2016-11-23,1581.53955078125
2016-11-24,1600.07568359375
2016-11-25,1571.783447265625
2016-11-28,1572.248046875
2016-11-29,1590.7845458984375
2016-11-30,1579.4024658203125
2016-12-01,1560.1229248046875
2016-12-02,1560.6800537109375
2016-12-05,1582.2828369140625
2016-12-06,1570.994140625
2016-12-07,1556.5455322265625
2016-12-08,1561.3770751953125
2016-12-09,1556.638427734375
2016-12-12,1508.8804931640625
2016-12-13,1523.561279296875
2016-12-14,1495.3150634765625
2016-12-15,1516.91796875
2016-12-16,1488.4393310546875
2016-12-19,1517.103515625
2016-12-20,1516.3604736328125
2016-12-21,1523.6539306640625
2016-12-22,1493.689208984375
2016-12-23,1487.7425537109375
2016-12-26,1436.5467529296875
2016-12-27,1493.6424560546875
2016-12-28,1498.427734375
2016-12-29,1512.4580078125
2016-12-30,1513.2476806640625
2017-01-02,1507.3011474609375
2017-01-03,1537.8697509765625
2017-01-04,1549.2054443359375
2017-01-05,1544.18798828125
2017-01-06,1542.2833251953125
2017-01-09,1562.0740966796875
2017-01-10,1564.443115234375
2017-01-11,1572.759033203125
2017-01-12,1563.978759765625
2017-01-13,1567.3236083984375
2017-01-16,1549.2979736328125
2017-01-17,1547.9976806640625
2017-01-18,1537.033935546875
2017-01-19,1537.26611328125
2017-01-20,1528.9034423828125
2017-01-23,1526.627197265625
2017-01-24,1534.8037109375
2017-01-25,1529.92578125
2017-01-27,1542.2833251953125
2017-01-30,1539.2171630859375
2017-01-31,1550.1343994140625
2017-02-01,1574.6640625
2017-02-02,1645.0465087890625
2017-02-03,1683.3734130859375
2017-02-06,1690.016845703125
2017-02-07,1687.3223876953125
2017-02-08,1701.4451904296875
2017-02-09,1683.79150390625
2017-02-10,1700.74853515625
2017-02-13,1716.4510498046875
2017-02-14,1741.44482421875
2017-02-15,1836.9141845703125
2017-02-16,1867.7618408203125
2017-02-17,1859.678466796875
2017-02-20,1891.1297607421875
2017-02-21,1858.331298828125
2017-02-22,1879.2369384765625
2017-02-23,1929.6893310546875
2017-02-27,2002.06982421875
2017-02-28,1989.804443359375
2017-03-01,1992.22021484375
2017-03-02,1990.31591796875
2017-03-03,1987.3885498046875
2017-03-06,1960.6759033203125
2017-03-07,1903.44091796875
2017-03-08,1834.82373046875
2017-03-09,1837.7969970703125
2017-03-10,1837.6112060546875
2017-03-14,1793.709228515625
2017-03-15,1790.921630859375
2017-03-16,1815.0792236328125
2017-03-17,1878.5396728515625
2017-03-20,1956.1229248046875
2017-03-21,1982.9288330078125
2017-03-22,2016.5638427734375
2017-03-23,2030.175537109375
2017-03-24,2047.736572265625
2017-03-27,2054.612060546875
2017-03-28,2050.802978515625
2017-03-29,1998.399169921875
2017-03-30,2018.794189453125
2017-03-31,2048.66552734375
2017-04-03,2010.06005859375
2017-04-05,2051.499755859375
2017-04-06,2044.019775390625
2017-04-07,2045.971435546875
2017-04-10,1989.8515625
2017-04-11,1976.37841796875
2017-04-12,1990.130126953125
2017-04-13,1961.0938720703125
2017-04-17,1999.653564453125
2017-04-18,1939.0732421875
2017-04-19,1928.62060546875
2017-04-20,1986.877685546875
2017-04-21,1921.744873046875
2017-04-24,1878.44677734375
2017-04-25,1844.1617431640625
2017-04-26,1818.4708251953125
2017-04-27,1787.6697998046875
2017-04-28,1831.711181640625
2017-05-02,1851.0372314453125
2017-05-03,1849.5040283203125
2017-05-04,1823.5809326171875
2017-05-05,1794.9169921875
2017-05-08,1782.65234375
2017-05-09,1772.431640625
2017-05-10,1771.270263671875
2017-05-11,1787.4840087890625
2017-05-12,1758.4483642578125
2017-05-15,1780.32958984375
2017-05-16,1780.2369384765625
2017-05-17,1768.2044677734375
2017-05-18,1780.88720703125
2017-05-19,1755.47509765625
2017-05-22,1750.5504150390625
2017-05-23,1705.3013916015625
2017-05-24,1699.4940185546875
2017-05-25,1706.7879638671875
2017-05-26,1739.72607421875
2017-05-29,1691.1783447265625
2017-05-30,1741.5377197265625
2017-05-31,1794.638427734375
2017-06-01,1808.435791015625
2017-06-02,1841.4205322265625
2017-06-05,1825.3465576171875
2017-06-06,1795.10302734375
2017-06-07,1757.9837646484375
2017-06-08,1773.2681884765625
2017-06-09,1756.1719970703125
2017-06-12,1792.222412109375
2017-06-13,1754.5458984375
2017-06-14,1733.54736328125
2017-06-15,1735.359130859375
2017-06-16,1747.9954833984375
2017-06-19,1726.3929443359375
2017-06-20,1743.1639404296875
2017-06-21,1745.48681640625
2017-06-22,1736.1488037109375
2017-06-23,1702.5601806640625
2017-06-27,1699.8193359375
2017-06-28,1705.3941650390625
2017-06-29,1724.720458984375
2017-06-30,1724.1162109375
2017-07-03,1718.9595947265625
2017-07-04,1705.998291015625
2017-07-05,1705.7659912109375
2017-07-06,1697.775146484375
2017-07-07,1692.4791259765625
2017-07-10,1705.858642578125
2017-07-11,1702.0030517578125
2017-07-12,1673.9891357421875
2017-07-13,1679.23876953125
2017-07-14,1658.75146484375
2017-07-17,1626.6494140625
2017-07-18,1612.9444580078125
2017-07-19,1655.173828125
2017-07-20,1679.47119140625
2017-07-21,1649.552734375
2017-07-24,1677.798583984375
2017-07-25,1700.33056640625
2017-07-26,1713.1527099609375
2017-07-27,1712.45556640625
2017-07-28,1681.0042724609375
2017-07-31,1702.1883544921875
2017-08-01,1666.2308349609375
2017-08-02,1669.0648193359375
2017-08-03,1677.194580078125
2017-08-04,1699.215576171875
2017-08-07,1742.1417236328125
2017-08-08,1715.4287109375
2017-08-09,1664.37255859375
2017-08-10,1606.115234375
2017-08-11,1584.884521484375
2017-08-14,1625.44140625
2017-08-16,1686.7183837890625
2017-08-17,1689.6453857421875
2017-08-18,1672.3165283203125
2017-08-21,1687.7869873046875
2017-08-22,1630.73779296875
2017-08-23,1677.52001953125
2017-08-24,1660.377197265625
2017-08-28,1652.5260009765625
2017-08-29,1627.11376953125
2017-08-30,1649.78515625
2017-08-31,1681.3033447265625
2017-09-01,1673.645751953125
2017-09-04,1682.2371826171875
2017-09-05,1684.6654052734375
2017-09-06,1648.244140625
2017-09-07,1668.8359375
2017-09-08,1669.1629638671875
2017-09-11,1696.8057861328125
2017-09-12,1679.8092041015625
2017-09-13,1681.3033447265625
2017-09-14,1678.50146484375
2017-09-15,1674.9996337890625
2017-09-18,1688.4942626953125
2017-09-19,1659.8240966796875
2017-09-20,1637.0841064453125
2017-09-21,1682.09716796875
2017-09-22,1681.8638916015625
2017-09-25,1723.5145263671875
2017-09-26,1756.29345703125
2017-09-27,1723.8414306640625
2017-09-28,1741.6319580078125
2017-09-29,1719.0318603515625
2017-10-03,1722.160400390625
2017-10-04,1731.6392822265625
2017-10-05,1718.5181884765625
2017-10-06,1729.117919921875
2017-10-09,1753.865478515625
2017-10-10,1732.4798583984375
2017-10-11,1718.8453369140625
2017-10-12,1711.000732421875
2017-10-13,1709.7867431640625
2017-10-16,1721.553466796875
2017-10-17,1704.1365966796875
2017-10-18,1709.459716796875
2017-10-19,1709.22607421875
2017-10-23,1740.0908203125
2017-10-24,1749.1494140625
2017-10-25,1742.939208984375
2017-10-26,1744.5733642578125
2017-10-27,1748.6824951171875
2017-10-30,1735.888427734375
2017-10-31,1749.896728515625
2017-11-01,1768.573974609375
2017-11-02,1778.5667724609375
2017-11-03,1798.5982666015625
2017-11-06,1829.22900390625
2017-11-07,1812.372802734375
2017-11-08,1789.7264404296875
2017-11-09,1821.75830078125
2017-11-10,1816.014892578125
2017-11-13,1859.6270751953125
2017-11-14,1863.9227294921875
2017-11-15,1862.4752197265625
2017-11-16,1844.40478515625
2017-11-17,1844.2646484375
2017-11-20,1846.8328857421875
2017-11-21,1824.8399658203125
2017-11-22,1829.5562744140625
2017-11-23,1843.891357421875
2017-11-24,1856.4520263671875
2017-11-27,1847.580078125
2017-11-28,1845.0120849609375
2017-11-29,1821.104736328125
2017-11-30,1855.70458984375
2017-12-01,1844.4981689453125
2017-12-04,1886.89599609375
2017-12-05,1966.2760009765625
2017-12-06,1954.7421875
2017-12-07,2030.7130126953125
2017-12-08,2043.3670654296875
2017-12-11,1986.7276611328125
2017-12-12,1966.4622802734375
2017-12-13,1955.8162841796875
2017-12-14,1951.6602783203125
2017-12-15,1967.1163330078125
2017-12-18,1976.2684326171875
2017-12-19,2040.2855224609375
2017-12-20,2005.498046875
2017-12-21,2025.4366455078125
2017-12-22,2007.9732666015625
2017-12-26,2040.331787109375
2017-12-27,2019.5531005859375
2017-12-28,2053.079345703125
2017-12-29,2056.301025390625
2018-01-01,2078.760986328125
2018-01-02,2054.620361328125
2018-01-03,2066.713623046875
2018-01-04,2070.44970703125
2018-01-05,2073.484619140625
2018-01-08,2071.337158203125
2018-01-09,2075.165771484375
2018-01-10,2169.954345703125
2018-01-11,2136.00732421875
2018-01-12,2109.486083984375
2018-01-15,2147.774658203125
2018-01-16,2125.96826171875
2018-01-17,2106.590576171875
2018-01-18,2100.380126953125
2018-01-19,2072.223876953125
2018-01-22,2094.63623046875
2018-01-23,2078.10693359375
2018-01-24,2053.68603515625
2018-01-25,2056.628173828125
2018-01-29,2092.909423828125
2018-01-30,2085.3447265625
2018-01-31,2053.359375
2018-02-01,2082.40283203125
2018-02-02,2049.857666015625
2018-02-05,2023.522216796875
2018-02-06,2003.116943359375
2018-02-07,2017.4053955078125
2018-02-08,2031.36669921875
2018-02-09,2035.10205078125
2018-02-12,2037.2967529296875
2018-02-14,2011.382080078125
2018-02-15,1991.3968505859375
2018-02-16,2026.984130859375
2018-02-19,2021.5994873046875
2018-02-20,2033.1651611328125
2018-02-21,2016.2613525390625
2018-02-22,2036.724365234375
2018-02-23,2042.8114013671875
2018-02-26,2062.47802734375
2018-02-27,2088.7470703125
2018-02-28,2084.9541015625
2018-03-01,2083.689697265625
2018-03-05,2080.506103515625
2018-03-06,2116.655029296875
2018-03-07,2074.231201171875
2018-03-08,2094.787841796875
2018-03-09,2076.10400390625
2018-03-12,2064.257568359375
2018-03-13,2057.608154296875
2018-03-14,2057.233154296875
2018-03-15,2066.13037109375
2018-03-16,2021.1776123046875
2018-03-19,2005.397705078125
2018-03-20,1970.512939453125
2018-03-21,1989.7576904296875
2018-03-22,1980.7672119140625
2018-03-23,1954.826171875
2018-03-26,1932.490234375
2018-03-27,1960.6793212890625
2018-03-28,1862.111572265625
2018-04-02,1797.5859375
2018-04-03,1785.8326416015625
2018-04-04,1772.440673828125
2018-04-05,1736.385009765625
2018-04-06,1719.340576171875
2018-04-09,1737.1807861328125
2018-04-10,1700.2822265625
2018-04-11,1658.5140380859375
2018-04-12,1646.7606201171875
2018-04-13,1670.875732421875
2018-04-16,1651.3028564453125
2018-04-17,1634.6328125
2018-04-18,1666.287109375
2018-04-19,1683.37841796875
2018-04-20,1670.1268310546875
2018-04-23,1715.406982421875
2018-04-24,1802.408935546875
2018-04-25,1811.8677978515625
2018-04-26,1798.0543212890625
2018-04-27,1844.037109375
2018-04-30,1850.87353515625
2018-05-02,1894.9361572265625
2018-05-03,1901.5386962890625
2018-05-04,1890.1131591796875
2018-05-07,1864.452880859375
2018-05-08,1890.815673828125
2018-05-09,1895.966552734375
2018-05-10,1896.0133056640625
2018-05-11,1878.500732421875
2018-05-14,1852.74658203125
2018-05-15,1871.10205078125
2018-05-16,1907.298095703125
2018-05-17,1878.4068603515625
2018-05-18,1845.62890625
2018-05-21,1817.7208251953125
2018-05-22,1798.288330078125
2018-05-23,1840.57177734375
2018-05-24,1833.26708984375
2018-05-25,1831.7684326171875
2018-05-28,1901.960205078125
2018-05-29,1917.974365234375
2018-05-30,1857.288330078125
2018-05-31,1795.15087890625
2018-06-01,1809.15185546875
2018-06-04,1811.2587890625
2018-06-05,1787.237548828125
2018-06-06,1822.824951171875
2018-06-07,1838.27734375
2018-06-08,1829.333740234375
2018-06-11,1848.6256103515625
2018-06-12,1857.05419921875
2018-06-13,1880.46728515625
2018-06-14,1864.406005859375
2018-06-15,1831.34716796875
2018-06-18,1827.554443359375
2018-06-19,1833.079833984375
2018-06-20,1834.6248779296875
2018-06-21,1828.5377197265625
2018-06-22,1835.9361572265625
2018-06-25,1834.06298828125
2018-06-26,1829.802001953125
2018-06-27,1825.1192626953125
2018-06-28,1797.304931640625
2018-06-29,1771.082763671875
2018-07-02,1729.0330810546875
2018-07-03,1774.5947265625
2018-07-04,1749.54296875
2018-07-05,1765.51025390625
2018-07-06,1760.6873779296875
2018-07-09,1788.127197265625
2018-07-10,1802.970947265625
2018-07-11,1780.9627685546875
2018-07-12,1742.09765625
2018-07-13,1780.681884765625
2018-07-16,1765.2296142578125
2018-07-17,1736.1978759765625
2018-07-18,1716.577880859375
2018-07-19,1726.270751953125
2018-07-20,1724.8658447265625
2018-07-23,1761.8114013671875
2018-07-24,1895.4981689453125
2018-07-25,1983.436279296875
2018-07-26,1960.820068359375
2018-07-27,1982.21923828125
2018-07-30,1982.0318603515625
2018-07-31,1984.5135498046875
2018-08-01,2015.5118408203125
2018-08-02,2014.4822998046875
2018-08-03,2056.344482421875
2018-08-06,2043.466796875
2018-08-07,2001.2305908203125
2018-08-08,1999.0760498046875
2018-08-09,1976.037841796875
2018-08-10,1929.025146484375
2018-08-13,1873.490234375
2018-08-14,1882.714599609375
2018-08-16,1913.806884765625
2018-08-17,1960.58544921875
2018-08-20,1988.4471435546875
2018-08-21,1961.4283447265625
2018-08-23,1949.87109375
2018-08-24,1925.9097900390625
2018-08-27,1911.767822265625
2018-08-28,1945.1727294921875
2018-08-29,1991.0745849609375
2018-08-30,1964.9522705078125
2018-08-31,1987.0810546875
2018-09-03,2066.481689453125
2018-09-04,2024.9014892578125
2018-09-05,1977.8255615234375
2018-09-06,1982.6649169921875
2018-09-07,2068.407470703125
2018-09-10,2007.8475341796875
2018-09-11,1996.99462890625
2018-09-12,2000.7061767578125
2018-09-14,1969.3690185546875
2018-09-17,1945.5484619140625
2018-09-18,1915.57373046875
2018-09-19,1943.24658203125
2018-09-21,1957.9049072265625
2018-09-24,1911.39208984375
2018-09-25,1936.1990966796875
2018-09-26,1944.138671875
2018-09-27,1925.768798828125
2018-09-28,1930.9368896484375
2018-10-01,1939.8165283203125
2018-10-03,1929.4803466796875
2018-10-04,1919.7080078125
2018-10-05,1915.8553466796875
2018-10-08,1849.7979736328125
2018-10-09,1788.10986328125
2018-10-10,1855.3887939453125
2018-10-11,1832.4615478515625
2018-10-12,1847.7308349609375
2018-10-15,1843.0325927734375
2018-10-16,1854.9661865234375
2018-10-17,1861.6845703125
2018-10-19,1834.9984130859375
2018-10-22,1832.1329345703125
2018-10-23,1831.662841796875
2018-10-24,1823.4410400390625
2018-10-25,1831.803466796875
2018-10-26,1823.2059326171875
2018-10-29,1808.453369140625
2018-10-30,1802.815185546875
2018-10-31,1791.7745361328125
2018-11-01,1784.4453125
2018-11-02,1793.7005615234375
2018-11-05,1796.47265625
2018-11-06,1767.2493896484375
2018-11-07,1785.385009765625
2018-11-09,1797.3184814453125
2018-11-12,1843.9251708984375
2018-11-13,1850.7376708984375
2018-11-14,1818.9775390625
2018-11-15,1827.7633056640625
2018-11-16,1831.287109375
2018-11-19,1829.97119140625
2018-11-20,1830.206298828125
2018-11-21,1827.669189453125
2018-11-22,1821.4205322265625
2018-11-26,1804.7886962890625
2018-11-27,1804.2247314453125
2018-11-28,1803.42626953125
2018-11-29,1778.760498046875
2018-11-30,1797.2244873046875
2018-12-03,1787.827880859375
2018-12-04,1792.6201171875
2018-12-05,1800.5133056640625
2018-12-06,1793.6539306640625
2018-12-07,1779.6998291015625
2018-12-10,1800.9832763671875
2018-12-11,1814.2322998046875
2018-12-12,1782.3779296875
2018-12-13,1784.2103271484375
2018-12-14,1765.4639892578125
2018-12-17,1764.0076904296875
2018-12-18,1759.9674072265625
2018-12-19,1755.17529296875
2018-12-20,1753.53076171875
2018-12-21,1740.5634765625
2018-12-24,1743.1947021484375
2018-12-26,1761.4239501953125
2018-12-27,1750.2420654296875
2018-12-28,1790.130126953125
2018-12-31,1831.5687255859375
2019-01-01,1823.2059326171875
2019-01-02,1833.3070068359375
2019-01-03,1843.971923828125
2019-01-04,1832.3677978515625
2019-01-07,1845.6634521484375
2019-01-08,1836.7369384765625
2019-01-09,1856.2344970703125
2019-01-10,1851.0665283203125
2019-01-11,1848.57666015625
2019-01-14,1824.4744873046875
2019-01-15,1805.4932861328125
2019-01-16,1773.5452880859375
2019-01-17,1776.08251953125
2019-01-18,1782.7540283203125
2019-01-21,1787.4520263671875
2019-01-22,1768.001220703125
2019-01-23,1765.08837890625
2019-01-24,1785.94873046875
2019-01-25,1775.6126708984375
2019-01-28,1763.81982421875
2019-01-29,1779.653076171875
2019-01-30,1756.6785888671875
2019-01-31,1769.551513671875
2019-02-01,1774.4849853515625
2019-02-04,1785.6669921875
2019-02-05,1785.0091552734375
2019-02-06,1775.424560546875
2019-02-07,1773.451171875
2019-02-08,1788.720703125
2019-02-11,1777.538818359375
2019-02-12,1728.912109375
2019-02-14,1701.380126953125
2019-02-15,1695.76416015625
2019-02-18,1735.40478515625
2019-02-19,1743.42724609375
2019-02-20,1732.6676025390625
2019-02-21,1701.99365234375
2019-02-22,1707.9866943359375
2019-02-25,1679.4359130859375
2019-02-26,1659.5687255859375
2019-02-27,1659.993408203125
2019-02-28,1645.8360595703125
2019-03-01,1680.050048828125
2019-03-05,1651.9237060546875
2019-03-06,1648.667724609375
2019-03-07,1651.8294677734375
2019-03-08,1651.68798828125
2019-03-11,1650.508056640625
2019-03-12,1638.7103271484375
2019-03-13,1637.4361572265625
2019-03-14,1622.99560546875
2019-03-15,1661.50341796875
2019-03-18,1683.353271484375
2019-03-19,1673.3013916015625
2019-03-20,1655.7933349609375
2019-03-22,1621.2021484375
2019-03-25,1640.4093017578125
2019-03-26,1675.61376953125
2019-03-27,1652.0181884765625
2019-03-28,1643.854248046875
2019-04-01,1649.28076171875
2019-04-02,1638.8990478515625
2019-04-03,1641.5889892578125
2019-04-04,1658.2003173828125
2019-04-05,1653.1507568359375
2019-04-08,1645.6947021484375
2019-04-09,1637.05859375
2019-04-10,1644.325927734375
2019-04-11,1658.6248779296875
2019-04-12,1657.208984375
2019-04-15,1655.698974609375
2019-04-16,1619.4564208984375
2019-04-18,1624.45849609375
2019-04-22,1628.8944091796875
2019-04-23,1628.84765625
2019-04-24,1625.4495849609375
2019-04-25,1607.7528076171875
2019-04-26,1614.029296875
2019-04-30,1621.81591796875
2019-05-02,1624.2227783203125
2019-05-03,1608.3660888671875
2019-05-06,1614.7373046875
2019-05-07,1589.44287109375
2019-05-08,1592.3685302734375
2019-05-09,1628.1865234375
2019-05-10,1638.3800048828125
2019-05-13,1615.8697509765625
2019-05-14,1623.325927734375
2019-05-15,1616.71923828125
2019-05-16,1591.9910888671875
2019-05-17,1596.8990478515625
2019-05-20,1624.2227783203125
2019-05-21,1597.3707275390625
2019-05-22,1596.33251953125
2019-05-23,1587.46044921875
2019-05-24,1614.8790283203125
2019-05-27,1628.4697265625
2019-05-28,1632.6697998046875
2019-05-29,1632.0091552734375
2019-05-30,1661.267822265625
2019-05-31,1693.54638671875
2019-06-03,1673.112548828125
2019-06-04,1661.3619384765625
2019-06-06,1661.5509033203125
2019-06-07,1715.5845947265625
2019-06-10,1695.8590087890625
2019-06-11,1709.3082275390625
2019-06-12,1691.65869140625
2019-06-13,1698.6429443359375
2019-06-14,1717.3778076171875
2019-06-17,1708.97802734375
2019-06-18,1678.9169921875
2019-06-19,1644.7508544921875
2019-06-20,1614.8314208984375
2019-06-21,1661.5509033203125
2019-06-24,1619.3619384765625
2019-06-25,1602.0430908203125
2019-06-26,1601.57080078125
2019-06-27,1587.97998046875
2019-06-28,1575.23828125
2019-07-01,1582.0810546875
2019-07-02,1614.642822265625
2019-07-03,1620.400146484375
2019-07-04,1629.4136962890625
2019-07-05,1639.79541015625
2019-07-08,1672.4521484375
2019-07-09,1673.3486328125
2019-07-10,1676.3216552734375
2019-07-11,1693.4046630859375
2019-07-12,1699.6810302734375
2019-07-15,1670.281005859375
2019-07-16,1676.79345703125
2019-07-17,1651.546142578125
2019-07-18,1659.28564453125
2019-07-19,1697.4158935546875
2019-07-22,1696.8970947265625
2019-07-23,1663.2969970703125
2019-07-24,1669.8564453125
2019-07-25,1713.177978515625
2019-07-26,1713.177978515625
2019-07-29,1689.1103515625
2019-07-30,1661.50341796875
2019-07-31,1644.0899658203125
2019-08-01,1619.220458984375
2019-08-02,1585.9505615234375
2019-08-05,1580.71240234375
2019-08-06,1585.195556640625
2019-08-07,1609.7822265625
2019-08-08,1624.45849609375
2019-08-09,1663.4857177734375
2019-08-13,1689.865478515625
2019-08-14,1667.9215087890625
2019-08-16,1662.8720703125
2019-08-19,1662.82470703125
2019-08-20,1679.51171875
2019-08-21,1654.8604736328125
2019-08-22,1662.77734375
2019-08-23,1680.4124755859375
2019-08-26,1696.767578125
2019-08-27,1732.133056640625
2019-08-28,1734.9295654296875
