Date,CAPLIPOINT.NS
2015-08-21,280.6904296875
2015-08-24,243.2789764404297
2015-08-25,239.7877655029297
2015-08-26,241.8195343017578
2015-08-27,249.59371948242188
2015-08-28,264.0165100097656
2015-08-31,268.2230529785156
2015-09-01,263.16754150390625
2015-09-02,266.487060546875
2015-09-03,306.3595275878906
2015-09-04,285.5647277832031
2015-09-07,275.06243896484375
2015-09-08,276.1212463378906
2015-09-09,281.3676452636719
2015-09-10,275.0815734863281
2015-09-11,292.3182678222656
2015-09-14,297.52642822265625
2015-09-15,292.07977294921875
2015-09-16,291.1925964355469
2015-09-18,292.18463134765625
2015-09-21,287.9685363769531
2015-09-22,277.7809753417969
2015-09-23,274.394775390625
2015-09-24,280.41375732421875
2015-09-28,277.5806884765625
2015-09-29,277.13238525390625
2015-09-30,275.1483154296875
2015-10-01,275.1864929199219
2015-10-05,281.253173828125
2015-10-06,288.8556823730469
2015-10-07,286.9287414550781
2015-10-08,262.1086120605469
2015-10-09,261.8130187988281
2015-10-12,259.7239685058594
2015-10-13,253.51416015625
2015-10-14,258.23590087890625
2015-10-15,254.8305206298828
2015-10-16,259.3901062011719
2015-10-19,254.87823486328125
2015-10-20,258.04510498046875
2015-10-21,259.4474182128906
2015-10-23,257.2724914550781
2015-10-26,253.25656127929688
2015-10-27,252.0070037841797
2015-10-28,252.5030517578125
2015-10-29,252.48387145996094
2015-10-30,244.48876953125
2015-11-02,238.45648193359375
2015-11-03,239.55760192871094
2015-11-04,248.87413024902344
2015-11-05,248.35708618164062
2015-11-06,254.68618774414062
2015-11-09,253.85305786132812
2015-11-10,250.3295440673828
2015-11-13,248.3953857421875
2015-11-16,245.78140258789062
2015-11-17,246.97825622558594
2015-11-18,248.30918884277344
2015-11-19,252.23492431640625
2015-11-20,255.36602783203125
2015-11-23,268.684814453125
2015-11-24,284.6942443847656
2015-11-26,284.73260498046875
2015-11-27,276.19171142578125
2015-11-30,268.41668701171875
2015-12-01,262.50897216796875
2015-12-02,260.2587890625
2015-12-03,267.3443298339844
2015-12-04,269.0104064941406
2015-12-07,265.9751281738281
2015-12-08,258.8895263671875
2015-12-09,248.2900390625
2015-12-10,251.51683044433594
2015-12-11,246.49952697753906
2015-12-14,246.3941650390625
2015-12-15,244.92922973632812
2015-12-16,254.4467315673828
2015-12-17,264.28033447265625
2015-12-18,263.4761047363281
2015-12-21,260.9673767089844
2015-12-22,262.58551025390625
2015-12-23,259.77996826171875
2015-12-24,255.1553497314453
2015-12-28,269.450927734375
2015-12-29,276.04803466796875
2015-12-30,270.0157470703125
2015-12-31,270.1115417480469
2016-01-01,265.87939453125
2016-01-04,252.77113342285156
2016-01-05,249.2763214111328
2016-01-06,244.57493591308594
2016-01-07,240.07467651367188
2016-01-08,242.0758514404297
2016-01-11,235.91912841796875
2016-01-12,234.34878540039062
2016-01-13,218.5883026123047
2016-01-14,203.34486389160156
2016-01-15,194.7465057373047
2016-01-18,180.65206909179688
2016-01-19,177.511474609375
2016-01-20,176.39117431640625
2016-01-21,174.96449279785156
2016-01-22,209.88462829589844
2016-01-25,231.1028594970703
2016-01-27,226.41110229492188
2016-01-28,227.25369262695312
2016-01-29,230.80606079101562
2016-02-01,234.79884338378906
2016-02-02,218.70321655273438
2016-02-03,207.75894165039062
2016-02-04,222.27467346191406
2016-02-05,228.64207458496094
2016-02-08,219.383056640625
2016-02-09,206.0737762451172
2016-02-10,196.8242645263672
2016-02-11,186.60772705078125
2016-02-12,178.1433868408203
2016-02-15,191.1525421142578
2016-02-16,181.7149200439453
2016-02-17,187.76344299316406
2016-02-18,184.8159637451172
2016-02-19,184.21109008789062
2016-02-22,186.71693420410156
2016-02-23,182.6365509033203
2016-02-24,181.4172821044922
2016-02-25,180.7740020751953
2016-02-26,177.75938415527344
2016-02-29,180.3419952392578
2016-03-01,188.29147338867188
2016-03-02,195.20407104492188
2016-03-03,197.5082550048828
2016-03-04,195.15606689453125
2016-03-08,197.71949768066406
2016-03-09,194.92567443847656
2016-03-10,192.23739624023438
2016-03-11,197.1338348388672
2016-03-14,194.1671905517578
2016-03-15,194.1191864013672
2016-03-16,193.56234741210938
2016-03-17,193.86953735351562
2016-03-18,191.5365753173828
2016-03-21,193.86953735351562
2016-03-22,194.8680419921875
2016-03-23,193.226318359375
2016-03-28,194.1671905517578
2016-03-29,194.47442626953125
2016-03-30,194.3591766357422
2016-03-31,193.97515869140625
2016-04-01,208.37640380859375
2016-04-04,212.42794799804688
2016-04-05,205.9377899169922
2016-04-06,204.30564880371094
2016-04-07,204.4304656982422
2016-04-08,204.80490112304688
2016-04-11,202.50067138671875
2016-04-12,204.6992950439453
2016-04-13,203.56637573242188
2016-04-18,201.7230224609375
2016-04-20,198.6699981689453
2016-04-21,196.6442108154297
2016-04-22,194.0615692138672
2016-04-25,191.546142578125
2016-04-26,191.17173767089844
2016-04-27,190.8932647705078
2016-04-28,188.0514373779297
2016-04-29,186.1504669189453
2016-05-02,188.93472290039062
2016-05-03,187.3986053466797
2016-05-04,184.84475708007812
2016-05-05,184.20152282714844
2016-05-06,181.1292266845703
2016-05-09,180.59156799316406
2016-05-10,181.38845825195312
2016-05-11,179.29550170898438
2016-05-12,179.18988037109375
2016-05-13,200.01406860351562
2016-05-16,200.03329467773438
2016-05-17,195.28086853027344
2016-05-18,196.1449737548828
2016-05-19,192.6214141845703
2016-05-20,187.4658203125
2016-05-23,187.11058044433594
2016-05-24,184.0478973388672
2016-05-25,186.14088439941406
2016-05-26,192.573486328125
2016-05-27,191.79580688476562
2016-05-30,194.85845947265625
2016-05-31,190.5572509765625
2016-06-01,189.34754943847656
2016-06-02,187.44659423828125
2016-06-03,183.97109985351562
2016-06-06,186.36170959472656
2016-06-07,186.35206604003906
2016-06-08,185.47842407226562
2016-06-09,184.6431884765625
2016-06-10,183.32781982421875
2016-06-13,186.04489135742188
2016-06-14,181.52288818359375
2016-06-15,183.70228576660156
2016-06-16,183.4910430908203
2016-06-17,184.32632446289062
2016-06-20,184.1439208984375
2016-06-21,185.5264434814453
2016-06-22,183.2030487060547
2016-06-23,185.3248291015625
2016-06-24,184.70077514648438
2016-06-27,189.14593505859375
2016-06-28,189.6547393798828
2016-06-29,190.64366149902344
2016-06-30,190.835693359375
2016-07-01,205.9665985107422
2016-07-04,201.23338317871094
2016-07-05,204.5360565185547
2016-07-07,202.25106811523438
2016-07-08,203.067138671875
2016-07-11,214.66497802734375
2016-07-12,214.1081085205078
2016-07-13,210.747802734375
2016-07-14,208.41481018066406
2016-07-15,205.544189453125
2016-07-18,204.18084716796875
2016-07-19,201.5502166748047
2016-07-20,212.1975555419922
2016-07-21,218.61090087890625
2016-07-22,224.34259033203125
2016-07-25,235.06671142578125
2016-07-26,213.12879943847656
2016-07-27,218.07325744628906
2016-07-28,222.20159912109375
2016-07-29,222.22079467773438
2016-08-01,233.9914093017578
2016-08-02,236.9868621826172
2016-08-03,235.2491455078125
2016-08-04,235.3355255126953
2016-08-05,230.0838623046875
2016-08-08,238.07174682617188
2016-08-09,231.1399688720703
2016-08-10,227.0211944580078
2016-08-11,224.2081298828125
2016-08-12,217.77560424804688
2016-08-16,215.34658813476562
2016-08-17,225.45626831054688
2016-08-18,229.22940063476562
2016-08-19,234.33706665039062
2016-08-22,234.51947021484375
2016-08-23,233.78021240234375
2016-08-24,238.22540283203125
2016-08-25,235.65234375
2016-08-26,236.04598999023438
2016-08-29,234.65391540527344
2016-08-30,232.2920684814453
2016-08-31,231.4183807373047
2016-09-01,228.7801055908203
2016-09-02,236.71421813964844
2016-09-06,251.40777587890625
2016-09-07,255.3458709716797
2016-09-08,254.52748107910156
2016-09-09,252.64988708496094
2016-09-12,249.84786987304688
2016-09-14,249.53012084960938
2016-09-15,249.5686798095703
2016-09-16,256.7324523925781
2016-09-19,255.26889038085938
2016-09-20,252.76547241210938
2016-09-21,252.1106414794922
2016-09-22,252.60169982910156
2016-09-23,256.6458435058594
2016-09-26,255.97178649902344
2016-09-27,257.8205871582031
2016-09-28,261.7779235839844
2016-09-29,245.6882781982422
2016-09-30,250.5989227294922
2016-10-03,269.93353271484375
2016-10-04,266.65985107421875
2016-10-05,265.94720458984375
2016-10-06,265.3695068359375
2016-10-07,267.3626403808594
2016-10-10,269.5869445800781
2016-10-13,269.1440124511719
2016-10-14,274.06427001953125
2016-10-17,278.01214599609375
2016-10-18,280.1978454589844
2016-10-19,282.02734375
2016-10-20,338.4039611816406
2016-10-21,384.6701965332031
2016-10-24,363.390625
2016-10-25,342.1109619140625
2016-10-26,349.3807067871094
2016-10-27,354.7727966308594
2016-10-28,360.06866455078125
2016-11-01,389.3402099609375
2016-11-02,380.8668518066406
2016-11-03,366.90509033203125
2016-11-04,350.8250427246094
2016-11-07,366.85699462890625
2016-11-08,351.8842468261719
2016-11-09,350.96942138671875
2016-11-10,363.77581787109375
2016-11-11,346.9254150390625
2016-11-15,332.9635925292969
2016-11-16,344.9996032714844
2016-11-17,345.8179931640625
2016-11-18,335.3226623535156
2016-11-21,320.5425109863281
2016-11-22,328.8232727050781
2016-11-23,333.73394775390625
2016-11-24,337.2003479003906
2016-11-25,346.73284912109375
2016-11-28,351.5472106933594
2016-11-29,348.85107421875
2016-11-30,353.5692443847656
2016-12-01,353.2322082519531
2016-12-02,347.11798095703125
2016-12-05,344.421875
2016-12-06,342.6405334472656
2016-12-07,339.5111999511719
2016-12-08,341.244384765625
2016-12-09,341.8702697753906
2016-12-12,338.06689453125
2016-12-13,337.826171875
2016-12-14,331.7119140625
2016-12-15,326.8974914550781
2016-12-16,338.5002136230469
2016-12-19,332.19329833984375
2016-12-20,333.204345703125
2016-12-21,338.1149597167969
2016-12-22,334.4561462402344
2016-12-23,328.7751159667969
2016-12-26,318.7130126953125
2016-12-27,323.04595947265625
2016-12-28,324.49029541015625
2016-12-29,331.6155700683594
2016-12-30,330.4120788574219
2017-01-02,327.4270935058594
2017-01-03,329.3047180175781
2017-01-04,328.534423828125
2017-01-05,328.2455139160156
2017-01-06,323.1423034667969
2017-01-09,332.7710876464844
2017-01-10,372.5861511230469
2017-01-11,371.0936584472656
2017-01-12,366.1347961425781
2017-01-13,378.8448791503906
2017-01-16,396.0804138183594
2017-01-17,390.8808288574219
2017-01-18,400.0282287597656
2017-01-19,395.598876953125
2017-01-20,388.52178955078125
2017-01-23,390.35125732421875
2017-01-24,407.6830749511719
2017-01-25,414.2787780761719
2017-01-27,406.6720275878906
2017-01-30,406.9127502441406
2017-01-31,405.7091369628906
2017-02-01,411.6790466308594
2017-02-02,415.6268615722656
2017-02-03,425.5444641113281
2017-02-06,424.00384521484375
2017-02-07,432.2364807128906
2017-02-08,421.0671081542969
2017-02-09,413.02703857421875
2017-02-10,407.7312316894531
2017-02-13,393.09539794921875
2017-02-14,382.166748046875
2017-02-15,364.7386474609375
2017-02-16,378.8930358886719
2017-02-17,383.17779541015625
2017-02-20,391.79559326171875
2017-02-21,394.8767395019531
2017-02-22,395.55072021484375
2017-02-23,386.9811706542969
2017-02-27,381.8778991699219
2017-02-28,389.484619140625
2017-03-01,394.82861328125
2017-03-02,386.1627197265625
2017-03-03,380.43359375
2017-03-06,380.8187255859375
2017-03-07,377.68939208984375
2017-03-08,369.21600341796875
2017-03-09,370.3233642578125
2017-03-10,373.0193786621094
2017-03-14,363.197998046875
2017-03-15,360.7908935546875
2017-03-16,363.87200927734375
2017-03-17,364.1127014160156
2017-03-20,368.4938659667969
2017-03-21,375.7154846191406
2017-03-22,373.7896728515625
2017-03-23,373.6935119628906
2017-03-24,377.93011474609375
2017-03-27,373.1638488769531
2017-03-28,369.60113525390625
2017-03-29,371.0455322265625
2017-03-30,370.6121520996094
2017-03-31,373.9341735839844
2017-04-03,388.6180419921875
2017-04-05,390.3031005859375
2017-04-06,387.4625549316406
2017-04-07,376.05242919921875
2017-04-10,375.61920166015625
2017-04-11,372.87493896484375
2017-04-12,371.0936584472656
2017-04-13,370.5158996582031
2017-04-17,375.7635803222656
2017-04-18,380.8187255859375
2017-04-19,385.1517028808594
2017-04-20,383.9962158203125
2017-04-21,387.0775146484375
2017-04-24,381.8297424316406
2017-04-25,377.5448913574219
2017-04-26,372.5379943847656
2017-04-27,375.9080505371094
2017-04-28,379.1818542480469
2017-05-02,376.3895263671875
2017-05-03,379.6632995605469
2017-05-04,374.5599670410156
2017-05-05,372.200927734375
2017-05-08,383.9962158203125
2017-05-09,386.64410400390625
2017-05-10,390.6401672363281
2017-05-11,440.32464599609375
2017-05-12,453.32354736328125
2017-05-15,467.95928955078125
2017-05-16,485.77252197265625
2017-05-17,515.9107055664062
2017-05-18,539.7900390625
2017-05-19,571.5650634765625
2017-05-22,520.291748046875
2017-05-23,542.0046997070312
2017-05-24,512.5887451171875
2017-05-25,527.5615844726562
2017-05-26,531.8463134765625
2017-05-29,514.2255859375
2017-05-30,514.4182739257812
2017-05-31,511.8185119628906
2017-06-01,514.9959106445312
2017-06-02,508.2557373046875
2017-06-05,516.6328125
2017-06-06,511.0000305175781
2017-06-07,541.2825927734375
2017-06-08,557.9884643554688
2017-06-09,549.9967041015625
2017-06-12,546.9153442382812
2017-06-13,547.3486328125
2017-06-14,542.4861450195312
2017-06-15,531.17236328125
2017-06-16,523.661865234375
2017-06-19,531.5092163085938
2017-06-20,537.8643798828125
2017-06-21,534.4942016601562
2017-06-22,555.7738647460938
2017-06-23,559.7697143554688
2017-06-27,542.43798828125
2017-06-28,532.7130126953125
2017-06-29,533.6277465820312
2017-06-30,532.183349609375
2017-07-03,550.2373046875
2017-07-04,568.6282958984375
2017-07-05,628.6156005859375
2017-07-06,667.082763671875
2017-07-07,663.4718017578125
2017-07-10,652.0135498046875
2017-07-11,655.4317626953125
2017-07-12,727.7440185546875
2017-07-13,711.2308959960938
2017-07-14,691.49169921875
2017-07-17,681.7666625976562
2017-07-18,659.4760131835938
2017-07-19,670.5491943359375
2017-07-20,664.7235717773438
2017-07-21,685.4255981445312
2017-07-24,673.6302490234375
2017-07-25,660.0536499023438
2017-07-26,668.0455322265625
2017-07-27,654.8541870117188
2017-07-28,659.7166748046875
