Date,UCB.BR
2015-08-24,55.67242431640625
2015-08-25,56.930850982666016
2015-08-26,56.180973052978516
2015-08-27,58.40476989746094
2015-08-28,58.206512451171875
2015-08-31,58.21513748168945
2015-09-01,57.43077087402344
2015-09-02,59.852813720703125
2015-09-03,61.36982345581055
2015-09-04,61.266387939453125
2015-09-07,60.66303253173828
2015-09-08,61.568077087402344
2015-09-09,61.481868743896484
2015-09-10,62.809261322021484
2015-09-11,62.36104965209961
2015-09-14,61.82664489746094
2015-09-15,61.80941390991211
2015-09-16,62.050758361816406
2015-09-17,61.818031311035156
2015-09-18,61.76631164550781
2015-09-21,63.08506774902344
2015-09-22,60.55961608886719
2015-09-23,61.31810760498047
2015-09-24,61.206050872802734
2015-09-25,63.3695068359375
2015-09-28,61.343955993652344
2015-09-29,59.783870697021484
2015-09-30,60.206214904785156
2015-10-01,60.50788116455078
2015-10-02,60.826812744140625
2015-10-05,62.326576232910156
2015-10-06,61.76631164550781
2015-10-07,58.78401184082031
2015-10-08,58.7322998046875
2015-10-09,59.025360107421875
2015-10-12,58.5340690612793
2015-10-13,58.68058776855469
2015-10-14,58.10308074951172
2015-10-15,58.878822326660156
2015-10-16,59.86143493652344
2015-10-19,59.947635650634766
2015-10-20,58.999488830566406
2015-10-21,58.32719421386719
2015-10-22,58.60300827026367
2015-10-23,60.18897247314453
2015-10-26,61.093994140625
2015-10-27,61.64564514160156
2015-10-28,65.34334564208984
2015-10-29,66.10184478759766
2015-10-30,67.85157775878906
2015-11-02,69.14449310302734
2015-11-03,69.04966735839844
2015-11-04,69.0238037109375
2015-11-05,69.52373504638672
2015-11-06,69.61854553222656
2015-11-09,69.61854553222656
2015-11-10,69.07551574707031
2015-11-11,70.04950714111328
2015-11-12,68.44631958007812
2015-11-13,69.17897033691406
2015-11-16,69.36859130859375
2015-11-17,69.9115982055664
2015-11-18,69.45478820800781
2015-11-19,69.88574981689453
2015-11-20,69.75645446777344
2015-11-23,70.49771881103516
2015-11-24,69.25653839111328
2015-11-25,70.11847686767578
2015-11-26,71.30795288085938
2015-11-27,71.6354751586914
2015-11-30,72.8508071899414
2015-12-01,72.60084533691406
2015-12-02,73.21281433105469
2015-12-03,71.61823272705078
2015-12-04,71.28208923339844
2015-12-07,72.45430755615234
2015-12-08,72.2991714477539
2015-12-09,70.36842346191406
2015-12-10,69.94609069824219
2015-12-11,69.601318359375
2015-12-14,68.90314483642578
2015-12-15,70.3511962890625
2015-12-16,70.55804443359375
2015-12-17,70.91144561767578
2015-12-18,69.88574981689453
2015-12-21,68.70489501953125
2015-12-22,69.06690979003906
2015-12-23,70.0150375366211
2015-12-24,70.30809783935547
2015-12-28,71.6785659790039
2015-12-29,73.73859405517578
2015-12-30,72.9197769165039
2016-01-04,70.57528686523438
2016-01-05,71.919921875
2016-01-06,70.8425064086914
2016-01-07,69.8254165649414
2016-01-08,68.9548568725586
2016-01-11,68.16187286376953
2016-01-12,68.59284210205078
2016-01-13,69.16173553466797
2016-01-14,67.91191864013672
2016-01-15,66.07599639892578
2016-01-18,65.55882263183594
2016-01-19,67.60160827636719
2016-01-20,66.55867767333984
2016-01-21,67.58438110351562
2016-01-22,69.601318359375
2016-01-25,70.23052978515625
2016-01-26,73.31624603271484
2016-01-27,72.60084533691406
2016-01-28,68.82555389404297
2016-01-29,67.76538848876953
2016-02-01,69.34272003173828
2016-02-02,68.8427963256836
2016-02-03,66.662109375
2016-02-04,64.8692855834961
2016-02-05,62.70581817626953
2016-02-08,59.80109405517578
2016-02-09,60.43031311035156
2016-02-10,61.637027740478516
2016-02-11,61.5853157043457
2016-02-12,63.34364318847656
2016-02-15,64.57623291015625
2016-02-16,64.5158920288086
2016-02-17,65.67948913574219
2016-02-18,66.62763214111328
2016-02-19,66.23976135253906
2016-02-22,63.791866302490234
2016-02-23,63.59362030029297
2016-02-24,61.37843704223633
2016-02-25,61.50774383544922
2016-02-26,61.22329330444336
2016-02-29,59.008113861083984
2016-03-01,59.697669982910156
2016-03-02,60.326873779296875
2016-03-03,61.38705825805664
2016-03-04,59.9045295715332
2016-03-07,59.732147216796875
2016-03-08,59.60286331176758
2016-03-09,60.473411560058594
2016-03-10,59.689048767089844
2016-03-11,58.39614486694336
2016-03-14,59.56838607788086
2016-03-15,59.387367248535156
2016-03-16,60.128639221191406
2016-03-17,59.83557891845703
2016-03-18,59.671810150146484
2016-03-21,60.301029205322266
2016-03-22,60.697509765625
2016-03-23,61.930076599121094
2016-03-24,59.283935546875
2016-03-29,59.18912887573242
2016-03-30,58.39614486694336
2016-03-31,57.95656204223633
2016-04-01,58.44785690307617
2016-04-04,59.085697174072266
2016-04-05,58.775386810302734
2016-04-06,60.81819152832031
2016-04-07,61.64564514160156
2016-04-08,61.542213439941406
2016-04-11,61.22329330444336
2016-04-12,60.594085693359375
2016-04-13,60.042449951171875
2016-04-14,60.55098342895508
2016-04-15,60.10277557373047
2016-04-18,60.66303253173828
2016-04-19,60.51650619506836
2016-04-20,60.5854606628418
2016-04-21,60.55961608886719
2016-04-22,62.326576232910156
2016-04-25,60.852664947509766
2016-04-26,58.180667877197266
2016-04-27,58.72368240356445
2016-04-28,58.223758697509766
2016-04-29,57.25992965698242
2016-05-02,58.12736511230469
2016-05-03,57.776885986328125
2016-05-04,56.49763488769531
2016-05-05,56.926971435546875
2016-05-06,56.6465950012207
2016-05-09,57.908329010009766
2016-05-10,58.17118453979492
2016-05-11,58.26757049560547
2016-05-12,57.627933502197266
2016-05-13,58.46033477783203
2016-05-16,58.64433670043945
2016-05-17,58.48661804199219
2016-05-18,58.4165153503418
2016-05-19,57.76813507080078
2016-05-20,60.116355895996094
2016-05-23,59.51176834106445
2016-05-24,55.01685333251953
2016-05-25,56.760501861572266
2016-05-26,56.532676696777344
2016-05-27,56.51515197753906
2016-05-30,56.76926040649414
2016-05-31,56.909446716308594
2016-06-01,57.58412551879883
2016-06-02,58.57423782348633
2016-06-03,58.512901306152344
2016-06-06,58.512901306152344
2016-06-07,59.05615234375
2016-06-08,59.58187484741211
2016-06-09,59.292728424072266
2016-06-10,58.40776443481445
2016-06-13,57.74184036254883
2016-06-14,56.44506072998047
2016-06-15,56.830596923828125
2016-06-16,55.85800552368164
2016-06-17,55.7265739440918
2016-06-20,56.62906265258789
2016-06-21,57.11974334716797
2016-06-22,57.24241256713867
2016-06-23,57.1985969543457
2016-06-24,56.707923889160156
2016-06-27,54.552459716796875
