Date,USIM3.SA
2015-08-24,6.60153865814209
2015-08-25,6.761576175689697
2015-08-26,6.969625473022461
2015-08-27,7.241687774658203
2015-08-28,7.369718074798584
2015-08-31,7.721800804138184
2015-09-01,7.4257307052612305
2015-09-02,7.441734313964844
2015-09-03,7.5537614822387695
2015-09-04,8.401960372924805
2015-09-08,8.962090492248535
2015-09-09,8.642014503479004
2015-09-10,8.778047561645508
2015-09-11,8.650015830993652
2015-09-14,8.658018112182617
2015-09-15,8.67402172088623
2015-09-16,8.642014503479004
2015-09-17,8.313939094543457
2015-09-18,7.601773262023926
2015-09-21,7.361715793609619
2015-09-22,6.969625473022461
2015-09-23,6.4895124435424805
2015-09-24,6.633546352386475
2015-09-25,6.713564872741699
2015-09-28,6.561529636383057
2015-09-29,6.6575517654418945
2015-09-30,6.609540939331055
2015-10-01,6.60153865814209
2015-10-02,6.617542743682861
2015-10-05,7.361715793609619
2015-10-06,7.449737071990967
2015-10-07,7.4257307052612305
2015-10-08,7.305704593658447
2015-10-09,7.2176833152771
2015-10-13,6.5695319175720215
2015-10-14,6.833592891693115
2015-10-15,6.945620536804199
2015-10-16,7.121660232543945
2015-10-19,7.017636775970459
2015-10-20,6.9216132164001465
2015-10-21,6.801584720611572
2015-10-22,6.857598781585693
2015-10-23,6.977626800537109
2015-10-26,6.8495965003967285
2015-10-27,6.801584720611572
2015-10-28,6.88960599899292
2015-10-29,6.321474552154541
2015-10-30,6.3294758796691895
2015-11-03,6.481511116027832
2015-11-04,6.473509311676025
2015-11-05,6.433500289916992
2015-11-06,6.193443775177002
2015-11-09,5.721333980560303
2015-11-10,5.6013054847717285
2015-11-11,5.697328090667725
2015-11-12,5.745339393615723
2015-11-13,5.64131498336792
2015-11-16,5.473276615142822
2015-11-17,5.385255336761475
2015-11-18,5.721333980560303
2015-11-19,5.745339393615723
2015-11-23,5.521287441253662
2015-11-24,5.481278419494629
2015-11-25,5.665319919586182
2015-11-26,5.657319068908691
2015-11-27,5.569298267364502
2015-11-30,5.217215538024902
2015-12-01,5.129195213317871
2015-12-02,5.145198822021484
2015-12-03,5.337244033813477
2015-12-04,5.289233684539795
2015-12-07,5.249223232269287
2015-12-08,5.145198822021484
2015-12-09,5.4092607498168945
2015-12-10,5.273229598999023
2015-12-11,4.881137847900391
2015-12-14,4.825125217437744
2015-12-15,5.057178974151611
2015-12-16,4.160970687866211
2015-12-17,4.032939910888672
2015-12-18,3.840895652770996
2015-12-21,3.6408491134643555
2015-12-22,3.664853811264038
2015-12-23,3.664853811264038
2015-12-28,3.704864025115967
2015-12-29,3.6408491134643555
2015-12-30,3.216750144958496
2016-01-04,3.1047239303588867
2016-01-05,3.0327069759368896
2016-01-06,2.8486640453338623
2016-01-07,2.8406622409820557
2016-01-08,2.9126789569854736
2016-01-11,2.96869158744812
2016-01-12,2.712632656097412
2016-01-13,2.640615463256836
2016-01-14,2.664621114730835
2016-01-15,2.4805779457092285
2016-01-18,2.4805779457092285
2016-01-19,2.5285894870758057
2016-01-20,2.616610050201416
2016-01-21,2.6246116161346436
2016-01-22,3.1287291049957275
2016-01-26,3.0407087802886963
2016-01-27,2.9446864128112793
2016-01-28,2.488579750061035
2016-01-29,2.5525951385498047
2016-02-01,2.7206342220306396
2016-02-02,2.880671739578247
2016-02-03,3.0407087802886963
2016-02-04,3.288766622543335
2016-02-05,3.440802574157715
2016-02-10,3.480811357498169
2016-02-11,2.904677152633667
2016-02-12,2.880671739578247
2016-02-15,2.8486640453338623
2016-02-16,3.1607372760772705
2016-02-17,3.2807648181915283
2016-02-18,2.856665849685669
2016-02-19,2.8246586322784424
2016-02-22,2.8966755867004395
2016-02-23,2.9446864128112793
2016-02-24,2.9126789569854736
2016-02-25,2.928682565689087
2016-02-26,2.7686455249786377
2016-02-29,2.7686455249786377
2016-03-01,2.760643720626831
2016-03-02,2.880671739578247
2016-03-03,3.2007462978363037
2016-03-04,3.3287758827209473
2016-03-07,3.3927905559539795
2016-03-08,3.0407087802886963
2016-03-09,3.4167964458465576
2016-03-10,3.9289157390594482
2016-03-11,3.60884165763855
2016-03-14,3.4968152046203613
2016-03-15,3.240755558013916
2016-03-16,3.2967684268951416
2016-03-17,3.5208215713500977
2016-03-18,3.2807648181915283
2016-03-21,3.3287758827209473
2016-03-22,3.3527817726135254
2016-03-23,3.3287758827209473
2016-03-24,3.312772274017334
2016-03-28,3.440802574157715
2016-03-29,3.400792360305786
2016-03-30,3.3207740783691406
2016-03-31,3.2727627754211426
2016-04-01,3.2247517108917236
2016-04-04,3.064714193344116
2016-04-05,2.9206812381744385
2016-04-06,2.8006527423858643
2016-04-07,2.904677152633667
2016-04-08,3.480811357498169
2016-04-11,3.360783100128174
2016-04-12,3.3207740783691406
2016-04-13,3.5688323974609375
2016-04-14,3.4167964458465576
2016-04-15,3.5368247032165527
2016-04-18,3.5208215713500977
2016-04-19,3.760875940322876
2016-04-20,3.9769275188446045
2016-04-22,3.840895652770996
2016-04-25,3.9209144115448
2016-04-26,3.9209144115448
2016-04-27,3.9289157390594482
2016-04-28,3.840895652770996
2016-04-29,3.600839376449585
2016-05-02,3.9529213905334473
2016-05-03,3.904910087585449
2016-05-04,3.9209144115448
2016-05-05,3.8809053897857666
2016-05-06,3.9769275188446045
2016-05-09,3.760875940322876
2016-05-10,3.968925952911377
2016-05-11,3.9529213905334473
2016-05-12,3.912912368774414
2016-05-13,3.800886631011963
2016-05-16,3.9769275188446045
2016-05-17,3.968925952911377
2016-05-18,3.9769275188446045
2016-05-19,3.9529213905334473
2016-05-20,3.9289157390594482
2016-05-23,3.8809053897857666
2016-05-24,3.912912368774414
2016-05-25,3.9529213905334473
2016-05-27,3.9769275188446045
2016-05-30,3.9769275188446045
2016-05-31,3.9209144115448
2016-06-01,3.9289157390594482
2016-06-02,3.9449193477630615
2016-06-03,3.936918020248413
2016-06-06,4.000932693481445
2016-06-07,3.8969082832336426
2016-06-08,4.096955299377441
2016-06-09,3.752875328063965
2016-06-10,3.5368247032165527
2016-06-13,3.4968152046203613
2016-06-14,3.360783100128174
2016-06-15,3.760875940322876
2016-06-16,3.760875940322876
2016-06-17,3.8729026317596436
2016-06-20,3.8969082832336426
2016-06-21,3.904910087585449
2016-06-22,3.912912368774414
2016-06-23,3.8809053897857666
2016-06-24,3.5128190517425537
2016-06-27,3.6328470706939697
2016-06-28,3.752875328063965
2016-06-29,3.9289157390594482
2016-06-30,4.064947605133057
2016-07-01,4.184975624084473
2016-07-04,4.048944473266602
2016-07-05,4.224984645843506
2016-07-06,5.697328090667725
2016-07-07,6.065413951873779
2016-07-08,5.393257141113281
2016-07-11,5.609307765960693
2016-07-12,5.681324481964111
2016-07-13,5.6013054847717285
2016-07-14,5.7053303718566895
2016-07-15,5.7053303718566895
2016-07-18,5.761343479156494
