Date,CPT
2015-08-03,54.06852340698242
2015-08-04,53.6752815246582
2015-08-05,53.45833206176758
2015-08-06,53.560028076171875
2015-08-07,53.980377197265625
2015-08-10,54.05495071411133
2015-08-11,54.14309310913086
2015-08-12,54.29903030395508
2015-08-13,54.238014221191406
2015-08-14,54.3193473815918
2015-08-17,54.74648666381836
2015-08-18,55.10581588745117
2015-08-19,54.38037872314453
2015-08-20,53.560028076171875
2015-08-21,52.51594924926758
2015-08-24,49.329471588134766
2015-08-25,48.45488357543945
2015-08-26,49.08540344238281
2015-08-27,50.00065994262695
2015-08-28,50.143043518066406
2015-08-31,48.83454132080078
2015-09-01,47.97352600097656
2015-09-02,48.224361419677734
2015-09-03,48.19724655151367
2015-09-04,47.105712890625
2015-09-08,47.98706817626953
2015-09-09,47.08537292480469
2015-09-10,47.32268142700195
2015-09-11,47.953182220458984
2015-09-14,47.824363708496094
2015-09-15,48.51589584350586
2015-09-16,49.037940979003906
2015-09-17,49.28879165649414
2015-09-18,49.410831451416016
2015-09-21,49.63457107543945
2015-09-22,49.22775650024414
2015-09-23,49.559993743896484
2015-09-24,48.86846923828125
2015-09-25,49.09897232055664
2015-09-28,48.73611068725586
2015-09-29,50.16008377075195
2015-09-30,50.591365814208984
2015-10-01,50.741981506347656
2015-10-02,51.10480499267578
2015-10-05,51.58402633666992
2015-10-06,51.207496643066406
2015-10-07,52.076927185058594
2015-10-08,52.67251968383789
2015-10-09,52.57667922973633
2015-10-12,52.95320129394531
2015-10-13,52.61775207519531
2015-10-14,52.24121856689453
2015-10-15,53.00115203857422
2015-10-16,53.138038635253906
2015-10-19,54.11017608642578
2015-10-20,53.91164779663086
2015-10-21,53.78157043457031
2015-10-22,54.04857635498047
2015-10-23,53.47350311279297
2015-10-26,53.09697341918945
2015-10-27,53.110679626464844
2015-10-28,52.51506042480469
2015-10-29,52.28916549682617
2015-10-30,50.51605987548828
2015-11-02,52.07008361816406
2015-11-03,51.94688415527344
2015-11-04,51.673030853271484
2015-11-05,52.261783599853516
2015-11-06,50.65298843383789
2015-11-09,50.35860824584961
2015-11-10,51.447113037109375
2015-11-11,51.734642028808594
2015-11-12,51.33073043823242
2015-11-13,50.892578125
2015-11-16,51.495033264160156
2015-11-17,51.75517654418945
2015-11-18,51.851009368896484
2015-11-19,52.0563850402832
2015-11-20,52.33707809448242
2015-11-23,52.385005950927734
2015-11-24,52.015323638916016
2015-11-25,52.59722900390625
2015-11-27,53.20649719238281
2015-11-30,52.28916549682617
2015-12-01,53.377655029296875
2015-12-02,52.50139236450195
2015-12-03,51.53611373901367
2015-12-04,52.980587005615234
2015-12-07,52.16594314575195
2015-12-08,52.3165283203125
2015-12-09,51.851009368896484
2015-12-10,51.077423095703125
2015-12-11,51.275962829589844
2015-12-14,51.16642379760742
2015-12-15,51.51885986328125
2015-12-16,52.26520919799805
2015-12-17,52.057899475097656
2015-12-18,51.60868453979492
2015-12-21,52.43107223510742
2015-12-22,52.209938049316406
2015-12-23,52.997745513916016
2015-12-24,52.76279067993164
2015-12-28,53.10832595825195
2015-12-29,53.52293014526367
2015-12-30,53.49530792236328
2015-12-31,53.04612350463867
2016-01-04,52.37578582763672
2016-01-05,53.350181579589844
2016-01-06,53.16360092163086
2016-01-07,52.451812744140625
2016-01-08,51.54651641845703
2016-01-11,51.82292938232422
2016-01-12,51.55340576171875
2016-01-13,51.007484436035156
2016-01-14,50.558292388916016
2016-01-15,49.92251968383789
2016-01-19,50.661949157714844
2016-01-20,48.754615783691406
2016-01-21,48.782249450683594
2016-01-22,49.860321044921875
2016-01-25,49.51478576660156
2016-01-26,50.98676300048828
2016-01-27,50.91763687133789
2016-01-28,50.94529724121094
2016-01-29,52.72822952270508
2016-02-01,52.686763763427734
2016-02-02,52.23757553100586
2016-02-03,52.928619384765625
2016-02-04,53.370933532714844
2016-02-05,51.09041976928711
2016-02-08,50.19202423095703
2016-02-09,50.20585250854492
2016-02-10,50.185123443603516
2016-02-11,49.33510208129883
2016-02-12,49.55625534057617
2016-02-16,50.848548889160156
2016-02-17,50.73107147216797
2016-02-18,50.91763687133789
2016-02-19,51.028221130371094
2016-02-22,51.50504684448242
2016-02-23,51.366844177246094
2016-02-24,51.021305084228516
2016-02-25,51.31846237182617
2016-02-26,51.332271575927734
2016-02-29,51.65015411376953
2016-03-01,53.04612350463867
2016-03-02,54.20020294189453
2016-03-03,54.74611282348633
2016-03-04,54.69085693359375
2016-03-07,54.63556671142578
2016-03-08,54.628665924072266
2016-03-09,54.74611282348633
2016-03-10,54.42135238647461
2016-03-11,54.72541046142578
2016-03-14,54.842899322509766
2016-03-15,55.112403869628906
2016-03-16,55.40956115722656
2016-03-17,56.61201477050781
2016-03-18,56.92299270629883
2016-03-21,56.48072052001953
2016-03-22,56.73641586303711
2016-03-23,56.68111801147461
2016-03-24,56.356327056884766
2016-03-28,56.853904724121094
2016-03-29,58.23477554321289
2016-03-30,58.24873352050781
2016-03-31,58.646278381347656
2016-04-01,58.4649543762207
2016-04-04,58.63231658935547
2016-04-05,57.865169525146484
2016-04-06,58.17899703979492
2016-04-07,57.662906646728516
2016-04-08,57.81632995605469
2016-04-11,57.41879653930664
2016-04-12,57.544342041015625
2016-04-13,57.118900299072266
2016-04-14,55.8495979309082
2016-04-15,57.06311798095703
2016-04-18,57.307212829589844
2016-04-19,57.335105895996094
2016-04-20,56.32383728027344
2016-04-21,55.87052536010742
2016-04-22,56.71439743041992
2016-04-25,57.58618927001953
2016-04-26,57.63499450683594
2016-04-27,57.216552734375
2016-04-28,57.37696075439453
2016-04-29,56.302921295166016
2016-05-02,57.39786911010742
2016-05-03,56.96546936035156
2016-05-04,58.05344772338867
2016-05-05,58.61837387084961
2016-05-06,59.748191833496094
2016-05-09,60.06900405883789
2016-05-10,60.299137115478516
2016-05-11,59.67844772338867
2016-05-12,60.41770553588867
2016-05-13,59.94345474243164
2016-05-16,60.536285400390625
2016-05-17,59.838871002197266
2016-05-18,59.50408935546875
2016-05-19,58.32545852661133
2016-05-20,58.93919372558594
2016-05-23,58.70207214355469
2016-05-24,59.30881118774414
2016-05-25,59.05077362060547
2016-05-26,59.204193115234375
2016-05-27,59.441307067871094
2016-05-31,59.42738342285156
2016-06-01,58.65324401855469
2016-06-02,58.57653045654297
2016-06-03,57.2304801940918
2016-06-06,56.03091812133789
2016-06-07,56.58189392089844
2016-06-08,56.184356689453125
2016-06-09,56.358726501464844
2016-06-10,56.358726501464844
2016-06-13,56.91664505004883
2016-06-14,57.077049255371094
2016-06-15,58.02555847167969
2016-06-16,58.457969665527344
2016-06-17,57.8512077331543
2016-06-20,58.19294738769531
2016-06-21,58.18596649169922
2016-06-22,58.7439079284668
2016-06-23,59.31578063964844
2016-06-24,58.925235748291016
2016-06-27,59.50408935546875
2016-06-28,60.34139633178711
2016-06-29,61.354583740234375
2016-06-30,62.21299743652344
2016-07-01,62.48740005493164
2016-07-05,63.212093353271484
2016-07-06,63.31765365600586
2016-07-07,63.14881134033203
2016-07-08,63.437252044677734
2016-07-11,63.52872085571289
2016-07-12,63.261348724365234
2016-07-13,63.423187255859375
2016-07-14,62.184837341308594
2016-07-15,61.6852912902832
2016-07-18,61.86117172241211
2016-07-19,62.39593505859375
2016-07-20,62.54369354248047
2016-07-21,63.00806427001953
2016-07-22,63.0291862487793
2016-07-25,62.75475311279297
2016-07-26,61.90341567993164
2016-07-27,60.7635498046875
2016-07-28,61.080162048339844
2016-07-29,63.03619384765625
2016-08-01,63.02214050292969
2016-08-02,61.804893493652344
2016-08-03,61.206825256347656
2016-08-04,60.58763885498047
2016-08-05,60.67206954956055
2016-08-08,61.33346939086914
2016-08-09,61.53046798706055
2016-08-10,60.960567474365234
2016-08-11,60.4891357421875
2016-08-12,61.00981903076172
2016-08-15,62.25520324707031
2016-08-16,60.93241500854492
2016-08-17,61.206825256347656
2016-08-18,61.15053939819336
2016-08-19,60.770591735839844
2016-08-22,60.946495056152344
2016-08-23,60.946495056152344
2016-08-24,60.39064025878906
2016-08-25,60.93241500854492
2016-08-26,60.63689422607422
2016-08-29,61.354583740234375
2016-08-30,61.39680480957031
2016-08-31,61.755619049072266
2016-09-01,62.57886505126953
2016-09-02,63.03619384765625
2016-09-06,63.35283279418945
2016-09-07,63.79609680175781
2016-09-08,62.2692756652832
2016-09-09,60.010704040527344
2016-09-12,61.07315444946289
2016-09-13,58.88492965698242
2016-09-14,59.4548454284668
2016-09-15,59.75740051269531
2016-09-16,59.62369155883789
2016-09-19,61.50233459472656
2016-09-20,61.70638656616211
2016-09-21,62.18702697753906
2016-09-22,63.51062774658203
2016-09-23,63.94691848754883
2016-09-26,64.54585266113281
2016-09-27,64.08739471435547
2016-09-28,64.46778869628906
2016-09-29,63.26691436767578
2016-09-30,62.4613151550293
2016-10-03,61.10378646850586
2016-10-04,60.41754913330078
2016-10-05,58.75422668457031
2016-10-06,58.09782409667969
2016-10-07,57.80694580078125
2016-10-10,58.21719741821289
2016-10-11,57.299739837646484
2016-10-12,57.76219940185547
2016-10-13,58.053104400634766
2016-10-14,58.053104400634766
2016-10-17,58.120216369628906
2016-10-18,58.16498565673828
2016-10-19,58.545387268066406
2016-10-20,58.51554870605469
2016-10-21,58.739322662353516
2016-10-24,59.09736633300781
2016-10-25,59.10480880737305
2016-10-26,59.373321533203125
2016-10-27,57.85171127319336
2016-10-28,59.19431686401367
2016-10-31,60.74577713012695
2016-11-01,60.04463577270508
2016-11-02,60.2161865234375
2016-11-03,60.604061126708984
2016-11-04,60.97700119018555
2016-11-07,60.68609619140625
2016-11-08,61.305198669433594
2016-11-09,59.71643829345703
2016-11-10,57.92628860473633
2016-11-11,57.73980712890625
2016-11-14,58.4931755065918
2016-11-15,57.03121566772461
2016-11-16,57.70252227783203
2016-11-17,57.06105422973633
2016-11-18,56.72538375854492
2016-11-21,56.6880989074707
2016-11-22,57.97103500366211
2016-11-23,57.97103500366211
2016-11-25,58.433502197265625
2016-11-28,58.709495544433594
2016-11-29,59.11970901489258
2016-11-30,58.709495544433594
2016-12-01,58.53792190551758
2016-12-02,58.75422668457031
2016-12-05,58.61252975463867
2016-12-06,58.053104400634766
2016-12-07,58.38128662109375
