Date,MDT
2015-08-03,61.28016662597656
2015-08-04,61.09944152832031
2015-08-05,61.80656433105469
2015-08-06,60.81663513183594
2015-08-07,60.87162399291992
2015-08-10,60.98161315917969
2015-08-11,60.8009033203125
2015-08-12,60.8009033203125
2015-08-13,60.87162399291992
2015-08-14,60.9501838684082
2015-08-17,61.86151123046875
2015-08-18,61.350860595703125
2015-08-19,60.86376953125
2015-08-20,60.09381866455078
2015-08-21,58.34972381591797
2015-08-24,55.70995330810547
2015-08-25,54.9007453918457
2015-08-26,56.75484085083008
2015-08-27,57.7604866027832
2015-08-28,57.791908264160156
2015-08-31,56.79413604736328
2015-09-01,54.62576675415039
2015-09-02,56.212764739990234
2015-09-03,54.97930145263672
2015-09-04,54.19365692138672
2015-09-08,55.623531341552734
2015-09-09,54.672882080078125
2015-09-10,55.00285720825195
2015-09-11,54.91644287109375
2015-09-14,53.99726104736328
2015-09-15,54.94001388549805
2015-09-16,55.089290618896484
2015-09-17,55.631378173828125
2015-09-18,55.254276275634766
2015-09-21,55.183563232421875
2015-09-22,55.10501480102539
2015-09-23,54.73371505737305
2015-09-24,54.014915466308594
2015-09-25,52.55354690551758
2015-09-28,50.965797424316406
2015-09-29,52.42716598510742
2015-09-30,52.877418518066406
2015-10-01,54.030723571777344
2015-10-02,56.18718719482422
2015-10-05,55.9818115234375
2015-10-06,55.23137664794922
2015-10-07,56.03712844848633
2015-10-08,56.9139404296875
2015-10-09,57.3483772277832
2015-10-12,57.67224884033203
2015-10-13,57.498477935791016
2015-10-14,57.032413482666016
2015-10-15,58.00402069091797
2015-10-16,58.541160583496094
2015-10-19,58.64384460449219
2015-10-20,58.16991424560547
2015-10-21,57.9961051940918
2015-10-22,57.71963119506836
2015-10-23,58.20940017700195
2015-10-26,57.474788665771484
2015-10-27,57.411563873291016
2015-10-28,58.090911865234375
2015-10-29,58.26470947265625
2015-10-30,58.39107894897461
2015-11-02,59.83662796020508
2015-11-03,60.27109146118164
2015-11-04,60.16051483154297
2015-11-05,60.16840362548828
2015-11-06,60.08151626586914
2015-11-09,59.93144226074219
2015-11-10,60.35007858276367
2015-11-11,60.08151626586914
2015-11-12,58.62014389038086
2015-11-13,58.817630767822266
2015-11-16,60.22370910644531
2015-11-17,60.49226379394531
2015-11-18,61.26639175415039
2015-11-19,59.83662796020508
2015-11-20,60.10520553588867
2015-11-23,60.476463317871094
2015-11-24,60.476463317871094
2015-11-25,60.476463317871094
2015-11-27,60.397499084472656
2015-11-30,59.51276397705078
2015-12-01,60.43698501586914
2015-12-02,60.12102508544922
2015-12-03,60.56336212158203
2015-12-04,61.72454833984375
2015-12-07,61.5744743347168
2015-12-08,61.67715072631836
2015-12-09,61.26639175415039
2015-12-10,61.17161560058594
2015-12-11,60.54757308959961
2015-12-14,60.54757308959961
2015-12-15,60.903053283691406
2015-12-16,62.06423568725586
2015-12-17,61.53496551513672
2015-12-18,60.27900695800781
2015-12-21,60.57126998901367
2015-12-22,61.381011962890625
2015-12-23,61.6429557800293
2015-12-24,61.62709426879883
2015-12-28,61.269874572753906
2015-12-29,61.801734924316406
2015-12-30,61.54771041870117
2015-12-31,61.0634651184082
2016-01-04,60.150516510009766
2016-01-05,60.325172424316406
2016-01-06,60.49188232421875
2016-01-07,59.070892333984375
2016-01-08,58.57073974609375
2016-01-11,57.95153045654297
