Date,FORUS.SN
2015-08-24,1019.823974609375
2015-08-25,1032.4427490234375
2015-08-26,1031.8990478515625
2015-08-27,1063.838623046875
2015-08-28,1101.8760986328125
2015-08-31,1115.218994140625
2015-09-01,1089.0762939453125
2015-09-02,1085.3326416015625
2015-09-03,1096.623291015625
2015-09-04,1086.1781005859375
2015-09-07,1086.721435546875
2015-09-08,1072.170654296875
2015-09-09,1041.499267578125
2015-09-10,1027.0089111328125
2015-09-11,1026.405029296875
2015-09-14,1020.9710693359375
2015-09-15,1026.2841796875
2015-09-16,1011.3109130859375
2015-09-17,1020.4276733398438
2015-09-21,1019.2805786132812
2015-09-22,1011.3109130859375
2015-09-23,984.1412353515625
2015-09-24,966.0282592773438
2015-09-25,966.0282592773438
2015-09-28,950.934326171875
2015-09-29,932.3984375
2015-09-30,945.3792724609375
2015-10-01,954.556640625
2015-10-02,966.0282592773438
2015-10-05,995.6126708984375
2015-10-06,1011.0089721679688
2015-10-07,1019.642822265625
2015-10-08,1067.5218505859375
2015-10-09,1086.721435546875
2015-10-13,1109.121337890625
2015-10-14,1104.9552001953125
2015-10-15,1119.989013671875
2015-10-16,1132.0645751953125
2015-10-19,1147.098388671875
2015-10-20,1177.8302001953125
2015-10-21,1147.158447265625
2015-10-22,1147.218994140625
2015-10-23,1147.218994140625
2015-10-26,1153.1962890625
2015-10-27,1165.271728515625
2015-10-28,1168.109130859375
2015-10-29,1153.1962890625
2015-10-30,1207.535400390625
2015-11-02,1207.535400390625
2015-11-03,1205.3013916015625
2015-11-04,1206.931640625
2015-11-05,1207.535400390625
2015-11-06,1192.4412841796875
2015-11-09,1171.30908203125
2015-11-10,1147.158447265625
2015-11-11,1116.970458984375
2015-11-12,1117.091064453125
2015-11-13,1123.12841796875
2015-11-16,1123.0079345703125
2015-11-17,1116.366455078125
2015-11-18,1114.19287109375
2015-11-19,1147.158447265625
2015-11-20,1146.494384765625
2015-11-23,1126.4007568359375
2015-11-24,1124.6348876953125
2015-11-25,1120.3116455078125
2015-11-26,1125.7310791015625
2015-11-27,1108.1947021484375
2015-11-30,1095.6512451171875
2015-12-01,1086.2747802734375
2015-12-02,1075.6187744140625
2015-12-03,1036.222900390625
2015-12-04,1021.487548828125
2015-12-07,1013.8762817382812
2015-12-09,1014.119873046875
2015-12-10,1015.7029418945312
2015-12-11,1004.7427978515625
2015-12-14,978.0729370117188
2015-12-15,987.6329345703125
2015-12-16,1035.3095703125
2015-12-17,1045.9044189453125
2015-12-18,1000.480712890625
2015-12-21,987.4501342773438
2015-12-22,997.7404174804688
2015-12-23,1005.2908935546875
2015-12-24,998.5928344726562
2015-12-28,998.5928344726562
2015-12-29,1042.6773681640625
2015-12-30,1065.57177734375
2015-12-31,1065.57177734375
2016-01-04,1065.57177734375
2016-01-05,1064.293212890625
2016-01-06,1064.293212890625
2016-01-07,1035.126953125
2016-01-08,989.642333984375
2016-01-11,989.45947265625
2016-01-12,1004.681884765625
2016-01-13,949.9420776367188
2016-01-14,1010.7711181640625
2016-01-15,1010.7711181640625
2016-01-18,1010.710205078125
2016-01-19,1010.1619873046875
2016-01-20,997.6797485351562
2016-01-21,991.16455078125
2016-01-22,980.69140625
2016-01-25,974.237060546875
2016-01-26,980.3260498046875
2016-01-27,977.28173828125
2016-01-28,950.1246948242188
2016-01-29,965.1036376953125
2016-02-01,989.45947265625
2016-02-02,998.5928344726562
2016-02-03,998.5928344726562
2016-02-04,1041.216064453125
2016-02-05,1041.5811767578125
2016-02-08,1041.5811767578125
2016-02-09,1041.216064453125
2016-02-10,1047.3048095703125
2016-02-11,1065.57177734375
2016-02-12,1065.57177734375
2016-02-15,1065.57177734375
2016-02-16,1065.5108642578125
2016-02-17,1065.57177734375
2016-02-18,1043.103515625
2016-02-19,1065.5108642578125
2016-02-22,1068.6162109375
2016-02-23,1025.9935302734375
2016-02-24,1029.037841796875
2016-02-25,1029.037841796875
2016-02-26,1064.962890625
2016-02-29,1035.126953125
2016-03-01,1065.5108642578125
2016-03-02,1059.48291015625
2016-03-03,1095.4078369140625
2016-03-04,1089.927978515625
2016-03-07,1074.7054443359375
2016-03-08,1077.749755859375
2016-03-09,1096.016845703125
2016-03-10,1096.016845703125
2016-03-11,1096.016845703125
2016-03-14,1096.016845703125
2016-03-15,1096.016845703125
2016-03-16,1117.1453857421875
2016-03-17,1126.4617919921875
2016-03-18,1137.7869873046875
2016-03-21,1156.9066162109375
2016-03-22,1156.9066162109375
2016-03-23,1149.538818359375
2016-03-24,1149.538818359375
2016-03-28,1156.9066162109375
2016-03-29,1156.9066162109375
2016-03-30,1156.9066162109375
2016-03-31,1156.9066162109375
2016-04-01,1156.9066162109375
2016-04-04,1153.98388671875
2016-04-05,1138.6395263671875
2016-04-06,1126.4617919921875
2016-04-07,1120.3116455078125
2016-04-08,1114.2227783203125
2016-04-11,1114.2227783203125
2016-04-12,1114.28369140625
2016-04-13,1126.4617919921875
2016-04-14,1172.6771240234375
2016-04-15,1191.004638671875
2016-04-18,1217.7965087890625
2016-04-19,1278.6861572265625
2016-04-20,1285.384033203125
2016-04-21,1309.131103515625
2016-04-22,1309.131103515625
2016-04-25,1309.131103515625
2016-04-26,1277.46826171875
2016-04-27,1248.2413330078125
2016-04-28,1221.5106201171875
2016-04-29,1214.14306640625
2016-05-02,1217.1875
2016-05-03,1217.552734375
2016-05-04,1220.841064453125
2016-05-05,1233.0189208984375
2016-05-06,1248.2413330078125
2016-05-09,1248.423828125
2016-05-10,1248.2413330078125
2016-05-11,1262.4892578125
2016-05-12,1260.41943359375
2016-05-13,1290.8641357421875
2016-05-16,1294.0040283203125
2016-05-17,1254.6885986328125
2016-05-18,1280.44482421875
2016-05-19,1255.121826171875
2016-05-20,1255.121826171875
2016-05-23,1256.8553466796875
2016-05-24,1256.7938232421875
2016-05-25,1258.8367919921875
2016-05-26,1258.6512451171875
2016-05-27,1238.7144775390625
2016-05-30,1238.7144775390625
2016-05-31,1238.83837890625
2016-06-01,1238.3433837890625
2016-06-02,1237.04296875
2016-06-03,1237.600341796875
2016-06-06,1207.3243408203125
2016-06-07,1201.1328125
2016-06-08,1197.9752197265625
2016-06-09,1194.9417724609375
2016-06-10,1182.558837890625
2016-06-13,1193.57958984375
2016-06-14,1198.0372314453125
2016-06-15,1225.34130859375
2016-06-16,1225.8983154296875
2016-06-17,1236.60986328125
2016-06-20,1208.686279296875
2016-06-21,1207.3863525390625
