Date,KBC.BR
2015-08-24,35.1564826965332
2015-08-25,37.4709358215332
2015-08-26,36.75332260131836
2015-08-27,38.21440887451172
2015-08-28,38.149757385253906
2015-08-31,38.253196716308594
2015-09-01,37.587310791015625
2015-09-02,37.69721984863281
2015-09-03,37.76832580566406
2015-09-04,36.99252700805664
2015-09-07,37.16062545776367
2015-09-08,37.619632720947266
2015-09-09,38.240272521972656
2015-09-10,38.240272521972656
2015-09-11,38.09803771972656
2015-09-14,37.6454963684082
2015-09-15,38.31138229370117
2015-09-16,38.09803771972656
2015-09-17,37.85237121582031
2015-09-18,37.076576232910156
2015-09-21,37.29637908935547
2015-09-22,36.32664108276367
2015-09-23,36.07450485229492
2015-09-24,35.71893310546875
2015-09-25,36.850303649902344
2015-09-28,36.40421676635742
2015-09-29,35.802982330322266
2015-09-30,36.44301223754883
2015-10-01,36.4559326171875
2015-10-02,36.371891021728516
2015-10-05,37.06365203857422
2015-10-06,37.567909240722656
2015-10-07,37.328712463378906
2015-10-08,36.44947814941406
2015-10-09,35.796512603759766
2015-10-12,35.162940979003906
2015-10-13,35.298709869384766
2015-10-14,35.208194732666016
2015-10-15,35.20173645019531
2015-10-16,35.85470199584961
2015-10-19,36.00986099243164
2015-10-20,35.73832321166992
2015-10-21,35.415077209472656
2015-10-22,34.40655517578125
2015-10-23,34.025108337402344
2015-10-26,34.60695266723633
2015-10-27,35.466796875
2015-10-28,36.19734191894531
2015-10-29,35.62842559814453
2015-10-30,35.8159065246582
2015-11-02,36.139156341552734
2015-11-03,35.40861511230469
2015-11-04,35.162940979003906
2015-11-05,34.4776611328125
2015-11-06,36.249061584472656
2015-11-09,35.89994812011719
2015-11-10,36.100372314453125
2015-11-11,36.20381164550781
2015-11-12,35.589630126953125
2015-11-13,35.37629318237305
2015-11-16,36.44947814941406
2015-11-17,35.4603385925293
2015-11-18,35.227596282958984
2015-11-19,35.499122619628906
2015-11-20,35.059505462646484
2015-11-23,34.6586799621582
2015-11-24,35.053043365478516
2015-11-25,34.9625358581543
2015-11-26,35.61549758911133
2015-11-27,36.52705001831055
2015-11-30,36.52705001831055
2015-12-01,36.53998947143555
2015-12-02,36.242591857910156
2015-12-03,36.39775848388672
2015-12-04,36.76625061035156
2015-12-07,36.578773498535156
2015-12-08,35.82237243652344
2015-12-09,35.36983108520508
2015-12-10,34.94314193725586
2015-12-11,35.21466827392578
2015-12-14,34.71039962768555
2015-12-15,36.00986099243164
2015-12-16,36.20381164550781
2015-12-17,37.212337493896484
2015-12-18,37.238197326660156
2015-12-21,36.70806884765625
2015-12-22,36.61756896972656
2015-12-23,37.1153678894043
2015-12-24,37.27052307128906
2015-12-28,37.03132629394531
2015-12-29,37.871768951416016
2015-12-30,37.587310791015625
2016-01-04,36.99252700805664
2016-01-05,37.10243225097656
2016-01-06,36.81797409057617
2016-01-07,35.90641784667969
2016-01-08,34.94960403442383
2016-01-11,34.92374038696289
2016-01-12,35.24052047729492
2016-01-13,35.13062286376953
2016-01-14,34.6586799621582
2016-01-15,33.50791549682617
2016-01-18,32.89374923706055
2016-01-19,33.061832427978516
2016-01-20,32.324832916259766
2016-01-21,33.68246078491211
2016-01-22,34.28371047973633
2016-01-25,33.29457473754883
2016-01-26,34.09622573852539
2016-01-27,33.12648391723633
2016-01-28,32.33129119873047
2016-01-29,34.12855529785156
2016-02-01,33.75358200073242
2016-02-02,32.90667724609375
2016-02-03,31.616912841796875
2016-02-04,32.21492385864258
2016-02-05,31.64600944519043
2016-02-08,30.055631637573242
2016-02-09,29.224878311157227
2016-02-10,30.556659698486328
2016-02-11,29.121435165405273
2016-02-12,30.084712982177734
2016-02-15,31.32275390625
2016-02-16,31.25811004638672
2016-02-17,32.130882263183594
2016-02-18,29.554594039916992
2016-02-19,29.822885513305664
2016-02-22,30.534029006958008
2016-02-23,30.10411262512207
2016-02-24,29.73883628845215
2016-02-25,30.6697940826416
2016-02-26,31.4164981842041
2016-02-29,31.613683700561523
2016-03-01,32.454124450683594
2016-03-02,33.3333625793457
2016-03-03,32.90667724609375
2016-03-04,32.8097038269043
2016-03-07,31.56195831298828
2016-03-08,31.18699836730957
2016-03-09,31.41326904296875
2016-03-10,31.34538459777832
2016-03-11,32.3377571105957
2016-03-14,32.017738342285156
2016-03-15,31.529632568359375
2016-03-16,30.954254150390625
2016-03-17,29.881071090698242
2016-03-18,30.230178833007812
2016-03-21,30.204322814941406
2016-03-22,30.191389083862305
2016-03-23,30.25603675842285
2016-03-24,29.700054168701172
2016-03-29,29.76146125793457
2016-03-30,29.93926239013672
2016-03-31,29.308917999267578
2016-04-01,29.716211318969727
2016-04-04,29.942480087280273
