Date,FERREYC1.LM
2015-08-24,0.4686724543571472
2015-08-25,0.4686724543571472
2015-08-26,0.4686724543571472
2015-08-27,0.5222349762916565
2015-08-28,0.5222349762916565
2015-08-31,0.5757976770401001
2015-09-01,0.5757976770401001
2015-09-02,0.5579433441162109
2015-09-03,0.5579433441162109
2015-09-04,0.5356256365776062
2015-09-08,0.5266985893249512
2015-09-09,0.5266985893249512
2015-09-10,0.5266985893249512
2015-09-11,0.5266985893249512
2015-09-14,0.5222349762916565
2015-09-15,0.5356256365776062
2015-09-16,0.5356256365776062
2015-09-17,0.544552743434906
2015-09-18,0.5579433441162109
2015-09-21,0.5579433441162109
2015-09-22,0.5579433441162109
2015-09-23,0.5534799098968506
2015-09-24,0.5579433441162109
2015-09-25,0.5579433441162109
2015-09-28,0.5534799098968506
2015-09-29,0.5579433441162109
2015-09-30,0.5624070763587952
2015-10-01,0.5713341236114502
2015-10-02,0.5579433441162109
2015-10-05,0.5579433441162109
2015-10-06,0.5802611708641052
2015-10-07,0.5802611708641052
2015-10-08,0.5802611708641052
2015-10-09,0.5802611708641052
2015-10-12,0.5624070763587952
2015-10-13,0.5624070763587952
2015-10-14,0.5668704509735107
2015-10-15,0.5713341236114502
2015-10-16,0.5668704509735107
2015-10-19,0.5757976770401001
2015-10-20,0.5757976770401001
2015-10-21,0.5802611708641052
2015-10-22,0.5802611708641052
2015-10-23,0.5847247242927551
2015-10-26,0.5847247242927551
2015-10-27,0.5847247242927551
2015-10-28,0.5802611708641052
2015-10-29,0.5802611708641052
2015-10-30,0.6025789380073547
2015-11-02,0.6382872462272644
2015-11-03,0.6382872462272644
2015-11-04,0.6427508592605591
2015-11-05,0.6472144722938538
2015-11-06,0.6472144722938538
2015-11-09,0.6427508592605591
2015-11-10,0.6427508592605591
2015-11-11,0.6293600797653198
2015-11-12,0.6382872462272644
2015-11-13,0.6159694790840149
2015-11-16,0.5936518311500549
2015-11-17,0.5936518311500549
2015-11-18,0.6025789380073547
2015-11-19,0.589188277721405
2015-11-20,0.5981152653694153
2015-11-23,0.5802611708641052
2015-11-24,0.5802611708641052
2015-11-25,0.5802611708641052
2015-11-27,0.5713341236114502
2015-11-30,0.5713341236114502
2015-12-01,0.5713341236114502
2015-12-02,0.589188277721405
2015-12-03,0.589188277721405
2015-12-04,0.5802611708641052
2015-12-07,0.589188277721405
2015-12-08,0.589188277721405
2015-12-09,0.589188277721405
2015-12-10,0.589188277721405
2015-12-11,0.5802611708641052
2015-12-14,0.5802611708641052
2015-12-15,0.5802611708641052
2015-12-16,0.5802611708641052
2015-12-17,0.5802611708641052
2015-12-18,0.5802611708641052
2015-12-21,0.5668704509735107
2015-12-22,0.5668704509735107
2015-12-23,0.5757976770401001
2015-12-24,0.5802611708641052
2015-12-28,0.5802611708641052
2015-12-29,0.5802611708641052
2015-12-30,0.5936518311500549
2015-12-31,0.5936518311500549
2016-01-04,0.6025789380073547
2016-01-05,0.5936518311500549
2016-01-06,0.5936518311500549
2016-01-07,0.5802611708641052
2016-01-08,0.5802611708641052
2016-01-11,0.5847247242927551
2016-01-12,0.5847247242927551
2016-01-13,0.5668704509735107
2016-01-14,0.5713341236114502
2016-01-15,0.5713341236114502
