Date,ENTEL.SN
2015-08-24,3053.751708984375
2015-08-25,3083.5205078125
2015-08-26,3087.46728515625
2015-08-27,3210.197998046875
2015-08-28,3104.90966796875
2015-08-31,3159.380859375
2015-09-01,3072.16845703125
2015-09-02,3107.150390625
2015-09-03,3129.22216796875
2015-09-04,3087.759521484375
2015-09-07,3086.3466796875
2015-09-08,3076.017578125
2015-09-09,3055.70068359375
2015-09-10,3115.774658203125
2015-09-11,3118.795654296875
2015-09-14,3112.8515625
2015-09-15,3177.55419921875
2015-09-16,3229.832763671875
2015-09-17,3232.5126953125
2015-09-21,3203.523193359375
2015-09-22,3127.955078125
2015-09-23,3086.8828125
2015-09-24,3107.150390625
2015-09-25,3137.89453125
2015-09-28,3120.159912109375
2015-09-29,3159.623779296875
2015-09-30,3201.91552734375
2015-10-01,3197.5791015625
2015-10-02,3196.263427734375
2015-10-05,3230.271728515625
2015-10-06,3224.083740234375
2015-10-07,3236.654052734375
2015-10-08,3212.87744140625
2015-10-09,3233.487060546875
2015-10-13,3251.806640625
2015-10-14,3249.419189453125
2015-10-15,3241.3798828125
2015-10-16,3205.569580078125
2015-10-19,3220.9658203125
2015-10-20,3224.863525390625
2015-10-21,3226.032958984375
2015-10-22,3215.216552734375
2015-10-23,3211.02587890625
2015-10-26,3208.395263671875
2015-10-27,3205.179443359375
2015-10-28,3182.5234375
2015-10-29,3104.81201171875
2015-10-30,3116.846435546875
2015-11-02,3095.652587890625
2015-11-03,3118.45458984375
2015-11-04,3154.849853515625
2015-11-05,3161.91455078125
2015-11-06,3158.01708984375
2015-11-09,3179.064453125
2015-11-10,3166.104248046875
2015-11-11,3149.295654296875
2015-11-12,3159.088623046875
2015-11-13,3161.963134765625
2015-11-16,3139.404541015625
2015-11-17,3167.712158203125
2015-11-18,3157.724609375
2015-11-19,3218.773681640625
2015-11-20,3207.3232421875
2015-11-23,3215.460205078125
2015-11-24,3167.419921875
2015-11-25,3151.244873046875
2015-11-26,3144.764404296875
2015-11-27,3117.62646484375
2015-11-30,3095.79833984375
2015-12-01,3130.683349609375
2015-12-02,3098.575439453125
2015-12-03,3069.147705078125
2015-12-04,3061.49853515625
2015-12-07,3046.15087890625
2015-12-09,3027.588134765625
2015-12-10,2996.552001953125
2015-12-11,2961.179443359375
2015-12-14,3025.882568359375
2015-12-15,3113.87451171875
2015-12-16,3167.517333984375
2015-12-17,3161.816650390625
2015-12-18,3139.014892578125
2015-12-21,3162.790771484375
2015-12-22,3148.126708984375
2015-12-23,3181.69580078125
2015-12-24,3142.57177734375
2015-12-28,3094.678466796875
2015-12-29,3062.18017578125
2015-12-30,3089.513671875
2015-12-31,3089.513671875
2016-01-04,3064.762451171875
2016-01-05,3126.299072265625
2016-01-06,3154.363037109375
2016-01-07,3148.2236328125
2016-01-08,3172.730712890625
2016-01-11,3128.783203125
2016-01-12,3136.4814453125
2016-01-13,3132.68115234375
2016-01-14,3111.974609375
2016-01-15,3018.964111328125
2016-01-18,3069.09912109375
2016-01-19,3093.411376953125
2016-01-20,3062.8134765625
2016-01-21,3128.881103515625
2016-01-22,3153.193115234375
2016-01-25,3160.0625
2016-01-26,3165.130126953125
2016-01-27,3127.76025390625
2016-01-28,3177.31103515625
2016-01-29,3347.935302734375
2016-02-01,3284.6943359375
2016-02-02,3185.30126953125
2016-02-03,3150.757080078125
2016-02-04,3268.56689453125
2016-02-05,3201.47705078125
2016-02-08,3167.0791015625
2016-02-09,3171.219970703125
2016-02-10,3173.559814453125
2016-02-11,3119.57470703125
2016-02-12,3171.65869140625
2016-02-15,3185.25244140625
2016-02-16,3167.663818359375
2016-02-17,3180.03955078125
2016-02-18,3110.70751953125
2016-02-19,3034.749755859375
2016-02-22,2992.31298828125
2016-02-23,2925.75830078125
2016-02-24,2864.41796875
2016-02-25,2845.0263671875
2016-02-26,2834.307373046875
2016-02-29,2887.414306640625
2016-03-01,2895.01513671875
2016-03-02,2918.596923828125
2016-03-03,2927.220458984375
2016-03-04,2923.1279296875
2016-03-07,2911.23974609375
2016-03-08,2870.166748046875
2016-03-09,2862.07861328125
2016-03-10,2820.373291015625
2016-03-11,2835.720458984375
2016-03-14,2791.870361328125
2016-03-15,2800.738037109375
2016-03-16,2781.2978515625
2016-03-17,2682.684814453125
2016-03-18,2744.366455078125
2016-03-21,2878.303955078125
2016-03-22,2850.824462890625
2016-03-23,2895.697021484375
2016-03-24,2897.93896484375
2016-03-28,2851.409423828125
2016-03-29,2896.330322265625
2016-03-30,2906.17236328125
2016-03-31,2881.567626953125
2016-04-01,2895.697021484375
2016-04-04,2915.380859375
2016-04-05,2964.10302734375
2016-04-06,2963.908203125
2016-04-07,2953.091796875
2016-04-08,2890.142822265625
2016-04-11,2843.9052734375
2016-04-12,2898.376953125
2016-04-13,2880.6904296875
2016-04-14,2889.2177734375
2016-04-15,2845.562255859375
2016-04-18,2884.101318359375
2016-04-19,2844.588134765625
2016-04-20,2860.56884765625
2016-04-21,2903.4931640625
2016-04-22,2890.24072265625
2016-04-25,2874.11328125
2016-04-26,2882.5908203125
2016-04-27,2870.1181640625
2016-04-28,2853.747802734375
2016-04-29,2808.095458984375
2016-05-02,2795.768798828125
2016-05-03,2843.80810546875
2016-05-04,2841.3232421875
2016-05-05,2849.849365234375
2016-05-06,2832.11474609375
2016-05-09,2860.8125
2016-05-10,2854.673583984375
2016-05-11,2866.90283203125
2016-05-12,2879.5703125
2016-05-13,2846.487548828125
2016-05-16,2850.4345703125
2016-05-17,2852.529541015625
2016-05-18,2901.739013671875
2016-05-19,2861.397216796875
2016-05-20,2848.485595703125
2016-05-23,2840.056884765625
2016-05-24,2869.826171875
2016-05-25,2883.370849609375
2016-05-26,2960.83837890625
2016-05-27,2970.924072265625
2016-05-30,2944.6142578125
2016-05-31,2878.40087890625
2016-06-01,2888.632080078125
2016-06-02,2891.02001953125
2016-06-03,2910.703857421875
2016-06-06,2885.61181640625
2016-06-07,3006.052978515625
2016-06-08,2931.362060546875
2016-06-09,2935.551513671875
2016-06-10,2923.46875
2016-06-13,2901.494384765625
2016-06-14,2882.152099609375
2016-06-15,2895.9892578125
2016-06-16,2914.991455078125
2016-06-17,2945.68603515625
2016-06-20,2983.997802734375
2016-06-21,3035.1123046875
2016-06-22,3035.012451171875
2016-06-23,3037.506103515625
2016-06-24,3041.9443359375
2016-06-28,2986.341552734375
2016-06-29,3023.3935546875
2016-06-30,2990.231201171875
2016-07-01,3010.826904296875
2016-07-04,2992.026611328125
2016-07-05,2992.026611328125
2016-07-06,2993.52197265625
2016-07-07,2976.816650390625
2016-07-08,2984.59619140625
2016-07-11,2990.679931640625
2016-07-12,3004.992431640625
2016-07-13,3008.4326171875
2016-07-14,3021.298828125
2016-07-15,3039.00146484375
2016-07-18,3082.537109375
2016-07-19,3198.429931640625
2016-07-20,3146.866455078125
2016-07-21,3198.180419921875
2016-07-22,3288.840087890625
2016-07-25,3236.67822265625
2016-07-26,3207.505126953125
2016-07-27,3237.825439453125
2016-07-28,3217.928466796875
2016-07-29,3213.939208984375
2016-08-01,3222.965087890625
2016-08-02,3179.8291015625
2016-08-03,3158.88427734375
2016-08-04,3205.5107421875
2016-08-05,3221.070068359375
2016-08-08,3251.340087890625
2016-08-09,3248.646728515625
2016-08-10,3212.54248046875
2016-08-11,3241.466064453125
2016-08-12,3284.601318359375
2016-08-16,3318.41162109375
2016-08-17,3263.706787109375
2016-08-18,3265.4521484375
2016-08-19,3244.806640625
2016-08-22,3265.951904296875
2016-08-23,3263.457763671875
2016-08-24,3257.523193359375
2016-08-25,3246.10302734375
2016-08-26,3223.712890625
2016-08-29,3245.953857421875
2016-08-30,3238.473876953125
2016-08-31,3208.802001953125
2016-09-01,3214.287353515625
2016-09-02,3211.1953125
2016-09-05,3214.836669921875
2016-09-06,3243.959228515625
2016-09-07,3222.91552734375
2016-09-08,3199.477294921875
2016-09-09,3205.810546875
2016-09-12,3155.8427734375
2016-09-13,3191.996826171875
2016-09-14,3179.928466796875
2016-09-15,3223.3134765625
2016-09-16,3175.939453125
2016-09-20,3189.45361328125
2016-09-21,3190.450439453125
2016-09-22,3217.877685546875
2016-09-23,3197.98095703125
2016-09-26,3208.303955078125
2016-09-27,3212.891357421875
2016-09-28,3224.311279296875
2016-09-29,3241.66552734375
2016-09-30,3207.057373046875
2016-10-03,3218.825927734375
2016-10-04,3200.822998046875
2016-10-05,3191.498291015625
2016-10-06,3175.9892578125
2016-10-07,3191.746826171875
2016-10-11,3233.2373046875
2016-10-12,3246.40283203125
2016-10-13,3279.81396484375
2016-10-14,3324.0966796875
2016-10-17,3309.884033203125
2016-10-18,3370.125
2016-10-19,3449.514404296875
2016-10-20,3402.58935546875
2016-10-21,3465.62158203125
2016-10-24,3482.677001953125
2016-10-25,3488.3623046875
2016-10-26,3458.1416015625
2016-10-27,3498.38525390625
2016-10-28,3493.249267578125
2016-11-02,3389.52392578125
2016-11-03,3317.4150390625
2016-11-04,3313.125732421875
2016-11-07,3335.416748046875
2016-11-08,3439.24169921875
2016-11-09,3526.560791015625
2016-11-10,3490.2568359375
2016-11-11,3433.906494140625
2016-11-14,3404.583740234375
2016-11-15,3488.0625
2016-11-16,3495.493408203125
2016-11-17,3486.3173828125
2016-11-18,3525.064697265625
2016-11-21,3567.35302734375
2016-11-22,3596.026611328125
2016-11-23,3622.2578125
2016-11-24,3556.731689453125
2016-11-25,3568.3505859375
2016-11-28,3567.950927734375
2016-11-29,3544.9619140625
2016-11-30,3571.592041015625
2016-12-01,3563.36376953125
2016-12-02,3565.20849609375
2016-12-05,3553.638671875
2016-12-06,3553.289794921875
2016-12-07,3569.596923828125
2016-12-09,3585.953369140625
2016-12-12,3590.29248046875
2016-12-13,3607.895263671875
2016-12-14,3574.43359375
2016-12-15,3567.752197265625
2016-12-16,3529.3037109375
2016-12-19,3536.235107421875
2016-12-20,3511.301513671875
2016-12-21,3457.89306640625
2016-12-22,3420.29248046875
2016-12-23,3371.720458984375
2016-12-26,3490.755615234375
2016-12-27,3473.3017578125
2016-12-28,3540.623779296875
2016-12-29,3542.1689453125
2016-12-30,3544.064453125
2017-01-03,3494.146240234375
2017-01-04,3498.185546875
2017-01-05,3485.96826171875
2017-01-06,3493.099365234375
2017-01-09,3493.348388671875
2017-01-10,3507.910400390625
2017-01-11,3531.59765625
2017-01-12,3567.302978515625
2017-01-13,3536.135498046875
2017-01-16,3508.359130859375
2017-01-17,3564.9091796875
2017-01-18,3607.346435546875
2017-01-19,3602.50927734375
2017-01-20,3551.295166015625
2017-01-23,3559.62353515625
2017-01-24,3540.923095703125
2017-01-25,3591.38916015625
2017-01-26,3587.59912109375
2017-01-27,3542.96728515625
2017-01-30,3513.994384765625
2017-01-31,3501.52685546875
2017-02-01,3504.41943359375
2017-02-02,3495.941650390625
2017-02-03,3542.51806640625
2017-02-06,3514.692626953125
2017-02-07,3486.267578125
2017-02-08,3524.366943359375
2017-02-09,3548.45263671875
2017-02-10,3639.960693359375
2017-02-13,3686.287841796875
2017-02-14,3626.496337890625
2017-02-15,3656.815673828125
2017-02-16,3672.673583984375
2017-02-17,3637.46728515625
2017-02-20,3640.558837890625
2017-02-21,3640.359130859375
2017-02-22,3674.76806640625
2017-02-23,3606.69873046875
2017-02-24,3610.73828125
2017-02-27,3618.81591796875
2017-02-28,3602.4599609375
2017-03-01,3577.42578125
2017-03-02,3614.477783203125
2017-03-03,3737.65234375
2017-03-06,3736.9033203125
2017-03-07,3640.359130859375
2017-03-08,3690.576171875
2017-03-09,3743.784912109375
2017-03-10,3721.29541015625
2017-03-13,3784.12890625
2017-03-14,3814.498291015625
2017-03-15,3889.6494140625
2017-03-16,3908.998291015625
2017-03-17,4006.14111328125
2017-03-20,4037.956298828125
2017-03-21,4038.305908203125
2017-03-22,3996.3662109375
2017-03-23,4091.614990234375
2017-03-24,4096.900390625
2017-03-27,4002.99951171875
2017-03-28,4123.18017578125
2017-03-29,4056.956787109375
2017-03-30,4023.44580078125
2017-03-31,3977.56689453125
2017-04-03,4020.00439453125
2017-04-04,4051.121337890625
2017-04-05,4088.67138671875
2017-04-06,4089.27099609375
2017-04-07,4040.051025390625
2017-04-10,4067.57861328125
2017-04-11,4079.24755859375
2017-04-12,4139.2392578125
2017-04-13,4100.93994140625
2017-04-17,4145.77099609375
2017-04-18,4081.940185546875
2017-04-19,4081.940185546875
2017-04-20,4053.16650390625
2017-04-21,4050.87255859375
2017-04-24,4046.63330078125
2017-04-25,4089.171142578125
2017-04-26,4110.6630859375
2017-04-27,4007.537353515625
2017-04-28,3994.720947265625
2017-05-02,4064.3369140625
2017-05-03,4058.2529296875
2017-05-04,4021.7001953125
2017-05-05,4017.31103515625
2017-05-08,3977.765869140625
2017-05-09,3828.61083984375
2017-05-10,3789.962890625
2017-05-11,3790.362060546875
2017-05-12,3814.747314453125
2017-05-15,3800.435302734375
2017-05-16,3800.335693359375
2017-05-17,3809.11279296875
2017-05-18,3804.125244140625
2017-05-19,3816.443115234375
2017-05-22,3764.51513671875
2017-05-23,3739.169677734375
2017-05-24,3775.033935546875
2017-05-25,3756.55078125
2017-05-29,3752.79443359375
2017-05-30,3722.689453125
2017-05-31,3753.39453125
2017-06-01,3780.09326171875
2017-06-02,3826.676513671875
2017-06-05,3801.831298828125
2017-06-06,3828.73046875
2017-06-07,3804.987060546875
2017-06-08,3770.22509765625
2017-06-09,3741.022705078125
2017-06-12,3784.14990234375
2017-06-13,3790.511962890625
2017-06-14,3780.9443359375
2017-06-15,3733.408203125
2017-06-16,3765.36669921875
2017-06-19,3735.86376953125
2017-06-20,3725.445556640625
2017-06-21,3650.159423828125
2017-06-22,3684.37109375
2017-06-23,3678.15966796875
2017-06-27,3661.57958984375
2017-06-28,3619.103515625
2017-06-29,3615.146240234375
2017-06-30,3624.162109375
2017-07-03,3650.4599609375
2017-07-04,3641.5439453125
2017-07-05,3646.80322265625
2017-07-06,3596.462890625
2017-07-07,3633.8798828125
2017-07-10,3634.280517578125
2017-07-11,3589.951171875
2017-07-12,3608.234130859375
2017-07-13,3619.454345703125
2017-07-14,3644.399169921875
2017-07-17,3724.642822265625
2017-07-18,3712.47119140625
2017-07-19,3705.759521484375
2017-07-20,3751.69189453125
2017-07-21,3681.7158203125
2017-07-24,3700.549560546875
2017-07-25,3729.902587890625
2017-07-26,3710.51806640625
2017-07-27,3679.4619140625
2017-07-28,3711.219482421875
2017-07-31,3653.916015625
2017-08-01,3600.269775390625
2017-08-02,3600.5703125
2017-08-03,3580.78466796875
2017-08-04,3568.762939453125
2017-08-07,3563.403564453125
2017-08-08,3454.70849609375
2017-08-09,3422.149169921875
2017-08-10,3436.224853515625
2017-08-11,3409.82763671875
2017-08-14,3373.962646484375
2017-08-16,3367.00048828125
2017-08-17,3338.7998046875
2017-08-18,3309.647705078125
2017-08-21,3276.83837890625
2017-08-22,3301.181884765625
2017-08-23,3299.829833984375
2017-08-24,3272.8310546875
2017-08-25,3345.862548828125
2017-08-28,3329.432861328125
2017-08-29,3347.666015625
2017-08-30,3323.973388671875
2017-08-31,3289.01025390625
2017-09-01,3283.19970703125
2017-09-04,3286.455810546875
2017-09-05,3323.422119140625
2017-09-06,3233.3603515625
2017-09-07,3243.8291015625
2017-09-08,3210.76953125
2017-09-11,3205.7607421875
2017-09-12,3200.2509765625
2017-09-13,3155.671142578125
2017-09-14,3255.199951171875
2017-09-15,3273.933349609375
2017-09-20,3300.43115234375
2017-09-21,3328.481201171875
2017-09-22,3320.9677734375
2017-09-25,3371.058349609375
2017-09-26,3310.94970703125
2017-09-27,3346.01318359375
2017-09-28,3280.895263671875
2017-09-29,3322.9208984375
2017-10-02,3318.46337890625
2017-10-03,3335.994384765625
2017-10-04,3406.12109375
2017-10-05,3437.22705078125
2017-10-06,3541.36376953125
2017-10-10,3566.859619140625
2017-10-11,3648.105712890625
2017-10-12,3566.408935546875
2017-10-13,3538.60888671875
2017-10-16,3557.84326171875
2017-10-17,3519.92529296875
2017-10-18,3516.920166015625
2017-10-19,3530.8955078125
2017-10-20,3554.587890625
2017-10-23,3538.658935546875
2017-10-24,3521.428466796875
2017-10-25,3510.308349609375
2017-10-26,3521.6279296875
2017-10-30,3632.12744140625
2017-10-31,3705.458740234375
2017-11-02,3658.474609375
2017-11-03,3610.538330078125
2017-11-06,3680.163330078125
2017-11-07,3598.516357421875
2017-11-08,3534.702392578125
2017-11-09,3520.125732421875
2017-11-10,3522.529541015625
2017-11-13,3458.514892578125
2017-11-14,3372.109619140625
2017-11-15,3331.987548828125
2017-11-16,3336.044677734375
2017-11-17,3357.4833984375
2017-11-20,3113.29443359375
2017-11-21,3241.275146484375
2017-11-22,3146.65478515625
2017-11-23,3124.21484375
2017-11-24,3149.56005859375
2017-11-27,3142.34716796875
2017-11-28,3117.752685546875
2017-11-29,3198.49755859375
2017-11-30,3134.5830078125
2017-12-01,3104.929931640625
2017-12-04,3109.7880859375
2017-12-05,3055.390625
2017-12-06,3046.023681640625
2017-12-07,3085.294189453125
2017-12-11,3151.563720703125
2017-12-12,3166.941162109375
2017-12-13,3254.94921875
2017-12-14,3267.822021484375
2017-12-15,3318.86376953125
2017-12-18,3505.64990234375
2017-12-19,3478.30029296875
2017-12-20,3407.1728515625
2017-12-21,3336.495849609375
