Date,J&KBANK.NS
2015-08-21,149.2232666015625
2015-08-24,149.2232666015625
2015-08-25,149.2232666015625
2015-08-26,149.2232666015625
2015-08-27,149.2232666015625
2015-08-28,149.2232666015625
2015-08-31,149.2232666015625
2015-09-01,149.2232666015625
2015-09-02,149.2232666015625
2015-09-03,149.2232666015625
2015-09-04,149.2232666015625
2015-09-07,149.2232666015625
2015-09-08,149.2232666015625
2015-09-09,149.2232666015625
2015-09-10,149.2232666015625
2015-09-11,149.2232666015625
2015-09-14,149.2232666015625
2015-09-15,149.2232666015625
2015-09-16,149.2232666015625
2015-09-18,149.2232666015625
2015-09-21,149.2232666015625
2015-09-22,149.2232666015625
2015-09-23,149.2232666015625
2015-09-24,149.2232666015625
2015-09-28,149.2232666015625
2015-09-29,149.2232666015625
2015-09-30,149.2232666015625
2015-10-01,149.2232666015625
2015-10-05,149.2232666015625
2015-10-06,149.2232666015625
2015-10-07,149.2232666015625
2015-10-08,149.2232666015625
2015-10-09,149.2232666015625
2015-10-12,149.2232666015625
2015-10-13,149.2232666015625
2015-10-14,149.2232666015625
2015-10-15,149.2232666015625
2015-10-16,149.2232666015625
2015-10-19,149.2232666015625
2015-10-20,149.2232666015625
2015-10-21,149.2232666015625
2015-10-23,149.2232666015625
2015-10-26,149.2232666015625
2015-10-27,149.2232666015625
2015-10-28,149.2232666015625
2015-10-29,149.2232666015625
2015-10-30,149.2232666015625
2015-11-02,149.2232666015625
2015-11-03,149.2232666015625
2015-11-04,149.2232666015625
2015-11-05,149.2232666015625
2015-11-06,149.2232666015625
2015-11-09,149.2232666015625
2015-11-10,149.2232666015625
2015-11-13,149.2232666015625
2015-11-16,149.2232666015625
2015-11-17,149.2232666015625
2015-11-18,149.2232666015625
2015-11-19,149.2232666015625
2015-11-20,149.2232666015625
2015-11-23,149.2232666015625
2015-11-24,149.2232666015625
2015-11-26,149.2232666015625
2015-11-27,149.2232666015625
2015-11-30,149.2232666015625
2015-12-01,149.2232666015625
2015-12-02,149.2232666015625
2015-12-03,149.2232666015625
2015-12-04,149.2232666015625
2015-12-07,149.2232666015625
2015-12-08,149.2232666015625
2015-12-09,149.2232666015625
2015-12-10,149.2232666015625
2015-12-11,149.2232666015625
2015-12-14,149.2232666015625
2015-12-15,149.2232666015625
2015-12-16,149.2232666015625
2015-12-17,149.2232666015625
2015-12-18,149.2232666015625
2015-12-21,149.2232666015625
2015-12-22,149.2232666015625
2015-12-23,149.2232666015625
2015-12-24,149.2232666015625
2015-12-28,149.2232666015625
2015-12-29,149.2232666015625
2015-12-30,149.2232666015625
2015-12-31,149.2232666015625
2016-01-01,149.2232666015625
2016-01-04,149.2232666015625
2016-01-05,149.2232666015625
2016-01-06,149.2232666015625
2016-01-07,149.2232666015625
2016-01-08,149.2232666015625
2016-01-11,149.2232666015625
2016-01-12,149.2232666015625
2016-01-13,149.2232666015625
2016-01-14,149.2232666015625
2016-01-15,149.2232666015625
2016-01-18,149.2232666015625
2016-01-19,149.2232666015625
2016-01-20,149.2232666015625
2016-01-21,149.2232666015625
2016-01-22,149.2232666015625
2016-01-25,149.2232666015625
2016-01-27,149.2232666015625
2016-01-28,149.2232666015625
2016-01-29,149.2232666015625
2016-02-01,149.2232666015625
2016-02-02,149.2232666015625
2016-02-03,149.2232666015625
2016-02-04,149.2232666015625
2016-02-05,149.2232666015625
2016-02-08,149.2232666015625
2016-02-09,149.2232666015625
2016-02-10,149.2232666015625
2016-02-11,149.2232666015625
2016-02-12,149.2232666015625
2016-02-15,149.2232666015625
2016-02-16,149.2232666015625
2016-02-17,149.2232666015625
2016-02-18,149.2232666015625
2016-02-19,149.2232666015625
2016-02-22,149.2232666015625
2016-02-23,149.2232666015625
2016-02-24,149.2232666015625
2016-02-25,149.2232666015625
2016-02-26,149.2232666015625
2016-02-29,149.2232666015625
2016-03-01,149.2232666015625
2016-03-02,149.2232666015625
2016-03-03,149.2232666015625
2016-03-04,149.2232666015625
2016-03-08,149.2232666015625
2016-03-09,149.2232666015625
2016-03-10,149.2232666015625
2016-03-11,149.2232666015625
2016-03-14,149.2232666015625
2016-03-15,149.2232666015625
2016-03-16,149.2232666015625
2016-03-17,149.2232666015625
2016-03-18,149.2232666015625
2016-03-21,149.2232666015625
2016-03-22,149.2232666015625
2016-03-23,149.2232666015625
2016-03-28,149.2232666015625
2016-03-29,149.2232666015625
2016-03-30,149.2232666015625
2016-03-31,149.2232666015625
2016-04-01,149.2232666015625
2016-04-04,149.2232666015625
2016-04-05,149.2232666015625
2016-04-06,149.2232666015625
2016-04-07,149.2232666015625
2016-04-08,149.2232666015625
2016-04-11,149.2232666015625
2016-04-12,149.2232666015625
2016-04-13,149.2232666015625
2016-04-18,149.2232666015625
