Date,LUV
2015-08-03,33.587867736816406
2015-08-04,33.94585418701172
2015-08-05,33.910057067871094
2015-08-06,33.83845901489258
2015-08-07,33.63259506225586
2015-08-10,33.820560455322266
2015-08-11,34.33067321777344
2015-08-12,34.6170654296875
2015-08-13,34.87661361694336
2015-08-14,35.225650787353516
2015-08-17,36.20115661621094
2015-08-18,36.035282135009766
2015-08-19,36.26839828491211
2015-08-20,35.0220947265625
2015-08-21,33.99097442626953
2015-08-24,33.36334228515625
2015-08-25,32.74467468261719
2015-08-26,33.52473831176758
2015-08-27,33.4530029296875
2015-08-28,33.264705657958984
2015-08-31,32.906063079833984
2015-09-01,32.6012077331543
2015-09-02,33.82061767578125
2015-09-03,33.56060791015625
2015-09-04,33.38127899169922
2015-09-08,34.170310974121094
2015-09-09,34.340667724609375
2015-09-10,34.39445877075195
2015-09-11,34.555843353271484
2015-09-14,34.85173416137695
2015-09-15,34.87863540649414
2015-09-16,35.09383010864258
2015-09-17,35.40764236450195
2015-09-18,35.389713287353516
2015-09-21,35.30901336669922
2015-09-22,34.286861419677734
2015-09-23,34.591712951660156
2015-09-24,34.22409439086914
2015-09-25,34.15237045288086
2015-09-28,33.57853317260742
2015-09-29,33.784759521484375
2015-09-30,34.1075325012207
2015-10-01,34.43928146362305
2015-10-02,34.41239547729492
2015-10-05,35.23728561401367
2015-10-06,34.07167053222656
2015-10-07,34.708282470703125
2015-10-08,34.75310516357422
2015-10-09,35.81112289428711
2015-10-12,36.958805084228516
2015-10-13,36.60015869140625
2015-10-14,36.61807632446289
2015-10-15,36.976741790771484
2015-10-16,36.367027282714844
2015-10-19,37.12915802001953
2015-10-20,37.102256774902344
2015-10-21,36.79739761352539
2015-10-22,39.52313995361328
2015-10-23,40.554256439208984
2015-10-26,41.0384407043457
2015-10-27,40.769447326660156
2015-10-28,40.71565246582031
2015-10-29,41.08327102661133
2015-10-30,41.50468063354492
2015-11-02,41.90816879272461
2015-11-03,42.10541534423828
2015-11-04,41.81850814819336
2015-11-05,41.84539031982422
2015-11-06,42.00678253173828
2015-11-09,41.576393127441406
2015-11-10,41.65709686279297
2015-11-11,41.890220642089844
2015-11-12,41.86331558227539
2015-11-13,41.14602279663086
2015-11-16,41.011531829833984
2015-11-17,41.181888580322266
2015-11-18,41.522613525390625
2015-11-19,42.02471923828125
2015-11-20,42.42820358276367
2015-11-23,42.56269836425781
2015-11-24,41.45087814331055
2015-11-25,41.137062072753906
2015-11-27,41.08327102661133
2015-11-30,41.137062072753906
2015-12-01,42.17714309692383
2015-12-02,42.598548889160156
2015-12-03,42.40130615234375
2015-12-04,44.30213928222656
2015-12-07,44.45457458496094
2015-12-08,40.44507598876953
2015-12-09,39.960166931152344
2015-12-10,40.6336555480957
2015-12-11,38.9903450012207
2015-12-14,39.30464553833008
2015-12-15,39.7087287902832
2015-12-16,40.22956085205078
2015-12-17,39.07115936279297
2015-12-18,38.379730224609375
2015-12-21,38.9454460144043
2015-12-22,39.098106384277344
2015-12-23,39.00830841064453
2015-12-24,39.42137908935547
2015-12-28,39.34954833984375
2015-12-29,39.816490173339844
2015-12-30,38.9275016784668
2015-12-31,38.66707992553711
2016-01-04,37.67930221557617
2016-01-05,38.12828826904297
2016-01-06,38.47850036621094
2016-01-07,37.67030715942383
2016-01-08,37.90379333496094
2016-01-11,37.75114059448242
2016-01-12,38.325843811035156
2016-01-13,36.27845001220703
2016-01-14,36.34130096435547
2016-01-15,35.71272659301758
2016-01-19,35.56006622314453
2016-01-20,35.290672302246094
2016-01-21,35.47026824951172
2016-01-22,35.021278381347656
2016-01-25,34.30289077758789
2016-01-26,34.45554733276367
2016-01-27,33.4857292175293
2016-01-28,32.497947692871094
2016-01-29,33.782047271728516
2016-02-01,34.40166473388672
2016-02-02,32.74937057495117
2016-02-03,33.08163833618164
2016-02-04,33.71919250488281
2016-02-05,32.0489501953125
2016-02-08,31.17791748046875
2016-02-09,31.653839111328125
2016-02-10,31.914255142211914
2016-02-11,31.73466682434082
2016-02-12,32.542842864990234
2016-02-16,33.297142028808594
2016-02-17,34.58126449584961
2016-02-18,35.021278381347656
2016-02-19,35.29964828491211
2016-02-22,36.65560531616211
2016-02-23,36.88909149169922
2016-02-24,37.140506744384766
2016-02-25,38.24502182006836
2016-02-26,37.86786651611328
2016-02-29,37.67030715942383
2016-03-01,38.23256301879883
2016-03-02,37.72878646850586
2016-03-03,37.80975341796875
2016-03-04,37.33296203613281
2016-03-07,37.31496810913086
2016-03-08,37.4139404296875
2016-03-09,38.07064437866211
2016-03-10,38.016658782958984
2016-03-11,38.979225158691406
2016-03-14,39.42002868652344
2016-03-15,39.24009323120117
2016-03-16,39.71688461303711
2016-03-17,39.222110748291016
2016-03-18,40.03173065185547
2016-03-21,40.472537994384766
2016-03-22,40.13068771362305
2016-03-23,39.968780517578125
2016-03-24,39.635921478271484
2016-03-28,39.41102600097656
2016-03-29,40.15767288208008
2016-03-30,40.46354675292969
2016-03-31,40.30161666870117
2016-04-01,40.085716247558594
2016-04-04,39.6808967590332
2016-04-05,39.24909591674805
