Date,WST
2015-08-03,57.44729232788086
2015-08-04,57.89850616455078
2015-08-05,58.27291488647461
2015-08-06,57.418495178222656
2015-08-07,57.30329895019531
2015-08-10,57.46650695800781
2015-08-11,57.25530242919922
2015-08-12,56.957706451416016
2015-08-13,56.92888259887695
2015-08-14,57.015289306640625
2015-08-17,57.70650863647461
2015-08-18,57.725704193115234
2015-08-19,56.9384880065918
2015-08-20,54.87445068359375
2015-08-21,53.837646484375
2015-08-24,52.44562530517578
2015-08-25,53.04081344604492
2015-08-26,55.450469970703125
2015-08-27,54.80725860595703
2015-08-28,54.58645248413086
2015-08-31,53.616825103759766
2015-09-01,52.503211975097656
2015-09-02,53.42483901977539
2015-09-03,53.12722396850586
2015-09-04,52.83921813964844
2015-09-08,54.32724380493164
2015-09-09,53.68403625488281
2015-09-10,54.49044418334961
2015-09-11,55.181663513183594
2015-09-14,54.63444519042969
2015-09-15,54.951263427734375
2015-09-16,54.68244552612305
2015-09-17,55.200862884521484
2015-09-18,54.624855041503906
2015-09-21,54.37525177001953
2015-09-22,53.98164367675781
2015-09-23,54.38485336303711
2015-09-24,55.55608367919922
2015-09-25,53.43442916870117
2015-09-28,52.15761184692383
2015-09-29,52.12881851196289
2015-09-30,51.956016540527344
2015-10-01,51.6776123046875
2015-10-02,52.23441696166992
2015-10-05,52.88721466064453
2015-10-06,51.55280685424805
2015-10-07,52.25361251831055
2015-10-08,52.36882400512695
2015-10-09,52.695213317871094
2015-10-12,53.40563201904297
2015-10-13,52.791221618652344
2015-10-14,52.59920883178711
2015-10-15,53.84724426269531
2015-10-16,54.09685516357422
2015-10-19,53.760108947753906
2015-10-20,53.31757736206055
2015-10-21,53.00970458984375
2015-10-22,53.40415954589844
2015-10-23,54.85688018798828
2015-10-26,54.98194122314453
2015-10-27,55.42448425292969
2015-10-28,57.685340881347656
2015-10-29,57.82964324951172
2015-10-30,57.73344039916992
2015-11-02,58.531951904296875
2015-11-03,58.79172134399414
2015-11-04,59.676815032958984
2015-11-05,60.16746139526367
2015-11-06,61.22574234008789
2015-11-09,60.85053253173828
2015-11-10,60.70623779296875
2015-11-11,60.18671798706055
2015-11-12,59.20540237426758
2015-11-13,59.62870407104492
2015-11-16,60.205963134765625
2015-11-17,60.65810775756836
2015-11-18,60.600406646728516
2015-11-19,59.936580657958984
2015-11-20,59.87885665893555
2015-11-23,60.29254913330078
2015-11-24,61.27383804321289
2015-11-25,61.20649719238281
2015-11-27,61.6971435546875
2015-11-30,60.65810775756836
2015-12-01,61.53360366821289
2015-12-02,61.31231689453125
2015-12-03,59.62870407104492
2015-12-04,60.417606353759766
2015-12-07,59.792259216308594
2015-12-08,61.02370834350586
2015-12-09,60.44647216796875
2015-12-10,60.64851379394531
2015-12-11,59.243892669677734
2015-12-14,59.0899658203125
2015-12-15,59.52288818359375
2015-12-16,60.26366424560547
2015-12-17,59.69605255126953
2015-12-18,58.32030487060547
2015-12-21,58.43576431274414
2015-12-22,58.75322723388672
2015-12-23,58.60892868041992
2015-12-24,59.282379150390625
2015-12-28,59.72491455078125
2015-12-29,59.82112503051758
2015-12-30,59.62870407104492
2015-12-31,57.93547821044922
2016-01-04,55.41486358642578
2016-01-05,54.712562561035156
2016-01-06,55.07815170288086
2016-01-07,53.8659553527832
2016-01-08,53.336814880371094
2016-01-11,53.10591125488281
2016-01-12,53.93328094482422
2016-01-13,53.68315887451172
2016-01-14,54.65484619140625
2016-01-15,54.21134948730469
2016-01-19,54.98262405395508
2016-01-20,56.12028121948242
2016-01-21,54.76088333129883
2016-01-22,55.859962463378906
2016-01-25,55.18510055541992
2016-01-26,55.21401596069336
2016-01-27,54.77054214477539
2016-01-28,53.064090728759766
2016-01-29,55.16582107543945
2016-02-01,55.04048156738281
2016-02-02,54.83802795410156
2016-02-03,54.8187370300293
2016-02-04,54.02817916870117
2016-02-05,52.697715759277344
2016-02-08,53.79678726196289
2016-02-09,53.54612350463867
2016-02-10,53.66181945800781
2016-02-11,52.678436279296875
2016-02-12,53.19906234741211
2016-02-16,54.288490295410156
2016-02-17,54.828369140625
2016-02-18,54.17279815673828
2016-02-19,57.084373474121094
2016-02-22,57.315765380859375
2016-02-23,57.498931884765625
2016-02-24,59.52354049682617
2016-02-25,60.25625991821289
2016-02-26,60.65154266357422
2016-02-29,59.793495178222656
2016-03-01,61.316768646240234
2016-03-02,61.52888488769531
2016-03-03,61.84703063964844
2016-03-04,62.184444427490234
2016-03-07,62.531532287597656
2016-03-08,61.644569396972656
2016-03-09,61.85667037963867
2016-03-10,61.59637451171875
2016-03-11,62.78221130371094
2016-03-14,62.531532287597656
2016-03-15,62.34836196899414
2016-03-16,62.377262115478516
2016-03-17,62.425506591796875
2016-03-18,63.1292839050293
2016-03-21,63.05215835571289
2016-03-22,63.98734664916992
2016-03-23,63.02322769165039
2016-03-24,63.00395584106445
2016-03-28,64.0548324584961
2016-03-29,66.39759826660156
2016-03-30,66.00228881835938
2016-03-31,66.83142852783203
2016-04-01,68.03655242919922
2016-04-04,67.45809936523438
2016-04-05,66.8892822265625
2016-04-06,67.3134765625
2016-04-07,66.41687774658203
2016-04-08,66.8121337890625
2016-04-11,66.20475769042969
2016-04-12,67.59305572509766
2016-04-13,68.46076965332031
2016-04-14,68.58606719970703
2016-04-15,68.7403564453125
2016-04-18,69.13629150390625
2016-04-19,69.49359130859375
2016-04-20,69.48394775390625
2016-04-21,69.31012725830078
2016-04-22,69.88955688476562
2016-04-25,69.79296875
2016-04-26,69.48394775390625
2016-04-27,69.62884521484375
2016-04-28,69.79296875
2016-04-29,68.7596435546875
2016-05-02,69.38737487792969
2016-05-03,68.30577850341797
2016-05-04,67.61043548583984
2016-05-05,68.26715087890625
2016-05-06,67.97743225097656
2016-05-09,68.80796813964844
2016-05-10,69.3680648803711
2016-05-11,69.8026351928711
2016-05-12,68.82726287841797
2016-05-13,69.20391845703125
2016-05-16,70.72972869873047
2016-05-17,68.69205474853516
2016-05-18,68.7596435546875
2016-05-19,68.8176040649414
2016-05-20,70.23722839355469
2016-05-23,69.82198333740234
2016-05-24,71.4926528930664
2016-05-25,71.27054595947266
2016-05-26,71.17398071289062
2016-05-27,72.02384185791016
2016-05-31,72.50670623779297
2016-06-01,72.6129150390625
2016-06-02,73.13441467285156
2016-06-03,72.67086791992188
2016-06-06,72.7964096069336
2016-06-07,73.65589904785156
2016-06-08,74.42845916748047
2016-06-09,74.76646423339844
2016-06-10,74.0035629272461
2016-06-13,73.23096466064453
2016-06-14,72.7964096069336
2016-06-15,72.32318878173828
2016-06-16,72.46805572509766
2016-06-17,71.35749053955078
2016-06-20,72.28457641601562
2016-06-21,72.0817642211914
2016-06-22,72.55496215820312
2016-06-23,73.16337585449219
2016-06-24,70.35309600830078
2016-06-27,69.13629150390625
2016-06-28,71.50232696533203
2016-06-29,71.73409271240234
2016-06-30,73.27925872802734
2016-07-01,74.01319885253906
2016-07-05,73.28890991210938
2016-07-06,73.36617279052734
2016-07-07,73.68487548828125
2016-07-08,74.63128662109375
