Date,UNIP3.SA
2015-08-24,1.5078225135803223
2015-08-25,1.5078225135803223
2015-08-26,1.5078225135803223
2015-08-27,1.5078225135803223
2015-08-28,1.5078225135803223
2015-08-31,1.5078225135803223
2015-09-01,1.5078225135803223
2015-09-02,1.5078225135803223
2015-09-03,1.5078225135803223
2015-09-04,1.5078225135803223
2015-09-08,1.5078225135803223
2015-09-09,1.5078225135803223
2015-09-10,1.5078225135803223
2015-09-11,1.5078225135803223
2015-09-14,1.5078225135803223
2015-09-15,1.5078225135803223
2015-09-16,1.5078225135803223
2015-09-17,1.5078225135803223
2015-09-18,1.5078225135803223
2015-09-21,1.5078225135803223
2015-09-22,1.5078225135803223
2015-09-23,1.5078225135803223
2015-09-24,1.5078225135803223
2015-09-25,1.5078225135803223
2015-09-28,1.5078225135803223
2015-09-29,1.5078225135803223
2015-09-30,1.5078225135803223
2015-10-01,1.5078225135803223
2015-10-02,1.5078225135803223
2015-10-05,1.5078225135803223
2015-10-06,1.5078225135803223
2015-10-07,1.5078225135803223
2015-10-08,1.5078225135803223
2015-10-09,1.5078225135803223
2015-10-13,1.5078225135803223
2015-10-14,1.5078225135803223
2015-10-15,1.5078225135803223
2015-10-16,1.4464869499206543
2015-10-19,1.4464869499206543
2015-10-20,1.4515982866287231
2015-10-21,1.4515982866287231
2015-10-22,1.4515982866287231
2015-10-23,1.4515982866287231
2015-10-26,1.4515982866287231
2015-10-27,1.4515982866287231
2015-10-28,1.3800404071807861
2015-10-29,1.3800404071807861
2015-10-30,1.3800404071807861
2015-11-03,1.3800404071807861
2015-11-04,1.3774852752685547
2015-11-05,1.3774852752685547
2015-11-06,1.3774852752685547
2015-11-09,1.3774852752685547
2015-11-10,1.3774852752685547
2015-11-11,1.3774852752685547
2015-11-12,1.4030414819717407
2015-11-13,1.4030414819717407
2015-11-16,1.4030414819717407
2015-11-17,1.4030414819717407
2015-11-18,1.4030414819717407
2015-11-19,1.4030414819717407
2015-11-23,1.405596375465393
2015-11-24,1.405596375465393
2015-11-25,1.405596375465393
2015-11-26,1.405596375465393
2015-11-27,1.405596375465393
2015-11-30,1.405596375465393
2015-12-01,1.405596375465393
2015-12-02,1.3238165378570557
2015-12-03,1.3238165378570557
2015-12-04,1.3238165378570557
2015-12-07,1.303371548652649
2015-12-08,1.303371548652649
2015-12-09,1.303371548652649
2015-12-10,1.303371548652649
2015-12-11,1.303371548652649
2015-12-14,1.303371548652649
2015-12-15,1.2829265594482422
2015-12-16,1.369818091392517
2015-12-17,1.3544842004776
2015-12-18,1.3544842004776
2015-12-21,1.405596375465393
2015-12-22,1.405596375465393
2015-12-23,1.405596375465393
2015-12-28,1.405596375465393
2015-12-29,1.4694875478744507
2015-12-30,1.5052663087844849
2016-01-04,1.5052663087844849
2016-01-05,1.5052663087844849
2016-01-06,1.5052663087844849
2016-01-07,1.5052663087844849
2016-01-08,1.5052663087844849
2016-01-11,1.5078225135803223
2016-01-12,1.4515982866287231
2016-01-13,1.4515982866287231
2016-01-14,1.4515982866287231
2016-01-15,1.4515982866287231
2016-01-18,1.4515982866287231
2016-01-19,1.4515982866287231
2016-01-20,1.4515982866287231
2016-01-21,1.4515982866287231
2016-01-22,1.428597331047058
2016-01-26,1.428597331047058
2016-01-27,1.428597331047058
2016-01-28,1.428597331047058
2016-01-29,1.428597331047058
2016-02-01,1.428597331047058
2016-02-02,1.4234864711761475
2016-02-03,1.4234864711761475
2016-02-04,1.6611604690551758
2016-02-05,1.6611604690551758
2016-02-10,1.6611604690551758
2016-02-11,1.6611604690551758
2016-02-12,1.6611604690551758
2016-02-15,1.6611604690551758
2016-02-16,1.6611604690551758
2016-02-17,1.5844913721084595
2016-02-18,1.5844913721084595
2016-02-19,1.5844913721084595
2016-02-22,1.5844913721084595
2016-02-23,1.5844913721084595
2016-02-24,1.5844913721084595
2016-02-25,1.5844913721084595
2016-02-26,1.5844913721084595
2016-02-29,1.5691577196121216
2016-03-01,1.5691577196121216
2016-03-02,1.5691577196121216
2016-03-03,1.5691577196121216
2016-03-04,1.5691577196121216
2016-03-07,1.5691577196121216
2016-03-08,1.5691577196121216
2016-03-09,1.5691577196121216
2016-03-10,1.5691577196121216
2016-03-11,1.5691577196121216
2016-03-14,1.5691577196121216
2016-03-15,1.5691577196121216
2016-03-16,1.5691577196121216
2016-03-17,1.5691577196121216
2016-03-18,1.5691577196121216
2016-03-21,1.456709861755371
2016-03-22,1.456709861755371
2016-03-23,1.53082275390625
2016-03-24,1.5333784818649292
2016-03-28,1.6100475788116455
2016-03-29,1.6100475788116455
2016-03-30,1.6100475788116455
2016-03-31,1.6100475788116455
2016-04-01,1.6100475788116455
2016-04-04,1.6100475788116455
2016-04-05,1.6100475788116455
2016-04-06,1.6100475788116455
2016-04-07,1.6100475788116455
2016-04-08,1.6100475788116455
2016-04-11,1.6100475788116455
2016-04-12,1.6356040239334106
2016-04-13,1.6356040239334106
2016-04-14,1.6356040239334106
2016-04-15,1.6483819484710693
2016-04-18,1.6356040239334106
2016-04-19,1.6356040239334106
2016-04-20,1.6356040239334106
2016-04-22,1.620269775390625
2016-04-25,1.7582743167877197
2016-04-26,1.7582743167877197
2016-04-27,1.7582743167877197
2016-04-28,1.7582743167877197
2016-04-29,1.7787187099456787
2016-05-02,1.8556268215179443
2016-05-03,1.8556268215179443
2016-05-04,1.836964726448059
2016-05-05,1.836964726448059
2016-05-06,1.8396304845809937
2016-05-09,1.7996386289596558
2016-05-10,1.7996386289596558
2016-05-11,1.8396304845809937
2016-05-12,1.8396304845809937
2016-05-13,1.8396304845809937
2016-05-16,1.8396304845809937
2016-05-17,1.8396304845809937
2016-05-18,1.836964726448059
2016-05-19,1.8129692077636719
2016-05-20,1.8129692077636719
2016-05-23,1.8129692077636719
2016-05-24,1.8129692077636719
2016-05-25,1.8129692077636719
2016-05-27,1.8129692077636719
2016-05-30,1.836964726448059
2016-05-31,1.8396304845809937
2016-06-01,1.850294589996338
2016-06-02,1.850294589996338
2016-06-03,1.850294589996338
2016-06-06,1.8529610633850098
2016-06-07,1.8529610633850098
2016-06-08,1.8529610633850098
2016-06-09,1.759647250175476
2016-06-10,1.796972393989563
2016-06-13,1.796972393989563
2016-06-14,1.796972393989563
2016-06-15,1.796972393989563
2016-06-16,1.796972393989563
2016-06-17,1.796972393989563
2016-06-20,1.796972393989563
2016-06-21,1.796972393989563
2016-06-22,1.796972393989563
2016-06-23,1.7063241004943848
2016-06-24,1.7063241004943848
2016-06-27,2.106243848800659
2016-06-28,2.106243848800659
2016-06-29,2.0715842247009277
2016-06-30,2.0715842247009277
2016-07-01,2.0715842247009277
2016-07-04,2.0715842247009277
2016-07-05,2.0715842247009277
2016-07-06,2.0715842247009277
2016-07-07,2.0715842247009277
2016-07-08,2.0715842247009277
2016-07-11,1.9169483184814453
2016-07-12,1.9169483184814453
2016-07-13,1.9169483184814453
2016-07-14,1.9995980262756348
