Date,CRH.L
2016-06-10,2047.22802734375
2016-06-13,2007.3402099609375
2016-06-14,1994.3768310546875
2016-06-15,2006.343017578125
2016-06-16,1976.427490234375
2016-06-17,1988.3936767578125
2016-06-20,2055.205810546875
2016-06-21,2030.2760009765625
2016-06-22,2029.2784423828125
2016-06-23,2088.112548828125
2016-06-24,2070.162841796875
2016-06-27,1944.517578125
2016-06-28,2037.256103515625
2016-06-29,2116.034423828125
2016-06-30,2178.856689453125
2016-07-01,2184.83984375
2016-07-04,2151.9326171875
2016-07-05,2119.025146484375
2016-07-06,2090.10693359375
2016-07-07,2100.079345703125
2016-07-08,2141.9609375
2016-07-11,2198.80078125
2016-07-12,2178.856689453125
2016-07-13,2221.73583984375
2016-07-14,2202.7890625
2016-07-15,2197.802490234375
2016-07-18,2194.811767578125
2016-07-19,2201.792724609375
2016-07-20,2208.7724609375
2016-07-21,2188.82861328125
2016-07-22,2245.669189453125
2016-07-25,2236.694091796875
2016-07-26,2243.673828125
2016-07-27,2280.56982421875
2016-07-28,2274.5869140625
2016-07-29,2295.528076171875
2016-08-01,2277.578857421875
2016-08-02,2237.6904296875
2016-08-03,2223.730712890625
2016-08-04,2258.631591796875
2016-08-05,2288.54736328125
2016-08-08,2325.44384765625
2016-08-09,2362.33935546875
2016-08-10,2378.294189453125
2016-08-11,2408.2109375
2016-08-12,2449.094970703125
2016-08-15,2475.021484375
2016-08-16,2504.9375
2016-08-17,2527.872802734375
2016-08-18,2524.880859375
2016-08-19,2499.951416015625
2016-08-22,2500.948486328125
2016-08-23,2489.97998046875
2016-08-24,2462.05859375
2016-08-25,2532.858154296875
2016-08-26,2532.858154296875
2016-08-30,2577.732177734375
2016-08-31,2557.7880859375
2016-09-01,2522.886962890625
2016-09-02,2529.866943359375
2016-09-05,2572.74609375
2016-09-06,2539.839111328125
2016-09-07,2554.797119140625
2016-09-08,2523.072021484375
2016-09-09,2442.2939453125
2016-09-12,2445.285888671875
2016-09-13,2464.233154296875
2016-09-14,2489.16455078125
2016-09-15,2508.11328125
2016-09-16,2477.197998046875
2016-09-19,2499.137451171875
2016-09-20,2510.107177734375
2016-09-21,2513.09912109375
2016-09-22,2568.946044921875
2016-09-23,2599.861572265625
2016-09-26,2547.00634765625
2016-09-27,2528.058349609375
2016-09-28,2560.9677734375
2016-09-29,2552.990234375
2016-09-30,2554.984619140625
2016-10-03,2573.932861328125
2016-10-04,2651.718505859375
2016-10-05,2633.767822265625
2016-10-06,2631.773193359375
2016-10-07,2652.7158203125
2016-10-10,2715.54345703125
2016-10-11,2685.62548828125
2016-10-12,2649.724365234375
2016-10-13,2623.795166015625
2016-10-14,2668.67236328125
2016-10-17,2672.660888671875
2016-10-18,2708.5625
2016-10-19,2683.630859375
2016-10-20,2680.6396484375
2016-10-21,2703.576171875
2016-10-24,2715.54345703125
2016-10-25,2688.617431640625
2016-10-26,2663.685302734375
2016-10-27,2652.7158203125
2016-10-28,2662.688720703125
2016-10-31,2636.76025390625
2016-11-01,2598.864013671875
2016-11-02,2588.890869140625
2016-11-03,2544.014404296875
2016-11-04,2545.011962890625
2016-11-07,2594.875
2016-11-08,2642.743896484375
2016-11-09,2802.30517578125
2016-11-10,2804.2998046875
2016-11-11,2752.442138671875
2016-11-14,2796.321533203125
2016-11-15,2773.384521484375
2016-11-16,2693.603515625
2016-11-17,2738.480224609375
2016-11-18,2724.51904296875
2016-11-21,2703.576171875
2016-11-22,2684.628173828125
2016-11-23,2641.745849609375
2016-11-24,2698.590576171875
2016-11-25,2703.576171875
2016-11-28,2650.721435546875
2016-11-29,2634.764892578125
2016-11-30,2652.7158203125
2016-12-01,2617.8115234375
2016-12-02,2567.948974609375
2016-12-05,2583.90478515625
2016-12-06,2648.726806640625
2016-12-07,2718.53564453125
2016-12-08,2712.551025390625
2016-12-09,2697.59228515625
2016-12-12,2670.666748046875
2016-12-13,2671.663818359375
2016-12-14,2658.7001953125
2016-12-15,2708.5625
2016-12-16,2692.606689453125
2016-12-19,2685.62548828125
2016-12-20,2702.579345703125
2016-12-21,2707.565185546875
2016-12-22,2712.551025390625
2016-12-23,2726.51318359375
2016-12-28,2747.455322265625
2016-12-29,2774.382080078125
2016-12-30,2822.25
2017-01-03,2753.439453125
2017-01-04,2746.458740234375
2017-01-05,2750.44775390625
2017-01-06,2759.422607421875
2017-01-09,2774.382080078125
2017-01-10,2802.30517578125
2017-01-11,2828.233642578125
2017-01-12,2825.242431640625
2017-01-13,2870.118896484375
2017-01-16,2854.162841796875
2017-01-17,2788.343505859375
2017-01-18,2803.302490234375
2017-01-19,2784.354248046875
2017-01-20,2828.233642578125
2017-01-23,2814.2724609375
2017-01-24,2848.17919921875
2017-01-25,2887.072509765625
2017-01-26,2855.159912109375
2017-01-27,2836.2119140625
2017-01-30,2796.321533203125
2017-01-31,2762.414794921875
2017-02-01,2786.348876953125
2017-02-02,2827.23681640625
2017-02-03,2841.19873046875
2017-02-06,2806.2939453125
2017-02-07,2737.483642578125
2017-02-08,2708.5625
2017-02-09,2732.496826171875
2017-02-10,2752.442138671875
2017-02-13,2777.3740234375
2017-02-14,2725.51611328125
2017-02-15,2752.442138671875
2017-02-16,2756.43115234375
2017-02-17,2745.46142578125
2017-02-20,2776.376220703125
2017-02-21,2806.2939453125
2017-02-22,2778.37060546875
2017-02-23,2687.619873046875
2017-02-24,2659.6962890625
2017-02-27,2736.485595703125
2017-02-28,2712.551025390625
2017-03-01,2846.1845703125
2017-03-02,2832.223388671875
2017-03-03,2877.099853515625
2017-03-06,2867.127197265625
2017-03-07,2880.091552734375
2017-03-08,2890.064453125
2017-03-09,2862.59716796875
2017-03-10,2876.56103515625
2017-03-13,2853.62060546875
2017-03-14,2832.675048828125
2017-03-15,2845.640380859375
2017-03-16,2842.64892578125
2017-03-17,2819.70849609375
2017-03-20,2842.64892578125
2017-03-21,2812.725830078125
2017-03-22,2786.79345703125
2017-03-23,2821.703125
2017-03-24,2813.723876953125
2017-03-27,2755.873046875
2017-03-28,2793.77490234375
2017-03-29,2796.767578125
2017-03-30,2816.7158203125
2017-03-31,2802.751953125
2017-04-03,2771.83154296875
2017-04-04,2794.7724609375
2017-04-05,2777.81689453125
2017-04-06,2757.8681640625
2017-04-07,2792.777587890625
2017-04-10,2777.81689453125
2017-04-11,2749.888671875
2017-04-12,2735.9248046875
2017-04-13,2694.033203125
2017-04-18,2607.257568359375
2017-04-19,2629.2001953125
2017-04-20,2669.097900390625
2017-04-21,2702.0126953125
2017-04-24,2846.63818359375
2017-04-25,2831.67724609375
2017-04-26,2841.65185546875
2017-04-27,2818.710693359375
2017-04-28,2811.728515625
2017-05-02,2879.553466796875
2017-05-03,2879.553466796875
2017-05-04,2901.49658203125
2017-05-05,2912.46826171875
2017-05-08,2864.592529296875
2017-05-09,2879.553466796875
2017-05-10,2873.569091796875
2017-05-11,2884.540283203125
2017-05-12,2870.576416015625
2017-05-15,2869.579345703125
2017-05-16,2866.58642578125
2017-05-17,2766.8447265625
2017-05-18,2765.847412109375
2017-05-19,2804.747314453125
2017-05-22,2789.786376953125
2017-05-23,2801.75439453125
2017-05-24,2777.81689453125
2017-05-25,2766.8447265625
2017-05-26,2782.80322265625
2017-05-30,2796.767578125
2017-05-31,2784.798095703125
2017-06-01,2819.70849609375
2017-06-02,2832.675048828125
2017-06-05,2801.75439453125
2017-06-06,2769.837158203125
2017-06-07,2770.83447265625
2017-06-08,2794.7724609375
2017-06-09,2868.581787109375
2017-06-12,2838.658935546875
2017-06-13,2837.661865234375
2017-06-14,2834.669677734375
2017-06-15,2791.780029296875
2017-06-16,2813.723876953125
2017-06-19,2860.602294921875
2017-06-20,2874.566162109375
2017-06-21,2867.58447265625
2017-06-22,2832.675048828125
2017-06-23,2814.720947265625
2017-06-26,2826.75439453125
2017-06-27,2777.998046875
2017-06-28,2769.837158203125
2017-06-29,2742.906982421875
2017-06-30,2726.947509765625
2017-07-03,2762.854736328125
2017-07-04,2762.854736328125
2017-07-05,2795.769775390625
2017-07-06,2750.8857421875
2017-07-07,2764.85009765625
2017-07-10,2771.83154296875
2017-07-11,2747.893310546875
2017-07-12,2812.725830078125
2017-07-13,2790.782958984375
2017-07-14,2748.891357421875
2017-07-17,2752.88134765625
2017-07-18,2736.92236328125
2017-07-19,2762.854736328125
2017-07-20,2746.896484375
2017-07-21,2709.991943359375
2017-07-24,2678.07421875
2017-07-25,2706.99951171875
2017-07-26,2720.9638671875
2017-07-27,2710.98876953125
2017-07-28,2660.1201171875
2017-07-31,2650.146484375
2017-08-01,2663.113525390625
2017-08-02,2618.22900390625
2017-08-03,2663.113525390625
2017-08-04,2692.03857421875
2017-08-07,2689.046142578125
2017-08-08,2690.0439453125
2017-08-09,2653.13916015625
2017-08-10,2629.2001953125
2017-08-11,2621.2216796875
2017-08-14,2652.141845703125
2017-08-15,2711.987060546875
2017-08-16,2738.916748046875
2017-08-17,2715.9765625
2017-08-18,2664.11083984375
2017-08-21,2652.141845703125
2017-08-22,2692.03857421875
2017-08-23,2683.06201171875
2017-08-24,2785.7958984375
2017-08-25,2712.98388671875
2017-08-29,2640.173095703125
2017-08-30,2661.117919921875
2017-08-31,2707.9970703125
2017-09-01,2726.947509765625
2017-09-04,2736.92236328125
2017-09-05,2692.03857421875
2017-09-06,2660.1201171875
2017-09-07,2669.2900390625
2017-09-08,2645.35009765625
2017-09-11,2658.317626953125
2017-09-12,2647.3447265625
2017-09-13,2655.3251953125
2017-09-14,2637.370361328125
2017-09-15,2633.380126953125
2017-09-18,2666.296875
2017-09-19,2662.307373046875
2017-09-20,2648.3427734375
2017-09-21,2712.182373046875
2017-09-22,2714.17724609375
2017-09-25,2688.24169921875
2017-09-26,2663.30517578125
2017-09-27,2698.216796875
2017-09-28,2777.019287109375
2017-09-29,2829.885986328125
2017-10-02,2803.95166015625
2017-10-03,2821.90625
2017-10-04,2827.891357421875
2017-10-05,2802.953857421875
2017-10-06,2767.0439453125
2017-10-09,2740.11181640625
2017-10-10,2739.114013671875
2017-10-11,2758.066650390625
2017-10-12,2744.1015625
2017-10-13,2745.099609375
2017-10-16,2721.159912109375
2017-10-17,2717.169189453125
2017-10-18,2716.172119140625
2017-10-19,2739.114013671875
2017-10-20,2783.003662109375
2017-10-23,2810.93359375
2017-10-24,2830.883544921875
2017-10-25,2792.978759765625
2017-10-26,2844.847900390625
2017-10-27,2853.826171875
2017-10-30,2817.91650390625
2017-10-31,2826.89306640625
2017-11-01,2773.029541015625
2017-11-02,2796.968994140625
2017-11-03,2785.99658203125
2017-11-06,2757.0693359375
2017-11-07,2691.234130859375
2017-11-08,2754.076904296875
2017-11-09,2718.166748046875
2017-11-10,2694.227294921875
2017-11-13,2663.30517578125
2017-11-14,2656.322021484375
2017-11-15,2629.3896484375
2017-11-16,2667.294921875
2017-11-17,2693.230224609375
2017-11-20,2733.129150390625
2017-11-21,2666.296875
2017-11-22,2631.385498046875
2017-11-23,2637.370361328125
2017-11-24,2642.357177734375
2017-11-27,2614.428466796875
2017-11-28,2637.370361328125
2017-11-29,2611.434814453125
2017-11-30,2559.565673828125
2017-12-01,2540.61376953125
2017-12-04,2597.47021484375
2017-12-05,2574.52783203125
2017-12-06,2572.533203125
2017-12-07,2573.53076171875
2017-12-08,2621.410400390625
2017-12-11,2634.3779296875
2017-12-12,2589.490234375
2017-12-13,2578.545166015625
2017-12-14,2523.6552734375
2017-12-15,2525.6513671875
2017-12-18,2538.617919921875
2017-12-19,2593.480712890625
2017-12-20,2594.477783203125
2017-12-21,2639.365234375
2017-12-22,2648.3427734375
2017-12-27,2656.322021484375
2017-12-28,2656.322021484375
2017-12-29,2650.33740234375
2018-01-02,2644.35205078125
2018-01-03,2672.2822265625
2018-01-04,2737.119384765625
2018-01-05,2755.073974609375
2018-01-08,2748.09130859375
2018-01-09,2757.0693359375
2018-01-10,2742.10693359375
2018-01-11,2699.21484375
2018-01-12,2697.2197265625
2018-01-15,2686.2470703125
2018-01-16,2673.279541015625
2018-01-17,2654.327392578125
2018-01-18,2617.42041015625
2018-01-19,2676.272216796875
2018-01-22,2709.18994140625
2018-01-23,2763.0537109375
2018-01-24,2691.234130859375
2018-01-25,2676.272216796875
2018-01-26,2718.166748046875
2018-01-29,2707.1943359375
2018-01-30,2665.2998046875
2018-01-31,2605.4501953125
2018-02-01,2568.543212890625
2018-02-02,2535.6259765625
2018-02-05,2489.740966796875
2018-02-06,2444.85400390625
2018-02-07,2484.75390625
2018-02-08,2389.991943359375
2018-02-09,2374.03173828125
2018-02-12,2421.9111328125
2018-02-13,2452.8349609375
2018-02-14,2420.91455078125
2018-02-15,2482.758544921875
2018-02-16,2475.77587890625
2018-02-19,2451.836669921875
2018-02-20,2493.73095703125
2018-02-21,2484.75390625
2018-02-22,2482.758544921875
2018-02-23,2459.81591796875
2018-02-26,2466.79833984375
2018-02-27,2429.891845703125
2018-02-28,2395.9765625
2018-03-01,2438.868896484375
2018-03-02,2392.98486328125
2018-03-05,2454.828857421875
2018-03-06,2432.884033203125
2018-03-07,2457.8212890625
2018-03-08,2438.3544921875
2018-03-09,2439.3525390625
2018-03-12,2438.3544921875
2018-03-13,2430.37353515625
2018-03-14,2460.3037109375
2018-03-15,2487.241455078125
2018-03-16,2478.2626953125
2018-03-19,2425.384521484375
2018-03-20,2429.375244140625
2018-03-21,2418.400634765625
2018-03-22,2382.48388671875
2018-03-23,2373.5048828125
2018-03-26,2332.599365234375
2018-03-27,2373.5048828125
2018-03-28,2408.42431640625
2018-03-29,2403.43505859375
2018-04-03,2407.42626953125
2018-04-04,2365.5234375
2018-04-05,2432.3681640625
2018-04-06,2398.447021484375
2018-04-09,2397.449462890625
2018-04-10,2382.48388671875
2018-04-11,2357.5419921875
2018-04-12,2370.511962890625
2018-04-13,2365.5234375
2018-04-16,2362.530029296875
2018-04-17,2353.551025390625
2018-04-18,2413.41259765625
2018-04-19,2420.396240234375
2018-04-20,2519.16748046875
2018-04-23,2522.160888671875
2018-04-24,2481.2548828125
2018-04-25,2537.12548828125
2018-04-26,2550.09619140625
2018-04-27,2565.06103515625
2018-04-30,2575.03857421875
2018-05-01,2577.033203125
2018-05-02,2632.903564453125
2018-05-03,2617.938720703125
2018-05-04,2656.84814453125
2018-05-08,2674.807373046875
2018-05-09,2703.740234375
2018-05-10,2713.716796875
2018-05-11,2697.75390625
2018-05-14,2667.82373046875
2018-05-15,2669.818359375
2018-05-16,2687.777099609375
2018-05-17,2727.684326171875
2018-05-18,2780.56201171875
2018-05-21,2808.49755859375
2018-05-22,2809.495361328125
2018-05-23,2752.626708984375
2018-05-24,2733.671142578125
2018-05-25,2730.677978515625
2018-05-29,2643.87890625
2018-05-30,2673.8095703125
2018-05-31,2758.612548828125
2018-06-01,2778.566650390625
2018-06-04,2791.536865234375
2018-06-05,2786.54833984375
2018-06-06,2826.455810546875
2018-06-07,2838.4287109375
2018-06-08,2818.474365234375
2018-06-11,2850.400146484375
2018-06-12,2836.432373046875
2018-06-13,2807.5
2018-06-14,2841.421142578125
2018-06-15,2805.504638671875
2018-06-18,2782.557861328125
2018-06-19,2750.631591796875
2018-06-20,2758.612548828125
2018-06-21,2704.7373046875
2018-06-22,2720.700927734375
2018-06-25,2647.86962890625
2018-06-26,2696.756103515625
2018-06-27,2734.6689453125
2018-06-28,2671.81396484375
2018-06-29,2668.8212890625
2018-07-02,2641.883544921875
2018-07-03,2668.8212890625
2018-07-04,2666.82568359375
2018-07-05,2690.770263671875
2018-07-06,2689.77294921875
2018-07-09,2706.733154296875
2018-07-10,2700.746826171875
2018-07-11,2668.8212890625
2018-07-12,2687.777099609375
2018-07-13,2684.78369140625
2018-07-16,2700.91259765625
2018-07-17,2673.8095703125
2018-07-18,2733.671142578125
2018-07-19,2708.728271484375
2018-07-20,2665.827392578125
2018-07-23,2654.853515625
2018-07-24,2666.82568359375
2018-07-25,2636.89501953125
2018-07-26,2674.807373046875
2018-07-27,2625.920654296875
2018-07-30,2631.90673828125
2018-07-31,2606.96435546875
2018-08-01,2525.153564453125
2018-08-02,2509.190673828125
2018-08-03,2545.107421875
2018-08-06,2559.0751953125
2018-08-07,2570.050048828125
2018-08-08,2597.985595703125
2018-08-09,2533.134765625
2018-08-10,2514.1787109375
2018-08-13,2515.1767578125
2018-08-14,2509.190673828125
2018-08-15,2478.2626953125
2018-08-16,2536.12841796875
2018-08-17,2549.097900390625
2018-08-20,2565.06103515625
2018-08-21,2575.03857421875
2018-08-22,2599.980712890625
2018-08-23,2581.024169921875
2018-08-24,2635.8974609375
2018-08-28,2600.97802734375
2018-08-29,2620.931640625
2018-08-30,2597.985595703125
2018-08-31,2547.10302734375
2018-09-03,2575.03857421875
2018-09-04,2559.0751953125
2018-09-05,2541.116455078125
2018-09-06,2535.32568359375
2018-09-07,2467.47705078125
2018-09-10,2478.453125
2018-09-11,2479.45068359375
2018-09-12,2431.557373046875
2018-09-13,2432.555419921875
2018-09-14,2424.57373046875
2018-09-17,2439.540283203125
2018-09-18,2454.50634765625
2018-09-19,2470.470947265625
2018-09-20,2509.383544921875
2018-09-21,2542.31005859375
2018-09-24,2513.375
2018-09-25,2516.367919921875
2018-09-26,2520.35888671875
2018-09-27,2527.34326171875
2018-09-28,2506.390869140625
2018-10-01,2518.36376953125
2018-10-02,2501.4013671875
2018-10-03,2534.327880859375
2018-10-04,2518.36376953125
2018-10-05,2472.4658203125
2018-10-08,2439.540283203125
2018-10-09,2451.513427734375
2018-10-10,2363.709716796875
2018-10-11,2299.852294921875
2018-10-12,2309.83056640625
2018-10-15,2346.747802734375
2018-10-16,2362.711669921875
2018-10-17,2311.82568359375
2018-10-18,2217.037841796875
2018-10-19,2148.192138671875
2018-10-22,2131.230224609375
2018-10-23,2086.330078125
2018-10-24,2076.352783203125
2018-10-25,2132.227783203125
2018-10-26,2165.154052734375
2018-10-29,2206.062744140625
2018-10-30,2287.879150390625
2018-10-31,2343.754150390625
2018-11-01,2310.828125
2018-11-02,2325.794921875
2018-11-05,2316.814453125
2018-11-06,2232.00439453125
2018-11-07,2307.834716796875
2018-11-08,2270.917236328125
2018-11-09,2252.957275390625
2018-11-12,2241.982421875
2018-11-13,2240.984619140625
2018-11-14,2238.988525390625
2018-11-15,2191.095703125
2018-11-16,2135.22119140625
2018-11-19,2134.22314453125
2018-11-20,2124.24560546875
2018-11-21,2148.192138671875
2018-11-22,2120.25439453125
2018-11-23,2160.1650390625
2018-11-26,2175.1318359375
2018-11-27,2161.1630859375
2018-11-28,2144.20068359375
2018-11-29,2195.087158203125
2018-11-30,2142.20556640625
2018-12-03,2216.039794921875
2018-12-04,2134.22314453125
2018-12-05,2068.37060546875
2018-12-06,1987.0526123046875
2018-12-07,2043.4263916015625
2018-12-10,1979.0706787109375
2018-12-11,2027.462158203125
2018-12-12,2016.4871826171875
2018-12-13,2043.4263916015625
2018-12-14,2032.4512939453125
2018-12-17,2022.473388671875
2018-12-18,2001.520263671875
2018-12-19,2024.46923828125
2018-12-20,1967.0972900390625
2018-12-21,2031.453125
2018-12-24,2027.462158203125
2018-12-27,2003.5162353515625
2018-12-28,2075.35498046875
2018-12-31,2066.375244140625
2019-01-02,2079.345947265625
2019-01-03,2067.37353515625
2019-01-04,2154.1787109375
2019-01-07,2122.250244140625
2019-01-08,2143.203369140625
2019-01-09,2198.079833984375
2019-01-10,2210.0537109375
2019-01-11,2181.1181640625
2019-01-14,2178.125244140625
2019-01-15,2186.107666015625
2019-01-16,2187.105224609375
2019-01-17,2164.156005859375
2019-01-18,2226.017578125
2019-01-21,2211.0517578125
2019-01-22,2208.057373046875
2019-01-23,2165.154052734375
2019-01-24,2168.147705078125
2019-01-25,2213.046875
2019-01-28,2214.044921875
2019-01-29,2193.091552734375
2019-01-30,2210.0537109375
2019-01-31,2185.109130859375
2019-02-01,2244.975830078125
2019-02-04,2250.96240234375
2019-02-05,2297.856689453125
2019-02-06,2344.751953125
2019-02-07,2287.879150390625
2019-02-08,2300.850341796875
2019-02-11,2349.741455078125
2019-02-12,2357.723388671875
2019-02-13,2375.682373046875
2019-02-14,2356.7255859375
2019-02-15,2358.720703125
2019-02-18,2375.682373046875
2019-02-19,2385.660888671875
2019-02-20,2407.611572265625
2019-02-21,2414.59619140625
2019-02-22,2384.6630859375
2019-02-25,2393.642822265625
2019-02-26,2367.70068359375
2019-02-27,2353.73193359375
2019-02-28,2376.681396484375
2019-03-01,2428.564697265625
2019-03-04,2413.59814453125
2019-03-05,2426.56884765625
2019-03-06,2398.631591796875
2019-03-07,2359.718505859375
2019-03-08,2359.718505859375
2019-03-11,2385.660888671875
2019-03-12,2373.6875
2019-03-13,2363.709716796875
2019-03-14,2331.298583984375
2019-03-15,2378.20458984375
2019-03-18,2370.220703125
2019-03-19,2366.22900390625
2019-03-20,2373.21435546875
2019-03-21,2394.172119140625
2019-03-22,2317.326904296875
2019-03-25,2330.301513671875
2019-03-26,2274.413818359375
2019-03-27,2276.409912109375
2019-03-28,2290.38232421875
2019-03-29,2370.220703125
2019-04-01,2403.154541015625
2019-04-02,2415.13037109375
2019-04-03,2482.992919921875
2019-04-04,2479.00146484375
2019-04-05,2524.908203125
2019-04-08,2484.9892578125
2019-04-09,2477.0048828125
2019-04-10,2450.05908203125
2019-04-11,2494.96875
2019-04-12,2507.942626953125
2019-04-15,2514.928955078125
2019-04-16,2543.870361328125
2019-04-17,2556.843994140625
2019-04-18,2614.727783203125
2019-04-23,2579.798095703125
2019-04-24,2600.75537109375
2019-04-25,2546.864501953125
2019-04-26,2517.922607421875
2019-04-29,2562.831787109375
2019-04-30,2554.8486328125
