Date,REL.L
2020-10-22,1634.8624267578125
2020-10-23,1633.3638916015625
2020-10-26,1605.3919677734375
2020-10-27,1601.39599609375
2020-10-28,1563.4342041015625
2020-10-29,1538.95849609375
2020-10-30,1525.9716796875
2020-11-02,1566.9305419921875
2020-11-03,1621.8756103515625
2020-11-04,1621.3760986328125
2020-11-05,1675.8212890625
2020-11-06,1674.3228759765625
2020-11-09,1834.662353515625
2020-11-10,1801.19580078125
2020-11-11,1806.19091796875
2020-11-12,1813.683349609375
2020-11-13,1769.727294921875
2020-11-16,1753.7432861328125
2020-11-17,1710.286865234375
2020-11-18,1731.265869140625
2020-11-19,1774.722412109375
2020-11-20,1780.716552734375
2020-11-23,1761.23583984375
2020-11-24,1743.25390625
2020-11-25,1742.75439453125
2020-11-26,1738.259033203125
2020-11-27,1740.2568359375
2020-11-30,1745.7515869140625
2020-12-01,1756.240966796875
2020-12-02,1765.7313232421875
2020-12-03,1754.2430419921875
2020-12-04,1751.2457275390625
2020-12-07,1785.7113037109375
2020-12-08,1794.2030029296875
2020-12-09,1802.6944580078125
2020-12-10,1819.677490234375
2020-12-11,1818.6783447265625
2020-12-14,1793.2039794921875
2020-12-15,1768.7283935546875
2020-12-16,1779.7174072265625
2020-12-17,1782.714599609375
2020-12-18,1799.1978759765625
2020-12-21,1781.2156982421875
2020-12-22,1790.7064208984375
2020-12-23,1779.2177734375
2020-12-24,1790.7064208984375
2020-12-29,1841.6552734375
2020-12-30,1812.684326171875
2020-12-31,1790.7064208984375
2021-01-04,1836.160888671875
2021-01-05,1815.1817626953125
2021-01-06,1899.0977783203125
2021-01-07,1865.1318359375
2021-01-08,1885.1119384765625
2021-01-11,1866.130859375
2021-01-12,1823.673583984375
2021-01-13,1813.183837890625
2021-01-14,1826.6702880859375
2021-01-15,1823.673583984375
2021-01-18,1812.18505859375
2021-01-19,1821.1759033203125
2021-01-20,1829.1678466796875
2021-01-21,1817.6793212890625
2021-01-22,1867.6292724609375
2021-01-25,1865.1318359375
