Date,PNC
2015-08-03,71.07795715332031
2015-08-04,71.15061950683594
2015-08-05,71.63019561767578
2015-08-06,71.60111999511719
2015-08-07,71.06343841552734
2015-08-10,72.56026458740234
2015-08-11,71.15061950683594
2015-08-12,69.8063735961914
2015-08-13,70.04615783691406
2015-08-14,70.91085052490234
2015-08-17,71.24507904052734
2015-08-18,71.93537139892578
2015-08-19,71.18695831298828
2015-08-20,69.08702087402344
2015-08-21,67.05247497558594
2015-08-24,64.54564666748047
2015-08-25,62.38032913208008
2015-08-26,64.69097900390625
2015-08-27,66.36219024658203
2015-08-28,66.28950500488281
2015-08-31,66.20960998535156
2015-09-01,63.35398864746094
2015-09-02,64.62557220458984
2015-09-03,65.0688247680664
2015-09-04,63.69550704956055
2015-09-08,66.10787963867188
2015-09-09,65.36672973632812
2015-09-10,65.78089904785156
2015-09-11,65.65009307861328
2015-09-14,65.8753890991211
2015-09-15,66.82722473144531
2015-09-16,66.68191528320312
2015-09-17,65.2649917602539
2015-09-18,63.52836990356445
2015-09-21,64.57472229003906
2015-09-22,63.78994369506836
2015-09-23,63.906227111816406
2015-09-24,63.79723358154297
2015-09-25,64.87989044189453
2015-09-28,63.47024917602539
2015-09-29,63.83357620239258
2015-09-30,64.81449890136719
2015-10-01,64.71275329589844
2015-10-02,64.05879211425781
2015-10-05,65.82450866699219
2015-10-06,65.3594741821289
2015-10-07,65.80268859863281
2015-10-08,66.10060119628906
2015-10-09,65.2649917602539
2015-10-12,65.18505096435547
2015-10-13,64.76854705810547
2015-10-14,62.99272537231445
2015-10-15,63.73814010620117
2015-10-16,64.02312469482422
2015-10-19,63.36544418334961
2015-10-20,64.32274627685547
2015-10-21,64.00120544433594
2015-10-22,65.38970184326172
2015-10-23,66.67584991455078
2015-10-26,66.00355529785156
2015-10-27,65.49930572509766
2015-10-28,67.90352630615234
2015-10-29,67.34085083007812
2015-10-30,65.95967864990234
2015-11-02,67.18006896972656
2015-11-03,67.05585479736328
2015-11-04,67.39202117919922
2015-11-05,67.69892120361328
2015-11-06,69.56971740722656
2015-11-09,69.15315246582031
2015-11-10,69.64277648925781
2015-11-11,69.50395202636719
2015-11-12,68.15202331542969
2015-11-13,67.46509552001953
2015-11-16,68.21046447753906
2015-11-17,68.13740539550781
2015-11-18,69.50395202636719
2015-11-19,69.49662780761719
2015-11-20,69.7012710571289
2015-11-23,69.3504638671875
2015-11-24,69.53319549560547
2015-11-25,69.21894836425781
2015-11-27,69.77434539794922
2015-11-30,69.7962875366211
2015-12-01,70.41011047363281
2015-12-02,69.58434295654297
2015-12-03,68.58314514160156
2015-12-04,71.0239486694336
2015-12-07,70.51241302490234
2015-12-08,69.32122802734375
2015-12-09,68.37123107910156
2015-12-10,68.94854736328125
2015-12-11,67.50164031982422
2015-12-14,67.7939224243164
2015-12-15,69.30662536621094
2015-12-16,70.8851089477539
2015-12-17,69.92047882080078
2015-12-18,68.51006317138672
2015-12-21,69.0289306640625
2015-12-22,69.10933685302734
2015-12-23,70.27854919433594
2015-12-24,70.32974243164062
2015-12-28,70.1104965209961
2015-12-29,70.84857177734375
2015-12-30,70.22740173339844
2015-12-31,69.65010833740234
2016-01-04,68.07892608642578
2016-01-05,68.17396545410156
2016-01-06,66.93891143798828
2016-01-07,65.24351501464844
2016-01-08,64.27891540527344
2016-01-11,64.51276397705078
2016-01-12,65.0389175415039
2016-01-13,63.14623260498047
2016-01-14,63.85924530029297
2016-01-15,63.46232604980469
2016-01-19,62.72721481323242
2016-01-20,61.874473571777344
2016-01-21,61.84504699707031
2016-01-22,63.02859878540039
2016-01-25,60.8159065246582
2016-01-26,62.08027267456055
2016-01-27,62.5213508605957
2016-01-28,62.41845703125
2016-01-29,63.69754409790039
2016-02-01,63.28587341308594
2016-02-02,61.60248947143555
2016-02-03,61.63924026489258
2016-02-04,62.40375900268555
2016-02-05,61.433387756347656
2016-02-08,60.11017990112305
2016-02-09,60.426292419433594
2016-02-10,59.91905212402344
2016-02-11,57.463783264160156
2016-02-12,59.492698669433594
2016-02-16,61.212852478027344
2016-02-17,61.793609619140625
2016-02-18,60.70564651489258
2016-02-19,60.882057189941406
2016-02-22,62.08027267456055
2016-02-23,60.87470626831055
2016-02-24,60.49980163574219
2016-02-25,60.97028350830078
2016-02-26,61.72745895385742
2016-02-29,59.77204513549805
2016-03-01,62.10239028930664
2016-03-02,62.955078125
2016-03-03,63.646095275878906
2016-03-04,64.17536163330078
2016-03-07,63.925411224365234
2016-03-08,62.53605651855469
2016-03-09,62.20527267456055
2016-03-10,62.587520599365234
2016-03-11,63.513771057128906
2016-03-14,63.0874137878418
2016-03-15,63.065345764160156
2016-03-16,62.256710052490234
2016-03-17,62.631629943847656
2016-03-18,63.33732986450195
2016-03-21,63.366729736328125
2016-03-22,63.10947036743164
2016-03-23,62.741905212402344
2016-03-24,62.337589263916016
2016-03-28,62.39639663696289
2016-03-29,62.09499740600586
2016-03-30,62.741905212402344
2016-03-31,62.16850280761719
2016-04-01,62.69778060913086
2016-04-04,62.71986770629883
2016-04-05,60.97028350830078
2016-04-06,61.60248947143555
2016-04-07,59.88966369628906
2016-04-08,60.14694595336914
2016-04-11,60.220455169677734
2016-04-12,60.91147232055664
2016-04-13,62.99732971191406
2016-04-14,62.642276763916016
2016-04-15,62.250267028808594
2016-04-18,62.87897491455078
2016-04-19,63.810951232910156
2016-04-20,64.89825439453125
2016-04-21,64.7281723022461
2016-04-22,65.1571273803711
2016-04-25,64.8760757446289
2016-04-26,65.74149322509766
2016-04-27,65.82283020019531
2016-04-28,65.23110961914062
2016-04-29,64.92784881591797
2016-05-02,65.02398681640625
2016-05-03,64.2547378540039
2016-05-04,63.145263671875
2016-05-05,63.13047409057617
2016-05-06,63.322784423828125
2016-05-09,62.86418151855469
2016-05-10,64.04766082763672
2016-05-11,63.86273956298828
2016-05-12,63.74437713623047
2016-05-13,62.679256439208984
2016-05-16,63.20441818237305
2016-05-17,63.041717529296875
2016-05-18,65.37163543701172
2016-05-19,65.00182342529297
2016-05-20,65.23110961914062
2016-05-23,64.95742797851562
2016-05-24,65.85243225097656
2016-05-25,66.74002838134766
2016-05-26,66.19265747070312
2016-05-27,66.74739837646484
2016-05-31,66.3775863647461
2016-06-01,66.3775863647461
2016-06-02,66.57730865478516
2016-06-03,65.5121841430664
2016-06-06,66.51813507080078
2016-06-07,65.90422821044922
2016-06-08,66.20006561279297
2016-06-09,65.33468627929688
2016-06-10,64.3509292602539
2016-06-13,63.86273956298828
2016-06-14,62.43519592285156
2016-06-15,62.29463195800781
2016-06-16,62.035762786865234
2016-06-17,61.89521408081055
2016-06-20,62.14670181274414
2016-06-21,62.52392578125
2016-06-22,62.69405746459961
2016-06-23,64.10682678222656
2016-06-24,59.97209167480469
2016-06-27,57.60515594482422
2016-06-28,58.411376953125
2016-06-29,59.42473602294922
2016-06-30,60.20139694213867
2016-07-01,59.86113739013672
2016-07-05,58.30784606933594
2016-07-06,58.71466827392578
2016-07-07,58.796024322509766
2016-07-08,59.631839752197266
2016-07-11,59.957313537597656
2016-07-12,60.90406036376953
2016-07-13,60.72652816772461
2016-07-14,61.70205307006836
2016-07-15,61.106327056884766
2016-07-18,61.12866973876953
2016-07-19,61.33716583251953
2016-07-20,61.50841522216797
2016-07-21,61.396724700927734
2016-07-22,61.67970275878906
2016-07-25,61.62757110595703
2016-07-26,61.57545471191406
2016-07-27,61.523345947265625
2016-07-28,61.821197509765625
2016-07-29,61.54568099975586
2016-08-01,61.37443161010742
2016-08-02,60.8084602355957
2016-08-03,62.439266204833984
2016-08-04,62.46159744262695
2016-08-05,64.36792755126953
2016-08-08,64.40513610839844
2016-08-09,64.2264175415039
2016-08-10,63.586036682128906
2016-08-11,63.66794967651367
2016-08-12,63.29559326171875
2016-08-15,63.76475524902344
2016-08-16,63.79450607299805
2016-08-17,63.87644958496094
2016-08-18,63.63814926147461
2016-08-19,63.60835266113281
2016-08-22,63.69027328491211
2016-08-23,63.82429885864258
2016-08-24,63.79450607299805
2016-08-25,63.943450927734375
2016-08-26,64.55406188964844
2016-08-29,65.47000885009766
2016-08-30,66.17742919921875
2016-08-31,67.09336853027344
2016-09-01,67.01142883300781
2016-09-02,67.4209976196289
2016-09-06,66.63166046142578
2016-09-07,67.33164978027344
2016-09-08,67.5550308227539
2016-09-09,66.95929718017578
2016-09-12,67.6890640258789
2016-09-13,66.95929718017578
2016-09-14,66.49017333984375
2016-09-15,67.2571792602539
2016-09-16,66.56461334228516
2016-09-19,67.10079193115234
2016-09-20,67.28694915771484
2016-09-21,67.56993103027344
2016-09-22,67.01888275146484
2016-09-23,66.57953643798828
2016-09-26,65.35830688476562
2016-09-27,65.93911743164062
2016-09-28,66.57953643798828
2016-09-29,66.26676177978516
2016-09-30,67.08588409423828
2016-10-03,66.57209014892578
2016-10-04,67.3912124633789
2016-10-05,68.1507339477539
2016-10-06,68.37413024902344
2016-10-07,68.07628631591797
2016-10-10,68.27733612060547
2016-10-11,67.39864349365234
2016-10-12,67.30184936523438
2016-10-13,65.8858413696289
2016-10-14,65.9532241821289
2016-10-17,66.08811950683594
2016-10-18,67.32433319091797
2016-10-19,68.62794494628906
2016-10-20,69.90161895751953
2016-10-21,69.61687469482422
2016-10-24,69.69183349609375
2016-10-25,69.78175354003906
2016-10-26,70.6358413696289
2016-10-27,71.4974365234375
2016-10-28,71.25018310546875
2016-10-31,71.62479400634766
2016-11-01,71.60232543945312
2016-11-02,71.0029525756836
2016-11-03,71.100341796875
2016-11-04,70.91304779052734
2016-11-07,72.22418975830078
2016-11-08,72.40396118164062
2016-11-09,75.85785675048828
2016-11-10,79.40164184570312
2016-11-11,79.36418151855469
2016-11-14,80.9899673461914
2016-11-15,81.49942016601562
2016-11-16,80.54793548583984
2016-11-17,82.8630142211914
2016-11-18,83.34249877929688
2016-11-21,82.9454116821289
2016-11-22,82.9828872680664
2016-11-23,83.26757049560547
2016-11-25,83.9643325805664
2016-11-28,82.2636489868164
2016-11-29,81.85906219482422
2016-11-30,82.81807708740234
2016-12-01,84.36143493652344
2016-12-02,83.2226333618164
2016-12-05,83.53730773925781
2016-12-06,83.52979278564453
2016-12-07,84.41387176513672
2016-12-08,86.02466583251953
2016-12-09,86.17451477050781
2016-12-12,85.46278381347656
2016-12-13,85.9347915649414
2016-12-14,85.56019592285156
2016-12-15,86.63156127929688
2016-12-16,86.0546646118164
2016-12-19,86.75891876220703
2016-12-20,88.45964050292969
2016-12-21,88.13746643066406
2016-12-22,87.98011779785156
2016-12-23,88.37720489501953
2016-12-27,88.63941955566406
2016-12-28,87.70293426513672
2016-12-29,86.98367309570312
2016-12-30,87.62801361083984
2017-01-03,88.38472747802734
2017-01-04,89.1339111328125
2017-01-05,87.94268798828125
2017-01-06,89.19385528564453
2017-01-09,88.5570068359375
2017-01-10,88.9091567993164
2017-01-11,90.90206909179688
2017-01-12,88.757080078125
2017-01-13,89.40434265136719
2017-01-17,85.74658203125
2017-01-18,87.54536437988281
2017-01-19,87.01099395751953
2017-01-20,88.32059478759766
2017-01-23,88.00445556640625
2017-01-24,89.30652618408203
2017-01-25,91.0751724243164
2017-01-26,91.54180145263672
2017-01-27,91.54933166503906
2017-01-30,90.60099792480469
2017-01-31,90.66123962402344
2017-02-01,91.17302703857422
2017-02-02,90.32254028320312
2017-02-03,91.94068908691406
2017-02-06,92.12884521484375
2017-02-07,91.42138671875
2017-02-08,91.41384887695312
2017-02-09,92.11378479003906
2017-02-10,92.64816284179688
2017-02-13,93.64163208007812
2017-02-14,94.90605163574219
2017-02-15,96.15538787841797
2017-02-16,95.55329132080078
2017-02-17,95.47801971435547
2017-02-21,95.99734497070312
2017-02-22,96.15538787841797
2017-02-23,96.44137573242188
2017-02-24,95.4930648803711
2017-02-27,96.43387603759766
2017-02-28,95.75650024414062
2017-03-01,98.48102569580078
2017-03-02,95.96725463867188
2017-03-03,96.20809173583984
2017-03-06,96.0274658203125
2017-03-07,95.88446044921875
2017-03-08,95.99734497070312
2017-03-09,95.94464874267578
2017-03-10,95.17698669433594
2017-03-13,95.1318359375
2017-03-14,94.99634552001953
2017-03-15,94.25125885009766
2017-03-16,94.62004089355469
2017-03-17,93.58894348144531
2017-03-20,93.16747283935547
2017-03-21,89.33661651611328
2017-03-22,89.29899597167969
2017-03-23,89.77313995361328
2017-03-24,89.86346435546875
2017-03-27,88.96028137207031
2017-03-28,90.51820373535156
2017-03-29,89.81828308105469
2017-03-30,91.4665298461914
2017-03-31,90.49566650390625
2017-04-03,90.19461059570312
2017-04-04,89.67530059814453
2017-04-05,89.02803802490234
2017-04-06,89.75807189941406
2017-04-07,89.69034576416016
2017-04-10,89.08824157714844
2017-04-11,88.83234405517578
2017-04-12,87.71324920654297
2017-04-13,87.56202697753906
2017-04-17,89.53556823730469
2017-04-18,88.0232925415039
2017-04-19,88.07621765136719
2017-04-20,89.85315704345703
2017-04-21,89.35408020019531
2017-04-24,91.38813781738281
2017-04-25,91.5771713256836
