Date,SW
2015-08-03,22.930767059326172
2015-08-04,22.930767059326172
2015-08-05,22.930767059326172
2015-08-06,22.930767059326172
2015-08-07,22.930767059326172
2015-08-10,22.89380645751953
2015-08-11,22.89380645751953
2015-08-12,22.89380645751953
2015-08-13,22.89380645751953
2015-08-14,22.89380645751953
2015-08-17,22.89380645751953
2015-08-18,22.83466339111328
2015-08-19,22.83466339111328
2015-08-20,22.83466339111328
2015-08-21,22.83466339111328
2015-08-24,22.83466339111328
2015-08-25,22.83466339111328
2015-08-26,20.639163970947266
2015-08-27,20.639163970947266
2015-08-28,20.639163970947266
2015-08-31,20.639163970947266
2015-09-01,21.09009552001953
2015-09-02,21.09009552001953
2015-09-03,21.393177032470703
2015-09-04,21.393177032470703
2015-09-08,21.393177032470703
2015-09-09,21.393177032470703
2015-09-10,21.393177032470703
2015-09-11,21.393177032470703
2015-09-14,21.393177032470703
2015-09-15,21.393177032470703
2015-09-16,21.393177032470703
2015-09-17,21.393177032470703
2015-09-18,21.393177032470703
2015-09-21,21.393177032470703
2015-09-22,21.393177032470703
2015-09-23,21.393177032470703
2015-09-24,21.393177032470703
2015-09-25,21.393177032470703
2015-09-28,21.393177032470703
2015-09-29,21.393177032470703
2015-09-30,21.393177032470703
2015-10-01,21.560054779052734
2015-10-02,21.560054779052734
2015-10-05,21.560054779052734
2015-10-06,21.560054779052734
2015-10-07,21.560054779052734
2015-10-08,21.560054779052734
2015-10-09,21.560054779052734
2015-10-12,21.560054779052734
2015-10-13,21.560054779052734
2015-10-14,21.560054779052734
2015-10-15,21.560054779052734
2015-10-16,21.560054779052734
2015-10-19,20.360620498657227
2015-10-20,20.360620498657227
2015-10-21,20.360620498657227
2015-10-22,20.360620498657227
2015-10-23,20.360620498657227
2015-10-26,20.360620498657227
2015-10-27,20.360620498657227
2015-10-28,20.360620498657227
2015-10-29,20.360620498657227
2015-10-30,20.360620498657227
2015-11-02,20.360620498657227
2015-11-03,20.539413452148438
2015-11-04,20.539413452148438
2015-11-05,20.539413452148438
2015-11-06,20.539413452148438
2015-11-09,20.539413452148438
2015-11-10,20.539413452148438
2015-11-11,20.539413452148438
2015-11-12,20.539413452148438
2015-11-13,20.539413452148438
2015-11-16,20.42766761779785
2015-11-17,20.42766761779785
2015-11-18,20.42766761779785
2015-11-19,20.42766761779785
2015-11-20,20.42766761779785
2015-11-23,20.42766761779785
2015-11-24,20.42766761779785
2015-11-25,19.399580001831055
2015-11-27,19.399580001831055
2015-11-30,19.399580001831055
2015-12-01,19.399580001831055
2015-12-02,19.399580001831055
2015-12-03,19.399580001831055
2015-12-04,19.399580001831055
2015-12-07,19.399580001831055
2015-12-08,19.399580001831055
2015-12-09,18.989837646484375
2015-12-10,18.989837646484375
2015-12-11,18.989837646484375
2015-12-14,18.989837646484375
2015-12-15,18.989837646484375
2015-12-16,18.989837646484375
2015-12-17,18.989837646484375
2015-12-18,18.989837646484375
2015-12-21,18.989837646484375
2015-12-22,18.989837646484375
2015-12-23,18.989837646484375
2015-12-24,18.989837646484375
2015-12-28,18.7961368560791
2015-12-29,19.116483688354492
2015-12-30,19.116483688354492
2015-12-31,19.116483688354492
2016-01-04,19.116483688354492
2016-01-05,19.116483688354492
2016-01-06,19.116483688354492
2016-01-07,19.116483688354492
2016-01-08,19.116483688354492
2016-01-11,19.116483688354492
2016-01-12,19.116483688354492
2016-01-13,19.116483688354492
2016-01-14,18.222490310668945
2016-01-15,18.222490310668945
2016-01-19,18.222490310668945
2016-01-20,18.222490310668945
2016-01-21,17.134807586669922
2016-01-22,17.134807586669922
2016-01-25,17.134807586669922
2016-01-26,17.134807586669922
2016-01-27,17.134807586669922
2016-01-28,17.134807586669922
2016-01-29,17.134807586669922
2016-02-01,17.134807586669922
2016-02-02,15.994966506958008
2016-02-03,15.994966506958008
2016-02-04,15.994966506958008
2016-02-05,15.994966506958008
2016-02-08,15.84597110748291
2016-02-09,15.84597110748291
2016-02-10,17.179502487182617
2016-02-11,17.179502487182617
2016-02-12,17.66374969482422
2016-02-16,17.66374969482422
2016-02-17,17.66374969482422
2016-02-18,17.66374969482422
2016-02-19,17.66374969482422
2016-02-22,17.66374969482422
2016-02-23,17.63395118713379
2016-02-24,17.21675682067871
2016-02-25,17.231651306152344
2016-02-26,17.231651306152344
2016-02-29,17.231651306152344
2016-03-01,17.231651306152344
2016-03-02,17.231651306152344
2016-03-03,17.231651306152344
2016-03-04,17.231651306152344
2016-03-07,18.27464485168457
2016-03-08,18.27464485168457
2016-03-09,18.75143814086914
2016-03-10,18.75143814086914
2016-03-11,18.75143814086914
2016-03-14,18.91533660888672
2016-03-15,18.91533660888672
2016-03-16,18.91533660888672
2016-03-17,18.91533660888672
2016-03-18,18.91533660888672
2016-03-21,18.870637893676758
2016-03-22,18.624788284301758
2016-03-23,18.88553810119629
2016-03-24,18.88553810119629
2016-03-28,18.803585052490234
2016-03-29,19.280378341674805
2016-03-30,19.280378341674805
