Date,SAPR4.SA
2015-08-24,0.6734294295310974
2015-08-25,0.6397579312324524
2015-08-26,0.6633281111717224
2015-08-27,0.6818475127220154
2015-08-28,0.6582773923873901
2015-08-31,0.6818475127220154
2015-09-01,0.6582773923873901
2015-09-02,0.6481758952140808
2015-09-03,0.6549102067947388
2015-09-04,0.6650116443634033
2015-09-08,0.641441822052002
2015-09-09,0.6229223608970642
2015-09-10,0.6481758952140808
2015-09-11,0.6195549368858337
2015-09-14,0.6044028401374817
2015-09-15,0.5976687073707581
2015-09-16,0.6145043969154358
2015-09-17,0.6650116443634033
2015-09-18,0.6734294295310974
2015-09-21,0.6633281111717224
2015-09-22,0.6818475127220154
2015-09-23,0.6565937995910645
2015-09-24,0.6498593688011169
2015-09-25,0.6565937995910645
2015-09-28,0.6397579312324524
2015-09-29,0.6616447567939758
2015-09-30,0.6565937995910645
2015-10-01,0.6734294295310974
2015-10-02,0.6397579312324524
2015-10-05,0.6380744576454163
2015-10-06,0.6902651190757751
2015-10-07,0.6902651190757751
2015-10-08,0.6734294295310974
2015-10-09,0.6650116443634033
2015-10-13,0.6565937995910645
2015-10-14,0.6801633834838867
2015-10-15,0.6481758952140808
2015-10-16,0.6397579312324524
2015-10-19,0.6397579312324524
2015-10-20,0.6262896656990051
2015-10-21,0.6145043969154358
2015-10-22,0.6380744576454163
2015-10-23,0.6380744576454163
2015-10-26,0.6448086500167847
2015-10-27,0.6448086500167847
2015-10-28,0.6347071528434753
2015-10-29,0.6262896656990051
2015-10-30,0.6313403844833374
2015-11-03,0.6347071528434753
2015-11-04,0.6330236792564392
2015-11-05,0.6161882877349854
2015-11-06,0.6161882877349854
2015-11-09,0.6212390065193176
2015-11-10,0.6044028401374817
2015-11-11,0.5976687073707581
2015-11-12,0.5976687073707581
2015-11-13,0.6128207445144653
2015-11-16,0.6229223608970642
2015-11-17,0.6532266736030579
2015-11-18,0.6195549368858337
2015-11-19,0.6229223608970642
2015-11-23,0.6111376285552979
2015-11-24,0.6010360717773438
2015-11-25,0.6145043969154358
2015-11-26,0.5858838558197021
2015-11-27,0.5892507433891296
2015-11-30,0.6027193069458008
2015-12-01,0.6010360717773438
2015-12-02,0.5892507433891296
2015-12-03,0.5875672698020935
2015-12-04,0.5858838558197021
2015-12-07,0.5892507433891296
2015-12-08,0.5825164914131165
2015-12-09,0.5623135566711426
2015-12-10,0.5639970302581787
2015-12-11,0.5471614003181458
2015-12-14,0.5488449931144714
2015-12-15,0.5050722360610962
2015-12-16,0.5320093035697937
2015-12-17,0.5623135566711426
2015-12-18,0.560630202293396
2015-12-21,0.5656808614730835
2015-12-22,0.5740985870361328
2015-12-23,0.5673643946647644
2015-12-28,0.5673643946647644
2015-12-29,0.5673643946647644
2015-12-30,0.5639970302581787
2016-01-04,0.5378100872039795
2016-01-05,0.5414312481880188
2016-01-06,0.5070261359214783
2016-01-07,0.5414312481880188
2016-01-08,0.5215128064155579
2016-01-11,0.5215128064155579
2016-01-12,0.5106478929519653
2016-01-13,0.5215128064155579
2016-01-14,0.526945173740387
2016-01-15,0.5215128064155579
2016-01-18,0.5178909301757812
2016-01-19,0.5215128064155579
2016-01-20,0.5197016596794128
2016-01-21,0.5215128064155579
2016-01-22,0.49797192215919495
2016-01-26,0.5034043192863464
2016-01-27,0.5124584436416626
2016-01-28,0.4689992368221283
2016-01-29,0.47624218463897705
2016-02-01,0.47805342078208923
