Date,TOTS3.SA
2015-08-24,8.679705619812012
2015-08-25,8.888020515441895
2015-08-26,8.931418418884277
2015-08-27,9.000855445861816
2015-08-28,9.333578109741211
2015-08-31,9.171558380126953
2015-09-01,8.636308670043945
2015-09-02,8.618948936462402
2015-09-03,8.969032287597656
2015-09-04,8.563977241516113
2015-09-08,8.679705619812012
2015-09-09,8.789650917053223
2015-09-10,8.477179527282715
2015-09-11,8.679705619812012
2015-09-14,8.679705619812012
2015-09-15,8.679705619812012
2015-09-16,9.125264167785645
2015-09-17,8.818582534790039
2015-09-18,8.679705619812012
2015-09-21,8.659457206726074
2015-09-22,8.647883415222168
2015-09-23,8.563977241516113
2015-09-24,8.448248863220215
2015-09-25,8.442460060119629
2015-09-28,8.349876403808594
2015-09-29,8.482966423034668
2015-09-30,8.72021198272705
2015-10-01,8.535046577453613
2015-10-02,8.876445770263672
2015-10-05,9.087652206420898
2015-10-06,8.93720531463623
2015-10-07,9.258355140686035
2015-10-08,9.284394264221191
2015-10-09,9.55635929107666
2015-10-13,9.591075897216797
2015-10-14,9.330684661865234
2015-10-15,9.634475708007812
2015-10-16,9.403016090393066
2015-10-19,9.929585456848145
2015-10-20,9.95273208618164
2015-10-21,9.692338943481445
2015-10-22,10.097393989562988
2015-10-23,10.02795696258545
2015-10-26,10.103179931640625
2015-10-27,10.126325607299805
2015-10-28,9.831212997436523
2015-10-29,9.631582260131836
2015-10-30,9.886185646057129
2015-11-03,10.551630973815918
2015-11-04,10.250733375549316
2015-11-05,10.632641792297363
2015-11-06,10.57767105102539
2015-11-09,10.676040649414062
2015-11-10,10.554525375366211
2015-11-11,10.412755966186523
2015-11-12,10.487979888916016
2015-11-13,10.444580078125
2015-11-16,10.213123321533203
2015-11-17,10.314383506774902
2015-11-18,10.343317985534668
2015-11-19,10.184189796447754
2015-11-23,10.456154823303223
2015-11-24,10.314383506774902
2015-11-25,10.299920082092285
2015-11-26,10.4156494140625
2015-11-27,10.270986557006836
2015-11-30,9.683660507202148
2015-12-01,9.95273208618164
2015-12-02,10.15526008605957
2015-12-03,10.560308456420898
2015-12-04,10.01348876953125
2015-12-07,10.111859321594238
2015-12-08,9.764671325683594
2015-12-09,9.735738754272461
2015-12-10,9.116585731506348
2015-12-11,9.258355140686035
2015-12-14,9.174449920654297
2015-12-15,9.1223726272583
2015-12-16,9.024003028869629
2015-12-17,9.24388599395752
2015-12-18,9.168664932250977
2015-12-21,8.76939868927002
2015-12-22,9.026098251342773
2015-12-23,9.317261695861816
2015-12-28,9.128005981445312
2015-12-29,9.128005981445312
2015-12-30,9.034831047058105
2016-01-04,8.935833930969238
2016-01-05,8.892160415649414
2016-01-06,9.113446235656738
2016-01-07,8.874691009521484
2016-01-08,8.895071029663086
2016-01-11,8.376799583435059
2016-01-12,8.662139892578125
2016-01-13,8.720373153686523
2016-01-14,8.647579193115234
2016-01-15,8.443765640258789
2016-01-18,8.496176719665527
2016-01-19,8.68252182006836
2016-01-20,8.443765640258789
2016-01-21,8.2632417678833
2016-01-22,8.327301979064941
2016-01-26,8.443765640258789
2016-01-27,8.592260360717773
2016-01-28,8.778606414794922
2016-01-29,9.433725357055664
2016-02-01,9.328904151916504
2016-02-02,9.200793266296387
2016-02-03,8.854307174682617
2016-02-04,8.967863082885742
2016-02-05,9.084328651428223
2016-02-10,8.967863082885742
2016-02-11,8.82519245147705
2016-02-12,8.778606414794922
2016-02-15,8.467059135437012
2016-02-16,8.73784351348877
2016-02-17,8.734930038452148
2016-02-18,8.941657066345215
2016-02-19,9.066856384277344
2016-02-22,9.4453706741333
2016-02-23,9.608423233032227
2016-02-24,9.084328651428223
2016-02-25,8.938745498657227
2016-02-26,8.897984504699707
2016-02-29,9.17167854309082
2016-03-01,9.550189971923828
2016-03-02,9.637541770935059
2016-03-03,9.477400779724121
2016-03-04,9.60260009765625
2016-03-07,9.79768180847168
2016-03-08,9.812239646911621
2016-03-09,9.486136436462402
2016-03-10,9.506516456604004
2016-03-11,9.512341499328613
2016-03-14,9.462841033935547
2016-03-15,9.259025573730469
2016-03-16,9.404606819152832
2016-03-17,9.026098251342773
2016-03-18,8.734930038452148
2016-03-21,8.758225440979004
2016-03-22,8.589349746704102
2016-03-23,8.33603572845459
2016-03-24,8.286535263061523
2016-03-28,8.440853118896484
2016-03-29,8.286535263061523
2016-03-30,8.202099800109863
2016-03-31,7.9313178062438965
2016-04-01,8.033226013183594
2016-04-04,7.989548683166504
2016-04-05,7.890554904937744
2016-04-06,7.919670104980469
2016-04-07,8.202099800109863
2016-04-08,8.254510879516602
2016-04-11,8.210834503173828
2016-04-12,8.298184394836426
2016-04-13,7.9313178062438965
2016-04-14,8.050698280334473
2016-04-15,8.152603149414062
2016-04-18,8.155513763427734
2016-04-19,8.193364143371582
2016-04-20,8.25742244720459
2016-04-22,8.207924842834473
