Date,BKT.MC
2015-08-24,2.6652233600616455
2015-08-25,2.729419469833374
2015-08-26,2.7222869396209717
2015-08-27,2.8175337314605713
2015-08-28,2.8410303592681885
2015-08-31,2.819631576538086
2015-09-01,2.757112741470337
2015-09-02,2.7575316429138184
2015-09-03,2.720188856124878
2015-09-04,2.6345930099487305
2015-09-07,2.6501176357269287
2015-09-08,2.668999195098877
2015-09-09,2.7306783199310303
2015-09-10,2.7222869396209717
2015-09-11,2.678650140762329
2015-09-14,2.6702582836151123
2015-09-15,2.703824758529663
2015-09-16,2.735713481903076
2015-09-17,2.8171141147613525
2015-09-18,2.773056745529175
2015-09-21,2.7789318561553955
2015-09-22,2.7273216247558594
2015-09-23,2.6429848670959473
2015-09-24,2.6312363147735596
2015-09-25,2.6891391277313232
2015-09-28,2.7092795372009277
2015-09-29,2.7214481830596924
2015-09-30,2.7575316429138184
2015-10-01,2.7818684577941895
2015-10-02,2.7608885765075684
2015-10-05,2.868781328201294
2015-10-06,2.931147336959839
2015-10-07,2.9510865211486816
2015-10-08,2.966783285140991
2015-10-09,2.974419593811035
2015-10-12,2.943448781967163
2015-10-13,2.919267416000366
2015-10-14,2.914177179336548
2015-10-15,2.9260549545288086
2015-10-16,2.941753625869751
2015-10-19,2.9269044399261475
2015-10-20,2.887874126434326
2015-10-21,2.931570291519165
2015-10-22,2.835690498352051
2015-10-23,2.790295362472534
2015-10-26,2.8187201023101807
2015-10-27,2.7881734371185303
2015-10-28,2.7881734371185303
2015-10-29,2.7958106994628906
2015-10-30,2.798781633377075
2015-11-02,2.801326036453247
2015-11-03,2.81575083732605
2015-11-04,2.805568218231201
2015-11-05,2.800053119659424
2015-11-06,2.86156964302063
2015-11-09,2.857750415802002
2015-11-10,2.842477321624756
2015-11-11,2.863690137863159
2015-11-12,2.8127808570861816
2015-11-13,2.810234785079956
2015-11-16,2.7775683403015137
2015-11-17,2.8174474239349365
2015-11-18,2.8140532970428467
2015-11-19,2.8518118858337402
2015-11-20,2.817023992538452
2015-11-23,2.8594484329223633
2015-11-24,2.8764185905456543
2015-11-25,2.864114761352539
2015-11-26,2.8747212886810303
2015-11-27,2.8666605949401855
2015-11-30,2.9065399169921875
2015-12-01,2.9680559635162354
2015-12-02,2.9366614818573
2015-12-03,2.923933744430542
2015-12-04,2.946843385696411
2015-12-07,2.9188430309295654
2015-12-08,2.8488423824310303
2015-12-09,2.842477321624756
2015-12-10,2.81829571723938
2015-12-11,2.781385898590088
2015-12-14,2.7440521717071533
2015-12-15,2.827204704284668
2015-12-16,2.817023992538452
2015-12-17,2.868781328201294
2015-12-18,2.8509633541107178
2015-12-21,2.746173858642578
2015-12-22,2.770780086517334
2015-12-23,2.8106589317321777
2015-12-24,2.8670849800109863
2015-12-28,2.8389155864715576
2015-12-29,2.8569271564483643
2015-12-30,2.8419172763824463
2015-12-31,2.806323766708374
2016-01-04,2.7728753089904785
2016-01-05,2.7741611003875732
2016-01-06,2.7128374576568604
2016-01-07,2.673383951187134
2016-01-08,2.6403632164001465
2016-01-11,2.6390774250030518
2016-01-12,2.6579456329345703
2016-01-13,2.6703813076019287
2016-01-14,2.618921995162964
2016-01-15,2.5923330783843994
2016-01-18,2.531438112258911
2016-01-19,2.5901880264282227
2016-01-20,2.512568950653076
2016-01-21,2.6480824947357178
2016-01-22,2.6965410709381104
2016-01-25,2.6082000732421875
2016-01-26,2.719698429107666
2016-01-27,2.746715784072876
2016-01-28,2.722270965576172
2016-01-29,2.7488596439361572
2016-02-01,2.729990243911743
2016-02-02,2.6613759994506836
2016-02-03,2.5824692249298096
2016-02-04,2.6523711681365967
2016-02-05,2.672097682952881
2016-02-08,2.588045120239258
2016-02-09,2.502277374267578
2016-02-10,2.583327531814575
2016-02-11,2.4503867626190186
2016-02-12,2.5069940090179443
2016-02-15,2.587186336517334
2016-02-16,2.566602945327759
2016-02-17,2.634359359741211
2016-02-18,2.535727024078369
2016-02-19,2.5138561725616455
2016-02-22,2.587615489959717
2016-02-23,2.5413010120391846
2016-02-24,2.470114231109619
2016-02-25,2.528007745742798
2016-02-26,2.5803256034851074
2016-02-29,2.615490198135376
2016-03-01,2.6485114097595215
2016-03-02,2.6999716758728027
2016-03-03,2.697399616241455
2016-03-04,2.6768147945404053
2016-03-07,2.6377909183502197
2016-03-08,2.619779109954834
2016-03-09,2.647223711013794
2016-03-10,2.6832475662231445
2016-03-11,2.7998909950256348
2016-03-14,2.833340883255005
2016-03-15,2.8003199100494385
2016-03-16,2.7956032752990723
2016-03-17,2.744999647140503
2016-03-18,2.791743278503418
2016-03-21,2.789332389831543
2016-03-22,2.8010525703430176
