Date,DGCU2.BA
2015-08-24,5.3138747215271
2015-08-25,5.3138747215271
2015-08-26,5.3138747215271
2015-08-27,5.3138747215271
2015-08-28,5.3138747215271
2015-08-31,5.3138747215271
2015-09-01,5.3138747215271
2015-09-02,5.3138747215271
2015-09-03,5.3138747215271
2015-09-04,5.3138747215271
2015-09-07,5.3138747215271
2015-09-08,5.3138747215271
2015-09-09,5.3138747215271
2015-09-10,5.3138747215271
2015-09-11,5.3138747215271
2015-09-14,5.3138747215271
2015-09-15,5.3138747215271
2015-09-16,5.3138747215271
2015-09-17,5.3138747215271
2015-09-18,5.3138747215271
2015-09-21,5.3138747215271
2015-09-22,5.3138747215271
2015-09-23,5.3138747215271
2015-09-24,5.3138747215271
2015-09-25,5.3138747215271
2015-09-28,5.3138747215271
2015-09-29,5.3138747215271
2015-09-30,5.3138747215271
2015-10-01,5.3138747215271
2015-10-02,5.3138747215271
2015-10-05,5.3138747215271
2015-10-06,5.3138747215271
2015-10-07,5.3138747215271
2015-10-08,5.3138747215271
2015-10-09,5.3138747215271
2015-10-13,5.3138747215271
2015-10-14,5.3138747215271
2015-10-15,5.3138747215271
2015-10-16,5.3138747215271
2015-10-19,5.3138747215271
2015-10-20,5.3138747215271
2015-10-21,5.3138747215271
2015-10-22,5.3138747215271
2015-10-23,5.3138747215271
2015-10-26,5.3138747215271
2015-10-27,5.3138747215271
2015-10-28,5.3138747215271
2015-10-29,5.3138747215271
2015-10-30,5.3138747215271
2015-11-02,5.3138747215271
2015-11-03,5.3138747215271
2015-11-04,5.3138747215271
2015-11-05,5.3138747215271
2015-11-09,5.3138747215271
2015-11-10,5.3138747215271
2015-11-11,5.3138747215271
2015-11-12,5.3138747215271
2015-11-13,5.3138747215271
2015-11-16,5.3138747215271
2015-11-17,5.3138747215271
2015-11-18,5.3138747215271
2015-11-19,5.3138747215271
2015-11-20,5.3138747215271
2015-11-24,5.3138747215271
2015-11-25,5.3138747215271
2015-11-26,5.399582386016846
2015-11-27,5.399582386016846
2015-11-30,8.827889442443848
2015-12-01,8.570767402648926
2015-12-02,8.570767402648926
2015-12-03,8.485057830810547
2015-12-04,7.713689804077148
2015-12-09,8.142228126525879
2015-12-10,8.270790100097656
2015-12-11,7.9708123207092285
2015-12-14,8.296501159667969
2015-12-15,8.313643455505371
2015-12-16,8.313643455505371
2015-12-17,7.9708123207092285
2015-12-18,7.456567287445068
2015-12-21,7.285151958465576
2015-12-22,7.02802848815918
2015-12-23,6.856612682342529
2015-12-28,6.770905494689941
2015-12-29,6.6851983070373535
2015-12-30,6.256659507751465
2016-01-04,6.256659507751465
2016-01-05,6.770905494689941
2016-01-06,6.770905494689941
2016-01-07,6.6851983070373535
2016-01-08,6.6851983070373535
2016-01-11,7.02802848815918
2016-01-12,7.02802848815918
2016-01-13,6.856612682342529
2016-01-14,6.856612682342529
2016-01-15,6.856612682342529
2016-01-18,6.856612682342529
2016-01-19,7.02802848815918
2016-01-20,7.02802848815918
2016-01-21,7.02802848815918
2016-01-22,7.02802848815918
2016-01-25,7.02802848815918
2016-01-26,7.02802848815918
2016-01-27,7.02802848815918
2016-01-28,7.627981662750244
2016-01-29,7.199443817138672
2016-02-01,7.456567287445068
2016-02-02,7.456567287445068
2016-02-03,7.456567287445068
2016-02-04,7.885106086730957
2016-02-05,7.885106086730957
2016-02-10,7.885106086730957
2016-02-11,7.885106086730957
2016-02-12,7.885106086730957
2016-02-15,7.885106086730957
2016-02-16,7.885106086730957
2016-02-17,7.799397945404053
2016-02-18,7.713689804077148
2016-02-19,7.713689804077148
2016-02-22,7.713689804077148
2016-02-23,7.713689804077148
2016-02-24,7.9708123207092285
2016-02-25,7.9708123207092285
2016-02-26,7.885106086730957
2016-02-29,7.9708123207092285
2016-03-01,8.013667106628418
2016-03-02,8.013667106628418
2016-03-03,7.713689804077148
2016-03-04,7.9279584884643555
2016-03-07,7.713689804077148
2016-03-08,7.713689804077148
2016-03-09,7.713689804077148
2016-03-10,7.456567287445068
2016-03-11,7.456567287445068
2016-03-14,7.370859146118164
2016-03-15,7.199443817138672
2016-03-16,7.276580810546875
2016-03-17,7.276580810546875
2016-03-18,7.276580810546875
2016-03-21,7.268009662628174
2016-03-22,7.242297172546387
2016-03-23,7.199443817138672
2016-03-28,7.113736629486084
2016-03-29,7.02802848815918
2016-03-30,7.113736629486084
2016-03-31,7.5851287841796875
2016-04-01,8.18508243560791
2016-04-04,8.870743751525879
2016-04-05,9.256427764892578
2016-04-06,8.527912139892578
2016-04-07,8.270790100097656
2016-04-08,8.442204475402832
2016-04-11,8.287930488586426
2016-04-12,8.18508243560791
2016-04-13,8.527912139892578
2016-04-14,8.313643455505371
2016-04-15,8.227936744689941
2016-04-18,8.485057830810547
2016-04-19,8.742181777954102
2016-04-20,8.913596153259277
2016-04-21,8.913596153259277
2016-04-22,8.656474113464355
