Date,FOX
2019-03-13,35.67355728149414
2019-03-14,36.36518096923828
2019-03-15,37.329830169677734
2019-03-18,37.1842155456543
2019-03-19,35.992069244384766
2019-03-20,34.217491149902344
2019-03-21,35.38233947753906
2019-03-22,34.090087890625
2019-03-25,33.17095184326172
2019-03-26,33.407562255859375
2019-03-27,32.94343566894531
2019-03-28,32.46111297607422
2019-03-29,32.652225494384766
2019-04-01,32.89793395996094
2019-04-02,32.48841857910156
2019-04-03,32.3064079284668
2019-04-04,32.788726806640625
2019-04-05,33.65327072143555
2019-04-08,33.53496170043945
2019-04-09,33.57136535644531
2019-04-10,32.69773483276367
2019-04-11,33.13454818725586
2019-04-12,33.625972747802734
2019-04-15,33.65327072143555
2019-04-16,33.86257553100586
2019-04-17,34.772621154785156
2019-04-18,34.50870132446289
2019-04-22,33.88987731933594
2019-04-23,34.217491149902344
2019-04-24,34.080989837646484
2019-04-25,34.2538948059082
2019-04-26,34.499603271484375
2019-04-29,35.24583053588867
2019-04-30,35.03653335571289
2019-05-01,35.254940032958984
2019-05-02,33.5258674621582
2019-05-03,33.689674377441406
2019-05-06,33.953590393066406
2019-05-07,33.398460388183594
2019-05-08,33.50766372680664
2019-05-09,34.55420684814453
2019-05-10,34.62700653076172
2019-05-13,34.126487731933594
2019-05-14,34.1082878112793
2019-05-15,33.880775451660156
2019-05-16,33.052642822265625
2019-05-17,33.73036575317383
2019-05-20,33.59298324584961
2019-05-21,34.050907135009766
2019-05-22,33.58382797241211
2019-05-23,33.43729782104492
2019-05-24,33.382347106933594
2019-05-28,33.11674880981445
2019-05-29,32.32912826538086
2019-05-30,31.880367279052734
2019-05-31,31.788787841796875
2019-06-03,30.937055587768555
2019-06-04,31.220964431762695
2019-06-05,31.156848907470703
2019-06-06,30.900423049926758
2019-06-07,30.845474243164062
2019-06-10,30.900423049926758
2019-06-11,30.98284339904785
2019-06-12,31.779621124267578
2019-06-13,31.999422073364258
2019-06-14,32.017738342285156
2019-06-17,32.787044525146484
2019-06-18,32.81452560424805
2019-06-19,32.73209762573242
2019-06-20,32.37492370605469
2019-06-21,32.86031723022461
2019-06-24,32.54893493652344
2019-06-25,32.22838592529297
2019-06-26,32.338287353515625
2019-06-27,32.741249084472656
2019-06-28,33.45561218261719
2019-07-01,32.93358612060547
2019-07-02,33.45561218261719
2019-07-03,33.29076385498047
2019-07-05,33.483089447021484
2019-07-08,33.08927536010742
2019-07-09,32.979373931884766
2019-07-10,33.09843444824219
2019-07-11,33.254127502441406
2019-07-12,33.849422454833984
2019-07-15,33.922691345214844
2019-07-16,33.602149963378906
2019-07-17,33.12590789794922
2019-07-18,33.528873443603516
2019-07-19,33.382347106933594
2019-07-22,33.26328659057617
2019-07-23,33.43729782104492
2019-07-24,33.78531265258789
2019-07-25,34.279869079589844
2019-07-26,34.334815979003906
2019-07-29,34.51797866821289
2019-07-30,34.66451644897461
2019-07-31,34.06922149658203
2019-08-01,33.73952102661133
2019-08-02,33.483089447021484
2019-08-05,32.97021484375
2019-08-06,33.33655548095703
2019-08-07,33.693729400634766
2019-08-08,32.05437469482422
2019-08-09,32.39323425292969
2019-08-12,31.880367279052734
2019-08-13,32.05437469482422
2019-08-14,30.8271541595459
2019-08-15,30.048688888549805
2019-08-16,30.23185157775879
2019-08-19,30.77220344543457
2019-08-20,30.552400588989258
2019-08-21,30.360076904296875
2019-08-22,30.057844161987305
2019-08-23,28.793991088867188
2019-08-26,29.04126739501953
2019-08-27,28.958843231201172
2019-08-28,28.90389060974121
2019-08-29,29.718984603881836
2019-08-30,30.039527893066406
2019-09-03,29.91040802001953
2019-09-04,30.62980842590332
2019-09-05,31.275413513183594
2019-09-06,31.238525390625
2019-09-09,31.349206924438477
2019-09-10,31.561336517333984
2019-09-11,31.330760955810547
2019-09-12,31.081741333007812
2019-09-13,31.09096336364746
2019-09-16,30.8880558013916
2019-09-17,30.270103454589844
2019-09-18,29.9749698638916
2019-09-19,29.48614501953125
2019-09-20,29.587602615356445
2019-09-23,29.67983055114746
2019-09-24,29.080333709716797
2019-09-25,29.513816833496094
2019-09-26,29.024993896484375
2019-09-27,29.034215927124023
2019-09-30,29.089555740356445
2019-10-01,28.757524490356445
2019-10-02,27.955116271972656
2019-10-03,28.028900146484375
2019-10-04,28.11652374267578
2019-10-07,28.121131896972656
2019-10-08,27.701480865478516
2019-10-09,27.909000396728516
2019-10-10,28.061182022094727
2019-10-11,28.739076614379883
2019-10-14,28.600727081298828
2019-10-15,28.99732208251953
2019-10-16,29.13105583190918
2019-10-17,29.043441772460938
2019-10-18,29.07571792602539
2019-10-21,29.59682273864746
2019-10-22,30.22399139404297
2019-10-23,30.076419830322266
2019-10-24,29.14488983154297
2019-10-25,29.237125396728516
2019-10-28,29.707496643066406
2019-10-29,29.559926986694336
2019-10-30,28.923538208007812
2019-10-31,28.812864303588867
2019-11-01,29.384693145751953
2019-11-04,29.421585083007812
2019-11-05,29.652162551879883
2019-11-06,29.818180084228516
2019-11-07,31.58900260925293
2019-11-08,31.755022048950195
2019-11-11,31.561336517333984
2019-11-12,31.18319320678711
2019-11-13,30.961837768554688
2019-11-14,30.851158142089844
2019-11-15,30.984893798828125
2019-11-18,31.782686233520508
2019-11-19,32.67732238769531
2019-11-20,32.276119232177734
2019-11-21,32.07782745361328
2019-11-22,32.16544723510742
2019-11-25,32.14238739013672
2019-11-26,32.45597457885742
2019-11-27,32.30840301513672
2019-11-29,32.26228713989258
2019-12-02,32.110111236572266
2019-12-03,31.681236267089844
2019-12-04,31.948698043823242
2019-12-05,31.9440975189209
2019-12-06,31.91180992126465
2019-12-09,32.08705520629883
2019-12-10,32.20694351196289
2019-12-11,32.54821014404297
2019-12-12,33.16615295410156
2019-12-13,33.07392120361328
2019-12-16,33.101593017578125
2019-12-17,33.42439270019531
2019-12-18,33.203041076660156
2019-12-19,33.249149322509766
2019-12-20,33.40595626831055
2019-12-23,33.78409194946289
2019-12-24,33.6641960144043
2019-12-26,33.940887451171875
2019-12-27,33.8717155456543
2019-12-30,33.60886001586914
2019-12-31,33.571964263916016
2020-01-02,33.62730407714844
2020-01-03,33.295265197753906
2020-01-06,33.216880798339844
2020-01-07,33.636531829833984
2020-01-08,33.59040451049805
2020-01-09,33.6641960144043
2020-01-10,33.28143310546875
2020-01-13,33.479736328125
2020-01-14,33.701087951660156
2020-01-15,33.93166732788086
2020-01-16,35.259788513183594
2020-01-17,35.57798385620117
2020-01-21,35.42580032348633
2020-01-22,35.41658020019531
2020-01-23,34.03312301635742
2020-01-24,33.239933013916016
2020-01-27,33.54429626464844
2020-01-28,33.77486801147461
2020-01-29,33.19382095336914
2020-01-30,33.62730407714844
2020-01-31,33.507408142089844
2020-02-03,33.96855926513672
2020-02-04,34.4942741394043
2020-02-05,34.983097076416016
2020-02-06,33.6641960144043
2020-02-07,33.54429626464844
2020-02-10,33.92243576049805
2020-02-11,33.765647888183594
2020-02-12,34.27291488647461
2020-02-13,34.60494613647461
2020-02-14,34.41127014160156
2020-02-18,34.3282585144043
2020-02-19,34.614166259765625
2020-02-20,33.701087951660156
2020-02-21,32.741886138916016
2020-02-24,31.60744857788086
2020-02-25,30.279329299926758
2020-02-26,29.88273811340332
2020-02-27,28.58228302001953
2020-02-28,28.084239959716797
2020-03-02,29.320131301879883
2020-03-03,28.530452728271484
2020-03-04,28.493295669555664
2020-03-05,27.053302764892578
2020-03-06,26.495885848999023
2020-03-09,25.20453643798828
2020-03-10,26.718852996826172
2020-03-11,25.566858291625977
2020-03-12,23.74596405029297
2020-03-13,23.578737258911133
2020-03-16,21.544166564941406
2020-03-17,22.101585388183594
2020-03-18,19.890493392944336
2020-03-19,20.38287925720215
2020-03-20,18.627012252807617
2020-03-23,18.404048919677734
2020-03-24,20.113462448120117
2020-03-25,21.683521270751953
2020-03-26,22.85409927368164
2020-03-27,20.47578239440918
2020-03-30,22.0830020904541
2020-03-31,21.256166458129883
2020-04-01,20.03449249267578
2020-04-02,20.289976119995117
2020-04-03,20.057722091674805
2020-04-06,22.714740753173828
2020-04-07,23.19783592224121
2020-04-08,23.98750877380371
2020-04-09,23.820280075073242
2020-04-13,23.597318649291992
2020-04-14,24.164026260375977
2020-04-15,23.383642196655273
2020-04-16,23.34648323059082
2020-04-17,24.368410110473633
2020-04-20,23.866737365722656
2020-04-21,23.272153854370117
2020-04-22,22.84480094909668
2020-04-23,22.714740753173828
2020-04-24,22.779769897460938
2020-04-27,24.164026260375977
2020-04-28,25.055891036987305
2020-04-29,25.966339111328125
2020-04-30,23.74596405029297
2020-05-01,23.244287490844727
2020-05-04,22.881967544555664
2020-05-05,22.15732192993164
2020-05-06,22.863386154174805
2020-05-07,23.234996795654297
2020-05-08,23.903894424438477
2020-05-11,23.643770217895508
2020-05-12,23.123510360717773
2020-05-13,22.3524169921875
2020-05-14,23.337188720703125
2020-05-15,23.69021987915039
2020-05-18,24.949052810668945
2020-05-19,25.02802276611328
2020-05-20,25.42750358581543
2020-05-21,25.29743766784668
2020-05-22,25.42750358581543
2020-05-26,26.560916900634766
2020-05-27,27.22052574157715
2020-05-28,26.62594985961914
2020-05-29,26.7374324798584
2020-06-01,27.071882247924805
2020-06-02,26.821046829223633
2020-06-03,28.07522964477539
2020-06-04,27.81974983215332
2020-06-05,28.103103637695312
2020-06-08,29.431615829467773
2020-06-09,28.17742347717285
2020-06-10,27.620010375976562
2020-06-11,25.659759521484375
2020-06-12,25.966339111328125
2020-06-15,26.81175422668457
2020-06-16,26.0313720703125
2020-06-17,25.789823532104492
2020-06-18,26.62594985961914
2020-06-19,25.845565795898438
2020-06-22,25.64118003845215
2020-06-23,25.836275100708008
2020-06-24,25.093053817749023
2020-06-25,24.85150718688965
2020-06-26,23.922473907470703
2020-06-29,24.88866424560547
2020-06-30,24.935117721557617
2020-07-01,25.004798889160156
2020-07-02,24.665700912475586
2020-07-06,24.647117614746094
2020-07-07,23.941055297851562
2020-07-08,23.588024139404297
2020-07-09,22.715667724609375
2020-07-10,23.588024139404297
2020-07-13,23.272153854370117
2020-07-14,23.34648323059082
2020-07-15,24.386993408203125
2020-07-16,24.521697998046875
2020-07-17,23.467254638671875
2020-07-20,23.058483123779297
2020-07-21,23.550867080688477
2020-07-22,24.033960342407227
2020-07-23,24.27550506591797
2020-07-24,24.609956741333008
2020-07-27,23.866737365722656
2020-07-28,23.88531494140625
2020-07-29,24.080411911010742
2020-07-30,24.043249130249023
2020-07-31,23.941055297851562
2020-08-03,24.386993408203125
2020-08-04,24.814340591430664
2020-08-05,23.086353302001953
2020-08-06,23.374351501464844
2020-08-07,23.123510360717773
2020-08-10,22.92841911315918
2020-08-11,23.169965744018555
2020-08-12,23.42080307006836
2020-08-13,23.866737365722656
2020-08-14,23.98750877380371
2020-08-17,23.88531494140625
2020-08-18,23.90854263305664
2020-08-19,24.080411911010742
2020-08-20,24.080411911010742
2020-08-21,24.164026260375977
2020-08-24,25.130216598510742
2020-08-25,25.046598434448242
2020-08-26,25.223115921020508
2020-08-27,25.678340911865234
2020-08-28,25.9384708404541
2020-08-31,25.826982498168945
2020-09-01,25.752042770385742
2020-09-02,26.220430374145508
2020-09-03,25.77077865600586
2020-09-04,26.004972457885742
2020-09-08,26.07991600036621
2020-09-09,26.50146484375
2020-09-10,26.370317459106445
