Date,TATAINVEST.NS
2015-08-21,455.0378112792969
2015-08-24,427.14111328125
2015-08-25,427.9938659667969
2015-08-26,422.511962890625
2015-08-27,430.4303283691406
2015-08-28,426.1259765625
2015-08-31,456.9870300292969
2015-09-01,436.7242736816406
2015-09-02,428.7654113769531
2015-09-03,435.140625
2015-09-04,425.43560791015625
2015-09-07,424.4610900878906
2015-09-08,421.6998291015625
2015-09-09,429.6586608886719
2015-09-10,442.04376220703125
2015-09-11,441.2721862792969
2015-09-14,445.0080871582031
2015-09-15,445.65771484375
2015-09-16,436.2777099609375
2015-09-18,426.85687255859375
2015-09-21,425.7604675292969
2015-09-22,422.75555419921875
2015-09-23,425.43560791015625
2015-09-24,425.51690673828125
2015-09-28,430.47088623046875
2015-09-29,432.4606628417969
2015-09-30,438.4297790527344
2015-10-01,439.44488525390625
2015-10-05,442.5310974121094
2015-10-06,437.49578857421875
2015-10-07,436.6024475097656
2015-10-08,437.4145812988281
2015-10-09,438.7546081542969
2015-10-12,440.09466552734375
2015-10-13,439.5262145996094
2015-10-14,438.6328125
2015-10-15,435.5872802734375
2015-10-16,435.7497253417969
2015-10-19,442.8559265136719
2015-10-20,450.16510009765625
2015-10-21,451.2615661621094
2015-10-23,451.9924621582031
2015-10-26,450.65234375
2015-10-27,448.74383544921875
2015-10-28,447.4444274902344
2015-10-29,447.525634765625
2015-10-30,449.1093444824219
2015-11-02,450.85540771484375
2015-11-03,450.9772033691406
2015-11-04,450.81475830078125
2015-11-05,447.3226318359375
2015-11-06,451.22088623046875
2015-11-09,447.8911437988281
2015-11-10,442.4091796875
2015-11-13,448.0535583496094
2015-11-16,450.81475830078125
2015-11-17,450.85540771484375
2015-11-18,449.5559387207031
2015-11-19,446.7541198730469
2015-11-20,443.14013671875
2015-11-23,442.8965148925781
2015-11-24,446.997802734375
2015-11-26,450.7742004394531
2015-11-27,450.85540771484375
2015-11-30,460.47918701171875
2015-12-01,453.53546142578125
2015-12-02,454.1851806640625
2015-12-03,451.5863037109375
2015-12-04,451.0990905761719
2015-12-07,451.22088623046875
2015-12-08,450.65234375
2015-12-09,445.37353515625
2015-12-10,448.17535400390625
2015-12-11,442.1249694824219
2015-12-14,439.0389099121094
2015-12-15,445.37353515625
2015-12-16,443.9928894042969
2015-12-17,444.6831970214844
2015-12-18,444.1552734375
2015-12-21,446.023193359375
2015-12-22,444.1552734375
2015-12-23,444.1959228515625
2015-12-24,442.9371032714844
2015-12-28,443.7086181640625
2015-12-29,444.31768798828125
2015-12-30,441.67828369140625
2015-12-31,439.6885986328125
2016-01-01,442.5310974121094
2016-01-04,436.115234375
2016-01-05,440.8255615234375
2016-01-06,440.3382873535156
2016-01-07,431.9327392578125
2016-01-08,432.1763610839844
2016-01-11,428.6841125488281
2016-01-12,429.3338928222656
2016-01-13,425.1108093261719
2016-01-14,422.02471923828125
2016-01-15,412.7663269042969
2016-01-18,406.1475830078125
2016-01-19,408.3402404785156
2016-01-20,398.4728698730469
2016-01-21,405.3353271484375
2016-01-22,407.4063415527344
2016-01-25,410.3705749511719
2016-01-27,407.8935852050781
2016-01-28,405.8226318359375
2016-01-29,407.4468994140625
2016-02-01,414.4312438964844
2016-02-02,408.0154113769531
2016-02-03,404.7668762207031
2016-02-04,402.77716064453125
2016-02-05,405.7820739746094
2016-02-08,403.02081298828125
2016-02-09,401.47772216796875
2016-02-10,392.5848693847656
2016-02-11,384.13873291015625
2016-02-12,380.6059265136719
2016-02-15,391.4479064941406
2016-02-16,387.5496826171875
2016-02-17,387.8338928222656
2016-02-18,388.8084716796875
2016-02-19,384.54473876953125
2016-02-22,384.5854187011719
2016-02-23,381.8647155761719
2016-02-24,380.1186218261719
2016-02-25,376.8294982910156
2016-02-26,380.1593322753906
2016-02-29,374.5961608886719
2016-03-01,381.0526123046875
2016-03-02,387.8338928222656
2016-03-03,397.6201171875
2016-03-04,395.7116394042969
2016-03-08,403.2643737792969
2016-03-09,412.6851806640625
2016-03-10,413.41607666015625
2016-03-11,415.97430419921875
2016-03-14,423.9737854003906
2016-03-15,421.0502014160156
2016-03-16,420.8471374511719
2016-03-17,415.55712890625
2016-03-18,413.41595458984375
2016-03-21,407.3702087402344
2016-03-22,406.5305480957031
2016-03-23,409.63739013671875
2016-03-28,396.4964294433594
2016-03-29,391.8362121582031
2016-03-30,399.3093566894531
2016-03-31,396.5803527832031
2016-04-01,401.3665466308594
2016-04-04,409.301513671875
2016-04-05,405.31304931640625
2016-04-06,405.9007873535156
2016-04-07,405.43902587890625
2016-04-08,415.1792907714844
2016-04-11,419.54559326171875
2016-04-12,418.1181640625
2016-04-13,416.9006042480469
2016-04-18,416.648681640625
2016-04-20,418.5799560546875
2016-04-21,419.2516784667969
2016-04-22,420.17535400390625
2016-04-25,421.3508605957031
2016-04-26,423.3241271972656
2016-04-27,421.3929443359375
2016-04-28,419.8395080566406
2016-04-29,419.2937316894531
2016-05-02,417.3204345703125
2016-05-03,418.8738708496094
2016-05-04,418.8738708496094
2016-05-05,415.64105224609375
2016-05-06,414.9693603515625
2016-05-09,416.0609436035156
2016-05-10,414.67547607421875
2016-05-11,413.8777770996094
2016-05-12,412.3663635253906
2016-05-13,411.6106262207031
2016-05-16,410.89691162109375
2016-05-17,455.06402587890625
2016-05-18,457.03729248046875
2016-05-19,440.9994201660156
2016-05-20,442.67877197265625
2016-05-23,441.0834045410156
2016-05-24,427.6065368652344
2016-05-25,433.5262756347656
2016-05-26,436.8429870605469
2016-05-27,439.0681457519531
2016-05-30,436.9689636230469
2016-05-31,437.5987243652344
2016-06-01,448.1366882324219
2016-06-02,439.19403076171875
2016-06-03,436.9269104003906
2016-06-06,429.7056579589844
2016-06-07,436.9689636230469
2016-06-08,436.5910949707031
2016-06-09,435.4574890136719
2016-06-10,435.4574890136719
2016-06-13,428.3622131347656
2016-06-14,427.984375
2016-06-15,429.11798095703125
2016-06-16,427.984375
2016-06-17,429.075927734375
2016-06-20,429.7896728515625
2016-06-21,430.9652404785156
2016-06-22,428.6141357421875
2016-06-23,429.9576416015625
2016-06-24,420.0494079589844
2016-06-27,420.63720703125
2016-06-28,421.60284423828125
2016-06-29,423.36614990234375
2016-06-30,431.84686279296875
2016-07-01,430.1255798339844
2016-07-04,444.1901550292969
2016-07-05,439.36199951171875
2016-07-07,437.0528869628906
2016-07-08,433.064453125
2016-07-11,432.7705383300781
2016-07-12,433.1483459472656
2016-07-13,432.1407775878906
2016-07-14,432.7285461425781
2016-07-15,431.930908203125
2016-07-18,431.7629699707031
2016-07-19,425.92718505859375
2016-07-20,426.1790771484375
2016-07-21,424.163818359375
2016-07-22,423.0302734375
2016-07-25,424.8355407714844
2016-07-26,423.6600036621094
2016-07-27,423.072265625
2016-07-28,422.06463623046875
2016-07-29,421.14093017578125
2016-08-01,421.1829528808594
2016-08-02,417.3623962402344
2016-08-03,413.9197692871094
2016-08-04,418.7478942871094
2016-08-05,419.12579345703125
2016-08-08,423.7859802246094
2016-08-09,427.9424133300781
2016-08-10,422.10662841796875
2016-08-11,428.5301513671875
2016-08-12,428.4041748046875
2016-08-16,421.7707214355469
2016-08-17,422.56842041015625
2016-08-18,427.14471435546875
2016-08-19,436.675048828125
2016-08-22,435.49951171875
2016-08-23,434.8277587890625
2016-08-24,479.24676513671875
2016-08-25,474.7965087890625
2016-08-26,469.170654296875
2016-08-29,469.6744689941406
2016-08-30,484.6627502441406
2016-08-31,480.2123718261719
2016-09-01,469.9263610839844
2016-09-02,480.5063171386719
2016-09-06,482.6894226074219
2016-09-07,480.0863952636719
2016-09-08,497.8876647949219
2016-09-09,495.4945373535156
2016-09-12,471.8575744628906
2016-09-14,518.501708984375
2016-09-15,553.600341796875
2016-09-16,542.6006469726562
2016-09-19,543.9860229492188
2016-09-20,541.131103515625
2016-09-21,540.5433349609375
2016-09-22,536.5548706054688
2016-09-23,528.661865234375
2016-09-26,519.84521484375
2016-09-27,513.5476684570312
2016-09-28,511.2384948730469
2016-09-29,493.941162109375
2016-09-30,509.4752197265625
2016-10-03,514.68115234375
2016-10-04,513.925537109375
2016-10-05,537.1845703125
2016-10-06,521.4826049804688
2016-10-07,517.578125
2016-10-10,520.0132446289062
2016-10-13,509.55914306640625
2016-10-14,508.9713439941406
2016-10-17,517.2841796875
2016-10-18,522.1124267578125
2016-10-19,525.13525390625
2016-10-20,521.5665893554688
2016-10-21,520.9368286132812
2016-10-24,520.8948364257812
2016-10-25,513.3798217773438
2016-10-26,511.61639404296875
2016-10-27,483.445068359375
2016-10-28,493.563232421875
2016-11-01,495.9983825683594
2016-11-02,482.1856689453125
2016-11-03,476.9795227050781
2016-11-04,460.1021423339844
2016-11-07,466.0638122558594
2016-11-08,466.23175048828125
2016-11-09,458.2127685546875
2016-11-10,472.9490966796875
2016-11-11,461.0677490234375
2016-11-15,449.1022644042969
2016-11-16,444.7359313964844
2016-11-17,448.8084411621094
2016-11-18,452.62890625
2016-11-21,433.2323913574219
2016-11-22,431.678955078125
2016-11-23,443.980224609375
2016-11-24,443.01458740234375
2016-11-25,453.5106201171875
2016-11-28,463.7966613769531
2016-11-29,469.7583923339844
2016-11-30,481.2619934082031
2016-12-01,480.5901794433594
2016-12-02,468.4569091796875
2016-12-05,476.223876953125
2016-12-06,502.1280212402344
2016-12-07,486.3420104980469
2016-12-08,486.00616455078125
2016-12-09,485.20849609375
2016-12-12,482.05975341796875
2016-12-13,481.30401611328125
2016-12-14,477.23150634765625
2016-12-15,472.73919677734375
2016-12-16,474.46063232421875
2016-12-19,474.5025939941406
2016-12-20,472.2774658203125
2016-12-21,468.3729553222656
2016-12-22,464.09051513671875
2016-12-23,465.1822204589844
2016-12-26,458.884521484375
2016-12-27,461.57159423828125
2016-12-28,464.6783752441406
2016-12-29,464.3005065917969
2016-12-30,470.3041687011719
2017-01-02,481.5138854980469
2017-01-03,482.2275390625
2017-01-04,483.61309814453125
2017-01-05,487.26568603515625
2017-01-06,484.4527587890625
2017-01-09,486.8458251953125
2017-01-10,484.6207580566406
2017-01-11,487.0558166503906
2017-01-12,486.00616455078125
2017-01-13,486.8458251953125
2017-01-16,484.20086669921875
2017-01-17,486.552001953125
2017-01-18,488.2733154296875
2017-01-19,485.7122802734375
2017-01-20,482.6894226074219
2017-01-23,482.43756103515625
2017-01-24,485.6703796386719
2017-01-25,482.26959228515625
2017-01-27,484.9145812988281
2017-01-30,491.2122497558594
2017-01-31,487.8115234375
2017-02-01,491.67401123046875
2017-02-02,514.0514526367188
2017-02-03,510.9866027832031
2017-02-06,511.49053955078125
2017-02-07,504.1011962890625
2017-02-08,506.9561462402344
2017-02-09,507.75390625
2017-02-10,510.60882568359375
2017-02-13,509.05535888671875
2017-02-14,496.54412841796875
