Date,SYK
2015-08-03,90.48836517333984
2015-08-04,90.46161651611328
2015-08-05,91.92356872558594
2015-08-06,90.31898498535156
2015-08-07,89.98027801513672
2015-08-10,91.09453582763672
2015-08-11,90.76472473144531
2015-08-12,91.93247985839844
2015-08-13,91.78986358642578
2015-08-14,92.38707733154297
2015-08-17,92.83283233642578
2015-08-18,92.98436737060547
2015-08-19,93.18047332763672
2015-08-20,91.38871002197266
2015-08-21,88.5807113647461
2015-08-24,85.22898864746094
2015-08-25,85.12200164794922
2015-08-26,88.08153533935547
2015-08-27,90.10508728027344
2015-08-28,88.86599731445312
2015-08-31,87.93891143798828
2015-09-01,85.09526062011719
2015-09-02,86.37890625
2015-09-03,86.18280792236328
2015-09-04,84.98829650878906
2015-09-08,87.86759948730469
2015-09-09,86.72654724121094
2015-09-10,87.62689208984375
2015-09-11,88.83031463623047
2015-09-14,88.03695678710938
2015-09-15,89.00860595703125
2015-09-16,89.67719268798828
2015-09-17,89.64153289794922
2015-09-18,88.44700622558594
2015-09-21,88.79466247558594
2015-09-22,87.85867309570312
2015-09-23,87.88542938232422
2015-09-24,87.55560302734375
2015-09-25,86.37890625
2015-09-28,82.66181945800781
2015-09-29,83.40434265136719
2015-09-30,84.1826400756836
2015-10-01,84.90726470947266
2015-10-02,86.29391479492188
2015-10-05,86.67860412597656
2015-10-06,84.91621398925781
2015-10-07,85.88239288330078
2015-10-08,87.09014892578125
2015-10-09,87.4479751586914
2015-10-12,88.12788391113281
2015-10-13,87.28694152832031
2015-10-14,86.68753051757812
2015-10-15,88.28890991210938
2015-10-16,89.48766326904297
2015-10-19,89.87235260009766
2015-10-20,88.75408935546875
2015-10-21,89.27298736572266
2015-10-22,88.145751953125
2015-10-23,84.48680877685547
2015-10-26,84.00374603271484
2015-10-27,83.95004272460938
2015-10-28,85.67665100097656
2015-10-29,85.74821472167969
2015-10-30,85.5424575805664
2015-11-02,86.51756286621094
2015-11-03,86.59809875488281
2015-11-04,87.22429656982422
2015-11-05,87.30484008789062
2015-11-06,87.31378936767578
2015-11-09,86.60701751708984
2015-11-10,87.31378936767578
2015-11-11,87.34061431884766
2015-11-12,85.53353118896484
2015-11-13,85.5513916015625
2015-11-16,86.47286224365234
2015-11-17,86.4281234741211
2015-11-18,86.78595733642578
2015-11-19,85.35457611083984
2015-11-20,86.31180572509766
2015-11-23,85.9539794921875
2015-11-24,86.4281234741211
2015-11-25,86.97380828857422
2015-11-27,87.75212860107422
2015-11-30,86.29391479492188
2015-12-01,86.58915710449219
2015-12-02,86.11500549316406
2015-12-03,82.82283782958984
2015-12-04,84.39735412597656
2015-12-07,84.21842193603516
2015-12-08,83.66378021240234
2015-12-09,82.59026336669922
2015-12-10,83.13594055175781
2015-12-11,82.48289489746094
2015-12-14,81.77615356445312
2015-12-15,82.69759368896484
2015-12-16,84.03059387207031
2015-12-17,82.93915557861328
2015-12-18,81.6419677734375
2015-12-21,81.78507232666016
2015-12-22,82.95703125
2015-12-23,84.20054626464844
2015-12-24,84.41525268554688
2015-12-28,84.04846954345703
2015-12-29,85.16229248046875
2015-12-30,84.65923309326172
2015-12-31,83.48258209228516
2016-01-04,80.8597183227539
2016-01-05,81.64117431640625
2016-01-06,81.51538848876953
2016-01-07,79.44049835205078
2016-01-08,78.9464340209961
2016-01-11,78.62307739257812
2016-01-12,79.70096588134766
2016-01-13,80.2219467163086
2016-01-14,81.66810607910156
2016-01-15,81.83879852294922
2016-01-19,82.24297332763672
2016-01-20,81.7399673461914
2016-01-21,82.5394058227539
2016-01-22,84.3538818359375
2016-01-25,84.80297088623047
2016-01-26,86.2491455078125
2016-01-27,88.56660461425781
2016-01-28,87.40788269042969
2016-01-29,89.06062316894531
2016-02-01,89.07860565185547
2016-02-02,88.952880859375
2016-02-03,89.00672149658203
2016-02-04,89.41094970703125
2016-02-05,87.048583984375
2016-02-08,86.28507232666016
2016-02-09,86.80609130859375
2016-02-10,88.11750030517578
2016-02-11,86.37489318847656
2016-02-12,87.42585754394531
