Date,NEXT50IETF.NS
2024-04-15,64.7699966430664
2024-04-16,64.4000015258789
2024-04-18,64.31999969482422
2024-04-19,64.2300033569336
2024-04-22,64.91000366210938
2024-04-23,65.08999633789062
2024-04-24,65.7300033569336
2024-04-25,66.05000305175781
2024-04-26,66.6500015258789
2024-04-29,66.86000061035156
2024-04-30,67.36000061035156
2024-05-02,68.55000305175781
2024-05-03,68.33000183105469
2024-05-06,67.41999816894531
2024-05-07,66.36000061035156
2024-05-08,67.29000091552734
2024-05-09,65.87000274658203
2024-05-10,66.36000061035156
2024-05-13,66.7699966430664
2024-05-14,67.7699966430664
2024-05-15,67.83000183105469
2024-05-16,68.63999938964844
2024-05-17,69.44999694824219
2024-05-21,70.88999938964844
2024-05-22,70.88999938964844
2024-05-23,71.31999969482422
2024-05-24,71.91000366210938
2024-05-27,72.05999755859375
2024-05-28,71.13999938964844
2024-05-29,70.68000030517578
2024-05-30,70.18000030517578
2024-05-31,70.41000366210938
2024-06-03,73.44999694824219
2024-06-04,72.05000305175781
2024-06-05,69.58000183105469
2024-06-06,70.69000244140625
2024-06-07,71.8499984741211
2024-06-10,72.37999725341797
2024-06-11,72.37999725341797
2024-06-12,72.98999786376953
2024-06-13,73.43000030517578
2024-06-14,74.41000366210938
2024-06-18,75.16999816894531
2024-06-19,74.33000183105469
2024-06-20,74.27999877929688
2024-06-21,73.95999908447266
2024-06-24,74.29000091552734
2024-06-25,74.11000061035156
2024-06-26,74.01000213623047
2024-06-27,73.98999786376953
2024-06-28,74.41000366210938
2024-07-01,74.73999786376953
2024-07-02,74.43000030517578
2024-07-03,75.16000366210938
2024-07-04,75.77999877929688
2024-07-05,76.30000305175781
2024-07-08,76.51000213623047
2024-07-09,76.76000213623047
2024-07-10,76.76000213623047
2024-07-11,76.7699966430664
2024-07-12,76.70999908447266
2024-07-15,77.11000061035156
2024-07-16,76.83000183105469
2024-07-18,76.02999877929688
2024-07-19,74.2300033569336
2024-07-22,75.05000305175781
2024-07-23,74.5199966430664
2024-07-24,74.62999725341797
2024-07-25,74.97000122070312
2024-07-26,76.19000244140625
2024-07-29,77.05000305175781
2024-07-30,77.11000061035156
2024-07-31,77.6500015258789
2024-08-01,77.55000305175781
2024-08-02,76.37000274658203
2024-08-05,74.43000030517578
2024-08-06,73.22000122070312
2024-08-07,75.29000091552734
2024-08-08,75.31999969482422
2024-08-09,75.73999786376953
2024-08-12,75.19999694824219
2024-08-13,74.58999633789062
2024-08-14,74.54000091552734
2024-08-16,75.91000366210938
2024-08-19,76.41000366210938
2024-08-20,76.93000030517578
2024-08-21,77.18000030517578
2024-08-22,77.63999938964844
2024-08-23,77.44999694824219
2024-08-26,77.5999984741211
2024-08-28,78.2300033569336
2024-08-29,77.9800033569336
2024-08-30,78.4800033569336
2024-09-02,78.47000122070312
2024-09-03,78.26000213623047
2024-09-04,78.58999633789062
2024-09-05,78.54000091552734
2024-09-06,77.66000366210938
2024-09-09,77.61000061035156
2024-09-10,77.86000061035156
2024-09-11,77.4800033569336
2024-09-12,78.30000305175781
2024-09-13,78.6500015258789
2024-09-16,78.62999725341797
2024-09-17,78.4000015258789
2024-09-18,78.05000305175781
2024-09-19,77.4800033569336
2024-09-20,78.54000091552734
2024-09-23,79.69000244140625
2024-09-24,79.83000183105469
2024-09-25,79.62999725341797
2024-09-26,80.2699966430664
2024-09-27,80.81999969482422
2024-09-30,80.33000183105469
2024-10-01,80.29000091552734
2024-10-03,78.83999633789062
2024-10-04,79.41000366210938
2024-10-07,77.0
2024-10-08,77.5
2024-10-09,78.54000091552734
2024-10-10,78.37000274658203
2024-10-11,78.5199966430664
2024-10-14,78.75
2024-10-15,78.97000122070312
2024-10-16,78.77999877929688
2024-10-17,77.08000183105469
2024-10-18,77.38999938964844
2024-10-21,76.30000305175781
2024-10-22,74.12000274658203
2024-10-23,73.86000061035156
2024-10-24,73.75
2024-10-25,72.58000183105469
2024-10-28,73.0999984741211
2024-10-29,73.30000305175781
2024-10-31,72.87999725341797
2024-11-01,73.83999633789062
2024-11-04,72.33000183105469
2024-11-06,74.33000183105469
2024-11-07,74.19999694824219
2024-11-08,72.70999908447266
2024-11-11,72.7300033569336
2024-11-12,71.36000061035156
2024-11-13,70.11000061035156
2024-11-14,70.33999633789062
2024-11-18,70.29000091552734
2024-11-19,70.5999984741211
2024-11-21,69.55999755859375
2024-11-22,70.8499984741211
2024-11-25,72.20999908447266
2024-11-26,72.47000122070312
2024-11-27,73.16000366210938
2024-11-28,73.25
2024-11-29,73.75
2024-12-02,74.13999938964844
2024-12-03,74.86000061035156
2024-12-04,75.19999694824219
2024-12-05,75.41000366210938
2024-12-06,76.05999755859375
2024-12-09,75.77999877929688
2024-12-10,75.73999786376953
2024-12-11,76.33999633789062
2024-12-12,76.04000091552734
2024-12-13,75.9800033569336
2024-12-16,76.06999969482422
2024-12-17,75.1500015258789
2024-12-18,74.26000213623047
2024-12-19,73.58999633789062
2024-12-20,71.63999938964844
2024-12-23,71.79000091552734
2024-12-24,71.83999633789062
2024-12-26,72.0999984741211
2024-12-27,71.54000091552734
2024-12-30,70.97000122070312
2024-12-31,70.93000030517578
2025-01-01,71.19999694824219
2025-01-02,72.11000061035156
2025-01-03,72.19999694824219
2025-01-06,70.22000122070312
2025-01-07,69.83999633789062
2025-01-08,69.27999877929688
2025-01-09,68.4000015258789
2025-01-10,67.05000305175781
2025-01-13,64.25
2025-01-14,65.75
2025-01-15,66.36000061035156
2025-01-16,67.3499984741211
2025-01-17,67.9000015258789
2025-01-20,68.0199966430664
2025-01-21,66.26000213623047
2025-01-22,65.58000183105469
2025-01-23,66.20999908447266
2025-01-24,65.19000244140625
2025-01-27,63.38999938964844
2025-01-28,63.529998779296875
2025-01-29,64.66999816894531
2025-01-30,64.88999938964844
2025-01-31,65.87999725341797
2025-02-01,66.3499984741211
2025-02-03,65.3499984741211
2025-02-04,66.31999969482422
2025-02-05,66.81999969482422
2025-02-06,66.33000183105469
2025-02-07,66.33000183105469
2025-02-10,65.04000091552734
2025-02-11,63.5
2025-02-12,63.41999816894531
2025-02-13,63.459999084472656
2025-02-14,62.34000015258789
2025-02-17,62.09000015258789
2025-02-18,62.099998474121094
2025-02-19,62.779998779296875
2025-02-20,63.58000183105469
2025-02-21,63.189998626708984
2025-02-24,62.38999938964844
2025-02-25,61.95000076293945
2025-02-27,61.380001068115234
2025-02-28,60.06999969482422
2025-03-03,60.40999984741211
2025-03-04,60.529998779296875
2025-03-05,62.09000015258789
2025-03-06,62.79999923706055
2025-03-07,62.540000915527344
2025-03-10,61.61000061035156
2025-03-11,61.93000030517578
2025-03-12,61.90999984741211
2025-03-13,61.61000061035156
2025-03-17,62.040000915527344
2025-03-18,63.68000030517578
2025-03-19,64.73999786376953
2025-03-20,65.05999755859375
2025-03-21,65.63999938964844
2025-03-24,66.44000244140625
2025-03-25,65.48999786376953
2025-03-26,65.1500015258789
2025-03-27,65.97000122070312
2025-03-28,65.95999908447266
2025-04-01,65.19000244140625
2025-04-02,65.93000030517578
2025-04-03,65.9000015258789
2025-04-04,64.27999877929688
2025-04-07,63.25
2025-04-08,63.560001373291016
2025-04-09,63.400001525878906
2025-04-11,64.29000091552734
2025-04-15,66.16000366210938
2025-04-16,66.45999908447266
2025-04-17,66.94000244140625
2025-04-21,68.13999938964844
2025-04-22,68.30000305175781
2025-04-23,68.75
2025-04-24,68.69999694824219
2025-04-25,67.16999816894531
2025-04-28,67.75
2025-04-29,67.56999969482422
2025-04-30,67.43000030517578
2025-05-02,67.37000274658203
2025-05-05,68.16000366210938
2025-05-06,66.6500015258789
2025-05-07,66.81999969482422
2025-05-08,65.55000305175781
2025-05-09,65.4000015258789
2025-05-12,67.91999816894531
2025-05-13,68.0
2025-05-14,68.4800033569336
2025-05-15,69.08999633789062
2025-05-16,70.12999725341797
2025-05-19,70.29000091552734
2025-05-20,69.22000122070312
2025-05-21,69.91999816894531
2025-05-22,69.70999908447266
2025-05-23,70.05000305175781
2025-05-26,70.36000061035156
2025-05-27,70.26000213623047
2025-05-28,69.98999786376953
2025-05-29,70.06999969482422
2025-05-30,69.91999816894531
2025-06-02,70.12000274658203
2025-06-03,69.69999694824219
2025-06-04,69.91999816894531
2025-06-05,70.08999633789062
2025-06-06,70.95999908447266
2025-06-09,71.80999755859375
2025-06-10,71.95999908447266
2025-06-11,71.7300033569336
2025-06-12,70.68000030517578
2025-06-13,70.05000305175781
2025-06-16,70.47000122070312
2025-06-17,70.06999969482422
2025-06-18,69.86000061035156
2025-06-19,68.87999725341797
2025-06-20,69.7300033569336
2025-06-23,69.83999633789062
2025-06-24,70.36000061035156
2025-06-25,70.80999755859375
2025-06-26,71.41000366210938
2025-06-27,71.68000030517578
2025-06-30,71.9800033569336
2025-07-01,72.05000305175781
2025-07-02,71.70999908447266
2025-07-03,71.5
2025-07-04,71.76000213623047
2025-07-07,71.88999938964844
2025-07-08,71.83000183105469
2025-07-09,71.7699966430664
2025-07-10,71.68000030517578
2025-07-11,71.12000274658203
2025-07-14,71.44000244140625
2025-07-15,71.87000274658203
2025-07-16,72.05999755859375
2025-07-17,71.9000015258789
2025-07-18,71.4000015258789
2025-07-21,71.69000244140625
2025-07-22,71.44000244140625
2025-07-23,71.5
2025-07-24,71.25
2025-07-25,70.33999633789062
2025-07-28,69.95999908447266
2025-07-29,70.58999633789062
2025-07-30,70.63999938964844
2025-07-31,70.31999969482422
2025-08-01,69.38999938964844
