Date,RKT.L
2016-02-01,6252.439453125
2016-02-02,6254.43408203125
2016-02-03,6241.47216796875
2016-02-04,6117.8388671875
2016-02-05,6050.04052734375
2016-02-08,5972.27099609375
2016-02-09,5936.3779296875
2016-02-10,5949.33984375
2016-02-11,5829.69384765625
2016-02-12,5948.341796875
2016-02-15,6352.14404296875
2016-02-16,6391.029296875
2016-02-17,6493.72265625
2016-02-18,6466.80419921875
2016-02-19,6536.59716796875
2016-02-22,6562.51953125
2016-02-23,6534.6025390625
2016-02-24,6500.703125
2016-02-25,6605.3935546875
2016-02-26,6583.45751953125
2016-02-29,6540.5849609375
2016-03-01,6656.240234375
2016-03-02,6483.75341796875
2016-03-03,6438.88623046875
2016-03-04,6519.646484375
2016-03-07,6416.95166015625
2016-03-08,6450.8515625
2016-03-09,6558.53076171875
2016-03-10,6442.87451171875
2016-03-11,6509.6767578125
2016-03-14,6617.3564453125
2016-03-15,6629.3203125
2016-03-16,6621.3447265625
2016-03-17,6651.25537109375
2016-03-18,6580.46533203125
2016-03-21,6626.32958984375
2016-03-22,6621.3447265625
2016-03-23,6686.15185546875
2016-03-24,6675.18408203125
2016-03-29,6694.1279296875
2016-03-30,6750.95947265625
2016-03-31,6710.08154296875
2016-04-01,6685.1552734375
2016-04-04,6714.0693359375
2016-04-05,6747.96875
2016-04-06,6787.8505859375
2016-04-07,6783.86181640625
2016-04-08,6757.93798828125
2016-04-11,6724.0400390625
2016-04-12,6773.89111328125
2016-04-13,6824.74072265625
2016-04-14,6758.81396484375
2016-04-15,6715.935546875
2016-04-18,6848.56103515625
2016-04-19,6954.259765625
2016-04-20,6905.3994140625
2016-04-21,6804.685546875
2016-04-22,6681.03662109375
2016-04-25,6678.04443359375
2016-04-26,6676.04931640625
2016-04-27,6693.99853515625
2016-04-28,6735.87890625
2016-04-29,6635.16552734375
2016-05-03,6669.0703125
2016-05-04,6640.15185546875
2016-05-05,6665.080078125
2016-05-06,6711.94775390625
2016-05-09,6817.6484375
2016-05-10,6862.52099609375
2016-05-11,6843.57421875
2016-05-12,6803.6865234375
2016-05-13,6831.6083984375
2016-05-16,6848.56103515625
2016-05-17,6811.6650390625
2016-05-18,6830.6103515625
2016-05-19,6743.857421875
2016-05-20,6800.6953125
2016-05-23,6769.783203125
2016-05-24,6841.58056640625
2016-05-25,6815.65283203125
2016-05-26,6863.5185546875
2016-05-27,6853.5458984375
2016-05-31,6855.54052734375
2016-06-01,6853.5458984375
2016-06-02,6822.63427734375
2016-06-03,6910.3857421875
2016-06-06,6938.3056640625
2016-06-07,6921.3525390625
2016-06-08,6932.322265625
2016-06-09,6843.57421875
2016-06-10,6727.90283203125
2016-06-13,6662.08984375
2016-06-14,6576.33203125
2016-06-15,6662.08984375
2016-06-16,6629.18408203125
2016-06-17,6626.19140625
2016-06-20,6779.755859375
2016-06-21,6801.6943359375
2016-06-22,6787.7333984375
2016-06-23,6823.6318359375
2016-06-24,6873.48974609375
2016-06-27,6971.21240234375
2016-06-28,7042.01171875
2016-06-29,7255.4072265625
2016-06-30,7468.79931640625
2016-07-01,7523.6435546875
2016-07-04,7488.74267578125
2016-07-05,7623.361328125
2016-07-06,7544.5849609375
2016-07-07,7594.4423828125
2016-07-08,7614.38720703125
2016-07-11,7670.22802734375
2016-07-12,7503.70068359375
2016-07-13,7528.62939453125
2016-07-14,7407.97216796875
2016-07-15,7452.84521484375
2016-07-18,7420.93603515625
2016-07-19,7379.0546875
2016-07-20,7413.9541015625
2016-07-21,7344.1533203125
2016-07-22,7439.8818359375
2016-07-25,7433.8994140625
2016-07-26,7478.77197265625
2016-07-27,7422.9296875
2016-07-28,7416.9462890625
2016-07-29,7301.27587890625
2016-08-01,7330.193359375
2016-08-02,7378.05712890625
2016-08-03,7306.26123046875
2016-08-04,7369.08349609375
2016-08-05,7408.96923828125
2016-08-08,7369.08349609375
2016-08-09,7438.88427734375
2016-08-10,7398.99853515625
2016-08-11,7534.6123046875
2016-08-12,7538.6015625
2016-08-15,7561.53662109375
2016-08-16,7499.71240234375
2016-08-17,7465.80810546875
2016-08-18,7397.57763671875
2016-08-19,7404.560546875
2016-08-22,7367.66064453125
2016-08-23,7378.630859375
2016-08-24,7381.62255859375
2016-08-25,7425.5009765625
2016-08-26,7414.53173828125
2016-08-30,7386.6083984375
2016-08-31,7333.75439453125
2016-09-01,7292.86767578125
2016-09-02,7489.32470703125
2016-09-05,7444.44873046875
2016-09-06,7415.52880859375
2016-09-07,7379.6279296875
2016-09-08,7338.7412109375
2016-09-09,7161.23095703125
2016-09-12,7181.17529296875
2016-09-13,7091.4228515625
2016-09-14,7050.53662109375
2016-09-15,7131.3134765625
2016-09-16,7108.3779296875
2016-09-19,7197.1318359375
2016-09-20,7230.04150390625
2016-09-21,7122.337890625
2016-09-22,7194.1396484375
2016-09-23,7179.181640625
2016-09-26,7163.2255859375
2016-09-27,7190.1513671875
2016-09-28,7160.23388671875
2016-09-29,7185.16552734375
2016-09-30,7245.00146484375
2016-10-03,7269.93017578125
2016-10-04,7376.63623046875
2016-10-05,7217.07666015625
2016-10-06,7194.1396484375
2016-10-07,7249.986328125
2016-10-10,7274.91650390625
2016-10-11,7388.6025390625
2016-10-12,7326.7734375
2016-10-13,7312.8125
2016-10-14,7371.64990234375
2016-10-17,7338.7412109375
2016-10-18,7306.82861328125
2016-10-19,7115.3564453125
2016-10-20,7124.33349609375
2016-10-21,7215.0830078125
2016-10-24,7205.10986328125
2016-10-25,7227.048828125
2016-10-26,7184.16845703125
2016-10-27,7298.8505859375
2016-10-28,7304.8349609375
2016-10-31,7292.86767578125
2016-11-01,7232.0361328125
2016-11-02,7194.1396484375
2016-11-03,7065.4951171875
2016-11-04,6960.7841796875
2016-11-07,7086.4375
2016-11-08,7120.34423828125
2016-11-09,7046.54736328125
2016-11-10,6847.0986328125
2016-11-11,6852.08447265625
2016-11-14,6776.294921875
2016-11-15,6894.9658203125
2016-11-16,6876.01806640625
2016-11-17,6874.0244140625
2016-11-18,6896.96142578125
2016-11-21,6847.0986328125
2016-11-22,6801.22509765625
2016-11-23,6777.29052734375
2016-11-24,6737.4013671875
2016-11-25,6798.2333984375
2016-11-28,6723.439453125
2016-11-29,6744.380859375
2016-11-30,6744.380859375
2016-12-01,6609.75439453125
2016-12-02,6574.85107421875
2016-12-05,6534.9599609375
2016-12-06,6533.9619140625
2016-12-07,6520.00048828125
2016-12-08,6514.01806640625
2016-12-09,6581.83056640625
2016-12-12,6496.0673828125
2016-12-13,6678.56298828125
2016-12-14,6655.62646484375
2016-12-15,6656.62353515625
2016-12-16,6595.791015625
2016-12-19,6775.29638671875
2016-12-20,6747.373046875
2016-12-21,6725.43359375
2016-12-22,6796.23876953125
2016-12-23,6792.2490234375
2016-12-28,6837.1259765625
2016-12-29,6841.11474609375
2016-12-30,6867.04296875
2017-01-03,6765.32470703125
2017-01-04,6731.41748046875
2017-01-05,6692.525390625
2017-01-06,6668.591796875
2017-01-09,6784.27099609375
2017-01-10,6764.32666015625
2017-01-11,6736.4033203125
2017-01-12,6829.14697265625
2017-01-13,6826.15625
2017-01-16,6935.85400390625
2017-01-17,6753.357421875
2017-01-18,6821.169921875
2017-01-19,6857.06982421875
2017-01-20,6806.21044921875
2017-01-23,6845.10302734375
2017-01-24,6776.294921875
2017-01-25,6793.24658203125
2017-01-26,6823.1650390625
2017-01-27,6851.0869140625
2017-01-30,6802.22216796875
2017-01-31,6785.26904296875
2017-02-01,6811.19775390625
2017-02-02,7089.42822265625
2017-02-03,7109.37548828125
2017-02-06,7005.6611328125
2017-02-07,7089.42822265625
2017-02-08,7266.93994140625
2017-02-09,7219.0712890625
2017-02-10,7005.6611328125
2017-02-13,7055.5224609375
2017-02-14,6906.93310546875
2017-02-15,6875.02197265625
2017-02-16,6882.00146484375
2017-02-17,7080.4541015625
2017-02-20,7021.61669921875
2017-02-21,7055.5224609375
2017-02-22,7209.09814453125
2017-02-23,7233.03271484375
2017-02-24,7290.87255859375
2017-02-27,7275.91455078125
2017-02-28,7290.87255859375
2017-03-01,7330.7626953125
2017-03-02,7327.77099609375
2017-03-03,7320.791015625
2017-03-06,7283.892578125
2017-03-07,7282.89599609375
2017-03-08,7240.0126953125
2017-03-09,7274.91650390625
2017-03-10,7300.845703125
2017-03-13,7255.9697265625
2017-03-14,7312.8125
2017-03-15,7288.8779296875
2017-03-16,7349.71044921875
2017-03-17,7371.64990234375
2017-03-20,7463.39697265625
2017-03-21,7418.521484375
2017-03-22,7409.54541015625
2017-03-23,7313.810546875
2017-03-24,7324.779296875
2017-03-27,7330.7626953125
2017-03-28,7299.84716796875
2017-03-29,7290.87255859375
2017-03-30,7318.79638671875
2017-03-31,7265.94140625
2017-04-03,7236.025390625
2017-04-04,7226.052734375
2017-04-05,7235.0263671875
2017-04-06,7220.06787109375
2017-04-07,7366.66455078125
2017-04-10,7339.7373046875
2017-04-11,7370.6513671875
2017-04-12,7471.37548828125
2017-04-13,7424.44873046875
2017-04-18,7288.80517578125
2017-04-19,7226.96923828125
2017-04-20,7255.89208984375
2017-04-21,7196.04931640625
2017-04-24,7285.8125
2017-04-25,7285.8125
2017-04-26,7267.86181640625
2017-04-27,7175.10498046875
2017-04-28,7092.322265625
2017-05-02,7107.28173828125
2017-05-03,7145.1826171875
2017-05-04,7145.1826171875
2017-05-05,7151.16748046875
2017-05-08,7157.15234375
2017-05-09,7260.87841796875
2017-05-10,7252.89892578125
2017-05-11,7281.82421875
2017-05-12,7336.6796875
2017-05-15,7343.6611328125
2017-05-16,7496.2587890625
2017-05-17,7591.00830078125
2017-05-18,7552.11279296875
2017-05-19,7599.9853515625
2017-05-22,7614.94677734375
2017-05-23,7609.9599609375
2017-05-24,7720.6689453125
2017-05-25,7776.521484375
2017-05-26,7848.33203125
2017-05-30,7905.181640625
2017-05-31,7917.14990234375
2017-06-01,7940.0908203125
2017-06-02,7995.94384765625
2017-06-05,7966.02197265625
2017-06-06,8086.70361328125
2017-06-07,7955.05126953125
2017-06-08,7831.3759765625
2017-06-09,7933.10791015625
2017-06-12,7896.205078125
2017-06-13,7858.3056640625
2017-06-14,7844.341796875
2017-06-15,7839.35546875
2017-06-16,7904.185546875
2017-06-19,7961.03564453125
2017-06-20,7974.99853515625
2017-06-21,7857.30859375
2017-06-22,7828.384765625
2017-06-23,7835.365234375
2017-06-26,7944.076171875
2017-06-27,7893.39501953125
2017-06-28,7816.4150390625
2017-06-29,7666.80908203125
2017-06-30,7763.5556640625
2017-07-03,7760.5634765625
2017-07-04,7679.77587890625
2017-07-05,7679.77587890625
2017-07-06,7563.0830078125
2017-07-07,7647.859375
2017-07-10,7650.8525390625
2017-07-11,7580.037109375
2017-07-12,7727.64892578125
2017-07-13,7703.712890625
2017-07-14,7723.66015625
2017-07-17,7744.60546875
2017-07-18,7791.4814453125
2017-07-19,7916.15478515625
2017-07-20,7932.111328125
2017-07-21,7860.30029296875
2017-07-24,7602.97802734375
2017-07-25,7513.21435546875
2017-07-26,7524.18603515625
2017-07-27,7436.41650390625
2017-07-28,7331.6923828125
2017-07-31,7349.64404296875
2017-08-01,7366.60009765625
2017-08-02,7367.59814453125
2017-08-03,7436.41650390625
2017-08-04,7487.2822265625
2017-08-07,7466.3369140625
2017-08-08,7400.5107421875
2017-08-09,7379.56689453125
2017-08-10,7291.796875
2017-08-11,7332.6904296875
2017-08-14,7401.5087890625
2017-08-15,7375.57568359375
2017-08-16,7386.5478515625
2017-08-17,7335.34375
2017-08-18,7238.58984375
2017-08-21,7238.58984375
2017-08-22,7313.40087890625
2017-08-23,7334.34765625
2017-08-24,7401.17626953125
2017-08-25,7362.27587890625
2017-08-29,7278.48828125
2017-08-30,7280.4833984375
2017-08-31,7313.40087890625
2017-09-01,7356.291015625
2017-09-04,7271.505859375
2017-09-05,7074.009765625
2017-09-06,7120.8896484375
2017-09-07,7140.837890625
2017-09-08,7090.96533203125
2017-09-11,7081.98828125
2017-09-12,7015.1591796875
2017-09-13,7008.17578125
2017-09-14,6919.4013671875
2017-09-15,6757.8134765625
2017-09-18,6811.6767578125
2017-09-19,6782.75
2017-09-20,6770.779296875
2017-09-21,6686.99365234375
2017-09-22,6789.73193359375
2017-09-25,6809.6806640625
2017-09-26,6772.77587890625
2017-09-27,6787.73681640625
2017-09-28,6735.8701171875
2017-09-29,6795.71728515625
2017-10-02,6803.6962890625
2017-10-03,6802.69921875
2017-10-04,6764.79541015625
2017-10-05,6789.73193359375
2017-10-06,6818.6591796875
2017-10-09,6920.400390625
2017-10-10,7072.013671875
2017-10-11,7020.1455078125
2017-10-12,7147.82177734375
2017-10-13,7168.767578125
2017-10-16,7002.19140625
2017-10-17,7017.15283203125
2017-10-18,6839.60498046875
2017-10-19,6772.77587890625
2017-10-20,6593.23193359375
2017-10-23,6583.25732421875
2017-10-24,6583.25732421875
2017-10-25,6563.3076171875
2017-10-26,6623.15576171875
2017-10-27,6827.63525390625
2017-10-30,6768.78515625
2017-10-31,6717.91455078125
2017-11-01,6559.3173828125
2017-11-02,6565.30322265625
2017-11-03,6566.30078125
2017-11-06,6529.39306640625
2017-11-07,6509.44580078125
2017-11-08,6513.4345703125
2017-11-09,6521.4140625
2017-11-10,6527.39990234375
2017-11-13,6432.640625
2017-11-14,6400.72021484375
2017-11-15,6338.87841796875
2017-11-16,6368.80224609375
2017-11-17,6376.78271484375
2017-11-20,6363.81494140625
2017-11-21,6384.76171875
2017-11-22,6475.53125
2017-11-23,6403.71337890625
2017-11-24,6453.58740234375
2017-11-27,6428.650390625
2017-11-28,6624.15283203125
2017-11-29,6501.46484375
2017-11-30,6469.546875
2017-12-01,6361.82080078125
2017-12-04,6344.86376953125
2017-12-05,6402.716796875
2017-12-06,6534.3818359375
2017-12-07,6598.2197265625
2017-12-08,6698.96240234375
2017-12-11,6715.919921875
2017-12-12,6745.84326171875
2017-12-13,6729.884765625
2017-12-14,6683.00341796875
2017-12-15,6713.923828125
2017-12-18,6695.970703125
2017-12-19,6650.08642578125
2017-12-20,6567.2978515625
2017-12-21,6702.953125
2017-12-22,6815.6669921875
2017-12-27,6782.75
2017-12-28,6798.708984375
2017-12-29,6901.4482421875
2018-01-02,6782.75
2018-01-03,6731.87890625
2018-01-04,6676.0205078125
2018-01-05,6823.6455078125
2018-01-08,6782.75
2018-01-09,6830.626953125
2018-01-10,6768.78515625
2018-01-11,6782.75
2018-01-12,6784.74462890625
2018-01-15,6752.8251953125
2018-01-16,6753.82275390625
2018-01-17,6782.75
2018-01-18,6775.767578125
2018-01-19,6895.4638671875
2018-01-22,6874.51611328125
2018-01-23,6995.2080078125
2018-01-24,6891.47265625
2018-01-25,6810.6787109375
2018-01-26,6709.93505859375
2018-01-29,6769.783203125
2018-01-30,6862.546875
2018-01-31,6785.74267578125
2018-02-01,6701.955078125
2018-02-02,6696.96826171875
2018-02-05,6538.37109375
2018-02-06,6435.63330078125
2018-02-07,6523.40869140625
2018-02-08,6383.76416015625
2018-02-09,6293.99365234375
2018-02-12,6385.7587890625
2018-02-13,6367.80517578125
2018-02-14,6306.96044921875
2018-02-15,6379.77392578125
2018-02-16,6551.337890625
2018-02-19,6059.5888671875
2018-02-20,5912.96142578125
2018-02-21,5854.111328125
2018-02-22,5854.111328125
2018-02-23,5904.98291015625
2018-02-26,5964.8291015625
2018-02-27,5826.18115234375
2018-02-28,5761.34716796875
2018-03-01,5709.4794921875
2018-03-02,5675.5654296875
2018-03-05,5650.6298828125
2018-03-06,5646.63916015625
2018-03-07,5609.732421875
2018-03-08,5737.40869140625
2018-03-09,5795.2607421875
2018-03-12,5682.5478515625
2018-03-13,5650.6298828125
2018-03-14,5634.6708984375
2018-03-15,5631.677734375
2018-03-16,5660.603515625
2018-03-19,5662.59814453125
2018-03-20,5619.7080078125
2018-03-21,5611.728515625
2018-03-22,5880.0458984375
2018-03-23,5850.1220703125
2018-03-26,5781.29638671875
2018-03-27,5842.142578125
2018-03-28,5981.787109375
2018-03-29,6018.6923828125
2018-04-03,5982.78466796875
2018-04-04,6034.65185546875
2018-04-05,6186.2666015625
2018-04-06,6203.22314453125
2018-04-09,6168.31201171875
2018-04-10,6192.2509765625
2018-04-11,6134.3994140625
2018-04-12,6021.64453125
2018-04-13,6000.69482421875
2018-04-16,5982.7373046875
2018-04-17,5792.19189453125
2018-04-18,5841.0751953125
2018-04-19,5772.23828125
2018-04-20,5611.6220703125
2018-04-23,5499.8876953125
2018-04-24,5430.0556640625
2018-04-25,5480.93310546875
2018-04-26,5537.79736328125
2018-04-27,5644.54345703125
2018-04-30,5688.4384765625
2018-05-01,5609.62646484375
2018-05-02,5606.63427734375
2018-05-03,5546.77734375
2018-05-04,5713.37890625
2018-05-08,5705.3984375
2018-05-09,5712.3818359375
2018-05-10,5718.36767578125
2018-05-11,5742.3095703125
2018-05-14,5761.265625
2018-05-15,5786.2060546875
2018-05-16,5806.15771484375
2018-05-17,5888.96142578125
2018-05-18,5935.84814453125
2018-05-21,5933.85400390625
2018-05-22,5906.9169921875
2018-05-23,5967.7724609375
2018-05-24,5966.77490234375
2018-05-25,6013.66259765625
2018-05-29,5950.81298828125
2018-05-30,5901.9296875
2018-05-31,5747.2978515625
2018-06-01,5761.265625
2018-06-04,5800.17138671875
2018-06-05,5833.09375
2018-06-06,5796.18310546875
2018-06-07,5745.30322265625
2018-06-08,5860.029296875
2018-06-11,5871.00341796875
2018-06-12,5933.85400390625
2018-06-13,5994.70849609375
2018-06-14,6135.37158203125
2018-06-15,6145.3486328125
2018-06-18,6091.47802734375
2018-06-19,6160.3134765625
2018-06-20,6196.2275390625
2018-06-21,6143.3544921875
2018-06-22,6301.97607421875
2018-06-25,6063.54541015625
2018-06-26,6166.29931640625
2018-06-27,6213.18701171875
2018-06-28,6172.2861328125
2018-06-29,6224.162109375
2018-07-02,6306.96484375
2018-07-03,6342.87939453125
2018-07-04,6350.85888671875
2018-07-05,6346.86865234375
2018-07-06,6391.76220703125
2018-07-09,6358.83984375
2018-07-10,6342.87939453125
2018-07-11,6401.73828125
2018-07-12,6481.5478515625
2018-07-13,6449.6240234375
2018-07-16,6483.564453125
2018-07-17,6439.6474609375
2018-07-18,6433.66259765625
2018-07-19,6428.6748046875
2018-07-20,6491.525390625
2018-07-23,6400.7392578125
2018-07-24,6376.7978515625
2018-07-25,6319.93310546875
2018-07-26,6295.99072265625
2018-07-27,6793.8037109375
2018-07-30,6853.6611328125
2018-07-31,6780.83447265625
2018-08-01,6751.90380859375
2018-08-02,6783.8271484375
2018-08-03,6848.6728515625
2018-08-06,6859.64599609375
2018-08-07,6898.5546875
2018-08-08,6885.5849609375
2018-08-09,6862.638671875
2018-08-10,6802.783203125
2018-08-13,6770.85791015625
2018-08-14,6825.72705078125
2018-08-15,6768.86279296875
2018-08-16,6757.59375
2018-08-17,6767.5712890625
2018-08-20,6811.4716796875
2018-08-21,6752.60498046875
2018-08-22,6733.64794921875
2018-08-23,6715.68896484375
2018-08-24,6694.7373046875
2018-08-28,6741.6298828125
2018-08-29,6681.76611328125
2018-08-30,6609.9306640625
2018-08-31,6544.08056640625
2018-09-03,6608.931640625
2018-09-04,6511.1552734375
2018-09-05,6453.28759765625
2018-09-06,6458.2763671875
2018-09-07,6441.3154296875
2018-09-10,6493.1953125
2018-09-11,6495.19140625
2018-09-12,6492.19921875
2018-09-13,6491.20166015625
2018-09-14,6664.80517578125
2018-09-17,6734.646484375
2018-09-18,6716.6875
2018-09-19,6726.6630859375
2018-09-20,6829.4287109375
2018-09-21,6940.17822265625
2018-09-24,6819.4521484375
2018-09-25,6764.5771484375
2018-09-26,6808.478515625
2018-09-27,6917.22998046875
2018-09-28,7000.0400390625
2018-10-01,7017.998046875
2018-10-02,7035.95849609375
2018-10-03,7138.724609375
2018-10-04,6839.4072265625
2018-10-05,6772.55908203125
2018-10-08,6646.84521484375
2018-10-09,6658.81884765625
2018-10-10,6576.0068359375
2018-10-11,6434.33056640625
2018-10-12,6445.30517578125
2018-10-15,6525.12451171875
2018-10-16,6596.95947265625
2018-10-17,6498.185546875
2018-10-18,6456.27978515625
2018-10-19,6698.7275390625
2018-10-22,6694.7373046875
2018-10-23,6572.01708984375
2018-10-24,6713.693359375
2018-10-25,6731.65234375
2018-10-26,6654.82763671875
2018-10-29,6595.9619140625
2018-10-30,6298.640625
2018-10-31,6318.59375
2018-11-01,6376.46240234375
2018-11-02,6311.6103515625
2018-11-05,6313.6044921875
2018-11-06,6315.6015625
2018-11-07,6337.55126953125
2018-11-08,6249.7509765625
2018-11-09,6240.77099609375
2018-11-12,6235.783203125
2018-11-13,6221.81591796875
2018-11-14,6421.35986328125
2018-11-15,6494.19482421875
2018-11-16,6516.14404296875
2018-11-19,6452.2900390625
2018-11-20,6565.03271484375
2018-11-21,6687.7529296875
2018-11-22,6606.9365234375
2018-11-23,6631.87939453125
2018-11-26,6660.814453125
2018-11-27,6684.759765625
2018-11-28,6560.0439453125
2018-11-29,6606.9365234375
2018-11-30,6497.18701171875
2018-12-03,6571.01904296875
2018-12-04,6605.939453125
2018-12-05,6389.4326171875
2018-12-06,6200.86328125
2018-12-07,6258.73095703125
2018-12-10,6270.7041015625
2018-12-11,6359.5
2018-12-12,6352.51806640625
2018-12-13,6285.6689453125
2018-12-14,6249.7509765625
2018-12-17,6161.95166015625
2018-12-18,6086.12451171875
2018-12-19,6165.9423828125
2018-12-20,6200.86328125
2018-12-21,6239.77490234375
2018-12-24,6148.9814453125
2018-12-27,6016.28369140625
2018-12-28,6052.20263671875
2018-12-31,5999.32275390625
2019-01-02,6009.2998046875
2019-01-03,5951.431640625
2019-01-04,5950.43408203125
2019-01-07,5911.5224609375
2019-01-08,6016.28369140625
2019-01-09,6040.22900390625
2019-01-10,6083.130859375
2019-01-11,6162.94873046875
2019-01-14,6131.0224609375
2019-01-15,6237.77783203125
2019-01-16,5976.375
2019-01-17,5855.6494140625
2019-01-18,5964.40234375
2019-01-21,5986.3515625
2019-01-22,6015.2861328125
2019-01-23,5770.84375
2019-01-24,5580.27783203125
2019-01-25,5685.03955078125
2019-01-28,5690.02783203125
2019-01-29,5810.751953125
2019-01-30,5851.6591796875
2019-01-31,5849.66259765625
2019-02-01,5860.6376953125
2019-02-04,5854.65234375
2019-02-05,5946.4423828125
2019-02-06,5843.67724609375
2019-02-07,5847.66845703125
2019-02-08,5904.53857421875
2019-02-11,5947.43994140625
2019-02-12,5987.3505859375
2019-02-13,6035.24072265625
2019-02-14,5984.35693359375
2019-02-15,6003.31298828125
2019-02-18,6281.6787109375
2019-02-19,6136.009765625
2019-02-20,6011.29443359375
2019-02-21,5955.421875
2019-02-22,5865.62744140625
2019-02-25,5826.7158203125
2019-02-26,5821.72802734375
2019-02-27,5758.87109375
2019-02-28,5753.880859375
2019-03-01,5849.66259765625
2019-03-04,5885.58203125
2019-03-05,5977.37109375
2019-03-06,6051.20458984375
2019-03-07,6134.01513671875
2019-03-08,6144.98876953125
2019-03-11,6126.03369140625
2019-03-12,6113.06298828125
2019-03-13,6164.9443359375
2019-03-14,6245.76123046875
2019-03-15,6265.71533203125
2019-03-18,6266.71240234375
2019-03-19,6219.8193359375
2019-03-20,6280.6806640625
2019-03-21,6523.12744140625
2019-03-22,6393.42333984375
2019-03-25,6300.6357421875
2019-03-26,6373.46923828125
2019-03-27,6368.47998046875
2019-03-28,6375.46533203125
2019-03-29,6367.48291015625
2019-04-01,6455.28271484375
2019-04-02,6393.42333984375
2019-04-03,6368.47998046875
2019-04-04,6419.36572265625
2019-04-05,6368.47998046875
2019-04-08,6339.546875
2019-04-09,6393.42333984375
2019-04-10,5978.3701171875
2019-04-11,5922.49658203125
2019-04-12,5891.568359375
2019-04-15,5809.75439453125
2019-04-16,5860.6376953125
2019-04-17,5854.65234375
2019-04-18,5799.76953125
2019-04-23,5929.49609375
2019-04-24,6028.287109375
2019-04-25,6107.12109375
2019-04-26,6171.9853515625
2019-04-29,6186.95361328125
2019-04-30,6183.96044921875
2019-05-01,6117.10009765625
2019-05-02,6073.193359375
2019-05-03,6051.23974609375
2019-05-07,5986.3759765625
2019-05-08,6098.14013671875
2019-05-09,6142.04833984375
2019-05-10,6132.0673828125
2019-05-13,6148.03564453125
2019-05-14,6162.00634765625
2019-05-15,6215.89208984375
2019-05-16,6247.82470703125
2019-05-17,6241.8369140625
2019-05-20,6254.810546875
2019-05-21,6255.80810546875
2019-05-22,6377.5517578125
2019-05-23,6402.4990234375
2019-05-24,6399.50537109375
2019-05-28,6366.57421875
2019-05-29,6369.56787109375
