Date,ADM.L
2018-05-31,1920.154052734375
2018-06-01,1911.677490234375
2018-06-04,1937.6053466796875
2018-06-05,1919.6551513671875
2018-06-06,1919.6551513671875
2018-06-07,1922.1483154296875
2018-06-08,1897.218017578125
2018-06-11,1909.6832275390625
2018-06-12,1894.2261962890625
2018-06-13,1874.7803955078125
2018-06-14,1902.7022705078125
2018-06-15,1886.248291015625
2018-06-18,1876.7747802734375
2018-06-19,1891.234619140625
2018-06-20,1901.2066650390625
2018-06-21,1875.279052734375
2018-06-22,1906.6915283203125
2018-06-25,1884.2540283203125
2018-06-26,1901.7054443359375
2018-06-27,1916.1651611328125
2018-06-28,1903.7000732421875
2018-06-29,1902.203857421875
2018-07-02,1889.2401123046875
2018-07-03,1888.7413330078125
2018-07-04,1896.7193603515625
2018-07-05,1903.7000732421875
2018-07-06,1864.8079833984375
2018-07-09,1875.77734375
2018-07-10,1893.2291259765625
2018-07-11,1893.7275390625
2018-07-12,1928.6304931640625
2018-07-13,1942.591552734375
2018-07-16,1920.1162109375
2018-07-17,1955.056884765625
2018-07-18,1981.483154296875
2018-07-19,1979.9874267578125
2018-07-20,1952.56396484375
2018-07-23,1924.641357421875
2018-07-24,1929.627685546875
2018-07-25,1896.2208251953125
2018-07-26,1911.677490234375
2018-07-27,1891.733154296875
2018-07-30,1898.215087890625
2018-07-31,1975.5
2018-08-01,1961.5386962890625
2018-08-02,1941.594482421875
2018-08-03,1960.54150390625
2018-08-06,1968.519287109375
2018-08-07,1949.073486328125
2018-08-08,1987.96533203125
2018-08-09,1992.4525146484375
2018-08-10,1981.483154296875
2018-08-13,2013.394287109375
2018-08-14,1992.4525146484375
2018-08-15,2056.275146484375
2018-08-16,2044.3082275390625
2018-08-17,2031.3443603515625
2018-08-20,2028.3526611328125
2018-08-21,2051.288330078125
2018-08-22,2081.205810546875
2018-08-23,2073.2275390625
2018-08-24,2072.230224609375
2018-08-28,2082.20263671875
2018-08-29,2073.2275390625
2018-08-30,2083.19970703125
2018-08-31,2074.22509765625
2018-09-03,2112.119140625
2018-09-04,2090.180419921875
2018-09-05,2089.18359375
2018-09-06,2022.76318359375
2018-09-07,2015.78125
2018-09-10,2009.7967529296875
2018-09-11,2009.7967529296875
2018-09-12,2011.791748046875
2018-09-13,2008.7994384765625
2018-09-14,2013.78662109375
2018-09-17,2029.7452392578125
2018-09-18,2040.717041015625
2018-09-19,2008.7994384765625
2018-09-20,2018.7735595703125
2018-09-21,2042.7117919921875
2018-09-24,2037.724853515625
2018-09-25,2065.65185546875
2018-09-26,2084.60302734375
2018-09-27,2096.572021484375
2018-09-28,2074.629150390625
2018-10-01,2051.687744140625
2018-10-02,2029.7452392578125
2018-10-03,2042.7117919921875
2018-10-04,2035.7298583984375
2018-10-05,2018.7735595703125
2018-10-08,2009.7967529296875
2018-10-09,2019.7711181640625
2018-10-10,1997.8275146484375
2018-10-11,1927.5098876953125
2018-10-12,1942.9697265625
2018-10-15,1952.4451904296875
2018-10-16,1978.37841796875
2018-10-17,1988.8511962890625
2018-10-18,1998.8253173828125
2018-10-19,1997.8275146484375
2018-10-22,1996.83056640625
2018-10-23,1960.424560546875
2018-10-24,1972.3936767578125
2018-10-25,1939.9774169921875
2018-10-26,1930.00341796875
2018-10-29,1962.9183349609375
2018-10-30,1970.8973388671875
2018-10-31,2007.802001953125
2018-11-01,1997.8275146484375
2018-11-02,1991.3446044921875
2018-11-05,1974.88720703125
2018-11-06,1969.9002685546875
2018-11-07,1981.37060546875
2018-11-08,2023.7608642578125
2018-11-09,2048.6962890625
2018-11-12,2034.732421875
2018-11-13,2053.6826171875
2018-11-14,2048.6962890625
2018-11-15,1984.36279296875
2018-11-16,1975.385986328125
2018-11-19,1984.36279296875
2018-11-20,1971.3963623046875
2018-11-21,1997.8275146484375
2018-11-22,1970.3988037109375
2018-11-23,2006.804443359375
2018-11-26,2029.7452392578125
2018-11-27,2049.693359375
2018-11-28,2085.600830078125
2018-11-29,2100.561767578125
2018-11-30,2078.6181640625
2018-12-03,2099.564453125
2018-12-04,2101.559326171875
2018-12-05,2073.6318359375
2018-12-06,1989.349853515625
2018-12-07,2001.8173828125
2018-12-10,1990.34716796875
2018-12-11,1990.34716796875
2018-12-12,1992.3421630859375
2018-12-13,1963.4169921875
2018-12-14,1975.385986328125
2018-12-17,1954.4400634765625
2018-12-18,1952.944091796875
2018-12-19,1954.938720703125
2018-12-20,1970.3988037109375
2018-12-21,1971.89501953125
2018-12-24,1977.380615234375
2018-12-27,1979.874267578125
2018-12-28,2017.77587890625
2018-12-31,2041.7142333984375
2019-01-02,2021.7657470703125
2019-01-03,2000.820068359375
2019-01-04,2012.789306640625
2019-01-07,1974.3883056640625
2019-01-08,2014.7838134765625
2019-01-09,2032.7374267578125
2019-01-10,2031.7401123046875
2019-01-11,2019.7711181640625
2019-01-14,2022.76318359375
2019-01-15,2058.67041015625
2019-01-16,2066.649658203125
2019-01-17,2056.67578125
2019-01-18,2094.5771484375
2019-01-21,2104.551513671875
2019-01-22,2111.533203125
2019-01-23,2101.559326171875
2019-01-24,2119.512939453125
2019-01-25,2084.60302734375
2019-01-28,2059.66796875
2019-01-29,2086.59814453125
2019-01-30,2096.572021484375
2019-01-31,2065.65185546875
2019-02-01,2108.54150390625
2019-02-04,2127.49169921875
2019-02-05,2149.435302734375
2019-02-06,2140.458740234375
2019-02-07,2133.4765625
2019-02-08,2134.47412109375
2019-02-11,2123.5029296875
2019-02-12,2124.5
2019-02-13,2166.391357421875
2019-02-14,2141.455810546875
2019-02-15,2138.463623046875
2019-02-18,2125.497314453125
2019-02-19,2147.4404296875
2019-02-20,2178.3603515625
2019-02-21,2165.39404296875
2019-02-22,2179.35791015625
2019-02-25,2181.352783203125
2019-02-26,2176.365478515625
2019-02-27,2163.399169921875
2019-02-28,2176.365478515625
2019-03-01,2196.31396484375
2019-03-04,2187.3369140625
2019-03-05,2186.340087890625
2019-03-06,2185.342041015625
2019-03-07,2082.608642578125
2019-03-08,2134.47412109375
2019-03-11,2094.5771484375
2019-03-12,2127.49169921875
2019-03-13,2136.468505859375
2019-03-14,2160.40673828125
2019-03-15,2181.352783203125
2019-03-18,2169.3837890625
2019-03-19,2175.3681640625
2019-03-20,2140.458740234375
2019-03-21,2154.42236328125
2019-03-22,2136.468505859375
2019-03-25,2141.455810546875
2019-03-26,2132.47900390625
2019-03-27,2131.48193359375
