Date,EVINDIA.NS
2025-01-15,28.790000915527344
2025-01-16,29.18000030517578
2025-01-17,29.200000762939453
2025-01-20,29.149999618530273
2025-01-21,28.68000030517578
2025-01-22,28.440000534057617
2025-01-23,28.719999313354492
2025-01-24,28.18000030517578
2025-01-27,27.6200008392334
2025-01-28,27.579999923706055
2025-01-29,28.15999984741211
2025-01-30,28.200000762939453
2025-01-31,28.670000076293945
2025-02-01,28.969999313354492
2025-02-03,28.68000030517578
2025-02-04,28.950000762939453
2025-02-05,29.15999984741211
2025-02-06,29.049999237060547
2025-02-07,29.100000381469727
2025-02-10,28.739999771118164
2025-02-11,27.899999618530273
2025-02-12,27.670000076293945
2025-02-13,27.600000381469727
2025-02-14,27.06999969482422
2025-02-17,27.0
2025-02-18,26.959999084472656
2025-02-19,27.06999969482422
2025-02-20,27.40999984741211
2025-02-21,27.030000686645508
2025-02-24,26.84000015258789
2025-02-25,26.790000915527344
2025-02-27,26.31999969482422
2025-02-28,25.56999969482422
2025-03-03,25.479999542236328
2025-03-04,25.329999923706055
2025-03-05,26.040000915527344
2025-03-06,26.389999389648438
2025-03-07,26.479999542236328
2025-03-10,26.030000686645508
2025-03-11,26.0
2025-03-12,25.979999542236328
2025-03-13,25.799999237060547
2025-03-17,25.8799991607666
2025-03-18,26.469999313354492
2025-03-19,26.84000015258789
2025-03-20,27.049999237060547
2025-03-21,27.239999771118164
2025-03-24,27.75
2025-03-25,27.229999542236328
2025-03-26,27.200000762939453
2025-03-27,26.90999984741211
2025-03-28,26.540000915527344
2025-04-01,26.56999969482422
2025-04-02,26.829999923706055
2025-04-03,26.43000030517578
2025-04-04,25.520000457763672
2025-04-07,24.459999084472656
2025-04-08,24.850000381469727
2025-04-09,24.700000762939453
2025-04-11,25.309999465942383
2025-04-15,26.15999984741211
2025-04-16,26.06999969482422
2025-04-17,26.360000610351562
2025-04-21,26.920000076293945
2025-04-22,26.989999771118164
2025-04-23,27.489999771118164
2025-04-24,27.459999084472656
2025-04-25,26.969999313354492
2025-04-28,27.209999084472656
2025-04-29,27.389999389648438
2025-04-30,27.200000762939453
2025-05-02,27.149999618530273
2025-05-05,27.670000076293945
2025-05-06,27.399999618530273
2025-05-07,27.729999542236328
2025-05-08,27.530000686645508
2025-05-09,27.31999969482422
2025-05-12,28.43000030517578
2025-05-13,28.3700008392334
2025-05-14,28.59000015258789
2025-05-15,29.09000015258789
2025-05-16,29.31999969482422
2025-05-19,29.420000076293945
2025-05-20,29.040000915527344
2025-05-21,29.1299991607666
2025-05-22,29.079999923706055
2025-05-23,29.15999984741211
2025-05-26,29.5
2025-05-27,29.399999618530273
2025-05-28,29.290000915527344
2025-05-29,29.299999237060547
2025-05-30,29.110000610351562
2025-06-02,29.049999237060547
2025-06-03,28.969999313354492
2025-06-04,29.170000076293945
2025-06-05,29.25
2025-06-06,29.459999084472656
2025-06-09,29.81999969482422
2025-06-10,29.84000015258789
2025-06-11,29.899999618530273
2025-06-12,29.40999984741211
2025-06-13,29.219999313354492
2025-06-16,29.280000686645508
2025-06-17,29.06999969482422
2025-06-18,29.09000015258789
2025-06-19,28.81999969482422
2025-06-20,29.09000015258789
2025-06-23,28.950000762939453
2025-06-24,29.049999237060547
2025-06-25,29.18000030517578
2025-06-26,29.31999969482422
2025-06-27,29.510000228881836
2025-06-30,29.479999542236328
2025-07-01,29.34000015258789
2025-07-02,29.229999542236328
2025-07-03,29.5
2025-07-04,29.530000686645508
2025-07-07,29.510000228881836
2025-07-08,29.40999984741211
2025-07-09,29.420000076293945
2025-07-10,29.3799991607666
2025-07-11,29.010000228881836
2025-07-14,29.190000534057617
2025-07-15,29.6200008392334
2025-07-16,29.649999618530273
2025-07-17,29.719999313354492
2025-07-18,29.530000686645508
2025-07-21,29.649999618530273
2025-07-22,29.5
2025-07-23,29.709999084472656
2025-07-24,29.670000076293945
2025-07-25,29.190000534057617
2025-07-28,29.059999465942383
2025-07-29,29.40999984741211
2025-07-30,29.309999465942383
2025-07-31,29.059999465942383
2025-08-01,28.75
