Date,EVINDIA.NS
2024-07-16,33.2400016784668
2024-07-18,33.060001373291016
2024-07-19,32.380001068115234
2024-07-22,32.61000061035156
2024-07-23,32.61000061035156
2024-07-24,32.81999969482422
2024-07-25,32.869998931884766
2024-07-26,33.5
2024-07-29,33.65999984741211
2024-07-30,33.91999816894531
2024-07-31,33.849998474121094
2024-08-01,33.709999084472656
2024-08-02,33.279998779296875
2024-08-05,31.8700008392334
2024-08-06,31.68000030517578
2024-08-07,32.15999984741211
2024-08-08,32.09000015258789
2024-08-09,32.540000915527344
2024-08-12,32.58000183105469
2024-08-13,32.36000061035156
2024-08-14,32.29999923706055
2024-08-16,32.88999938964844
2024-08-19,33.06999969482422
2024-08-20,33.130001068115234
2024-08-21,33.16999816894531
2024-08-22,33.290000915527344
2024-08-23,33.59000015258789
2024-08-26,33.709999084472656
2024-08-28,34.0
2024-08-29,33.790000915527344
2024-08-30,33.900001525878906
2024-09-02,33.869998931884766
2024-09-03,33.869998931884766
2024-09-04,33.66999816894531
2024-09-05,33.720001220703125
2024-09-06,33.45000076293945
2024-09-09,33.130001068115234
2024-09-10,33.34000015258789
2024-09-11,33.36000061035156
2024-09-12,33.68000030517578
2024-09-13,33.939998626708984
2024-09-16,33.970001220703125
2024-09-17,33.93000030517578
2024-09-18,33.84000015258789
2024-09-19,33.650001525878906
2024-09-20,34.189998626708984
2024-09-23,34.65999984741211
2024-09-24,34.84000015258789
2024-09-25,34.849998474121094
2024-09-26,35.130001068115234
2024-09-27,35.43000030517578
2024-09-30,35.11000061035156
2024-10-01,35.06999969482422
2024-10-03,34.09000015258789
2024-10-04,33.7400016784668
2024-10-07,33.45000076293945
2024-10-08,33.70000076293945
2024-10-09,34.369998931884766
2024-10-10,34.439998626708984
2024-10-11,34.5099983215332
2024-10-14,34.5
2024-10-15,34.290000915527344
2024-10-16,34.08000183105469
2024-10-17,33.290000915527344
2024-10-18,33.689998626708984
2024-10-21,33.33000183105469
2024-10-22,32.630001068115234
2024-10-23,32.459999084472656
2024-10-24,32.029998779296875
2024-10-25,31.440000534057617
2024-10-28,31.579999923706055
2024-10-29,31.360000610351562
2024-10-31,31.34000015258789
2024-11-01,31.6299991607666
2024-11-04,31.200000762939453
2024-11-06,31.959999084472656
2024-11-07,31.59000015258789
2024-11-08,31.200000762939453
2024-11-11,31.030000686645508
2024-11-12,30.6200008392334
2024-11-13,29.920000076293945
2024-11-14,29.959999084472656
2024-11-18,30.010000228881836
2024-11-19,30.299999237060547
2024-11-21,30.09000015258789
2024-11-22,30.280000686645508
2024-11-25,30.729999542236328
2024-11-26,30.600000381469727
2024-11-27,30.670000076293945
2024-11-28,30.510000228881836
2024-11-29,30.510000228881836
2024-12-02,30.709999084472656
2024-12-03,31.059999465942383
2024-12-04,31.469999313354492
2024-12-05,31.350000381469727
2024-12-06,31.549999237060547
2024-12-09,31.469999313354492
2024-12-10,31.399999618530273
2024-12-11,31.489999771118164
2024-12-12,31.219999313354492
2024-12-13,31.170000076293945
2024-12-16,31.139999389648438
2024-12-17,30.709999084472656
2024-12-18,30.5
2024-12-19,30.290000915527344
2024-12-20,29.649999618530273
2024-12-23,29.5
2024-12-24,29.6299991607666
2024-12-26,29.829999923706055
2024-12-27,29.950000762939453
2024-12-30,29.65999984741211
2024-12-31,29.739999771118164
2025-01-01,29.959999084472656
2025-01-02,30.56999969482422
2025-01-03,30.59000015258789
2025-01-06,29.81999969482422
2025-01-07,29.979999542236328
2025-01-08,29.809999465942383
2025-01-09,29.68000030517578
2025-01-10,29.200000762939453
2025-01-13,28.290000915527344
2025-01-14,28.729999542236328
