Date,ODPV3.SA
2015-08-24,5.748743057250977
2015-08-25,5.908602714538574
2015-08-26,6.025418758392334
2015-08-27,6.117645740509033
2015-08-28,6.025418758392334
2015-08-31,6.01312255859375
2015-09-01,5.9331955909729
2015-09-02,5.877857208251953
2015-09-03,5.840967178344727
2015-09-04,5.920895099639893
2015-09-08,5.9331955909729
2015-09-09,5.994678020477295
2015-09-10,5.9331955909729
2015-09-11,5.871709823608398
2015-09-14,5.945491313934326
2015-09-15,5.9331955909729
2015-09-16,6.099198818206787
2015-09-17,6.159777641296387
2015-09-18,6.0427422523498535
2015-09-21,5.974982738494873
2015-09-22,5.91338586807251
2015-09-23,5.944187164306641
2015-09-24,5.747073650360107
2015-09-25,5.925706386566162
2015-09-28,5.931862831115723
2015-09-29,5.950345039367676
2015-09-30,5.882586479187012
2015-10-01,5.981144428253174
2015-10-02,6.067381858825684
2015-10-05,6.202895164489746
2015-10-06,6.104340076446533
2015-10-07,6.1228179931640625
2015-10-08,6.239853382110596
2015-10-09,6.227536678314209
2015-10-13,6.104340076446533
2015-10-14,6.159777641296387
2015-10-15,6.178256988525391
2015-10-16,6.221377849578857
2015-10-19,6.1289777755737305
2015-10-20,6.098182201385498
2015-10-21,6.116660118103027
2015-10-22,6.0550618171691895
2015-10-23,6.159777641296387
2015-10-26,6.172094345092773
2015-10-27,6.165939807891846
2015-10-28,6.190574645996094
2015-10-29,6.141297817230225
2015-10-30,6.125187397003174
2015-11-03,6.354569911956787
2015-11-04,6.261577129364014
2015-11-05,6.36696720123291
2015-11-06,6.571554183959961
2015-11-09,6.292574405670166
2015-11-10,6.323571681976318
2015-11-11,6.273977756500244
2015-11-12,6.354569911956787
2015-11-13,6.304971694946289
2015-11-16,6.447563648223877
2015-11-17,6.509559154510498
2015-11-18,6.416565418243408
2015-11-19,6.311175346374512
2015-11-23,6.4785614013671875
2015-11-24,6.422764301300049
2015-11-25,6.292574405670166
2015-11-26,6.261577129364014
2015-11-27,6.323571681976318
2015-11-30,6.168581008911133
2015-12-01,6.149982929229736
2015-12-02,6.174782752990723
2015-12-03,6.397964954376221
2015-12-04,6.447563648223877
2015-12-07,6.335970878601074
2015-12-08,6.360768795013428
2015-12-09,6.391766548156738
2015-12-10,6.323571681976318
2015-12-11,6.3173723220825195
2015-12-14,6.1065874099731445
2015-12-15,6.112787246704102
2015-12-16,6.0880937576293945
2015-12-17,6.16264009475708
2015-12-18,6.057031631469727
2015-12-21,5.901721477508545
2015-12-22,5.945209980010986
2015-12-23,5.957633018493652
2015-12-28,5.95142126083374
2015-12-29,5.907934188842773
2015-12-30,5.870661735534668
2016-01-04,5.597319602966309
2016-01-05,5.833387851715088
2016-01-06,5.901721477508545
2016-01-07,5.7402024269104
2016-01-08,5.765052318572998
2016-01-11,5.777477264404297
2016-01-12,5.702929496765137
2016-01-13,5.6532301902771
2016-01-14,5.715353488922119
2016-01-15,5.715353488922119
2016-01-18,5.597319602966309
2016-01-19,5.6532301902771
2016-01-20,5.591106414794922
2016-01-21,5.721567153930664
2016-01-22,5.7588396072387695
2016-01-26,5.746413707733154
2016-01-27,5.8644490242004395
2016-01-28,6.0011210441589355
2016-01-29,6.274465560913086
2016-02-01,6.286890983581543
2016-02-02,6.044605731964111
2016-02-03,5.870661735534668
2016-02-04,6.025969982147217
2016-02-05,5.963845729827881
2016-02-10,6.03218412399292
2016-02-11,5.852023124694824
2016-02-12,5.901721477508545
2016-02-15,5.839598655700684
2016-02-16,6.044605731964111
2016-02-17,5.98248291015625
2016-02-18,6.0880937576293945
2016-02-19,5.963845729827881
2016-02-22,6.367649078369141
2016-02-23,6.522957801818848
2016-02-24,6.262035369873047
2016-02-25,6.404923915863037
2016-02-26,6.510531425476074
2016-02-29,6.3055243492126465
2016-03-01,6.448409080505371
2016-03-02,6.398709774017334
2016-03-03,6.4794721603393555
2016-03-04,6.572657585144043
2016-03-07,6.647202968597412
2016-03-08,6.423559665679932
2016-03-09,6.696901798248291
2016-03-10,6.895698547363281
2016-03-11,6.9516096115112305
2016-03-14,6.647202968597412
2016-03-15,6.823095798492432
2016-03-16,6.779516220092773
2016-03-17,6.90402364730835
2016-03-18,6.966280460357666
2016-03-21,7.221526622772217
2016-03-22,7.196621894836426
2016-03-23,7.034757614135742
2016-03-24,7.05343770980835
2016-03-28,7.128139019012451
2016-03-29,7.240202903747559
2016-03-30,7.4456400871276855
2016-03-31,7.097014904022217
2016-04-01,7.346029281616211
2016-04-04,7.1654953956604
2016-04-05,7.4456400871276855
2016-04-06,7.501666069030762
2016-04-07,7.4394145011901855
2016-04-08,7.601275444030762
2016-04-11,7.775585174560547
2016-04-12,7.632404804229736
2016-04-13,7.954471588134766
2016-04-14,7.634535789489746
2016-04-15,7.778817176818848
2016-04-18,7.621984481811523
2016-04-19,7.615713119506836
2016-04-20,7.45888090133667
2016-04-22,7.4024200439453125
2016-04-25,7.371057033538818
2016-04-26,7.433791637420654
2016-04-27,7.465156078338623
2016-04-28,6.9482269287109375
2016-04-29,6.607130527496338
2016-05-02,6.5186991691589355
2016-05-03,6.600814342498779
2016-05-04,6.474480628967285
2016-05-05,6.607130527496338
2016-05-06,6.695564270019531
2016-05-09,6.695564270019531
2016-05-10,6.954541206359863
2016-05-11,7.074557304382324
2016-05-12,7.175622463226318
2016-05-13,7.137722015380859
2016-05-16,7.112456798553467
2016-05-17,7.024026393890381
2016-05-18,7.200889587402344
2016-05-19,7.181937217712402
2016-05-20,7.137722015380859
2016-05-23,7.099822998046875
2016-05-24,7.061923980712891
2016-05-25,6.979809284210205
2016-05-27,7.030341148376465
2016-05-30,6.916642189025879
2016-05-31,7.08087158203125
2016-06-01,7.074557304382324
2016-06-02,7.093506813049316
2016-06-03,7.011391639709473
2016-06-06,6.922962188720703
2016-06-07,6.986125946044922
2016-06-08,6.954541206359863
2016-06-09,6.859793663024902
2016-06-10,6.828212261199951
2016-06-13,6.885058879852295
2016-06-14,6.758730888366699
2016-06-15,6.866109371185303
2016-06-16,6.891377925872803
2016-06-17,6.8976945877075195
2016-06-20,7.151851177215576
2016-06-21,7.310080051422119
2016-06-22,7.474635601043701
2016-06-23,7.620202541351318
2016-06-24,7.784761428833008
2016-06-27,8.455641746520996
2016-06-28,8.240453720092773
2016-06-29,8.25311279296875
2016-06-30,8.423993110656738
2016-07-01,8.575895309448242
2016-07-04,8.588550567626953
2016-07-05,8.480956077575684
2016-07-06,8.480956077575684
2016-07-07,8.512603759765625
2016-07-08,8.493616104125977
2016-07-11,8.512603759765625
2016-07-12,8.6898193359375
2016-07-13,8.841716766357422
2016-07-14,8.582222938537598
2016-07-15,8.550580978393555
2016-07-18,8.449311256408691
2016-07-19,8.442981719970703
2016-07-20,8.512603759765625
2016-07-21,8.613868713378906
2016-07-22,8.493616104125977
2016-07-25,8.208808898925781
2016-07-26,8.227795600891113
2016-07-27,8.272102355957031
2016-07-28,8.227795600891113
2016-07-29,8.227795600891113
2016-08-01,8.63918685913086
2016-08-02,8.623297691345215
2016-08-03,8.820146560668945
2016-08-04,8.680445671081543
2016-08-05,8.521696090698242
2016-08-08,8.566150665283203
2016-08-09,8.57249641418457
2016-08-10,8.381998062133789
2016-08-11,8.420100212097168
2016-08-12,8.070849418640137
2016-08-15,7.880347728729248
2016-08-16,7.766048908233643
2016-08-17,8.096250534057617
2016-08-18,8.083552360534668
2016-08-19,8.15339469909668
