Date,ESSITY-B.ST
2017-09-21,174.7772674560547
2017-09-22,175.180908203125
2017-09-25,178.00640869140625
2017-09-26,177.9256591796875
2017-09-27,176.14964294433594
2017-09-28,176.71475219726562
2017-09-29,178.89442443847656
2017-10-02,180.2667999267578
2017-10-03,185.9178009033203
2017-10-04,184.1417694091797
2017-10-05,186.8865203857422
2017-10-06,184.78759765625
2017-10-09,186.8865203857422
2017-10-10,188.50112915039062
2017-10-11,186.72508239746094
2017-10-12,186.0792694091797
2017-10-13,187.12872314453125
2017-10-16,188.09747314453125
2017-10-17,187.69383239746094
2017-10-18,187.12872314453125
2017-10-19,185.43341064453125
2017-10-20,184.30322265625
2017-10-23,183.01158142089844
2017-10-24,183.89959716796875
2017-10-25,181.8006591796875
2017-10-26,196.0088653564453
2017-10-27,197.70419311523438
2017-10-30,196.4125213623047
2017-10-31,202.06349182128906
2017-11-01,197.05833435058594
2017-11-02,195.92813110351562
2017-11-03,198.6728973388672
2017-11-06,199.8031005859375
2017-11-07,198.02708435058594
2017-11-08,199.1572723388672
2017-11-09,197.784912109375
2017-11-10,196.4125213623047
2017-11-13,197.38125610351562
2017-11-14,196.89686584472656
2017-11-15,197.30052185058594
2017-11-16,200.6103973388672
2017-11-17,199.3994598388672
2017-11-20,198.91510009765625
2017-11-21,200.1260223388672
2017-11-22,198.1885528564453
2017-11-23,200.20677185058594
2017-11-24,199.3994598388672
2017-11-27,196.573974609375
2017-11-28,199.07656860351562
2017-11-29,195.7666778564453
2017-11-30,196.25106811523438
2017-12-01,196.816162109375
2017-12-04,203.43589782714844
2017-12-05,203.51663208007812
2017-12-06,200.85256958007812
2017-12-07,201.82131958007812
2017-12-08,199.1572723388672
2017-12-11,201.33692932128906
2017-12-12,201.1754913330078
2017-12-13,200.93328857421875
2017-12-14,196.33175659179688
2017-12-15,195.605224609375
2017-12-18,197.54269409179688
2017-12-19,193.74847412109375
2017-12-20,190.1156768798828
2017-12-21,193.667724609375
2017-12-22,191.3266143798828
2017-12-27,190.27713012695312
2017-12-28,188.50112915039062
2017-12-29,188.09747314453125
2018-01-02,187.37091064453125
2018-01-03,191.8109893798828
2018-01-04,192.86045837402344
2018-01-05,191.48806762695312
2018-01-08,192.77972412109375
2018-01-09,190.03494262695312
2018-01-10,189.46986389160156
2018-01-11,192.86045837402344
2018-01-12,190.76150512695312
2018-01-15,192.69900512695312
2018-01-16,190.03494262695312
2018-01-17,190.1156768798828
2018-01-18,188.3396453857422
2018-01-19,189.30841064453125
2018-01-22,191.3266143798828
2018-01-23,193.58702087402344
2018-01-24,189.0662078857422
2018-01-25,191.08444213867188
2018-01-26,194.15211486816406
2018-01-29,192.45680236816406
2018-01-30,191.1651611328125
2018-01-31,190.51931762695312
2018-02-01,190.3578643798828
2018-02-02,188.50112915039062
2018-02-05,182.0428466796875
2018-02-06,175.907470703125
2018-02-07,180.42825317382812
2018-02-08,177.0376739501953
2018-02-09,180.8319091796875
2018-02-12,182.36573791503906
2018-02-13,180.2667999267578
2018-02-14,179.86317443847656
2018-02-15,180.6704559326172
2018-02-16,182.0428466796875
2018-02-19,182.4464874267578
2018-02-20,182.4464874267578
2018-02-21,181.63919067382812
2018-02-22,181.5584716796875
2018-02-23,182.68865966796875
2018-02-26,185.8370819091797
2018-02-27,183.0923309326172
2018-02-28,184.06105041503906
2018-03-01,180.2667999267578
2018-03-02,176.71475219726562
2018-03-05,181.39700317382812
2018-03-06,184.46469116210938
2018-03-07,183.57666015625
2018-03-08,188.09747314453125
2018-03-09,187.20945739746094
2018-03-12,186.48289489746094
2018-03-13,183.57666015625
2018-03-14,185.5948944091797
2018-03-15,184.30322265625
2018-03-16,181.88137817382812
2018-03-19,180.42825317382812
2018-03-20,179.62098693847656
2018-03-21,178.57150268554688
2018-03-22,176.7954864501953
2018-03-23,177.84495544433594
2018-03-26,177.2798309326172
2018-03-27,180.50900268554688
2018-03-28,184.2224884033203
2018-03-29,186.16000366210938
2018-04-03,183.4152069091797
2018-04-04,183.89959716796875
2018-04-05,186.0792694091797
2018-04-06,183.7381134033203
2018-04-09,182.0428466796875
2018-04-10,182.1235809326172
2018-04-11,177.9256591796875
2018-04-12,180.6704559326172
2018-04-13,181.7890167236328
2018-04-16,182.2861785888672
2018-04-17,182.53472900390625
2018-04-18,183.6118927001953
2018-04-19,185.517578125
2018-04-20,180.0490264892578
2018-04-23,180.87759399414062
2018-04-24,178.39187622070312
2018-04-25,178.88902282714844
2018-04-26,178.97186279296875
2018-04-27,184.77188110351562
2018-04-30,184.77188110351562
2018-05-02,186.92617797851562
2018-05-03,184.44046020507812
2018-05-04,187.58901977539062
2018-05-07,191.0690460205078
2018-05-08,192.89190673828125
2018-05-09,193.47190856933594
2018-05-11,189.7433319091797
2018-05-14,192.64334106445312
2018-05-15,193.47190856933594
2018-05-16,192.7261962890625
2018-05-17,195.37762451171875
2018-05-18,196.70333862304688
2018-05-21,194.7147674560547
2018-05-22,196.62049865722656
2018-05-23,195.04620361328125
2018-05-24,195.12904357910156
2018-05-25,193.0576171875
2018-05-28,189.57760620117188
2018-05-29,189.6604766845703
2018-05-30,190.32333374023438
2018-05-31,185.60047912597656
2018-06-01,185.84906005859375
2018-06-04,183.19760131835938
2018-06-05,180.0490264892578
2018-06-06,180.0490264892578
2018-06-07,178.2261505126953
2018-06-08,179.80044555664062
2018-06-11,180.4633026123047
2018-06-12,178.97186279296875
2018-06-13,179.55184936523438
2018-06-14,178.47471618652344
2018-06-15,178.80615234375
2018-06-18,177.06614685058594
2018-06-19,178.2261505126953
2018-06-20,180.2147216796875
2018-06-21,180.2147216796875
2018-06-22,180.2147216796875
2018-06-25,181.87188720703125
2018-06-26,180.2147216796875
2018-06-27,182.53472900390625
2018-06-28,179.88331604003906
2018-06-29,183.2804412841797
2018-07-02,184.02618408203125
2018-07-03,184.44046020507812
2018-07-04,182.2861785888672
2018-07-05,180.38043212890625
2018-07-06,181.45758056640625
2018-07-09,181.7890167236328
2018-07-10,182.4518585205078
2018-07-11,181.45758056640625
2018-07-12,183.11474609375
2018-07-13,182.12045288085938
2018-07-16,181.70614624023438
2018-07-17,178.55758666992188
2018-07-18,178.97186279296875
2018-07-19,185.68331909179688
2018-07-20,190.90333557128906
2018-07-23,184.60617065429688
2018-07-24,183.11474609375
2018-07-25,181.95472717285156
2018-07-26,182.53472900390625
2018-07-27,182.20330810546875
2018-07-30,182.61758422851562
2018-07-31,182.20330810546875
2018-08-01,187.50619506835938
2018-08-02,188.91473388671875
2018-08-03,191.0690460205078
2018-08-06,190.90333557128906
2018-08-07,191.6490478515625
2018-08-08,190.57188415527344
2018-08-09,189.32904052734375
2018-08-10,187.58901977539062
2018-08-13,187.42332458496094
2018-08-14,187.42332458496094
2018-08-15,188.66616821289062
2018-08-16,193.7205047607422
2018-08-17,194.96334838867188
2018-08-20,196.45477294921875
2018-08-21,196.78619384765625
2018-08-22,196.53762817382812
2018-08-23,197.20050048828125
2018-08-24,197.44908142089844
2018-08-27,198.11192321777344
2018-08-28,196.3719024658203
2018-08-29,197.20050048828125
2018-08-30,197.8633575439453
2018-08-31,196.3719024658203
2018-09-03,195.46046447753906
2018-09-04,195.79190063476562
2018-09-05,195.46046447753906
2018-09-06,194.21762084960938
2018-09-07,194.7147674560547
2018-09-10,195.37762451171875
2018-09-11,195.62620544433594
2018-09-12,197.5319061279297
2018-09-13,195.46046447753906
2018-09-14,196.62049865722656
2018-09-17,195.37762451171875
2018-09-18,192.97474670410156
2018-09-19,191.31761169433594
2018-09-20,190.57188415527344
2018-09-21,195.29478454589844
2018-09-24,190.65475463867188
2018-09-25,190.57188415527344
2018-09-26,190.57188415527344
2018-09-27,190.9862060546875
2018-09-28,185.1033172607422
2018-10-01,185.84906005859375
2018-10-02,184.77188110351562
2018-10-03,189.32904052734375
2018-10-04,186.8433074951172
2018-10-05,187.50619506835938
2018-10-08,187.2576141357422
2018-10-09,188.2518768310547
2018-10-10,186.8433074951172
2018-10-11,181.45758056640625
2018-10-12,181.45758056640625
2018-10-15,182.70045471191406
2018-10-16,180.62904357910156
2018-10-17,180.87759399414062
2018-10-18,180.96043395996094
2018-10-19,180.13186645507812
2018-10-22,181.62332153320312
2018-10-23,179.3861846923828
2018-10-24,179.55184936523438
2018-10-25,179.96615600585938
2018-10-26,177.64614868164062
2018-10-29,169.60899353027344
2018-10-30,170.52044677734375
2018-10-31,173.0889892578125
2018-11-01,172.34327697753906
2018-11-02,174.6632843017578
2018-11-05,173.2547149658203
2018-11-06,172.9232940673828
2018-11-07,173.0889892578125
2018-11-08,172.75755310058594
2018-11-09,176.15472412109375
2018-11-12,179.6347198486328
2018-11-13,179.6347198486328
2018-11-14,178.97186279296875
2018-11-15,181.95472717285156
2018-11-16,186.26333618164062
2018-11-19,182.61758422851562
2018-11-20,179.0547332763672
2018-11-21,180.96043395996094
2018-11-22,180.4633026123047
2018-11-23,183.6118927001953
2018-11-26,183.6118927001953
2018-11-27,186.59475708007812
2018-11-28,188.4176025390625
2018-11-29,193.0576171875
2018-11-30,193.22332763671875
2018-12-03,191.48333740234375
2018-12-04,191.23477172851562
2018-12-05,187.50619506835938
2018-12-06,183.36331176757812
2018-12-07,187.42332458496094
2018-12-10,186.26333618164062
2018-12-11,188.33474731445312
2018-12-12,190.15762329101562
2018-12-13,190.40618896484375
2018-12-14,189.08045959472656
2018-12-17,185.76617431640625
2018-12-18,186.5118865966797
2018-12-19,186.5118865966797
2018-12-20,181.1261749267578
2018-12-21,180.79473876953125
2018-12-27,177.31471252441406
2018-12-28,180.29757690429688
2019-01-02,180.79473876953125
2019-01-03,180.13186645507812
2019-01-04,180.96043395996094
2019-01-07,179.88331604003906
2019-01-08,180.29757690429688
2019-01-09,185.76617431640625
2019-01-10,188.7490692138672
2019-01-11,187.50619506835938
2019-01-14,185.02047729492188
2019-01-15,184.35760498046875
2019-01-16,184.35760498046875
2019-01-17,187.50619506835938
2019-01-18,188.50045776367188
2019-01-21,187.1747589111328
2019-01-22,185.4347381591797
2019-01-23,185.18617248535156
2019-01-24,185.84906005859375
2019-01-25,185.931884765625
2019-01-28,187.3404541015625
2019-01-29,190.48904418945312
2019-01-30,189.4947509765625
2019-01-31,207.30908203125
2019-02-01,206.0662078857422
2019-02-04,203.82908630371094
2019-02-05,208.38623046875
2019-02-06,207.30908203125
2019-02-07,209.21478271484375
2019-02-08,211.7005157470703
2019-02-11,212.1147918701172
2019-02-12,210.20907592773438
2019-02-13,210.62338256835938
2019-02-14,211.94911193847656
2019-02-15,214.1862335205078
2019-02-18,215.42910766601562
2019-02-19,217.4176788330078
2019-02-20,219.73768615722656
2019-02-21,220.40054321289062
2019-02-22,219.9033966064453
2019-02-25,215.67767333984375
2019-02-26,216.50624084472656
2019-02-27,213.60621643066406
2019-02-28,213.52340698242188
2019-03-01,214.68341064453125
2019-03-04,216.50624084472656
2019-03-05,218.66053771972656
2019-03-06,213.8548126220703
2019-03-07,215.0148162841797
2019-03-08,216.9205322265625
2019-03-11,216.25770568847656
2019-03-12,217.1691131591797
2019-03-13,217.66627502441406
2019-03-14,220.56629943847656
2019-03-15,221.3948516845703
2019-03-18,223.05201721191406
2019-03-19,221.47769165039062
2019-03-20,221.56053161621094
2019-03-21,222.47198486328125
2019-03-22,222.30624389648438
2019-03-25,221.89198303222656
2019-03-26,220.64910888671875
2019-03-27,224.12913513183594
2019-03-28,227.36056518554688
2019-03-29,222.1405792236328
2019-04-01,220.2348175048828
2019-04-02,219.2405548095703
2019-04-03,220.64910888671875
2019-04-04,220.1519775390625
2019-04-05,221.04124450683594
2019-04-08,223.07379150390625
2019-04-09,221.71873474121094
2019-04-10,226.12261962890625
2019-04-11,222.98907470703125
2019-04-12,224.34413146972656
2019-04-15,223.8360137939453
2019-04-16,223.4972381591797
2019-04-17,226.12261962890625
2019-04-18,224.2594451904297
2019-04-23,228.07049560546875
2019-04-24,230.3571319580078
2019-04-25,235.94668579101562
2019-04-26,238.57208251953125
2019-04-29,237.97923278808594
2019-04-30,238.65673828125
2019-05-02,238.4026641845703
2019-05-03,237.8098602294922
2019-05-06,237.47108459472656
2019-05-07,235.26914978027344
2019-05-08,234.845703125
2019-05-09,235.43853759765625
2019-05-10,237.47108459472656
2019-05-13,236.53953552246094
2019-05-14,236.62420654296875
2019-05-15,238.9955291748047
2019-05-16,242.89125061035156
2019-05-17,242.97592163085938
2019-05-20,241.1974639892578
2019-05-21,242.89125061035156
2019-05-22,242.63722229003906
2019-05-23,241.1974639892578
2019-05-24,242.12904357910156
2019-05-27,241.45155334472656
2019-05-28,243.8228759765625
2019-05-29,237.97923278808594
2019-05-31,235.86195373535156
2019-06-03,236.70889282226562
2019-06-04,236.53953552246094
2019-06-05,239.58834838867188
2019-06-07,245.4319610595703
2019-06-11,243.90757751464844
2019-06-12,249.07363891601562
2019-06-13,248.73489379882812
2019-06-14,250.6827392578125
2019-06-18,250.85215759277344
2019-06-19,247.80332946777344
2019-06-20,248.05734252929688
2019-06-24,247.37986755371094
2019-06-25,248.31146240234375
2019-06-26,244.50038146972656
2019-06-27,242.04437255859375
2019-06-28,241.7056121826172
2019-07-01,243.65347290039062
2019-07-02,247.9727020263672
2019-07-03,248.48081970214844
2019-07-04,249.24302673339844
2019-07-05,247.21046447753906
2019-07-08,248.48081970214844
2019-07-09,248.31146240234375
2019-07-10,247.71861267089844
2019-07-11,245.770751953125
2019-07-12,244.5850372314453
2019-07-15,245.60134887695312
2019-07-16,244.92384338378906
2019-07-17,246.78701782226562
2019-07-18,229.2561798095703
2019-07-19,234.59164428710938
2019-07-22,236.45481872558594
2019-07-23,240.77401733398438
2019-07-24,241.11277770996094
2019-07-25,238.23330688476562
2019-07-26,238.4026641845703
2019-07-29,238.82615661621094
2019-07-30,243.48410034179688
2019-07-31,243.90757751464844
2019-08-01,246.53292846679688
2019-08-02,240.18118286132812
2019-08-06,237.64048767089844
2019-08-07,238.82615661621094
2019-08-08,243.06063842773438
2019-08-09,240.77401733398438
2019-08-12,241.11277770996094
2019-08-13,241.28216552734375
2019-08-14,241.53622436523438
2019-08-15,241.3668670654297
2019-08-16,246.02481079101562
2019-08-19,248.39613342285156
2019-08-20,250.08990478515625
2019-08-21,249.24302673339844
2019-08-22,246.7023162841797
2019-08-23,245.51663208007812
2019-08-26,246.8717041015625
2019-08-27,248.65020751953125
2019-08-28,251.2755889892578
2019-08-29,255.001953125
2019-08-30,259.2364807128906
2019-09-02,258.0508117675781
2019-09-03,259.9139709472656
2019-09-04,260.16802978515625
2019-09-05,249.7511749267578
2019-09-06,247.80332946777344
2019-09-09,241.45155334472656
2019-09-10,236.2854461669922
2019-09-11,241.1974639892578
2019-09-12,244.5850372314453
2019-09-13,238.0639190673828
2019-09-16,236.45481872558594
2019-09-17,240.60462951660156
2019-09-18,242.97592163085938
2019-09-19,243.9922332763672
2019-09-20,241.02804565429688
2019-09-23,239.58834838867188
2019-09-24,243.8228759765625
2019-09-25,240.68936157226562
2019-09-26,244.16160583496094
2019-09-27,243.9922332763672
2019-09-30,243.31472778320312
2019-10-01,242.72190856933594
2019-10-02,237.64048767089844
2019-10-03,237.21705627441406
2019-10-04,240.60462951660156
2019-10-07,245.1779022216797
2019-10-08,239.41896057128906
2019-10-09,242.89125061035156
2019-10-10,239.41896057128906
2019-10-11,239.33428955078125
2019-10-14,239.7577667236328
2019-10-15,238.741455078125
2019-10-16,240.0117950439453
2019-10-17,244.41575622558594
2019-10-18,244.8391571044922
2019-10-21,245.68605041503906
2019-10-22,248.05734252929688
2019-10-23,243.48410034179688
2019-10-24,243.65347290039062
2019-10-25,258.5589294433594
2019-10-28,257.20391845703125
2019-10-29,253.47752380371094
2019-10-30,257.7120361328125
2019-10-31,255.17132568359375
2019-11-01,257.20391845703125
2019-11-04,255.17132568359375
2019-11-05,254.8325958251953
2019-11-06,257.6273193359375
2019-11-07,255.5101318359375
2019-11-08,257.7120361328125
2019-11-11,253.7316131591797
2019-11-12,253.64691162109375
2019-11-13,257.373291015625
2019-11-14,257.7120361328125
2019-11-15,257.7120361328125
2019-11-18,257.7120361328125
2019-11-19,258.30487060546875
2019-11-20,258.1354675292969
2019-11-21,256.2723083496094
2019-11-22,255.5947723388672
2019-11-25,255.84889221191406
2019-11-26,258.30487060546875
2019-11-27,254.91729736328125
2019-11-28,256.2723083496094
2019-11-29,254.91729736328125
2019-12-02,251.19091796875
2019-12-03,248.98899841308594
2019-12-04,251.6143341064453
2019-12-05,248.56552124023438
2019-12-06,249.83584594726562
2019-12-09,249.4123992919922
2019-12-10,245.34730529785156
2019-12-11,246.4482879638672
2019-12-12,245.85543823242188
2019-12-13,246.8717041015625
2019-12-16,250.5133819580078
2019-12-17,253.9010009765625
2019-12-18,252.54592895507812
2019-12-19,254.57850646972656
2019-12-20,258.4742736816406
2019-12-23,259.1517639160156
2019-12-27,258.30487060546875
2019-12-30,255.5947723388672
2020-01-02,261.2690124511719
2020-01-03,258.5589294433594
2020-01-07,258.897705078125
2020-01-08,260.8455810546875
2020-01-09,258.30487060546875
2020-01-10,259.1517639160156
2020-01-13,267.2820129394531
2020-01-14,265.5882263183594
2020-01-15,267.4513854980469
2020-01-16,270.75433349609375
2020-01-17,272.3634338378906
2020-01-20,272.3634338378906
2020-01-21,271.85528564453125
2020-01-22,258.38958740234375
2020-01-23,260.8455810546875
2020-01-24,265.080078125
2020-01-27,263.1322021484375
2020-01-28,264.8260192871094
2020-01-29,262.7934265136719
2020-01-30,259.82928466796875
2020-01-31,259.1517639160156
2020-02-03,260.422119140625
2020-02-04,264.6566467285156
2020-02-05,263.47100830078125
2020-02-06,263.3862609863281
2020-02-07,263.1322021484375
2020-02-10,264.1485290527344
2020-02-11,265.9269714355469
2020-02-12,266.689208984375
2020-02-13,266.7738952636719
2020-02-14,267.19732666015625
2020-02-17,266.7738952636719
2020-02-18,267.6208190917969
2020-02-19,270.1614990234375
2020-02-20,267.7901611328125
2020-02-21,267.0279541015625
2020-02-24,256.1875915527344
2020-02-25,254.0703582763672
2020-02-26,256.3570251464844
2020-02-27,251.953125
2020-02-28,243.56878662109375
2020-03-02,245.4319610595703
2020-03-03,255.17132568359375
2020-03-04,260.9302978515625
2020-03-05,265.9269714355469
2020-03-06,259.82928466796875
2020-03-09,253.39288330078125
2020-03-10,248.81961059570312
2020-03-11,249.07363891601562
2020-03-12,231.1193389892578
2020-03-13,232.2203369140625
2020-03-16,229.67959594726562
2020-03-17,239.7577667236328
2020-03-18,233.236572265625
2020-03-19,252.2918701171875
2020-03-20,244.41575622558594
2020-03-23,236.2854461669922
2020-03-24,238.31802368164062
2020-03-25,242.97592163085938
2020-03-26,254.6632080078125
2020-03-27,246.27886962890625
2020-03-30,258.22015380859375
2020-03-31,259.1517639160156
2020-04-01,244.41575622558594
2020-04-02,242.80657958984375
2020-04-03,241.3668670654297
2020-04-06,242.97592163085938
2020-04-07,244.16160583496094
2020-04-08,238.82615661621094
2020-04-09,241.28216552734375
2020-04-14,254.57850646972656
2020-04-15,257.0345153808594
2020-04-16,260.2527160644531
2020-04-17,258.38958740234375
2020-04-20,261.6077880859375
2020-04-21,263.2168884277344
2020-04-22,263.8944396972656
2020-04-23,258.5589294433594
2020-04-24,257.2886047363281
2020-04-27,262.5393981933594
2020-04-28,267.0279541015625
2020-04-29,267.2820129394531
2020-04-30,268.8911437988281
2020-05-04,261.86187744140625
2020-05-05,262.20062255859375
2020-05-06,257.373291015625
2020-05-07,259.4057922363281
2020-05-08,264.7413024902344
2020-05-11,266.85858154296875
2020-05-12,266.85858154296875
2020-05-13,264.8260192871094
2020-05-14,254.3244171142578
2020-05-15,257.0345153808594
2020-05-18,264.06378173828125
2020-05-19,260.5068359375
2020-05-20,259.3211975097656
2020-05-22,259.4057922363281
2020-05-25,263.5556945800781
2020-05-26,259.82928466796875
2020-05-27,257.1192321777344
2020-05-28,262.7087707519531
2020-05-29,263.2168884277344
2020-06-01,259.49053955078125
2020-06-02,256.0182189941406
2020-06-03,254.23973083496094
2020-06-04,249.66647338867188
2020-06-05,240.60462951660156
2020-06-08,245.9401092529297
2020-06-09,243.14535522460938
2020-06-10,249.58181762695312
2020-06-11,241.3668670654297
2020-06-12,241.790283203125
2020-06-15,245.60134887695312
2020-06-16,249.66647338867188
2020-06-17,254.40911865234375
2020-06-18,254.4938201904297
2020-06-22,250.93685913085938
2020-06-23,251.10618591308594
2020-06-24,248.05734252929688
2020-06-25,251.02149963378906
2020-06-26,253.13877868652344
2020-06-29,254.23973083496094
2020-06-30,255.001953125
2020-07-01,255.001953125
2020-07-02,258.897705078125
2020-07-03,256.1029357910156
2020-07-06,258.5589294433594
2020-07-07,255.76416015625
2020-07-08,252.71534729003906
2020-07-09,249.58181762695312
2020-07-10,250.2593231201172
2020-07-13,250.5133819580078
2020-07-14,247.71861267089844
2020-07-15,249.4971466064453
2020-07-16,246.95643615722656
2020-07-17,245.770751953125
2020-07-20,247.37986755371094
2020-07-21,245.9401092529297
2020-07-22,243.8228759765625
2020-07-23,244.7544403076172
2020-07-24,243.31472778320312
2020-07-27,242.4678192138672
2020-07-28,244.33099365234375
2020-07-29,248.9042510986328
2020-07-30,246.7023162841797
2020-07-31,244.33099365234375
2020-08-03,246.1094970703125
2020-08-04,247.29513549804688
2020-08-05,246.61764526367188
2020-08-06,244.5850372314453
2020-08-07,244.8391571044922
2020-08-10,242.72190856933594
2020-08-11,244.50038146972656
2020-08-12,249.4971466064453
2020-08-13,249.07363891601562
2020-08-14,245.60134887695312
2020-08-17,247.71861267089844
2020-08-18,249.32769775390625
2020-08-19,251.44500732421875
2020-08-20,254.0703582763672
2020-08-21,254.3244171142578
2020-08-24,257.0345153808594
2020-08-25,257.2886047363281
2020-08-26,258.897705078125
2020-08-27,258.7283020019531
2020-08-28,253.13877868652344
2020-08-31,252.03781127929688
2020-09-01,249.83584594726562
2020-09-02,254.15505981445312
2020-09-03,253.05404663085938
2020-09-04,249.83584594726562
2020-09-07,253.13877868652344
2020-09-08,252.03781127929688
2020-09-09,256.9498291015625
2020-09-10,255.08665466308594
2020-09-11,256.3570251464844
2020-09-14,255.25601196289062
2020-09-15,255.4254150390625
2020-09-16,255.84889221191406
2020-09-17,259.9986877441406
2020-09-18,259.49053955078125
2020-09-21,254.91729736328125
2020-09-22,256.8651428222656
2020-09-23,259.1517639160156
2020-09-24,256.1029357910156
2020-09-25,258.0508117675781
2020-09-28,260.0834045410156
2020-09-29,258.4742736816406
2020-09-30,256.4416809082031
2020-10-01,255.4254150390625
2020-10-02,251.78372192382812
2020-10-05,253.05404663085938
2020-10-06,252.20718383789062
2020-10-07,249.83584594726562
2020-10-08,249.58181762695312
2020-10-09,250.93685913085938
2020-10-12,257.373291015625
2020-10-13,254.91729736328125
2020-10-14,255.4254150390625
2020-10-15,252.4612579345703
2020-10-16,256.0182189941406
2020-10-19,253.56219482421875
2020-10-20,254.40911865234375
2020-10-21,252.63063049316406
2020-10-22,233.32125854492188
2020-10-23,230.94996643066406
2020-10-26,227.47767639160156
2020-10-27,231.5427703857422
2020-10-28,229.51022338867188
2020-10-29,228.68667602539062
2020-10-30,223.57200622558594
2020-11-02,228.42662048339844
2020-11-03,225.39247131347656
2020-11-04,231.20068359375
2020-11-05,230.33380126953125
2020-11-06,229.90032958984375
2020-11-09,232.24095153808594
2020-11-10,233.1945343017578
2020-11-11,241.43003845214844
2020-11-12,239.3494873046875
2020-11-13,236.9221649169922
2020-11-16,235.18833923339844
2020-11-17,236.22865295410156
2020-11-18,235.621826171875
2020-11-19,234.49485778808594
2020-11-20,235.96859741210938
2020-11-23,230.5938262939453
2020-11-24,225.4791717529297
2020-11-25,233.88803100585938
2020-11-26,236.05526733398438
2020-11-27,237.26893615722656
2020-11-30,235.70851135253906
2020-12-01,230.33380126953125
2020-12-02,230.33380126953125
2020-12-03,229.7269287109375
2020-12-04,225.9993133544922
2020-12-07,224.4388885498047
2020-12-08,228.68667602539062
2020-12-09,228.3399200439453
2020-12-10,235.621826171875
2020-12-11,233.02113342285156
2020-12-14,235.27505493164062
2020-12-15,230.76722717285156
2020-12-16,234.06141662597656
2020-12-17,229.20681762695312
2020-12-18,227.47300720214844
2020-12-21,226.86622619628906
2020-12-22,227.2129669189453
2020-12-23,226.952880859375
2020-12-28,229.29351806640625
2020-12-29,231.0272979736328
2020-12-30,229.29351806640625
2021-01-04,231.9808807373047
2021-01-05,229.8136444091797
2021-01-07,229.29351806640625
2021-01-08,229.1201171875
2021-01-11,225.4791717529297
2021-01-12,227.03956604003906
2021-01-13,230.85391235351562
2021-01-14,233.62799072265625
2021-01-15,229.98703002929688
2021-01-18,228.8600616455078
2021-01-19,229.033447265625
2021-01-20,231.37405395507812
2021-01-21,226.69281005859375
2021-01-22,226.77951049804688
2021-01-25,233.45458984375
2021-01-26,234.8415985107422
2021-01-27,240.8231658935547
2021-01-28,237.26893615722656
2021-01-29,231.72079467773438
2021-02-01,233.28123474121094
2021-02-02,235.621826171875
2021-02-03,237.6156768798828
2021-02-04,235.53515625
2021-02-05,232.58770751953125
2021-02-08,229.033447265625
2021-02-09,228.7733612060547
2021-02-10,228.07986450195312
2021-02-11,228.5133056640625
2021-02-12,228.42662048339844
2021-02-15,227.55970764160156
2021-02-16,227.8197784423828
2021-02-17,228.5133056640625
2021-02-18,226.25936889648438
2021-02-19,223.65869140625
2021-02-22,222.7917938232422
2021-02-23,224.35220336914062
2021-02-24,224.52560424804688
2021-02-25,224.0054473876953
2021-02-26,220.01773071289062
2021-03-01,225.39247131347656
2021-03-02,226.77951049804688
2021-03-03,226.43275451660156
2021-03-04,231.11398315429688
2021-03-05,230.50714111328125
2021-03-08,234.2348175048828
