Date,MTCH
2015-08-03,20.36080551147461
2015-08-04,20.526342391967773
2015-08-05,20.483623504638672
2015-08-06,19.832162857055664
2015-08-07,19.890899658203125
2015-08-10,20.147212982177734
2015-08-11,19.872211456298828
2015-08-12,19.890899658203125
2015-08-13,19.744054794311523
2015-08-14,20.064443588256836
2015-08-17,20.08046531677246
2015-08-18,19.80813217163086
2015-08-19,19.653276443481445
2015-08-20,18.996477127075195
2015-08-21,18.865650177001953
2015-08-24,17.9578800201416
2015-08-25,17.952537536621094
2015-08-26,18.61467933654785
2015-08-27,19.13264274597168
2015-08-28,19.07390594482422
2015-08-31,18.636037826538086
2015-09-01,18.470502853393555
2015-09-02,18.724145889282227
2015-09-03,18.742835998535156
2015-09-04,18.390405654907227
2015-09-08,18.577301025390625
2015-09-09,18.48385238647461
2015-09-10,18.323657989501953
2015-09-11,18.347686767578125
2015-09-14,18.270259857177734
2015-09-15,18.774873733520508
2015-09-16,18.94841957092285
2015-09-17,18.924388885498047
2015-09-18,18.49453353881836
2015-09-21,18.312976837158203
2015-09-22,18.14210319519043
2015-09-23,18.17681121826172
2015-09-24,18.11540412902832
2015-09-25,17.86176109313965
2015-09-28,17.250350952148438
2015-09-29,17.228988647460938
2015-09-30,17.426563262939453
2015-10-01,17.41321563720703
2015-10-02,18.04331398010254
2015-10-05,18.37972640991211
2015-10-06,18.708127975463867
2015-10-07,19.05254364013672
2015-10-08,19.30084991455078
2015-10-09,19.009828567504883
2015-10-12,19.07390594482422
2015-10-13,19.292837142944336
2015-10-14,18.83628273010254
2015-10-15,18.895021438598633
2015-10-16,19.05521583557129
2015-10-19,18.82293128967285
2015-10-20,18.425113677978516
2015-10-21,17.981910705566406
2015-10-22,18.062007904052734
2015-10-23,18.342348098754883
2015-10-26,18.040645599365234
2015-10-27,17.239667892456055
2015-10-28,17.586759567260742
2015-10-29,17.920501708984375
2015-10-30,17.891130447387695
2015-11-02,17.74962615966797
2015-11-03,17.65083885192871
2015-11-04,17.594770431518555
2015-11-05,17.322437286376953
2015-11-06,17.728267669677734
2015-11-09,17.696226119995117
2015-11-10,17.6241397857666
2015-11-11,17.43724250793457
2015-11-12,17.418554306030273
2015-11-13,17.354476928710938
2015-11-16,17.285058975219727
2015-11-17,16.689664840698242
2015-11-18,16.606897354125977
2015-11-19,13.781984329223633
2015-11-20,14.212087631225586
2015-11-23,13.436033248901367
2015-11-24,13.295783042907715
2015-11-25,13.473433494567871
2015-11-27,13.669784545898438
2015-11-30,13.538883209228516
2015-12-01,13.305131912231445
2015-12-02,13.183581352233887
2015-12-03,12.201825141906738
2015-12-04,12.257925987243652
2015-12-07,12.388827323913574
2015-12-08,12.51037883758545
2015-12-09,12.669328689575195
2015-12-10,13.015279769897461
2015-12-11,12.94048023223877
2015-12-14,12.744129180908203
2015-12-15,13.164880752563477
2015-12-16,13.725885391235352
2015-12-17,13.351882934570312
2015-12-18,13.398633003234863
2015-12-21,12.996580123901367
2015-12-22,13.005929946899414
2015-12-23,13.118131637573242
2015-12-24,13.17423152923584
2015-12-28,12.837629318237305
2015-12-29,12.875030517578125
2015-12-30,12.716078758239746
2015-12-31,12.669328689575195
2016-01-04,12.491677284240723
2016-01-05,12.781530380249023
2016-01-06,13.015279769897461
2016-01-07,12.631929397583008
2016-01-08,12.706727981567383
2016-01-11,12.837629318237305
2016-01-12,12.678678512573242
2016-01-13,12.430902481079102
2016-01-14,12.211175918579102
2016-01-15,12.117674827575684
2016-01-19,11.69692325592041
2016-01-20,11.173317909240723
2016-01-21,11.163968086242676
2016-01-22,11.425771713256836
2016-01-25,11.19201946258545
2016-01-26,11.350971221923828
2016-01-27,11.182668685913086
2016-01-28,11.65952205657959
2016-01-29,11.734322547912598
2016-02-01,11.958723068237305
2016-02-02,11.397720336914062
2016-02-03,9.967162132263184
2016-02-04,9.125656127929688
2016-02-05,8.69555377960205
2016-02-08,8.592703819274902
2016-02-09,8.527252197265625
2016-02-10,8.789053916931152
2016-02-11,9.06955623626709
2016-02-12,9.181756973266602
2016-02-16,9.527709007263184
2016-02-17,9.452908515930176
2016-02-18,9.761460304260254
2016-02-19,9.817561149597168
2016-02-22,9.789510726928711
2016-02-23,9.677311897277832
2016-02-24,9.892361640930176
2016-02-25,9.94846248626709
2016-02-26,9.920411109924316
2016-02-29,10.182212829589844
2016-03-01,10.6497163772583
2016-03-02,10.976968765258789
2016-03-03,11.19201946258545
2016-03-04,10.771267890930176
2016-03-07,11.220070838928223
2016-03-08,10.780616760253906
2016-03-09,10.705816268920898
2016-03-10,10.556215286254883
2016-03-11,10.687115669250488
2016-03-14,10.509465217590332
2016-03-15,10.434664726257324
2016-03-16,10.60296630859375
2016-03-17,10.472064971923828
2016-03-18,9.967162132263184
2016-03-21,10.191563606262207
2016-03-22,10.228962898254395
2016-03-23,10.023262977600098
2016-03-24,10.313114166259766
2016-03-28,10.16351318359375
2016-03-29,10.154162406921387
2016-03-30,10.219614028930664
2016-03-31,10.341164588928223
2016-04-01,10.827366828918457
2016-04-04,10.612317085266113
2016-04-05,10.434664726257324
2016-04-06,10.6497163772583
2016-04-07,10.257014274597168
2016-04-08,9.761460304260254
2016-04-11,9.574459075927734
2016-04-12,9.630558967590332
2016-04-13,9.929760932922363
2016-04-14,10.13546371459961
2016-04-15,10.60296630859375
2016-04-18,10.883467674255371
2016-04-19,10.738540649414062
2016-04-20,10.981642723083496
2016-04-21,10.986318588256836
2016-04-22,10.967617988586426
2016-04-25,10.911518096923828
2016-04-26,10.939567565917969
2016-04-27,10.818016052246094
2016-04-28,10.696464538574219
2016-04-29,10.659065246582031
2016-05-02,10.556215286254883
2016-05-03,10.434664726257324
2016-05-04,11.977424621582031
2016-05-05,12.042875289916992
2016-05-06,11.734322547912598
2016-05-09,12.33272647857666
2016-05-10,13.323833465576172
2016-05-11,13.594985008239746
2016-05-12,13.604334831237793
2016-05-13,13.473433494567871
2016-05-16,13.370583534240723
2016-05-17,13.548233985900879
2016-05-18,12.912430763244629
2016-05-19,12.56647777557373
2016-05-20,13.033980369567871
2016-05-23,13.136832237243652
2016-05-24,13.127481460571289
2016-05-25,13.323833465576172
2016-05-26,12.753479957580566
2016-05-27,13.024630546569824
2016-05-31,13.090082168579102
2016-06-01,12.575827598571777
2016-06-02,12.659978866577148
2016-06-03,12.351426124572754
2016-06-06,12.53842830657959
2016-06-07,12.903080940246582
2016-06-08,13.080731391906738
2016-06-09,13.753934860229492
2016-06-10,13.594985008239746
2016-06-13,13.295783042907715
2016-06-14,14.829191207885742
2016-06-15,14.473889350891113
2016-06-16,13.931586265563965
2016-06-17,13.83808708190918
2016-06-20,13.810036659240723
2016-06-21,14.155988693237305
2016-06-22,14.314939498901367
2016-06-23,14.586091041564941
2016-06-24,13.651084899902344
2016-06-27,13.1461820602417
2016-06-28,13.2396821975708
2016-06-29,13.623034477233887
2016-06-30,14.095212936401367
2016-07-01,14.529990196228027
