Date,IRCON.NS
2018-09-28,31.356908798217773
2018-10-01,32.24030685424805
2018-10-03,31.817481994628906
2018-10-04,30.737777709960938
2018-10-05,30.18659782409668
2018-10-08,28.846397399902344
2018-10-09,27.457120895385742
2018-10-10,27.56282615661621
2018-10-11,27.253257751464844
2018-10-12,27.78555679321289
2018-10-15,28.34429168701172
2018-10-16,28.646310806274414
2018-10-17,27.755353927612305
2018-10-19,27.313657760620117
2018-10-22,26.864408493041992
2018-10-23,26.26414680480957
2018-10-24,26.086713790893555
2018-10-25,25.87530517578125
2018-10-26,26.16599464416504
2018-10-29,26.317005157470703
2018-10-30,26.301904678344727
2018-10-31,26.230175018310547
2018-11-01,26.909709930419922
2018-11-02,27.24947738647461
2018-11-05,27.60812759399414
2018-11-06,27.483549118041992
2018-11-07,28.03849220275879
2018-11-09,29.091785430908203
2018-11-12,30.775527954101562
2018-11-13,31.37955665588379
2018-11-14,31.798606872558594
2018-11-15,31.889217376708984
2018-11-16,31.330482482910156
2018-11-19,30.96428871154785
2018-11-20,30.34137725830078
2018-11-21,30.069564819335938
2018-11-22,29.356046676635742
2018-11-26,29.3900203704834
2018-11-27,30.839710235595703
2018-11-28,31.98360252380371
2018-11-29,32.296939849853516
2018-11-30,32.44794845581055
2018-12-03,32.67068099975586
2018-12-04,32.16102981567383
2018-12-05,32.80281448364258
2018-12-06,32.557430267333984
2018-12-07,32.463050842285156
2018-12-10,31.43242073059082
2018-12-11,31.40221405029297
2018-12-12,32.077972412109375
2018-12-13,32.02135467529297
2018-12-14,32.10818862915039
2018-12-17,34.64134979248047
2018-12-18,34.9924430847168
2018-12-19,34.70930099487305
2018-12-20,34.297794342041016
2018-12-21,33.79193115234375
2018-12-24,33.00667953491211
2018-12-26,33.497459411621094
2018-12-27,34.16944885253906
2018-12-28,34.24494934082031
2018-12-31,33.64091491699219
2019-01-01,33.76171875
2019-01-02,33.02933120727539
2019-01-03,32.31958770751953
2019-01-04,31.836368560791016
2019-01-07,31.458839416503906
2019-01-08,31.156827926635742
2019-01-09,31.149272918701172
2019-01-10,31.258760452270508
2019-01-11,31.447519302368164
2019-01-14,31.202123641967773
2019-01-15,31.02091407775879
2019-01-16,31.473947525024414
2019-01-17,31.80238914489746
2019-01-18,31.002046585083008
2019-01-21,30.786853790283203
2019-01-22,29.9600830078125
2019-01-23,29.439109802246094
2019-01-24,29.042705535888672
2019-01-25,29.29941749572754
2019-01-28,28.363162994384766
2019-01-29,28.668960571289062
2019-01-30,29.167293548583984
2019-01-31,29.427776336669922
2019-02-01,29.031381607055664
2019-02-04,28.691614151000977
2019-02-05,29.20503807067871
2019-02-06,29.09934425354004
2019-02-07,29.420225143432617
2019-02-08,29.208816528320312
2019-02-11,29.30696678161621
2019-02-12,29.484405517578125
2019-02-14,29.088008880615234
2019-02-15,29.524486541748047
2019-02-18,28.53813934326172
2019-02-19,28.65074920654297
2019-02-20,28.7750186920166
2019-02-21,29.241012573242188
