Date,DIA.MI
2015-08-24,36.197532653808594
2015-08-25,37.002525329589844
2015-08-26,36.87590026855469
2015-08-27,37.35527420043945
2015-08-28,37.33718490600586
2015-08-31,37.120113372802734
2015-09-01,37.074893951416016
2015-09-02,36.477928161621094
2015-09-03,37.42763900756836
2015-09-04,36.76736068725586
2015-09-07,36.76736068725586
2015-09-08,36.93921661376953
2015-09-09,37.056800842285156
2015-09-10,37.237693786621094
2015-09-11,36.866851806640625
2015-09-14,36.80354309082031
2015-09-15,36.54124450683594
2015-09-16,36.034732818603516
2015-09-17,37.102020263671875
2015-09-18,37.2196044921875
2015-09-21,37.15629577636719
2015-09-22,36.505062103271484
2015-09-23,36.857818603515625
2015-09-24,36.505062103271484
2015-09-25,36.884944915771484
2015-09-28,36.21562576293945
2015-09-29,34.849853515625
2015-09-30,35.38349914550781
2015-10-01,34.777496337890625
2015-10-02,34.1805305480957
2015-10-05,34.94029998779297
2015-10-06,34.92221450805664
2015-10-07,33.954410552978516
2015-10-08,34.488059997558594
2015-10-09,33.33936309814453
2015-10-12,33.42076873779297
2015-10-13,33.87300491333008
2015-10-14,34.714176177978516
2015-10-15,35.202598571777344
2015-10-16,34.189571380615234
2015-10-19,35.148338317871094
2015-10-20,35.320186614990234
2015-10-21,35.37445831298828
2015-10-22,35.582481384277344
2015-10-23,36.21562576293945
2015-10-26,36.667869567871094
2015-10-27,36.41461181640625
2015-10-28,36.532196044921875
2015-10-29,37.44572830200195
2015-10-30,36.848777770996094
2015-11-02,37.54521942138672
2015-11-03,37.75325393676758
2015-11-04,37.81657028198242
2015-11-05,37.319095611572266
2015-11-06,38.01555252075195
2015-11-09,37.744205474853516
2015-11-10,37.77133560180664
2015-11-11,37.7984733581543
2015-11-12,41.11793899536133
2015-11-13,42.06764602661133
2015-11-16,42.32994842529297
2015-11-17,43.18017578125
2015-11-18,43.10780715942383
2015-11-19,42.82741928100586
2015-11-20,42.9088249206543
2015-11-23,43.722862243652344
2015-11-24,43.12590026855469
2015-11-25,43.52388000488281
2015-11-26,43.62337112426758
2015-11-27,44.527854919433594
2015-11-30,43.99420928955078
2015-12-01,45.54087829589844
2015-12-02,45.676551818847656
2015-12-03,44.962005615234375
2015-12-04,44.21128463745117
2015-12-07,44.47358322143555
2015-12-08,44.27459716796875
2015-12-09,44.55498504638672
2015-12-10,43.849491119384766
2015-12-11,43.80427169799805
2015-12-14,43.78617477416992
2015-12-15,44.24746322631836
2015-12-16,43.822349548339844
2015-12-17,43.41533660888672
2015-12-18,44.17510223388672
2015-12-21,42.97213363647461
2015-12-22,42.7188835144043
2015-12-23,42.7098388671875
2015-12-28,43.66859436035156
2015-12-29,43.29775619506836
2015-12-30,43.822349548339844
2015-12-31,43.822349548339844
2016-01-04,43.578147888183594
2016-01-05,44.401222229003906
2016-01-06,44.138916015625
2016-01-07,44.02134323120117
2016-01-08,43.91279602050781
2016-01-11,43.22539520263672
2016-01-12,43.55101013183594
2016-01-13,42.79124450683594
2016-01-14,42.33899688720703
2016-01-15,41.0184440612793
2016-01-18,40.27676773071289
2016-01-19,39.04666519165039
2016-01-20,38.80245590209961
2016-01-21,38.60346984863281
2016-01-22,39.95115661621094
2016-01-25,41.28075408935547
2016-01-26,42.311859130859375
2016-01-27,43.12590026855469
2016-01-28,42.4203987121582
2016-01-29,43.86757278442383
2016-02-01,44.16606521606445
2016-02-02,44.09369659423828
2016-02-03,42.94499969482422
2016-02-04,42.28472900390625
2016-02-05,40.421485900878906
2016-02-08,38.7210578918457
2016-02-09,38.98335647583008
2016-02-10,39.57126235961914
2016-02-11,39.58935546875
2016-02-12,39.38132858276367
2016-02-15,41.145076751708984
2016-02-16,41.42546463012695
2016-02-17,41.524959564208984
2016-02-18,42.456581115722656
2016-02-19,42.311859130859375
2016-02-22,43.632415771484375
2016-02-23,43.00831604003906
2016-02-24,43.67763900756836
2016-02-25,44.3107795715332
2016-02-26,44.02134323120117
2016-02-29,43.99420928955078
2016-03-01,44.32886505126953
2016-03-02,43.64145278930664
2016-03-03,42.872650146484375
2016-03-04,43.73190689086914
2016-03-07,43.79521942138672
2016-03-08,43.849491119384766
2016-03-09,41.79630661010742
2016-03-10,41.38024139404297
2016-03-11,41.027496337890625
2016-03-14,42.21236801147461
2016-03-15,41.60635757446289
2016-03-16,41.18125534057617
2016-03-17,40.629520416259766
2016-03-18,41.13603210449219
2016-03-21,41.31692886352539
2016-03-22,40.85564041137695
2016-03-23,41.42546463012695
2016-03-24,41.154117584228516
2016-03-29,41.497825622558594
2016-03-30,45.224308013916016
2016-03-31,45.902671813964844
2016-04-01,46.44536209106445
2016-04-04,47.03327941894531
2016-04-05,46.53581237792969
2016-04-06,46.852386474609375
2016-04-07,48.02821350097656
2016-04-08,47.07850646972656
2016-04-11,47.03327941894531
2016-04-12,46.852386474609375
